Date,DPZ
2015-08-03,102.53113555908203
2015-08-04,103.39253234863281
2015-08-05,102.64781188964844
2015-08-06,100.35079193115234
2015-08-07,101.7774658203125
2015-08-10,101.51724243164062
2015-08-11,101.83126068115234
2015-08-12,100.38668823242188
2015-08-13,102.46832275390625
2015-08-14,102.44144439697266
2015-08-17,103.17717742919922
2015-08-18,101.30191040039062
2015-08-19,99.17536926269531
2015-08-20,96.60018157958984
2015-08-21,93.74687194824219
2015-08-24,91.3242416381836
2015-08-25,94.23139953613281
2015-08-26,95.37991333007812
2015-08-27,96.7258071899414
2015-08-28,97.2731704711914
2015-08-31,95.05690002441406
2015-09-01,93.18158721923828
2015-09-02,94.37496185302734
2015-09-03,94.34803771972656
2015-09-04,94.6620864868164
2015-09-08,97.80252075195312
2015-09-09,97.06678771972656
2015-09-10,96.84246063232422
2015-09-11,99.18207550048828
2015-09-14,99.24507904052734
2015-09-15,100.62187957763672
2015-09-16,100.44188690185547
2015-09-17,101.32373809814453
2015-09-18,100.49589538574219
2015-09-21,99.91094207763672
2015-09-22,99.76700592041016
2015-09-23,99.85696411132812
2015-09-24,99.24507904052734
2015-09-25,101.63867950439453
2015-09-28,97.67035675048828
2015-09-29,95.26774597167969
2015-09-30,97.10340881347656
2015-10-01,94.78179168701172
2015-10-02,96.17655181884766
2015-10-05,97.4993667602539
2015-10-06,96.51848602294922
2015-10-07,97.21138763427734
2015-10-08,92.36119079589844
2015-10-09,94.8268051147461
2015-10-12,95.45671844482422
2015-10-13,95.53765869140625
2015-10-14,93.91793823242188
2015-10-15,95.25870513916016
2015-10-16,95.5826644897461
2015-10-19,96.50950622558594
2015-10-20,95.55567932128906
2015-10-21,93.09907531738281
2015-10-22,93.54898834228516
2015-10-23,93.67498016357422
2015-10-26,95.2137222290039
2015-10-27,94.44886016845703
2015-10-28,98.7231674194336
2015-10-29,98.4442138671875
2015-10-30,95.98760986328125
2015-11-02,97.85929107666016
2015-11-03,96.43750762939453
2015-11-04,94.52983093261719
2015-11-05,93.68397521972656
2015-11-06,93.98094177246094
2015-11-09,92.72111511230469
2015-11-10,93.79193115234375
2015-11-11,94.6738052368164
2015-11-12,92.58615112304688
2015-11-13,91.44334411621094
2015-11-16,93.12604522705078
2015-11-17,92.00126647949219
2015-11-18,93.64796447753906
2015-11-19,94.05292510986328
2015-11-20,94.50283813476562
2015-11-23,96.9234390258789
2015-11-24,96.68050384521484
2015-11-25,98.21925354003906
2015-11-27,97.76931762695312
2015-11-30,96.70750427246094
2015-12-01,97.95826721191406
2015-12-02,97.904296875
2015-12-03,96.68050384521484
2015-12-04,98.83114624023438
2015-12-07,99.3350601196289
2015-12-08,98.93013763427734
2015-12-09,98.17427825927734
2015-12-10,98.39022827148438
2015-12-11,98.03827667236328
2015-12-14,98.70606231689453
2015-12-15,99.202392578125
2015-12-16,98.56168365478516
2015-12-17,98.69705200195312
2015-12-18,98.21875
2015-12-21,99.02190399169922
2015-12-22,98.73313903808594
2015-12-23,98.79632568359375
2015-12-24,98.85047912597656
2015-12-28,99.38287353515625
2015-12-29,101.07039642333984
2015-12-30,100.62821197509766
2015-12-31,100.3935775756836
2016-01-04,98.5707015991211
2016-01-05,99.202392578125
2016-01-06,99.05801391601562
2016-01-07,96.33269500732422
2016-01-08,98.33605194091797
2016-01-11,95.85443115234375
2016-01-12,99.04896545410156
2016-01-13,97.42461395263672
2016-01-14,96.68463134765625
2016-01-15,93.99546813964844
2016-01-19,94.68128967285156
2016-01-20,96.07100677490234
2016-01-21,97.19902038574219
2016-01-22,100.70941925048828
2016-01-25,99.92430114746094
2016-01-26,101.22380065917969
2016-01-27,100.22210693359375
2016-01-28,101.25086212158203
2016-01-29,102.81205749511719
2016-02-01,103.19107055664062
2016-02-02,102.64959716796875
2016-02-03,102.69471740722656
2016-02-04,102.87522888183594
2016-02-05,99.59945678710938
2016-02-08,97.60514831542969
2016-02-09,95.31297302246094
2016-02-10,96.55829620361328
2016-02-11,96.46805572509766
2016-02-12,98.8143539428711
2016-02-16,100.24016571044922
2016-02-17,101.92766571044922
2016-02-18,101.10647583007812
2016-02-19,101.85547637939453
2016-02-22,103.85883331298828
2016-02-23,106.14193725585938
2016-02-24,106.13292694091797
2016-02-25,119.93087768554688
2016-02-26,121.27545166015625
2016-02-29,120.0571517944336
2016-03-01,121.05883026123047
2016-03-02,120.07521057128906
2016-03-03,119.87667846679688
2016-03-04,120.01205444335938
2016-03-07,120.94151306152344
2016-03-08,121.14006042480469
2016-03-09,120.7249526977539
2016-03-10,120.03011322021484
2016-03-11,119.2065658569336
2016-03-14,120.04822540283203
2016-03-15,118.73591613769531
2016-03-16,119.32421112060547
2016-03-17,118.79932403564453
2016-03-18,118.38299560546875
2016-03-21,118.70878601074219
2016-03-22,118.31058502197266
2016-03-23,117.75855255126953
2016-03-24,116.50967407226562
2016-03-28,116.8807144165039
2016-03-29,117.73140716552734
2016-03-30,118.52780151367188
2016-03-31,119.333251953125
2016-04-01,120.790283203125
2016-04-04,120.69073486328125
2016-04-05,119.74956512451172
2016-04-06,123.02561950683594
2016-04-07,123.31525421142578
2016-04-08,124.03018188476562
2016-04-11,124.20211791992188
2016-04-12,123.74967956542969
2016-04-13,124.11166381835938
2016-04-14,124.22928619384766
2016-04-15,125.45101165771484
2016-04-18,125.4782485961914
2016-04-19,124.45556640625
2016-04-20,126.708984375
2016-04-21,124.79945373535156
2016-04-22,119.83101654052734
2016-04-25,120.97130584716797
2016-04-26,121.09803009033203
2016-04-27,120.93507385253906
2016-04-28,109.02531433105469
2016-04-29,109.39636993408203
2016-05-02,108.93479919433594
2016-05-03,107.29676818847656
2016-05-04,107.71305084228516
2016-05-05,108.5365982055664
2016-05-06,107.97552490234375
2016-05-09,109.96649932861328
2016-05-10,110.60906219482422
2016-05-11,108.44609069824219
2016-05-12,109.9212646484375
2016-05-13,110.36467742919922
2016-05-16,111.46878814697266
2016-05-17,109.56831359863281
2016-05-18,109.62260437011719
2016-05-19,109.342041015625
2016-05-20,111.36925506591797
2016-05-23,110.3013687133789
2016-05-24,110.88057708740234
2016-05-25,109.76741027832031
2016-05-26,111.31495666503906
2016-05-27,110.57286071777344
2016-05-31,109.39636993408203
2016-06-01,109.86698150634766
2016-06-02,111.54120635986328
2016-06-03,110.60001373291016
2016-06-06,112.54576110839844
2016-06-07,112.96204376220703
2016-06-08,114.38291931152344
2016-06-09,115.3693618774414
2016-06-10,114.2562026977539
2016-06-13,113.27587890625
2016-06-14,114.70100402832031
2016-06-15,114.71914672851562
2016-06-16,115.23655700683594
2016-06-17,115.54520416259766
2016-06-20,115.72673034667969
2016-06-21,115.58149719238281
2016-06-22,113.7569351196289
2016-06-23,115.50889587402344
2016-06-24,113.43925476074219
2016-06-27,110.81591033935547
2016-06-28,113.03986358642578
2016-06-29,115.17303466796875
2016-06-30,119.2578353881836
2016-07-01,120.35616302490234
2016-07-05,121.57250213623047
2016-07-06,122.52566528320312
2016-07-07,121.50897216796875
2016-07-08,122.64363098144531
2016-07-11,123.45152282714844
2016-07-12,123.13385009765625
2016-07-13,122.92503356933594
2016-07-14,123.12477111816406
2016-07-15,123.17920684814453
2016-07-18,123.0430679321289
2016-07-19,123.0430679321289
2016-07-20,124.25944519042969
2016-07-21,131.3124542236328
2016-07-22,135.05235290527344
2016-07-25,134.06295776367188
2016-07-26,132.6468505859375
2016-07-27,133.64532470703125
2016-07-28,133.66351318359375
2016-07-29,133.7089080810547
2016-08-01,133.90863037109375
2016-08-02,132.02964782714844
2016-08-03,132.67410278320312
2016-08-04,132.98269653320312
2016-08-05,132.69224548339844
2016-08-08,131.3487548828125
2016-08-09,131.5485076904297
2016-08-10,131.62110900878906
2016-08-11,132.54698181152344
2016-08-12,132.6468505859375
2016-08-15,131.75726318359375
2016-08-16,130.68612670898438
2016-08-17,131.23080444335938
2016-08-18,133.55458068847656
2016-08-19,133.6907501220703
2016-08-22,136.2233428955078
2016-08-23,136.59552001953125
2016-08-24,135.99635314941406
2016-08-25,136.3776397705078
2016-08-26,134.66197204589844
2016-08-29,136.1507110595703
2016-08-30,135.64236450195312
2016-08-31,135.76951599121094
2016-09-01,135.26113891601562
2016-09-02,137.06753540039062
2016-09-06,136.32313537597656
2016-09-07,136.59552001953125
2016-09-08,135.4698944091797
2016-09-09,132.6468505859375
2016-09-12,136.3504180908203
2016-09-13,136.19573974609375
2016-09-14,136.7781219482422
2016-09-15,138.13404846191406
2016-09-16,136.5323944091797
2016-09-19,137.87925720214844
2016-09-20,138.27056884765625
2016-09-21,138.88026428222656
2016-09-22,140.21798706054688
2016-09-23,140.38186645507812
2016-09-26,139.68113708496094
2016-09-27,139.80857849121094
2016-09-28,139.0349884033203
2016-09-29,138.09767150878906
2016-09-30,138.18869018554688
2016-10-03,137.9429931640625
2016-10-04,137.84286499023438
2016-10-05,137.38783264160156
2016-10-06,137.533447265625
2016-10-07,137.26954650878906
2016-10-10,139.4081268310547
2016-10-11,138.6710205078125
2016-10-12,138.54360961914062
2016-10-13,136.78729248046875
2016-10-14,137.5243377685547
2016-10-17,138.3342742919922
2016-10-18,145.1049041748047
2016-10-19,150.173828125
2016-10-20,150.5195770263672
2016-10-21,151.39328002929688
2016-10-24,151.54795837402344
2016-10-25,150.05552673339844
2016-10-26,149.97360229492188
2016-10-27,151.0110321044922
2016-10-28,152.81289672851562
2016-10-31,154.01417541503906
2016-11-01,152.48529052734375
