Date,TECO2.BA
2015-08-24,31.79989242553711
2015-08-25,31.878219604492188
2015-08-26,34.776241302490234
2015-08-27,34.14964294433594
2015-08-28,34.619598388671875
2015-08-31,34.619598388671875
2015-09-01,33.67969512939453
2015-09-02,33.67969512939453
2015-09-03,34.54126739501953
2015-09-04,34.54126739501953
2015-09-07,34.38461685180664
2015-09-08,35.32451629638672
2015-09-09,34.46294021606445
2015-09-10,34.85456848144531
2015-09-11,36.02943801879883
2015-09-14,35.40283966064453
2015-09-15,35.12869644165039
2015-09-16,34.46294021606445
2015-09-17,35.16786575317383
2015-09-18,34.46294021606445
2015-09-21,33.797183990478516
2015-09-22,32.11319351196289
2015-09-23,32.11319351196289
2015-09-24,31.525760650634766
2015-09-25,32.03487014770508
2015-09-28,30.155071258544922
2015-09-29,31.956544876098633
2015-09-30,31.956544876098633
2015-10-01,30.742507934570312
2015-10-02,31.13413429260254
2015-10-05,32.504817962646484
2015-10-06,31.79989242553711
2015-10-07,31.7215633392334
2015-10-08,31.7215633392334
2015-10-09,32.11319351196289
2015-10-13,31.408273696899414
2015-10-14,32.11319351196289
2015-10-15,32.504817962646484
2015-10-16,32.15235900878906
2015-10-19,31.486597061157227
2015-10-20,31.79989242553711
2015-10-21,31.7215633392334
2015-10-22,32.03487014770508
2015-10-23,32.504817962646484
2015-10-26,36.26441192626953
2015-10-27,37.28264236450195
2015-10-28,40.1414909362793
2015-10-29,41.12055587768555
2015-10-30,41.55134201049805
2015-11-02,42.68705368041992
2015-11-03,41.903804779052734
2015-11-04,40.33730697631836
2015-11-05,40.72893524169922
2015-11-09,40.72893524169922
2015-11-10,40.53312301635742
2015-11-11,41.512176513671875
2015-11-12,41.15971755981445
2015-11-13,40.8464241027832
2015-11-16,42.45207214355469
2015-11-17,43.078678131103516
2015-11-18,43.470298767089844
2015-11-19,43.078678131103516
2015-11-20,44.606014251708984
2015-11-24,40.72893524169922
2015-11-25,38.37918472290039
2015-11-26,40.5722770690918
2015-11-27,40.5722770690918
2015-11-30,39.358245849609375
2015-12-01,40.102333068847656
2015-12-02,39.55406188964844
2015-12-03,38.96662521362305
2015-12-04,40.72893524169922
2015-12-09,38.770809173583984
2015-12-10,37.98756408691406
2015-12-11,37.12599182128906
2015-12-14,36.85184860229492
2015-12-15,35.794464111328125
2015-12-16,35.01121520996094
2015-12-17,36.38189697265625
2015-12-18,35.95111846923828
2015-12-21,36.73435974121094
2015-12-22,36.02943801879883
2015-12-23,37.204315185546875
2015-12-28,36.81268310546875
2015-12-29,36.42106628417969
2015-12-30,36.02943801879883
2016-01-04,33.67969512939453
2016-01-05,36.02943801879883
2016-01-06,36.42106628417969
2016-01-07,36.02943801879883
2016-01-08,37.204315185546875
2016-01-11,37.204315185546875
2016-01-12,34.85456848144531
2016-01-13,35.59865188598633
2016-01-14,33.75801467895508
2016-01-15,31.7215633392334
2016-01-18,30.155071258544922
2016-01-19,31.329952239990234
2016-01-20,30.54669761657715
2016-01-21,32.818119049072266
2016-01-22,33.28806686401367
2016-01-25,33.87550354003906
2016-01-26,33.28806686401367
2016-01-27,33.131412506103516
2016-01-28,34.42377471923828
2016-01-29,35.24618911743164
2016-02-01,35.16786575317383
2016-02-02,35.24618911743164
2016-02-03,35.71613693237305
2016-02-04,37.047664642333984
2016-02-05,37.047664642333984
2016-02-10,36.81268310546875
2016-02-11,35.59865188598633
2016-02-12,35.24618911743164
2016-02-15,35.95111846923828
2016-02-16,36.26441192626953
2016-02-17,38.496673583984375
2016-02-18,38.770809173583984
2016-02-19,39.55406188964844
2016-02-22,42.92202377319336
2016-02-23,43.31365203857422
2016-02-24,43.470298767089844
2016-02-25,44.17522048950195
2016-02-26,45.27177429199219
2016-02-29,44.64517593383789
2016-03-01,45.66339874267578
2016-03-02,46.01585388183594
2016-03-03,45.35009765625
2016-03-04,45.82004928588867
2016-03-07,45.66339874267578
2016-03-08,45.97670364379883
2016-03-09,45.624237060546875
2016-03-10,45.42842483520508
2016-03-11,43.66611862182617
2016-03-14,42.68705368041992
2016-03-15,42.29542541503906
2016-03-16,42.29542541503906
