Date,TOP100CASE.NS
2025-05-06,10.220000267028809
2025-05-07,10.260000228881836
2025-05-08,10.170000076293945
2025-05-09,10.09000015258789
2025-05-12,10.449999809265137
2025-05-13,10.390000343322754
2025-05-14,10.40999984741211
2025-05-15,10.539999961853027
2025-05-16,10.550000190734863
2025-05-19,10.550000190734863
2025-05-20,10.4399995803833
2025-05-21,10.510000228881836
2025-05-22,10.4399995803833
2025-05-23,10.510000228881836
2025-05-26,10.5600004196167
2025-05-27,10.520000457763672
2025-05-28,10.529999732971191
2025-05-29,10.5600004196167
2025-05-30,10.529999732971191
2025-06-02,10.510000228881836
2025-06-03,10.4399995803833
2025-06-04,10.489999771118164
2025-06-05,10.539999961853027
2025-06-06,10.59000015258789
2025-06-09,10.649999618530273
2025-06-10,10.6899995803833
2025-06-11,10.699999809265137
2025-06-12,10.600000381469727
2025-06-13,10.529999732971191
2025-06-16,10.59000015258789
2025-06-17,10.569999694824219
2025-06-18,10.550000190734863
2025-06-19,10.489999771118164
2025-06-20,10.600000381469727
2025-06-23,10.59000015258789
2025-06-24,10.619999885559082
2025-06-25,10.680000305175781
2025-06-26,10.789999961853027
2025-06-27,10.84000015258789
2025-06-30,10.859999656677246
2025-07-01,10.880000114440918
2025-07-02,10.84000015258789
2025-07-03,10.819999694824219
2025-07-04,10.84000015258789
2025-07-07,10.84000015258789
2025-07-08,10.859999656677246
2025-07-09,10.789999961853027
2025-07-10,10.8100004196167
2025-07-11,10.720000267028809
2025-07-14,10.720000267028809
2025-07-15,10.760000228881836
2025-07-16,10.770000457763672
2025-07-17,10.729999542236328
2025-07-18,10.65999984741211
2025-07-21,10.710000038146973
2025-07-22,10.6899995803833
2025-07-23,10.729999542236328
2025-07-24,10.699999809265137
2025-07-25,10.59000015258789
2025-07-28,10.520000457763672
2025-07-29,10.5600004196167
2025-07-30,10.619999885559082
2025-07-31,10.59000015258789
2025-08-01,10.479999542236328
