Date,TOP10ADD.NS
2024-09-11,96.98999786376953
2024-09-12,98.01000213623047
2024-09-13,98.18000030517578
2024-09-16,98.37999725341797
2024-09-17,98.48999786376953
2024-09-18,97.69000244140625
2024-09-19,98.38999938964844
2024-09-20,99.31999969482422
2024-09-23,100.12999725341797
2024-09-24,99.94000244140625
2024-09-25,99.88999938964844
2024-09-26,100.41999816894531
2024-09-27,109.4800033569336
2024-09-30,98.23999786376953
2024-10-01,98.33000183105469
2024-10-03,96.5999984741211
2024-10-04,95.54000091552734
2024-10-07,97.54000091552734
2024-10-08,95.51000213623047
2024-10-09,95.27999877929688
2024-10-10,95.48999786376953
2024-10-11,95.19999694824219
2024-10-14,96.08999633789062
2024-10-15,95.7300033569336
2024-10-16,95.55999755859375
2024-10-17,95.31999969482422
2024-10-18,95.56999969482422
2024-10-21,95.08000183105469
2024-10-22,94.29000091552734
2024-10-23,94.2699966430664
2024-10-24,94.1500015258789
2024-10-25,94.05999755859375
2024-10-28,94.06999969482422
2024-10-29,94.41999816894531
2024-10-31,93.77999877929688
2024-11-01,94.62000274658203
2024-11-04,92.83999633789062
2024-11-06,94.58000183105469
2024-11-07,93.73999786376953
2024-11-08,93.77999877929688
2024-11-11,94.01000213623047
2024-11-12,93.43000030517578
2024-11-13,92.25
2024-11-14,92.48999786376953
2024-11-18,91.80999755859375
2024-11-19,91.9000015258789
2024-11-21,91.80000305175781
2024-11-22,94.19000244140625
2024-11-25,95.3499984741211
2024-11-26,95.62000274658203
2024-11-27,95.66000366210938
2024-11-28,94.2699966430664
2024-11-29,95.2300033569336
2024-12-02,95.41000366210938
2024-12-03,95.9800033569336
2024-12-04,95.63999938964844
2024-12-05,96.95999908447266
2024-12-06,97.08999633789062
2024-12-09,97.13999938964844
2024-12-10,96.91000366210938
2024-12-11,96.97000122070312
2024-12-12,96.5999984741211
2024-12-13,97.58000183105469
2024-12-16,97.55999755859375
2024-12-17,96.20999908447266
2024-12-18,95.76000213623047
2024-12-19,94.4800033569336
2024-12-20,93.2300033569336
2024-12-23,93.7300033569336
2024-12-24,93.8499984741211
2024-12-26,93.7300033569336
2024-12-27,94.01000213623047
2024-12-30,93.19999694824219
2024-12-31,93.1500015258789
2025-01-01,93.55000305175781
2025-01-02,95.12000274658203
2025-01-03,94.26000213623047
2025-01-06,92.86000061035156
2025-01-07,93.06999969482422
2025-01-08,93.30000305175781
2025-01-09,92.68000030517578
2025-01-10,92.7699966430664
2025-01-13,92.19999694824219
2025-01-14,92.08999633789062
2025-01-15,92.38999938964844
2025-01-16,92.75
2025-01-17,91.77999877929688
2025-01-20,92.7300033569336
2025-01-21,92.16000366210938
2025-01-22,92.19999694824219
2025-01-23,92.0
2025-01-24,91.83000183105469
2025-01-27,90.91000366210938
2025-01-28,91.91999816894531
2025-01-29,91.94999694824219
2025-01-30,92.20999908447266
2025-01-31,92.94999694824219
2025-02-01,92.52999877929688
2025-02-03,92.1500015258789
2025-02-04,93.91000366210938
2025-02-05,93.30999755859375
2025-02-06,93.26000213623047
2025-02-07,93.02999877929688
2025-02-10,92.87000274658203
2025-02-11,91.66999816894531
2025-02-12,91.7300033569336
2025-02-13,91.62999725341797
2025-02-14,91.62999725341797
2025-02-17,91.16999816894531
2025-02-18,91.0199966430664
2025-02-19,91.19000244140625
2025-02-20,90.83000183105469
2025-02-21,90.5199966430664
2025-02-24,89.4800033569336
2025-02-25,89.62000274658203
2025-02-27,89.55999755859375
2025-02-28,87.97000122070312
2025-03-03,87.91000366210938
2025-03-04,87.66999816894531
2025-03-05,88.63999938964844
2025-03-06,89.2699966430664
2025-03-07,88.98999786376953
2025-03-10,89.13999938964844
2025-03-11,89.48999786376953
2025-03-12,89.3499984741211
2025-03-13,89.1500015258789
2025-03-17,89.04000091552734
2025-03-18,90.62000274658203
2025-03-19,90.47000122070312
2025-03-20,91.80999755859375
2025-03-21,92.62999725341797
2025-03-24,94.16999816894531
2025-03-25,94.5199966430664
2025-03-26,93.33000183105469
2025-03-27,93.68000030517578
2025-03-28,94.11000061035156
2025-04-01,92.23999786376953
2025-04-02,92.83000183105469
2025-04-03,91.87999725341797
2025-04-04,90.97000122070312
2025-04-07,88.05999755859375
2025-04-08,89.33000183105469
2025-04-09,88.87999725341797
2025-04-11,90.11000061035156
2025-04-15,91.9000015258789
2025-04-16,92.4800033569336
2025-04-17,94.08000183105469
2025-04-21,95.37999725341797
2025-04-22,95.52999877929688
2025-04-23,95.93000030517578
2025-04-24,95.54000091552734
2025-04-25,95.0
2025-04-28,95.83999633789062
2025-04-29,96.2300033569336
2025-04-30,96.44999694824219
2025-05-02,96.62000274658203
2025-05-05,96.55000305175781
2025-05-06,96.16000366210938
2025-05-07,96.33999633789062
2025-05-08,96.08000183105469
2025-05-09,95.41999816894531
2025-05-12,98.73999786376953
2025-05-13,97.27999877929688
2025-05-14,97.62999725341797
2025-05-15,98.63999938964844
2025-05-16,98.51000213623047
2025-05-19,97.66000366210938
2025-05-20,97.41999816894531
2025-05-21,97.63999938964844
2025-05-22,96.91999816894531
2025-05-23,97.94000244140625
2025-05-26,98.44999694824219
2025-05-27,97.81999969482422
2025-05-28,97.75
2025-05-29,97.77999877929688
2025-05-30,97.79000091552734
2025-06-02,97.55999755859375
2025-06-03,96.98999786376953
2025-06-04,97.18000030517578
2025-06-05,97.51000213623047
2025-06-06,98.08999633789062
2025-06-09,98.62999725341797
2025-06-10,98.93000030517578
2025-06-11,99.19999694824219
2025-06-12,98.36000061035156
2025-06-13,97.73999786376953
2025-06-16,98.56999969482422
2025-06-17,98.44999694824219
2025-06-18,98.11000061035156
2025-06-19,98.36000061035156
2025-06-20,99.16000366210938
2025-06-23,98.72000122070312
2025-06-24,98.87000274658203
2025-06-25,99.44000244140625
2025-06-26,100.55000305175781
2025-06-27,100.94000244140625
2025-06-30,100.41999816894531
2025-07-01,100.37999725341797
2025-07-02,100.01000213623047
2025-07-03,99.62000274658203
2025-07-04,100.0999984741211
2025-07-07,100.19999694824219
2025-07-08,100.62999725341797
2025-07-09,100.26000213623047
2025-07-10,99.4800033569336
2025-07-11,98.80999755859375
2025-07-14,97.91000366210938
2025-07-15,98.63999938964844
2025-07-16,98.47000122070312
2025-07-17,98.08999633789062
2025-07-18,97.26000213623047
2025-07-21,97.5199966430664
2025-07-22,97.18000030517578
2025-07-23,97.83999633789062
2025-07-24,97.01000213623047
2025-07-25,96.38999938964844
2025-07-28,94.97000122070312
2025-07-29,95.62000274658203
2025-07-30,96.4000015258789
2025-07-31,95.80999755859375
2025-08-01,95.27999877929688
