Date,GLW
2015-08-03,13.852517127990723
2015-08-04,13.921058654785156
2015-08-05,13.989596366882324
2015-08-06,13.905827522277832
2015-08-07,13.80682373046875
2015-08-10,14.058135032653809
2015-08-11,13.624053955078125
2015-08-12,13.662127494812012
2015-08-13,13.563128471374512
2015-08-14,13.677362442016602
2015-08-17,13.829672813415527
2015-08-18,13.646899223327637
2015-08-19,13.509821891784668
2015-08-20,13.121430397033691
2015-08-21,12.786355972290039
2015-08-24,12.405583381652832
2015-08-25,12.161887168884277
2015-08-26,12.580737113952637
2015-08-27,13.010319709777832
2015-08-28,13.179085731506348
2015-08-31,13.202101707458496
2015-09-01,12.810873031616211
2015-09-02,13.03333568572998
2015-09-03,13.240457534790039
2015-09-04,13.225117683410645
2015-09-08,13.64703369140625
2015-09-09,13.47059154510498
2015-09-10,13.508949279785156
2015-09-11,13.554976463317871
2015-09-14,13.516620635986328
2015-09-15,13.83114242553711
2015-09-16,14.045928001403809
2015-09-17,13.938536643981934
2015-09-18,13.516620635986328
2015-09-21,13.439909934997559
2015-09-22,13.025662422180176
2015-09-23,12.864569664001465
2015-09-24,12.79552936553955
2015-09-25,12.711145401000977
2015-09-28,12.542379379272461
2015-09-29,12.810873031616211
2015-09-30,13.133062362670898
2015-10-01,12.910595893859863
2015-10-02,13.079361915588379
2015-10-05,13.531964302062988
2015-10-06,13.662369728088379
2015-10-07,13.685384750366211
2015-10-08,13.785106658935547
2015-10-09,13.439909934997559
2015-10-12,13.240457534790039
2015-10-13,12.948949813842773
2015-10-14,13.041003227233887
2015-10-15,12.925936698913574
2015-10-16,12.956622123718262
2015-10-19,12.902925491333008
2015-10-20,12.925936698913574
2015-10-21,12.818540573120117
2015-10-22,13.501277923583984
2015-10-23,13.501277923583984
2015-10-26,13.286486625671387
2015-10-27,14.007575988769531
2015-10-28,14.437166213989258
2015-10-29,14.460174560546875
2015-10-30,14.26839542388916
2015-11-02,14.437166213989258
2015-11-03,14.444831848144531
2015-11-04,14.475520133972168
2015-11-05,14.621267318725586
2015-11-06,14.513872146606445
2015-11-09,14.398808479309082
2015-11-10,14.499170303344727
2015-11-11,14.290719032287598
2015-11-12,14.005058288574219
2015-11-13,13.842926025390625
2015-11-16,14.159466743469238
2015-11-17,14.244396209716797
2015-11-18,14.537771224975586
2015-11-19,14.661304473876953
2015-11-20,14.65357780456543
2015-11-23,14.715344429016113
2015-11-24,14.638140678405762
2015-11-25,14.645858764648438
2015-11-27,14.483734130859375
2015-11-30,14.460566520690918
2015-12-01,14.53005599975586
2015-12-02,14.468293190002441
2015-12-03,13.765721321105957
2015-12-04,13.920135498046875
2015-12-07,13.927854537963867
2015-12-08,13.765721321105957
2015-12-09,13.703957557678223
2015-12-10,13.657635688781738
2015-12-11,14.421967506408691
2015-12-14,13.95101261138916
2015-12-15,13.796608924865723
2015-12-16,14.298436164855957
2015-12-17,13.966456413269043
2015-12-18,13.89697265625
2015-12-21,13.920135498046875
2015-12-22,14.020498275756836
2015-12-23,14.321599960327148
2015-12-24,14.329320907592773
2015-12-28,14.059096336364746
2015-12-29,14.275273323059082
2015-12-30,14.275273323059082
2015-12-31,14.113143920898438
2016-01-04,13.827483177185059
2016-01-05,13.8197660446167
2016-01-06,13.510945320129395
2016-01-07,13.202119827270508
2016-01-08,13.240723609924316
2016-01-11,13.364251136779785
2016-01-12,13.387414932250977
2016-01-13,13.171239852905273
2016-01-14,13.35653018951416
2016-01-15,13.024552345275879
2016-01-19,12.939626693725586
2016-01-20,12.885580062866211
2016-01-21,13.070876121520996
2016-01-22,13.202119827270508
2016-01-25,12.939626693725586
2016-01-26,13.673072814941406
2016-01-27,13.827483177185059
2016-01-28,13.889250755310059
2016-01-29,14.367927551269531
2016-02-01,14.337040901184082
2016-02-02,13.966456413269043
2016-02-03,14.190354347229004
2016-02-04,14.56093692779541
2016-02-05,14.159466743469238
2016-02-08,13.866085052490234
2016-02-09,14.25983715057373
2016-02-10,14.005058288574219
2016-02-11,13.750277519226074
2016-02-12,14.198071479797363
2016-02-16,14.391084671020508
2016-02-17,14.63042163848877
2016-02-18,14.460566520690918
2016-02-19,14.321599960327148
2016-02-22,14.429689407348633
2016-02-23,14.161388397216797
2016-02-24,13.990303993225098
2016-02-25,14.091401100158691
2016-02-26,14.239154815673828
2016-02-29,14.231383323669434
2016-03-01,14.488014221191406
2016-03-02,14.620214462280273
2016-03-03,14.690204620361328
2016-03-04,14.744645118713379
