Date,ABREL.NS
2015-08-21,629.9299926757812
2015-08-24,525.2105102539062
2015-08-25,514.349609375
2015-08-26,523.645263671875
2015-08-27,540.5294189453125
2015-08-28,527.771484375
2015-08-31,519.4718017578125
2015-09-01,491.8689880371094
2015-09-02,499.8368835449219
2015-09-03,509.3697204589844
2015-09-04,477.83050537109375
2015-09-07,472.992919921875
2015-09-08,485.7983703613281
2015-09-09,497.2283630371094
2015-09-10,479.06365966796875
2015-09-11,483.853759765625
2015-09-14,501.40191650390625
2015-09-15,486.32000732421875
2015-09-16,493.67120361328125
2015-09-18,502.7298583984375
2015-09-21,515.0136108398438
2015-09-22,494.28778076171875
2015-09-23,498.0345458984375
2015-09-24,494.8568115234375
2015-09-28,478.58935546875
2015-09-29,482.1463623046875
2015-09-30,490.9678649902344
2015-10-01,491.39471435546875
2015-10-05,501.97100830078125
2015-10-06,503.3464660644531
2015-10-07,507.2354736328125
2015-10-08,490.4936218261719
2015-10-09,493.2444152832031
2015-10-12,502.635009765625
2015-10-13,508.94287109375
2015-10-14,524.6412353515625
2015-10-15,525.8744506835938
2015-10-16,529.8582763671875
2015-10-19,532.3245239257812
2015-10-20,532.8936157226562
2015-10-21,524.7835693359375
2015-10-23,515.250732421875
2015-10-26,504.3898010253906
2015-10-27,516.86328125
2015-10-28,515.203369140625
2015-10-29,520.1356811523438
2015-10-30,525.6846923828125
2015-11-02,512.0730590820312
2015-11-03,516.48388671875
2015-11-04,522.03271484375
2015-11-05,499.6471252441406
2015-11-06,489.73480224609375
2015-11-09,497.27569580078125
2015-11-10,484.9920654296875
2015-11-13,497.6077575683594
2015-11-16,523.78759765625
2015-11-17,535.7393188476562
2015-11-18,520.60986328125
2015-11-19,545.1298828125
2015-11-20,544.6556396484375
2015-11-23,542.9957275390625
2015-11-24,547.5012817382812
2015-11-26,556.1803588867188
2015-11-27,552.2914428710938
2015-11-30,554.8999633789062
2015-12-01,546.8372192382812
2015-12-02,549.4456787109375
2015-12-03,543.6597900390625
2015-12-04,536.830078125
2015-12-07,546.1259765625
2015-12-08,525.826904296875
2015-12-09,510.1759338378906
2015-12-10,515.3929443359375
2015-12-11,503.77325439453125
2015-12-14,516.0570068359375
2015-12-15,516.8157348632812
2015-12-16,533.9845581054688
2015-12-17,549.0189208984375
2015-12-18,543.2327270507812
2015-12-21,547.1218872070312
2015-12-22,552.9078979492188
2015-12-23,550.1096801757812
2015-12-24,569.1281127929688
2015-12-28,566.946533203125
2015-12-29,564.3380126953125
2015-12-30,571.2149658203125
2015-12-31,565.9979858398438
2016-01-01,584.1151733398438
2016-01-04,559.5477905273438
2016-01-05,566.6620483398438
2016-01-06,559.0260620117188
2016-01-07,533.2731323242188
2016-01-08,538.6797485351562
2016-01-11,542.6636352539062
2016-01-12,535.0278930664062
2016-01-13,527.771484375
2016-01-14,516.1517333984375
2016-01-15,488.6913757324219
2016-01-18,474.27349853515625
2016-01-19,491.6318359375
2016-01-20,476.8345947265625
2016-01-21,477.1664733886719
2016-01-22,495.23626708984375
2016-01-25,494.5723571777344
2016-01-27,492.3432312011719
2016-01-28,482.7629699707031
2016-01-29,497.180908203125
2016-02-01,498.46142578125
2016-02-02,477.2139587402344
2016-02-03,457.1047668457031
2016-02-04,453.35797119140625
2016-02-05,462.55889892578125
2016-02-08,452.409423828125
2016-02-09,450.08551025390625
2016-02-10,440.7423095703125
2016-02-11,413.8035888671875
2016-02-12,412.1910095214844
2016-02-15,428.2689514160156
2016-02-16,412.8076171875
2016-02-17,415.0841369628906
2016-02-18,422.008544921875
2016-02-19,431.3042907714844
2016-02-22,443.3982849121094
2016-02-23,428.3638000488281
2016-02-24,417.313232421875
2016-02-25,402.9427185058594
2016-02-26,403.89129638671875
2016-02-29,397.6308898925781
2016-03-01,414.7047119140625
2016-03-02,432.6322326660156
2016-03-03,446.05419921875
2016-03-04,443.54052734375
2016-03-08,454.8282165527344
2016-03-09,456.6304626464844
2016-03-10,449.2317810058594
2016-03-11,460.7567138671875
2016-03-14,463.74456787109375
2016-03-15,458.2904357910156
2016-03-16,460.28240966796875
2016-03-17,461.5154724121094
2016-03-18,487.6005554199219
2016-03-21,491.8689880371094
2016-03-22,497.180908203125
2016-03-23,493.1495361328125
2016-03-28,493.8609924316406
2016-03-29,501.11724853515625
2016-03-30,507.8519592285156
2016-03-31,502.44525146484375
2016-04-01,511.88330078125
2016-04-04,512.8792724609375
2016-04-05,502.2081298828125
2016-04-06,551.2479858398438
2016-04-07,538.7747192382812
2016-04-08,546.2206420898438
2016-04-11,560.3541259765625
2016-04-12,577.7598876953125
2016-04-13,583.3563232421875
2016-04-18,586.7236938476562
2016-04-20,598.0587768554688
2016-04-21,585.9174194335938
2016-04-22,592.604736328125
2016-04-25,589.3795776367188
2016-04-26,595.4029541015625
2016-04-27,596.968017578125
2016-04-28,590.61279296875
2016-04-29,605.599853515625
2016-05-02,605.078125
2016-05-03,580.795166015625
2016-05-04,570.5509643554688
2016-05-05,577.9021606445312
2016-05-06,575.1513671875
2016-05-09,592.3675537109375
2016-05-10,584.6843872070312
2016-05-11,586.107177734375
2016-05-12,590.470458984375
2016-05-13,581.3643798828125
2016-05-16,582.123291015625
2016-05-17,583.0718994140625
2016-05-18,575.9576416015625
2016-05-19,562.0139770507812
2016-05-20,563.2470703125
2016-05-23,564.100830078125
2016-05-24,556.1803588867188
2016-05-25,568.1321411132812
2016-05-26,587.6248779296875
2016-05-27,591.134521484375
2016-05-30,589.2373657226562
2016-05-31,590.4230346679688
2016-06-01,593.363525390625
2016-06-02,600.7621459960938
2016-06-03,586.2493896484375
2016-06-06,584.3523559570312
2016-06-07,609.5362548828125
2016-06-08,622.2942504882812
2016-06-09,612.476806640625
2016-06-10,604.36669921875
2016-06-13,597.9639282226562
2016-06-14,597.9639282226562
2016-06-15,604.6038818359375
2016-06-16,589.4744873046875
2016-06-17,582.4552001953125
2016-06-20,590.9921264648438
2016-06-21,617.8834838867188
2016-06-22,603.9872436523438
2016-06-23,599.908447265625
2016-06-24,582.8346557617188
2016-06-27,604.7935791015625
2016-06-28,606.7381591796875
2016-06-29,614.9903564453125
2016-06-30,624.9976806640625
2016-07-01,629.9774169921875
2016-07-04,645.2964477539062
2016-07-05,648.1895141601562
2016-07-07,642.6405639648438
2016-07-08,637.8029174804688
2016-07-11,653.6436767578125
2016-07-12,655.7778930664062
2016-07-13,640.1268920898438
2016-07-14,648.4266357421875
2016-07-15,643.6838989257812
2016-07-18,630.9174194335938
2016-07-19,630.0088500976562
2016-07-20,647.939453125
2016-07-21,639.5240478515625
2016-07-22,671.081787109375
2016-07-25,668.7868041992188
2016-07-26,662.1882934570312
2016-07-27,664.5791625976562
2016-07-28,669.5518188476562
2016-07-29,667.5435791015625
2016-08-01,668.0695190429688
2016-08-02,650.186767578125
2016-08-03,644.78369140625
2016-08-04,650.234619140625
2016-08-05,674.4767456054688
2016-08-08,681.1707153320312
2016-08-09,671.51220703125
2016-08-10,648.5133056640625
2016-08-11,650.4736938476562
2016-08-12,649.1826171875
2016-08-16,644.8792724609375
2016-08-17,641.5322265625
2016-08-18,645.8834838867188
2016-08-19,650.3779907226562
2016-08-22,645.3574829101562
2016-08-23,644.3054809570312
2016-08-24,645.8355102539062
2016-08-25,640.7193603515625
2016-08-26,680.1666870117188
2016-08-29,666.778564453125
2016-08-30,690.8294067382812
2016-08-31,692.7898559570312
2016-09-01,699.7708129882812
2016-09-02,711.7723388671875
2016-09-06,733.6715087890625
2016-09-07,756.431396484375
2016-09-08,776.0355834960938
2016-09-09,795.6875
2016-09-12,782.3471069335938
2016-09-14,833.2221069335938
2016-09-15,819.06884765625
2016-09-16,827.29296875
2016-09-19,854.88232421875
2016-09-20,840.0597534179688
2016-09-21,843.024169921875
2016-09-22,861.9588012695312
2016-09-23,868.6530151367188
2016-09-26,885.1490478515625
2016-09-27,891.60400390625
2016-09-28,906.1875610351562
2016-09-29,873.3865966796875
2016-09-30,901.8364868164062
2016-10-03,919.8626098632812
2016-10-04,917.08935546875
2016-10-05,919.6235961914062
2016-10-06,916.4678955078125
2016-10-07,932.8206176757812
2016-10-10,923.4966430664062
2016-10-13,892.4647827148438
2016-10-14,906.6657104492188
2016-10-17,895.0467529296875
2016-10-18,910.7300415039062
2016-10-19,890.2653198242188
2016-10-20,877.5942993164062
2016-10-21,878.5028686523438
2016-10-24,877.5465698242188
2016-10-25,876.9727172851562
2016-10-26,866.6447143554688
2016-10-27,850.4833374023438
2016-10-28,869.3224487304688
2016-11-01,979.1531982421875
2016-11-02,954.00244140625
2016-11-03,936.0718994140625
2016-11-04,936.5501708984375
2016-11-07,935.4981689453125
2016-11-08,934.5897216796875
2016-11-09,853.0653076171875
2016-11-10,858.372802734375
2016-11-11,775.7964477539062
2016-11-15,729.7984619140625
2016-11-16,737.2576904296875
2016-11-17,734.6756591796875
2016-11-18,716.6015625
2016-11-21,652.4818115234375
2016-11-22,659.98876953125
2016-11-23,700.392333984375
2016-11-24,706.9908447265625
2016-11-25,717.605712890625
2016-11-28,734.723388671875
2016-11-29,746.1033935546875
2016-11-30,771.9713134765625
2016-12-01,750.024169921875
2016-12-02,742.5172729492188
2016-12-05,763.0299682617188
2016-12-06,757.3399658203125
2016-12-07,749.7372436523438
2016-12-08,784.1162719726562
2016-12-09,784.6901245117188
2016-12-12,757.9136962890625
2016-12-13,743.4736328125
2016-12-14,730.8504028320312
2016-12-15,746.820556640625
2016-12-16,732.954345703125
2016-12-19,733.6237182617188
2016-12-20,727.9337768554688
2016-12-21,734.0062255859375
2016-12-22,722.5306396484375
2016-12-23,739.6005859375
2016-12-26,730.3245239257812
2016-12-27,763.4602661132812
2016-12-28,750.5023193359375
2016-12-29,763.9384155273438
2016-12-30,762.838623046875
2017-01-02,780.4344482421875
2017-01-03,802.8118896484375
2017-01-04,790.1409301757812
2017-01-05,800.2777099609375
2017-01-06,787.1286010742188
2017-01-09,801.42529296875
2017-01-10,797.07421875
2017-01-11,804.2940673828125
2017-01-12,783.7337646484375
2017-01-13,768.8154907226562
2017-01-16,777.2787475585938
2017-01-17,774.935791015625
2017-01-18,782.6339721679688
2017-01-19,777.18310546875
2017-01-20,765.2294921875
2017-01-23,777.0874633789062
2017-01-24,801.37744140625
2017-01-25,803.2422485351562
2017-01-27,803.8638305664062
2017-01-30,820.1687622070312
2017-01-31,805.585205078125
2017-02-01,836.9994506835938
2017-02-02,840.3944091796875
2017-02-03,870.13525390625
2017-02-06,861.86328125
2017-02-07,858.5162353515625
2017-02-08,885.5794067382812
2017-02-09,889.0698852539062
2017-02-10,886.918212890625
2017-02-13,883.5712280273438
2017-02-14,870.6610717773438
2017-02-15,852.2046508789062
2017-02-16,882.3280639648438
2017-02-17,887.2051391601562
2017-02-20,890.45654296875
2017-02-21,899.39794921875
2017-02-22,885.5316772460938
2017-02-23,904.6575317382812
2017-02-27,900.4977416992188
2017-02-28,911.9732666015625
2017-03-01,907.6220703125
2017-03-02,880.558837890625
2017-03-03,894.7120361328125
2017-03-06,899.3499755859375
2017-03-07,896.7680053710938
2017-03-08,891.60400390625
2017-03-09,896.2420654296875
2017-03-10,907.0961303710938
2017-03-14,930.5254516601562
2017-03-15,975.3757934570312
2017-03-16,976.8580322265625
2017-03-17,967.2471923828125
2017-03-20,972.0287475585938
2017-03-21,967.1038208007812
2017-03-22,955.245849609375
2017-03-23,963.5177001953125
2017-03-24,967.7254638671875
2017-03-27,978.3880004882812
2017-03-28,1002.6303100585938
2017-03-29,1005.1165771484375
2017-03-30,1002.0565185546875
2017-03-31,1007.125
2017-04-03,1013.5317993164062
2017-04-05,1017.3570556640625
2017-04-06,1008.8942260742188
2017-04-07,1019.7005004882812
2017-04-10,1019.7005004882812
2017-04-11,1043.416259765625
2017-04-12,1036.3873291015625
2017-04-13,1031.1279296875
2017-04-17,1075.165283203125
2017-04-18,1042.890380859375
2017-04-19,1068.7581787109375
2017-04-20,1085.828125
2017-04-21,1087.119140625
2017-04-24,1096.0125732421875
2017-04-25,1093.0482177734375
2017-04-26,1087.119140625
2017-04-27,1091.087646484375
2017-04-28,1079.229736328125
2017-05-02,1064.0723876953125
2017-05-03,1117.7685546875
2017-05-04,1108.3011474609375
2017-05-05,1095.438720703125
2017-05-08,1103.7109375
2017-05-09,1129.0050048828125
2017-05-10,1130.774169921875
2017-05-11,1145.02294921875
2017-05-12,1114.27783203125
2017-05-15,1142.2496337890625
2017-05-16,1135.02978515625
2017-05-17,1142.5364990234375
2017-05-18,1100.076904296875
2017-05-19,1098.212158203125
2017-05-22,1082.959228515625
2017-05-23,1072.4876708984375
2017-05-24,986.4689331054688
2017-05-25,1012.384521484375
2017-05-26,1028.9283447265625
2017-05-29,994.5016479492188
2017-05-30,1013.723388671875
2017-05-31,1014.3927612304688
2017-06-01,1017.3093872070312
2017-06-02,1019.9393310546875
2017-06-05,1042.1253662109375
2017-06-06,1020.560791015625
2017-06-07,1023.6688842773438
2017-06-08,1024.05126953125
2017-06-09,1027.5418701171875
2017-06-12,1012.7670288085938
2017-06-13,1012.8626708984375
2017-06-14,1004.3995361328125
2017-06-15,1019.8436279296875
2017-06-16,1062.25537109375
2017-06-19,1082.2899169921875
2017-06-20,1070.04931640625
2017-06-21,1078.416748046875
2017-06-22,1067.8494873046875
2017-06-23,1070.4796142578125
2017-06-27,1054.7005615234375
2017-06-28,1056.182861328125
