Date,BARC.L
2016-06-29,137.5968017578125
2016-06-30,138.2451629638672
2016-07-01,139.64158630371094
2016-07-04,136.20042419433594
2016-07-05,135.502197265625
2016-07-06,131.31297302246094
2016-07-07,134.40501403808594
2016-07-08,138.89352416992188
2016-07-11,145.02774047851562
2016-07-12,148.16970825195312
2016-07-13,144.72854614257812
2016-07-14,147.62109375
2016-07-15,149.41650390625
2016-07-18,150.56353759765625
2016-07-19,150.0149383544922
2016-07-20,150.56353759765625
2016-07-21,151.51112365722656
2016-07-22,151.41136169433594
2016-07-25,150.61341857910156
2016-07-26,148.6185302734375
2016-07-27,149.36663818359375
2016-07-28,146.1249237060547
2016-07-29,154.1543731689453
2016-08-01,151.01242065429688
2016-08-02,145.626220703125
2016-08-03,147.92031860351562
2016-08-04,148.46897888183594
2016-08-05,151.61085510253906
2016-08-08,156.99703979492188
2016-08-09,160.7873077392578
2016-08-10,163.28089904785156
2016-08-11,162.84197998046875
2016-08-12,162.9916229248047
2016-08-15,163.14126586914062
2016-08-16,161.3457489013672
2016-08-17,159.74974060058594
2016-08-18,160.24847412109375
2016-08-19,159.9492645263672
2016-08-22,159.6500244140625
2016-08-23,164.18862915039062
2016-08-24,166.1337432861328
2016-08-25,163.9392547607422
2016-08-26,165.58514404296875
2016-08-30,168.72723388671875
2016-08-31,171.8195343017578
2016-09-01,171.1212615966797
2016-09-02,173.86441040039062
2016-09-05,172.8170166015625
2016-09-06,169.27589416503906
2016-09-07,169.3257598876953
2016-09-08,172.7671356201172
2016-09-09,174.31326293945312
2016-09-12,169.62503051757812
2016-09-13,170.17364501953125
2016-09-14,169.87437438964844
2016-09-15,169.07640075683594
2016-09-16,164.28839111328125
2016-09-19,166.58265686035156
2016-09-20,166.0339813232422
2016-09-21,171.17112731933594
2016-09-22,172.7671356201172
2016-09-23,170.97161865234375
2016-09-26,167.67990112304688
2016-09-27,165.5352783203125
2016-09-28,165.68490600585938
2016-09-29,166.88185119628906
2016-09-30,167.38059997558594
2016-10-03,167.7796630859375
2016-10-04,168.82701110839844
2016-10-05,172.01898193359375
2016-10-06,173.8144989013672
2016-10-07,173.16616821289062
2016-10-10,171.86940002441406
2016-10-11,171.96914672851562
2016-10-12,168.029052734375
2016-10-13,166.08389282226562
2016-10-14,169.72476196289062
2016-10-17,169.12628173828125
2016-10-18,173.5651397705078
2016-10-19,176.95664978027344
2016-10-20,182.64239501953125
2016-10-21,182.7421417236328
2016-10-24,183.0413818359375
2016-10-25,183.2408905029297
2016-10-26,181.3456268310547
2016-10-27,190.02389526367188
2016-10-28,190.8218994140625
2016-10-31,189.8244171142578
2016-11-01,186.2333984375
2016-11-02,181.59503173828125
2016-11-03,184.83688354492188
2016-11-04,180.8967742919922
2016-11-07,184.7371368408203
2016-11-08,185.4852752685547
2016-11-09,192.41790771484375
2016-11-10,200.59738159179688
2016-11-11,201.2457733154297
2016-11-14,211.76943969726562
2016-11-15,211.3704071044922
2016-11-16,209.076171875
2016-11-17,212.16839599609375
2016-11-18,211.7195281982422
2016-11-21,210.0736846923828
2016-11-22,211.81927490234375
2016-11-23,212.8168182373047
2016-11-24,214.91156005859375
2016-11-25,214.96142578125
2016-11-28,211.3704071044922
2016-11-29,213.71456909179688
2016-11-30,215.41030883789062
2016-12-01,218.5025634765625
2016-12-02,212.4178009033203
2016-12-05,216.25814819335938
2016-12-06,226.18328857421875
2016-12-07,234.2630615234375
2016-12-08,238.40269470214844
2016-12-09,232.5174560546875
2016-12-12,226.98130798339844
2016-12-13,229.52493286132812
2016-12-14,221.19581604003906
2016-12-15,228.87655639648438
2016-12-16,227.57980346679688
2016-12-19,221.49505615234375
2016-12-20,227.08103942871094
2016-12-21,228.17832946777344
2016-12-22,226.43270874023438
2016-12-23,224.38778686523438
2016-12-28,224.18829345703125
2016-12-29,221.7943115234375
2016-12-30,222.8915252685547
2017-01-03,231.3204345703125
2017-01-04,234.41270446777344
2017-01-05,231.96884155273438
2017-01-06,234.6620635986328
2017-01-09,233.46505737304688
2017-01-10,235.65956115722656
2017-01-11,233.6147003173828
2017-01-12,231.66954040527344
2017-01-13,234.6620635986328
2017-01-16,230.52244567871094
2017-01-17,231.02117919921875
2017-01-18,227.0312042236328
2017-01-19,227.72946166992188
2017-01-20,226.83168029785156
2017-01-23,223.93894958496094
2017-01-24,228.07859802246094
2017-01-25,230.27305603027344
2017-01-26,231.76930236816406
2017-01-27,230.0237274169922
2017-01-30,222.84164428710938
2017-01-31,218.9015655517578
2017-02-01,221.54490661621094
2017-02-02,220.79681396484375
2017-02-03,228.278076171875
2017-02-06,226.83168029785156
2017-02-07,225.48504638671875
2017-02-08,224.38778686523438
2017-02-09,228.97630310058594
2017-02-10,228.07859802246094
2017-02-13,231.76930236816406
2017-02-14,234.6620635986328
2017-02-15,238.652099609375
2017-02-16,237.4051513671875
2017-02-17,236.40769958496094
2017-02-20,236.9064483642578
2017-02-21,235.36033630371094
2017-02-22,234.5623016357422
2017-02-23,228.4775390625
2017-02-24,225.33541870117188
2017-02-27,224.4376983642578
2017-02-28,225.93392944335938
2017-03-01,232.31793212890625
2017-03-02,228.9460906982422
2017-03-03,230.84149169921875
2017-03-06,226.40223693847656
2017-03-07,226.5019989013672
2017-03-08,231.7393341064453
2017-03-09,231.63961791992188
2017-03-10,231.29042053222656
2017-03-13,229.64439392089844
2017-03-14,226.00323486328125
2017-03-15,226.95095825195312
2017-03-16,228.89620971679688
2017-03-17,229.8439483642578
2017-03-20,227.7490234375
2017-03-21,229.44488525390625
2017-03-22,224.00807189941406
2017-03-23,223.35960388183594
2017-03-24,226.40223693847656
2017-03-27,223.6588592529297
2017-03-28,227.54946899414062
2017-03-29,226.75140380859375
2017-03-30,227.4995880126953
2017-03-31,224.5567169189453
2017-04-03,220.91551208496094
2017-04-04,217.22442626953125
2017-04-05,218.0723876953125
2017-04-06,215.8777313232422
2017-04-07,214.78038024902344
2017-04-10,215.67819213867188
2017-04-11,214.4811248779297
2017-04-12,213.1842498779297
2017-04-13,212.13673400878906
2017-04-18,206.79966735839844
2017-04-19,207.99679565429688
2017-04-20,207.24862670898438
2017-04-21,207.44810485839844
2017-04-24,218.6709442138672
2017-04-25,222.2622528076172
2017-04-26,224.10780334472656
2017-04-27,223.40948486328125
2017-04-28,211.7377166748047
2017-05-02,209.34352111816406
2017-05-03,208.44569396972656
2017-05-04,211.33871459960938
2017-05-05,205.85194396972656
2017-05-08,204.40542602539062
2017-05-09,204.8045196533203
2017-05-10,209.4432830810547
2017-05-11,206.0514678955078
2017-05-12,205.40306091308594
2017-05-15,210.0917205810547
2017-05-16,211.0892791748047
2017-05-17,208.994384765625
2017-05-18,211.7377166748047
2017-05-19,213.1842498779297
2017-05-22,213.13433837890625
2017-05-23,213.73292541503906
2017-05-24,215.92755126953125
2017-05-25,213.5334014892578
2017-05-26,211.13914489746094
2017-05-30,208.69508361816406
2017-05-31,209.4931640625
2017-06-01,210.5905303955078
2017-06-02,210.39096069335938
2017-06-05,211.18905639648438
2017-06-06,208.994384765625
2017-06-07,207.64761352539062
2017-06-08,204.90423583984375
2017-06-09,206.10137939453125
2017-06-12,204.75462341308594
2017-06-13,205.8020782470703
2017-06-14,203.0088653564453
2017-06-15,202.65969848632812
2017-06-16,202.7594451904297
2017-06-19,206.25099182128906
2017-06-20,202.31053161621094
2017-06-21,199.66693115234375
2017-06-22,195.52696228027344
2017-06-23,197.07322692871094
2017-06-26,196.9984130859375
2017-06-27,202.1219940185547
2017-06-28,202.958984375
2017-06-29,205.0040283203125
2017-06-30,202.2606658935547
2017-07-03,206.55027770996094
2017-07-04,206.45053100585938
2017-07-05,203.70716857910156
2017-07-06,208.6452178955078
2017-07-07,207.64761352539062
2017-07-10,207.19869995117188
2017-07-11,205.25341796875
2017-07-12,207.4980010986328
2017-07-13,210.79005432128906
2017-07-14,207.99679565429688
2017-07-17,208.54544067382812
2017-07-18,204.5550994873047
2017-07-19,205.8020782470703
2017-07-20,207.69747924804688
2017-07-21,204.5550994873047
2017-07-24,205.0040283203125
2017-07-25,209.19386291503906
2017-07-26,210.69027709960938
2017-07-27,208.09654235839844
2017-07-28,204.60501098632812
2017-07-31,202.5100555419922
2017-08-01,206.10137939453125
2017-08-02,207.19869995117188
2017-08-03,207.99679565429688
2017-08-04,209.84234619140625
2017-08-07,209.4931640625
2017-08-08,209.84234619140625
2017-08-09,208.24618530273438
2017-08-10,204.31549072265625
2017-08-11,198.87841796875
2017-08-14,199.3273162841797
2017-08-15,199.9757843017578
2017-08-16,200.2750244140625
2017-08-17,196.7833709716797
2017-08-18,195.18714904785156
2017-08-21,192.79281616210938
2017-08-22,192.8427276611328
2017-08-23,192.39378356933594
2017-08-24,194.0398712158203
2017-08-25,193.84034729003906
2017-08-29,189.8997039794922
2017-08-30,190.24887084960938
2017-08-31,190.64791870117188
2017-09-01,191.69541931152344
2017-09-04,189.75001525878906
2017-09-05,187.45547485351562
2017-09-06,185.41036987304688
2017-09-07,183.56471252441406
2017-09-08,187.1562042236328
2017-09-11,186.2084503173828
2017-09-12,190.89732360839844
2017-09-13,191.0968780517578
2017-09-14,189.35098266601562
2017-09-15,186.2084503173828
2017-09-18,187.0065460205078
2017-09-19,187.85450744628906
2017-09-20,185.46022033691406
2017-09-21,189.9495391845703
2017-09-22,191.0968780517578
2017-09-25,189.251220703125
2017-09-26,187.85450744628906
2017-09-27,189.79991149902344
2017-09-28,191.7452850341797
2017-09-29,192.89259338378906
2017-10-02,192.244140625
2017-10-03,193.19189453125
2017-10-04,191.8949737548828
2017-10-05,189.7001495361328
2017-10-06,189.75001525878906
2017-10-09,187.90440368652344
2017-10-10,189.55052185058594
2017-10-11,189.9495391845703
2017-10-12,192.59332275390625
2017-10-13,190.7975616455078
2017-10-16,188.80227661132812
2017-10-17,190.89732360839844
2017-10-18,192.1942596435547
2017-10-19,191.54576110839844
2017-10-20,195.2370147705078
2017-10-23,194.9875946044922
2017-10-24,197.5315704345703
2017-10-25,196.53395080566406
2017-10-26,181.96847534179688
2017-10-27,183.3651885986328
2017-10-30,183.06588745117188
2017-10-31,185.51010131835938
2017-11-01,183.66448974609375
2017-11-02,184.56234741210938
2017-11-03,182.81649780273438
2017-11-06,181.56942749023438
2017-11-07,180.92098999023438
2017-11-08,179.0254669189453
2017-11-09,179.0254669189453
2017-11-10,178.72621154785156
2017-11-13,178.47677612304688
2017-11-14,180.2725067138672
2017-11-15,181.96847534179688
2017-11-16,185.0112762451172
2017-11-17,184.56234741210938
2017-11-20,188.30348205566406
2017-11-21,188.75238037109375
2017-11-22,188.75238037109375
2017-11-23,188.30348205566406
2017-11-24,188.9020538330078
2017-11-27,187.0564422607422
2017-11-28,186.90679931640625
2017-11-29,193.7904510498047
2017-11-30,193.04222106933594
2017-12-01,188.9519500732422
2017-12-04,193.7904510498047
2017-12-05,191.24649047851562
2017-12-06,190.5481414794922
2017-12-07,191.19659423828125
2017-12-08,195.93536376953125
2017-12-11,198.1302032470703
2017-12-12,200.1254119873047
2017-12-13,202.19757080078125
2017-12-14,202.220458984375
2017-12-15,201.77151489257812
2017-12-18,204.01620483398438
2017-12-19,203.71690368652344
2017-12-20,203.06846618652344
2017-12-21,204.06607055664062
2017-12-22,201.67178344726562
2017-12-27,202.17056274414062
2017-12-28,202.91879272460938
2017-12-29,202.61953735351562
2018-01-02,202.71929931640625
2018-01-03,203.2180938720703
2018-01-04,204.01620483398438
2018-01-05,198.70880126953125
2018-01-08,199.6266326904297
2018-01-09,201.32260131835938
2018-01-10,200.7239990234375
2018-01-11,195.6361083984375
2018-01-12,194.0398712158203
2018-01-15,195.07737731933594
2018-01-16,198.9282684326172
2018-01-17,198.05035400390625
2018-01-18,198.82852172851562
2018-01-19,200.02566528320312
2018-01-22,208.70509338378906
2018-01-23,208.70509338378906
2018-01-24,208.0067596435547
2018-01-25,209.80247497558594
2018-01-26,209.5032196044922
2018-01-29,207.1587677001953
2018-01-30,201.272705078125
2018-01-31,199.46701049804688
2018-02-01,196.8731231689453
2018-02-02,195.0973358154297
2018-02-05,193.4612274169922
2018-02-06,188.61273193359375
2018-02-07,192.742919921875
2018-02-08,193.64080810546875
2018-02-09,192.44366455078125
2018-02-12,192.8626708984375
2018-02-13,192.54344177246094
2018-02-14,195.2370147705078
2018-02-15,198.03038024902344
2018-02-16,199.57675170898438
2018-02-19,200.5244903564453
2018-02-20,200.5743865966797
2018-02-21,201.6219024658203
2018-02-22,210.50083923339844
2018-02-23,209.30368041992188
2018-02-26,208.0067596435547
2018-02-27,211.49850463867188
2018-02-28,212.9949188232422
2018-03-01,210.77000427246094
2018-03-02,204.83352661132812
2018-03-05,206.7292022705078
2018-03-06,210.86976623535156
2018-03-07,210.47067260742188
2018-03-08,211.81761169433594
2018-03-09,210.27113342285156
2018-03-12,211.01942443847656
2018-03-13,209.22352600097656
2018-03-14,206.92877197265625
2018-03-15,206.5296630859375
2018-03-16,209.0239715576172
2018-03-19,216.5069122314453
2018-03-20,215.45928955078125
2018-03-21,210.96954345703125
2018-03-22,206.5296630859375
2018-03-23,203.88568115234375
2018-03-26,205.43215942382812
2018-03-27,205.6815185546875
2018-03-28,205.53192138671875
2018-03-29,206.03077697753906
2018-04-03,206.37998962402344
2018-04-04,206.92877197265625
2018-04-05,211.71783447265625
2018-04-06,209.07386779785156
2018-04-09,210.7200927734375
2018-04-10,214.2620391845703
2018-04-11,214.1123809814453
2018-04-12,215.5092010498047
2018-04-13,212.86521911621094
2018-04-16,213.314208984375
2018-04-17,211.2688446044922
2018-04-18,213.51373291015625
2018-04-19,213.7133026123047
2018-04-20,215.0103302001953
2018-04-23,215.8583984375
2018-04-24,214.91055297851562
2018-04-25,212.51600646972656
2018-04-26,209.52284240722656
2018-04-27,208.4752197265625
2018-04-30,206.7790985107422
2018-05-01,205.03305053710938
2018-05-02,204.98316955566406
2018-05-03,202.23941040039062
2018-05-04,205.13282775878906
2018-05-08,206.42987060546875
2018-05-09,210.47067260742188
2018-05-10,213.314208984375
2018-05-11,213.9627227783203
2018-05-14,211.4185028076172
2018-05-15,211.1192169189453
2018-05-16,208.0262451171875
2018-05-17,208.5251007080078
2018-05-18,207.02850341796875
2018-05-21,208.4253387451172
2018-05-22,210.620361328125
2018-05-23,208.32557678222656
2018-05-24,204.83352661132812
2018-05-25,205.73147583007812
2018-05-29,198.308349609375
2018-05-30,198.72743225097656
2018-05-31,196.7918243408203
2018-06-01,201.44125366210938
2018-06-04,204.085205078125
2018-06-05,197.35055541992188
2018-06-06,200.792724609375
2018-06-07,200.69296264648438
2018-06-08,198.54783630371094
2018-06-11,199.54556274414062
2018-06-12,198.36825561523438
2018-06-13,197.4303741455078
2018-06-14,200.14418029785156
2018-06-15,194.09796142578125
2018-06-18,194.51698303222656
2018-06-19,192.5614776611328
2018-06-20,193.25985717773438
2018-06-21,189.76779174804688
2018-06-22,193.5791778564453
2018-06-25,190.02720642089844
2018-06-26,188.6304168701172
2018-06-27,187.5728302001953
2018-06-28,189.4884796142578
2018-06-29,188.570556640625
2018-07-02,184.97869873046875
2018-07-03,185.337890625
2018-07-04,185.337890625
2018-07-05,186.17599487304688
2018-07-06,186.0762176513672
2018-07-09,187.9519805908203
2018-07-10,186.05625915527344
2018-07-11,187.0340576171875
2018-07-12,189.0694122314453
2018-07-13,189.24900817871094
2018-07-16,189.25897216796875
2018-07-17,187.93199157714844
2018-07-18,188.4707489013672
2018-07-19,185.09844970703125
2018-07-20,186.3555908203125
2018-07-23,186.1560516357422
2018-07-24,188.90977478027344
2018-07-25,187.5728302001953
2018-07-26,188.75010681152344
2018-07-27,190.4662322998047
2018-07-30,192.52154541015625
2018-07-31,193.519287109375
2018-08-01,191.26441955566406
2018-08-02,186.11614990234375
2018-08-03,188.271240234375
2018-08-06,188.1315460205078
2018-08-07,188.9297332763672
2018-08-08,192.68118286132812
2018-08-09,191.08961486816406
2018-08-10,187.23788452148438
2018-08-13,184.1046142578125
2018-08-14,183.5657958984375
2018-08-15,179.41468811035156
2018-08-16,181.78955078125
2018-08-17,182.20867919921875
2018-08-20,183.32632446289062
2018-08-21,184.0048370361328
2018-08-22,184.80311584472656
2018-08-23,182.74752807617188
2018-08-24,183.26641845703125
2018-08-28,183.30633544921875
2018-08-29,181.05116271972656
2018-08-30,177.91790771484375
2018-08-31,175.32347106933594
2018-09-03,177.13955688476562
2018-09-04,180.632080078125
2018-09-05,177.6185302734375
2018-09-06,175.8223876953125
2018-09-07,174.12603759765625
2018-09-10,176.42111206054688
2018-09-11,174.3655242919922
2018-09-12,171.85093688964844
2018-09-13,171.83096313476562
2018-09-14,170.71336364746094
2018-09-17,170.7732391357422
2018-09-18,169.09686279296875
2018-09-19,172.74899291992188
2018-09-20,173.88656616210938
2018-09-21,176.1217498779297
2018-09-24,175.60289001464844
2018-09-25,174.7447052001953
2018-09-26,175.22369384765625
2018-09-27,176.30137634277344
2018-09-28,171.411865234375
2018-10-01,172.030517578125
2018-10-02,169.91506958007812
2018-10-03,172.1502685546875
2018-10-04,173.9264678955078
2018-10-05,172.5693817138672
2018-10-08,168.63783264160156
2018-10-09,167.4004669189453
2018-10-10,171.2721405029297
2018-10-11,167.6399383544922
2018-10-12,164.64639282226562
2018-10-15,163.0098876953125
2018-10-16,162.4910125732422
2018-10-17,164.60646057128906
2018-10-18,164.64639282226562
2018-10-19,163.0697784423828
2018-10-22,164.96571350097656
2018-10-23,165.40476989746094
2018-10-24,170.33416748046875
2018-10-25,171.69125366210938
2018-10-26,167.69981384277344
2018-10-29,172.6292724609375
2018-10-30,169.5957794189453
2018-10-31,172.1303253173828
2018-11-01,175.16383361816406
2018-11-02,175.3434295654297
2018-11-05,174.52516174316406
2018-11-06,172.58937072753906
2018-11-07,175.02413940429688
2018-11-08,178.5166015625
2018-11-09,176.42111206054688
2018-11-12,170.37413024902344
2018-11-13,175.08396911621094
2018-11-14,173.20802307128906
2018-11-15,166.08334350585938
2018-11-16,164.62643432617188
2018-11-19,165.7240753173828
2018-11-20,161.19381713867188
2018-11-21,166.28289794921875
2018-11-22,165.165283203125
2018-11-23,164.18736267089844
2018-11-26,168.33847045898438
2018-11-27,167.99920654296875
2018-11-28,166.44253540039062
2018-11-29,166.881591796875
2018-11-30,162.5309295654297
2018-12-03,163.04983520507812
2018-12-04,158.77899169921875
2018-12-05,158.12042236328125
2018-12-06,152.99147033691406
2018-12-07,154.02919006347656
2018-12-10,153.03134155273438
2018-12-11,153.7098846435547
2018-12-12,158.6592559814453
2018-12-13,158.67922973632812
2018-12-14,158.10044860839844
2018-12-17,152.51243591308594
2018-12-18,151.8738555908203
2018-12-19,151.1354522705078
2018-12-20,147.52317810058594
2018-12-21,148.68069458007812
2018-12-24,146.04635620117188
2018-12-27,145.76693725585938
2018-12-28,149.8182373046875
2018-12-31,150.1974639892578
2019-01-02,150.35708618164062
2019-01-03,149.93800354003906
2019-01-04,154.7676239013672
2019-01-07,155.08692932128906
2019-01-08,156.9828643798828
2019-01-09,156.4839324951172
2019-01-10,158.99853515625
2019-01-11,156.88308715820312
2019-01-14,158.77899169921875
2019-01-15,158.75904846191406
2019-01-16,161.05413818359375
2019-01-17,160.0363311767578
2019-01-18,165.50457763671875
2019-01-21,164.60646057128906
2019-01-22,162.9101104736328
2019-01-23,162.51100158691406
2019-01-24,162.31141662597656
2019-01-25,163.7483367919922
2019-01-28,159.73695373535156
2019-01-29,160.95433044433594
2019-01-30,161.4931640625
2019-01-31,157.8409881591797
2019-02-01,158.28009033203125
2019-02-04,158.06051635742188
2019-02-05,160.17601013183594
2019-02-06,161.23374938964844
2019-02-07,156.0847625732422
2019-02-08,155.60580444335938
2019-02-11,156.50389099121094
2019-02-12,157.7212677001953
2019-02-13,157.68138122558594
2019-02-14,156.62362670898438
2019-02-15,159.15818786621094
2019-02-18,157.78115844726562
2019-02-19,158.6592559814453
2019-02-20,160.5352325439453
2019-02-21,160.4354248046875
2019-02-22,155.8053741455078
2019-02-25,158.87876892089844
2019-02-26,164.546630859375
2019-02-27,166.54232788085938
2019-02-28,163.84744262695312
2019-03-01,162.19061279296875
2019-03-04,163.42825317382812
2019-03-05,164.24673461914062
2019-03-06,165.00526428222656
2019-03-07,161.9710235595703
2019-03-08,158.47769165039062
2019-03-11,160.69346618652344
2019-03-12,162.5499725341797
2019-03-13,163.5879669189453
2019-03-14,164.66590881347656
2019-03-15,165.6240997314453
2019-03-18,165.90353393554688
2019-03-19,168.27902221679688
2019-03-20,164.12693786621094
2019-03-21,160.27427673339844
2019-03-22,155.14407348632812
2019-03-25,155.243896484375
2019-03-26,153.00814819335938
2019-03-27,155.243896484375
2019-03-28,152.78857421875
2019-03-29,154.38551330566406
2019-04-01,158.01861572265625
2019-04-02,159.69540405273438
2019-04-03,163.68775939941406
2019-04-04,164.3465576171875
2019-04-05,162.45013427734375
2019-04-08,161.81137084960938
2019-04-09,161.13267517089844
2019-04-10,160.8332061767578
2019-04-11,163.3683624267578
2019-04-12,165.64404296875
2019-04-15,167.3607635498047
2019-04-16,167.081298828125
2019-04-17,168.59841918945312
2019-04-18,169.07749938964844
2019-04-23,166.26283264160156
2019-04-24,166.06324768066406
2019-04-25,160.09458923339844
2019-04-26,160.73338317871094
2019-04-29,164.38641357421875
2019-04-30,163.96725463867188
2019-05-01,163.22865295410156
2019-05-02,164.22674560546875
2019-05-03,163.3683624267578
2019-05-07,159.1165008544922
