Date,TPL
2015-08-03,38.136131286621094
2015-08-04,37.970584869384766
2015-08-05,38.136131286621094
2015-08-06,38.354896545410156
2015-08-07,38.635738372802734
2015-08-10,38.51749038696289
2015-08-11,38.4583740234375
2015-08-12,38.109519958496094
2015-08-13,38.248477935791016
2015-08-14,38.4317626953125
2015-08-17,37.899627685546875
2015-08-18,36.55452346801758
2015-08-19,35.40156173706055
2015-08-20,34.662498474121094
2015-08-21,34.745277404785156
2015-08-24,33.453369140625
2015-08-25,32.690650939941406
2015-08-26,32.13190841674805
2015-08-27,33.77560043334961
2015-08-28,34.71866989135742
2015-08-31,35.11184310913086
2015-09-01,35.1355094909668
2015-09-02,35.77110290527344
2015-09-03,36.867889404296875
2015-09-04,36.657997131347656
2015-09-08,38.821983337402344
2015-09-09,39.21221923828125
2015-09-10,41.240238189697266
2015-09-11,41.06285858154297
2015-09-14,41.37031936645508
2015-09-15,41.68368148803711
2015-09-16,41.68368148803711
2015-09-17,41.88175582885742
2015-09-18,41.31119918823242
2015-09-21,42.8661994934082
2015-09-22,42.307472229003906
2015-09-23,41.75758361816406
2015-09-24,42.12417221069336
2015-09-25,42.20104217529297
2015-09-28,42.073917388916016
2015-09-29,42.24536895751953
2015-09-30,41.46196365356445
2015-10-01,41.84923553466797
2015-10-02,42.141910552978516
2015-10-05,41.93497085571289
2015-10-06,42.92236328125
2015-10-07,43.30670166015625
2015-10-08,43.91569137573242
2015-10-09,43.17661666870117
2015-10-12,43.01401901245117
2015-10-13,43.28303527832031
2015-10-14,43.19434356689453
2015-10-15,44.04280471801758
2015-10-16,44.2113037109375
2015-10-19,44.00141906738281
2015-10-20,43.57571029663086
2015-10-21,43.59934997558594
2015-10-22,44.220176696777344
2015-10-23,43.39833450317383
2015-10-26,43.235740661621094
2015-10-27,43.897945404052734
2015-10-28,43.900901794433594
2015-10-29,44.11079788208008
2015-10-30,44.27931594848633
2015-11-02,43.46928405761719
2015-11-03,43.47223663330078
2015-11-04,43.312591552734375
2015-11-05,43.79742431640625
2015-11-06,43.971858978271484
2015-11-09,43.62004852294922
2015-11-10,43.45746612548828
2015-11-11,43.161827087402344
2015-11-12,41.890625
2015-11-13,43.51658248901367
2015-11-16,42.96670913696289
2015-11-17,41.70438003540039
2015-11-18,41.60978317260742
2015-11-19,40.208492279052734
2015-11-20,40.072509765625
2015-11-23,41.491519927978516
2015-11-24,42.64448165893555
2015-11-25,43.18251037597656
2015-11-27,42.75385665893555
2015-11-30,44.403472900390625
2015-12-01,45.04794692993164
2015-12-02,44.74345397949219
2015-12-03,44.66952896118164
2015-12-04,44.56901931762695
2015-12-07,43.45746612548828
2015-12-08,43.10270690917969
2015-12-09,43.04949188232422
2015-12-10,42.92532730102539
2015-12-11,42.19807815551758
2015-12-14,41.38509750366211
2015-12-15,41.29936981201172
2015-12-16,39.640892028808594
2015-12-17,39.24178695678711
2015-12-18,38.67417907714844
2015-12-21,37.29949951171875
2015-12-22,39.17674255371094
2015-12-23,40.05180358886719
2015-12-24,40.41543197631836
2015-12-28,38.79834747314453
2015-12-29,37.42367172241211
2015-12-30,36.24114990234375
2015-12-31,38.7037467956543
2016-01-04,36.882667541503906
2016-01-05,37.25517272949219
2016-01-06,36.708248138427734
2016-01-07,37.739994049072266
2016-01-08,36.217498779296875
2016-01-11,36.1406364440918
2016-01-12,34.975860595703125
2016-01-13,33.54502487182617
2016-01-14,34.402339935302734
2016-01-15,33.320343017578125
2016-01-19,32.62561798095703
2016-01-20,34.21904373168945
2016-01-21,36.69938278198242
2016-01-22,37.38228225708008
2016-01-25,36.4658317565918
2016-01-26,36.400787353515625
2016-01-27,35.78293228149414
2016-01-28,36.657997131347656
2016-01-29,36.04012680053711
2016-02-01,37.246280670166016
2016-02-02,38.28986358642578
2016-02-03,37.74589538574219
2016-02-04,37.40000915527344
2016-02-05,35.49025344848633
2016-02-08,35.4872932434082
2016-02-09,34.727535247802734
2016-02-10,35.481388092041016
2016-02-11,34.32252502441406
2016-02-12,34.884212493896484
2016-02-16,36.365325927734375
2016-02-17,36.90040969848633
2016-02-18,38.11839294433594
2016-02-19,38.739219665527344
2016-02-22,37.53600311279297
2016-02-23,38.978675842285156
2016-02-24,38.95798110961914
2016-02-25,38.851566314697266
2016-02-26,39.39255905151367
2016-02-29,40.205543518066406
2016-03-01,40.56324768066406
2016-03-02,41.63047409057617
2016-03-03,41.831504821777344
2016-03-04,44.34434509277344
2016-03-07,44.64353561401367
2016-03-08,43.268978118896484
2016-03-09,43.34305191040039
2016-03-10,43.251216888427734
2016-03-11,43.90293884277344
2016-03-14,43.642250061035156
2016-03-15,43.171226501464844
2016-03-16,44.685028076171875
2016-03-17,44.569488525390625
2016-03-18,43.425994873046875
2016-03-21,44.95459747314453
2016-03-22,44.36211013793945
2016-03-23,44.13993453979492
2016-03-24,43.4052619934082
2016-03-28,44.086612701416016
2016-03-29,43.73408508300781
2016-03-30,44.293983459472656
2016-03-31,43.106048583984375
2016-04-01,43.043853759765625
2016-04-04,44.213993072509766
2016-04-05,43.34008026123047
2016-04-06,43.40822219848633
2016-04-07,43.93255615234375
2016-04-08,44.36211013793945
2016-04-11,44.03329086303711
2016-04-12,44.51023864746094
2016-04-13,44.581336975097656
2016-04-14,44.43618392944336
