Date,UDR
2015-08-03,24.044614791870117
2015-08-04,23.960289001464844
2015-08-05,23.85489845275879
2015-08-06,23.97434425354004
2015-08-07,24.135953903198242
2015-08-10,24.135953903198242
2015-08-11,24.43808937072754
2015-08-12,24.501327514648438
2015-08-13,24.47322654724121
2015-08-14,24.45917320251465
2015-08-17,24.901838302612305
2015-08-18,25.063447952270508
2015-08-19,24.64888572692871
2015-08-20,24.515380859375
2015-08-21,23.805709838867188
2015-08-24,22.540943145751953
2015-08-25,21.880449295043945
2015-08-26,22.47770118713379
2015-08-27,23.025768280029297
2015-08-28,23.053874969482422
2015-08-31,22.695526123046875
2015-09-01,22.147457122802734
2015-09-02,22.316091537475586
2015-09-03,22.330150604248047
2015-09-04,21.894506454467773
2015-09-08,22.210702896118164
2015-09-09,21.91558265686035
2015-09-10,22.042064666748047
2015-09-11,22.681468963623047
2015-09-14,22.60418128967285
2015-09-15,23.074953079223633
2015-09-16,23.363040924072266
2015-09-17,23.559776306152344
2015-09-18,23.679229736328125
2015-09-21,23.91813087463379
2015-09-22,23.686262130737305
2015-09-23,23.826786041259766
2015-09-24,23.623016357421875
2015-09-25,23.74247169494629
2015-09-28,23.517621994018555
2015-09-29,24.030555725097656
2015-09-30,24.227293014526367
2015-10-01,24.36782455444336
2015-10-02,24.613750457763672
2015-10-05,24.796443939208984
2015-10-06,24.571590423583984
2015-10-07,24.86765480041504
2015-10-08,24.959732055664062
2015-10-09,25.073055267333984
2015-10-12,25.377614974975586
2015-10-13,25.08721351623535
2015-10-14,24.754331588745117
2015-10-15,25.19346046447754
2015-10-16,25.342205047607422
2015-10-19,25.788415908813477
2015-10-20,25.483861923217773
2015-10-21,25.519269943237305
2015-10-22,25.335115432739258
2015-10-23,25.19346046447754
2015-10-26,25.257205963134766
2015-10-27,25.080129623413086
2015-10-28,24.988054275512695
2015-10-29,24.910154342651367
2015-10-30,24.407278060913086
2015-11-02,25.065977096557617
2015-11-03,24.747243881225586
2015-11-04,24.78265953063965
2015-11-05,24.98097801208496
2015-11-06,24.138124465942383
2015-11-09,23.918561935424805
2015-11-10,24.21603775024414
2015-11-11,24.485183715820312
2015-11-12,24.428524017333984
2015-11-13,24.456850051879883
2015-11-16,24.832244873046875
2015-11-17,25.143890380859375
2015-11-18,25.136796951293945
2015-11-19,25.370525360107422
2015-11-20,25.83091163635254
2015-11-23,26.007984161376953
2015-11-24,25.84507179260254
2015-11-25,26.305452346801758
2015-11-27,26.71626091003418
2015-11-30,26.142555236816406
2015-12-01,26.425865173339844
2015-12-02,25.951313018798828
2015-12-03,25.52635383605957
2015-12-04,26.01506805419922
2015-12-07,25.795495986938477
2015-12-08,25.71759605407715
2015-12-09,25.427194595336914
2015-12-10,25.285531997680664
2015-12-11,25.43427848815918
2015-12-14,25.852163314819336
2015-12-15,25.93007469177246
2015-12-16,26.404619216918945
2015-12-17,25.90174102783203
2015-12-18,25.753005981445312
2015-12-21,25.837989807128906
2015-12-22,25.8592472076416
2015-12-23,26.170894622802734
2015-12-24,26.15671730041504
2015-12-28,26.503780364990234
2015-12-29,26.8366641998291
2015-12-30,26.744598388671875
2015-12-31,26.610021591186523
2016-01-04,26.185047149658203
2016-01-05,26.517942428588867
2016-01-06,26.326711654663086
2016-01-07,26.02556037902832
2016-01-08,25.683029174804688
2016-01-11,25.975614547729492
2016-01-12,25.70443344116211
2016-01-13,25.683029174804688
2016-01-14,25.290536880493164
2016-01-15,25.533170700073242
2016-01-19,25.583118438720703
2016-01-20,24.876644134521484
2016-01-21,24.81241798400879
2016-01-22,25.483211517333984
2016-01-25,25.269121170043945
2016-01-26,26.0826473236084
2016-01-27,25.376169204711914
2016-01-28,25.00508689880371
2016-01-29,25.397573471069336
2016-02-01,25.79720687866211
2016-02-02,25.31907844543457
2016-02-03,25.947067260742188
2016-02-04,26.239639282226562
2016-02-05,24.99081802368164
2016-02-08,24.19156837463379
2016-02-09,23.849040985107422
2016-02-10,24.20583724975586
2016-02-11,23.65635871887207
2016-02-12,23.827621459960938
2016-02-16,24.16302490234375
2016-02-17,24.013160705566406
2016-02-18,24.19156837463379
2016-02-19,24.377111434936523
2016-02-22,24.548381805419922
2016-02-23,24.4341983795166
2016-02-24,24.04170799255371
