Date,NTAP
2015-08-03,23.753490447998047
2015-08-04,23.66834259033203
2015-08-05,23.892803192138672
2015-08-06,23.753490447998047
2015-08-07,23.62191390991211
2015-08-10,24.380414962768555
2015-08-11,23.76896858215332
2015-08-12,23.985685348510742
2015-08-13,23.699312210083008
2015-08-14,23.7999267578125
2015-08-17,23.637393951416016
2015-08-18,23.4361572265625
2015-08-19,23.049161911010742
2015-08-20,23.82314109802246
2015-08-21,23.381975173950195
2015-08-24,23.118825912475586
2015-08-25,22.499637603759766
2015-08-26,23.66834259033203
2015-08-27,24.295270919799805
2015-08-28,24.473291397094727
2015-08-31,24.736446380615234
2015-09-01,23.96245765686035
2015-09-02,24.202402114868164
2015-09-03,24.14048194885254
2015-09-04,23.66061019897461
2015-09-08,24.37267303466797
2015-09-09,24.086299896240234
2015-09-10,24.272058486938477
2015-09-11,24.442333221435547
2015-09-14,24.101787567138672
2015-09-15,24.914459228515625
2015-09-16,25.046035766601562
2015-09-17,24.92993927001953
2015-09-18,24.272058486938477
2015-09-21,24.1637020111084
2015-09-22,23.273624420166016
2015-09-23,22.98724365234375
2015-09-24,22.82470703125
2015-09-25,22.88663101196289
2015-09-28,22.522857666015625
2015-09-29,22.406763076782227
2015-09-30,22.909841537475586
2015-10-01,22.6312198638916
2015-10-02,23.165266036987305
2015-10-05,23.90828514099121
2015-10-06,24.24884033203125
2015-10-07,24.544649124145508
2015-10-08,25.120704650878906
2015-10-09,25.813526153564453
2015-10-12,25.977008819580078
2015-10-13,26.02371597290039
2015-10-14,26.374013900756836
2015-10-15,26.296165466308594
2015-10-16,26.32730484008789
2015-10-19,26.218324661254883
2015-10-20,26.249465942382812
2015-10-21,26.000362396240234
2015-10-22,26.76323890686035
2015-10-23,26.988990783691406
2015-10-26,25.805749893188477
2015-10-27,25.96921730041504
2015-10-28,26.514137268066406
2015-10-29,26.280603408813477
2015-10-30,26.467430114746094
2015-11-02,26.76323890686035
2015-11-03,26.8488712310791
2015-11-04,26.32730484008789
2015-11-05,26.62312889099121
2015-11-06,26.778812408447266
2015-11-09,26.5764102935791
2015-11-10,25.94586753845215
2015-11-11,25.245258331298828
2015-11-12,24.785972595214844
2015-11-13,24.37338638305664
2015-11-16,24.513511657714844
2015-11-17,24.36560821533203
2015-11-18,24.163209915161133
2015-11-19,24.10871696472168
2015-11-20,24.17098617553711
2015-11-23,24.139856338500977
2015-11-24,24.077577590942383
2015-11-25,23.945241928100586
2015-11-27,23.8907470703125
2015-11-30,23.867401123046875
2015-12-01,24.10871696472168
2015-12-02,24.077577590942383
2015-12-03,24.023088455200195
2015-12-04,24.35003089904785
2015-12-07,24.544649124145508
2015-12-08,24.194347381591797
2015-12-09,23.447032928466797
2015-12-10,23.501522064208984
2015-12-11,22.62186622619629
2015-12-14,22.318267822265625
2015-12-15,22.240419387817383
2015-12-16,22.52845573425293
2015-12-17,22.030242919921875
2015-12-18,21.485328674316406
2015-12-21,21.485328674316406
2015-12-22,20.418851852416992
2015-12-23,20.64459228515625
2015-12-24,20.64459228515625
2015-12-28,20.683515548706055
2015-12-29,20.924835205078125
2015-12-30,20.917049407958984
2015-12-31,20.65237808227539
2016-01-04,20.255369186401367
2016-01-05,19.772727966308594
2016-01-06,19.35720443725586
2016-01-07,18.322309494018555
2016-01-08,18.032222747802734
2016-01-11,18.01654624938965
2016-01-12,17.718626022338867
2016-01-13,17.655902862548828
2016-01-14,18.204710006713867
2016-01-15,17.4442195892334
2016-01-19,16.817007064819336
2016-01-20,16.73860740661621
2016-01-21,16.73860740661621
2016-01-22,16.86404800415039
2016-01-25,16.63668441772461
2016-01-26,17.271738052368164
2016-01-27,16.707250595092773
2016-01-28,16.840532302856445
2016-01-29,17.19333839416504
2016-02-01,17.13845443725586
2016-02-02,16.90325164794922
2016-02-03,17.405010223388672
2016-02-04,17.702943801879883
2016-02-05,17.749984741210938
2016-02-08,17.52262306213379
2016-02-09,17.279577255249023
2016-02-10,17.5461368560791
2016-02-11,17.036535263061523
2016-02-12,17.161975860595703
2016-02-16,18.1027889251709
2016-02-17,18.46342658996582
2016-02-18,18.761354446411133
2016-02-19,19.318004608154297
2016-02-22,19.57672882080078
2016-02-23,19.06711196899414
2016-02-24,19.5924015045166
2016-02-25,19.310163497924805
2016-02-26,19.694324493408203
2016-02-29,19.47480583190918
2016-03-01,20.02361488342285
2016-03-02,20.141210556030273
2016-03-03,20.439136505126953
2016-03-04,20.384248733520508
2016-03-07,21.06633758544922
2016-03-08,20.345048904418945
2016-03-09,20.517541885375977
2016-03-10,20.642976760864258
2016-03-11,21.21530532836914
2016-03-14,20.86250114440918
2016-03-15,20.250972747802734
2016-03-16,20.611616134643555
2016-03-17,20.90170669555664
2016-03-18,21.356428146362305
2016-03-21,21.003623962402344
