Date,PODD
2015-08-03,33.349998474121094
2015-08-04,33.88999938964844
2015-08-05,34.38999938964844
2015-08-06,34.18000030517578
2015-08-07,33.88999938964844
2015-08-10,33.2400016784668
2015-08-11,33.720001220703125
2015-08-12,34.06999969482422
2015-08-13,31.18000030517578
2015-08-14,31.600000381469727
2015-08-17,30.290000915527344
2015-08-18,30.6200008392334
2015-08-19,30.260000228881836
2015-08-20,29.200000762939453
2015-08-21,28.700000762939453
2015-08-24,28.0
2015-08-25,28.350000381469727
2015-08-26,29.15999984741211
2015-08-27,29.350000381469727
2015-08-28,29.709999084472656
2015-08-31,29.709999084472656
2015-09-01,28.389999389648438
2015-09-02,28.75
2015-09-03,28.239999771118164
2015-09-04,28.049999237060547
2015-09-08,29.049999237060547
2015-09-09,28.860000610351562
2015-09-10,28.8799991607666
2015-09-11,29.110000610351562
2015-09-14,28.68000030517578
2015-09-15,29.350000381469727
2015-09-16,29.719999313354492
2015-09-17,30.459999084472656
2015-09-18,30.170000076293945
2015-09-21,29.690000534057617
2015-09-22,29.100000381469727
2015-09-23,28.920000076293945
2015-09-24,28.790000915527344
2015-09-25,27.31999969482422
2015-09-28,25.65999984741211
2015-09-29,25.639999389648438
2015-09-30,25.90999984741211
2015-10-01,26.360000610351562
2015-10-02,27.510000228881836
2015-10-05,28.670000076293945
2015-10-06,28.770000457763672
2015-10-07,29.790000915527344
2015-10-08,29.31999969482422
2015-10-09,29.510000228881836
2015-10-12,29.420000076293945
2015-10-13,29.100000381469727
2015-10-14,29.100000381469727
2015-10-15,30.3799991607666
2015-10-16,30.90999984741211
2015-10-19,30.770000457763672
2015-10-20,30.610000610351562
2015-10-21,29.65999984741211
2015-10-22,29.709999084472656
2015-10-23,30.639999389648438
2015-10-26,29.8700008392334
2015-10-27,29.6299991607666
2015-10-28,29.290000915527344
2015-10-29,30.139999389648438
2015-10-30,29.899999618530273
2015-11-02,30.40999984741211
2015-11-03,30.229999542236328
2015-11-04,31.889999389648438
2015-11-05,31.700000762939453
2015-11-06,36.09000015258789
2015-11-09,37.060001373291016
2015-11-10,36.970001220703125
2015-11-11,34.9900016784668
2015-11-12,33.0
2015-11-13,33.27000045776367
2015-11-16,34.0
2015-11-17,34.70000076293945
2015-11-18,35.0
2015-11-19,34.650001525878906
2015-11-20,34.84000015258789
2015-11-23,34.77000045776367
2015-11-24,35.279998779296875
2015-11-25,36.189998626708984
2015-11-27,36.58000183105469
2015-11-30,36.59000015258789
2015-12-01,37.27000045776367
2015-12-02,36.900001525878906
2015-12-03,36.75
2015-12-04,36.439998626708984
2015-12-07,36.279998779296875
2015-12-08,36.91999816894531
2015-12-09,36.63999938964844
2015-12-10,37.439998626708984
2015-12-11,36.290000915527344
2015-12-14,36.709999084472656
2015-12-15,36.779998779296875
2015-12-16,36.560001373291016
2015-12-17,36.209999084472656
2015-12-18,36.16999816894531
2015-12-21,36.540000915527344
2015-12-22,36.650001525878906
2015-12-23,38.11000061035156
2015-12-24,37.779998779296875
2015-12-28,38.61000061035156
2015-12-29,39.31999969482422
2015-12-30,39.0099983215332
2015-12-31,37.810001373291016
2016-01-04,37.060001373291016
2016-01-05,37.4900016784668
2016-01-06,37.540000915527344
2016-01-07,36.75
2016-01-08,34.77000045776367
2016-01-11,34.209999084472656
2016-01-12,34.5
2016-01-13,33.56999969482422
2016-01-14,34.380001068115234
2016-01-15,33.91999816894531
2016-01-19,33.97999954223633
2016-01-20,34.41999816894531
2016-01-21,33.459999084472656
2016-01-22,33.349998474121094
2016-01-25,33.310001373291016
2016-01-26,33.0
2016-01-27,33.099998474121094
2016-01-28,32.06999969482422
2016-01-29,33.18000030517578
2016-02-01,33.209999084472656
2016-02-02,32.720001220703125
2016-02-03,31.209999084472656
2016-02-04,31.049999237060547
2016-02-05,28.170000076293945
2016-02-08,26.209999084472656
2016-02-09,26.0
2016-02-10,25.860000610351562
2016-02-11,24.68000030517578
2016-02-12,24.969999313354492
2016-02-16,26.469999313354492
2016-02-17,27.510000228881836
2016-02-18,26.989999771118164
2016-02-19,27.059999465942383
2016-02-22,27.739999771118164
2016-02-23,28.299999237060547
2016-02-24,29.260000228881836
2016-02-25,29.420000076293945
2016-02-26,31.8799991607666
2016-02-29,30.639999389648438
2016-03-01,30.610000610351562
2016-03-02,30.950000762939453
2016-03-03,31.65999984741211
2016-03-04,31.559999465942383
2016-03-07,32.189998626708984
2016-03-08,31.299999237060547
2016-03-09,30.760000228881836
2016-03-10,30.65999984741211
2016-03-11,31.360000610351562
2016-03-14,31.329999923706055
2016-03-15,30.799999237060547
2016-03-16,30.799999237060547
2016-03-17,31.329999923706055
2016-03-18,31.610000610351562
2016-03-21,31.5
2016-03-22,32.31999969482422
2016-03-23,31.469999313354492
2016-03-24,30.969999313354492
2016-03-28,31.200000762939453
2016-03-29,32.16999816894531
2016-03-30,32.20000076293945
2016-03-31,33.15999984741211
2016-04-01,33.52000045776367
2016-04-04,34.310001373291016
2016-04-05,33.040000915527344
2016-04-06,33.81999969482422
2016-04-07,33.45000076293945
2016-04-08,33.470001220703125
2016-04-11,33.380001068115234
2016-04-12,33.540000915527344
2016-04-13,34.400001525878906
2016-04-14,34.34000015258789
2016-04-15,34.060001373291016
2016-04-18,34.08000183105469
2016-04-19,33.61000061035156
2016-04-20,33.720001220703125
2016-04-21,33.779998779296875
2016-04-22,35.060001373291016
2016-04-25,35.150001525878906
2016-04-26,34.470001220703125
2016-04-27,34.70000076293945
2016-04-28,33.459999084472656
2016-04-29,33.29999923706055
2016-05-02,32.939998626708984
2016-05-03,29.5
2016-05-04,30.25
2016-05-05,30.0
2016-05-06,29.770000457763672
2016-05-09,29.760000228881836
2016-05-10,29.549999237060547
2016-05-11,28.8700008392334
2016-05-12,27.309999465942383
2016-05-13,26.889999389648438
2016-05-16,28.020000457763672
2016-05-17,27.100000381469727
2016-05-18,27.0
2016-05-19,28.219999313354492
2016-05-20,28.559999465942383
2016-05-23,29.09000015258789
2016-05-24,30.360000610351562
2016-05-25,30.079999923706055
2016-05-26,29.5
2016-05-27,30.219999313354492
2016-05-31,30.020000457763672
2016-06-01,30.549999237060547
2016-06-02,31.200000762939453
2016-06-03,31.540000915527344
2016-06-06,32.220001220703125
2016-06-07,32.06999969482422
2016-06-08,32.58000183105469
2016-06-09,32.099998474121094
2016-06-10,31.209999084472656
2016-06-13,30.770000457763672
2016-06-14,30.229999542236328
2016-06-15,29.780000686645508
2016-06-16,29.979999542236328
2016-06-17,28.899999618530273
2016-06-20,29.670000076293945
2016-06-21,28.700000762939453
2016-06-22,28.65999984741211
2016-06-23,29.450000762939453
2016-06-24,28.540000915527344
2016-06-27,28.219999313354492
2016-06-28,28.989999771118164
2016-06-29,29.709999084472656
2016-06-30,30.239999771118164
2016-07-01,30.979999542236328
2016-07-05,30.459999084472656
2016-07-06,30.829999923706055
2016-07-07,31.139999389648438
2016-07-08,32.11000061035156
2016-07-11,32.11000061035156
2016-07-12,33.209999084472656
2016-07-13,32.810001373291016
2016-07-14,32.849998474121094
2016-07-15,33.209999084472656
2016-07-18,33.27000045776367
2016-07-19,33.849998474121094
2016-07-20,34.439998626708984
2016-07-21,34.36000061035156
2016-07-22,34.790000915527344
2016-07-25,34.060001373291016
2016-07-26,34.65999984741211
2016-07-27,34.93000030517578
2016-07-28,35.0099983215332
2016-07-29,35.38999938964844
2016-08-01,35.380001068115234
2016-08-02,35.29999923706055
2016-08-03,35.45000076293945
2016-08-04,41.84000015258789
2016-08-05,43.15999984741211
2016-08-08,43.52000045776367
2016-08-09,44.25
2016-08-10,43.849998474121094
2016-08-11,42.86000061035156
2016-08-12,42.9900016784668
2016-08-15,44.5
2016-08-16,44.27000045776367
2016-08-17,43.04999923706055
2016-08-18,43.7400016784668
2016-08-19,43.4900016784668
2016-08-22,43.61000061035156
2016-08-23,43.349998474121094
2016-08-24,42.439998626708984
2016-08-25,41.599998474121094
2016-08-26,41.939998626708984
2016-08-29,42.63999938964844
2016-08-30,42.869998931884766
2016-08-31,42.33000183105469
2016-09-01,42.459999084472656
2016-09-02,43.119998931884766
2016-09-06,43.88999938964844
2016-09-07,44.04999923706055
2016-09-08,43.630001068115234
2016-09-09,41.040000915527344
2016-09-12,41.86000061035156
2016-09-13,40.689998626708984
2016-09-14,41.2400016784668
2016-09-15,42.16999816894531
2016-09-16,42.47999954223633
2016-09-19,43.45000076293945
2016-09-20,43.220001220703125
2016-09-21,44.880001068115234
2016-09-22,45.06999969482422
2016-09-23,43.93000030517578
2016-09-26,43.2599983215332
2016-09-27,43.77000045776367
2016-09-28,42.81999969482422
2016-09-29,39.529998779296875
2016-09-30,40.939998626708984
2016-10-03,40.720001220703125
2016-10-04,39.65999984741211
2016-10-05,39.58000183105469
2016-10-06,39.41999816894531
2016-10-07,39.869998931884766
2016-10-10,40.68000030517578
2016-10-11,38.790000915527344
2016-10-12,38.88999938964844
