Date,WEC
2015-08-03,35.80270004272461
2015-08-04,35.2733154296875
2015-08-05,35.295066833496094
2015-08-06,35.71567153930664
2015-08-07,36.28858184814453
2015-08-10,36.071022033691406
2015-08-11,36.61492156982422
2015-08-12,37.12783432006836
2015-08-13,37.12783432006836
2015-08-14,37.4046745300293
2015-08-17,37.36825942993164
2015-08-18,37.35369110107422
2015-08-19,37.54311752319336
2015-08-20,37.499412536621094
2015-08-21,37.37554931640625
2015-08-24,35.53226852416992
2015-08-25,34.30097579956055
2015-08-26,34.76727294921875
2015-08-27,35.10969161987305
2015-08-28,35.11698913574219
2015-08-31,34.71626663208008
2015-09-01,34.06784439086914
2015-09-02,34.02412414550781
2015-09-03,34.25727844238281
2015-09-04,33.92940902709961
2015-09-08,34.439414978027344
2015-09-09,34.14798355102539
2015-09-10,34.41756057739258
2015-09-11,34.883846282958984
2015-09-14,35.13883590698242
2015-09-15,35.16797637939453
2015-09-16,35.277252197265625
2015-09-17,35.838260650634766
2015-09-18,35.94026184082031
2015-09-21,36.07140350341797
2015-09-22,35.881980895996094
2015-09-23,36.04954147338867
2015-09-24,36.56684112548828
2015-09-25,37.16426086425781
2015-09-28,37.142398834228516
2015-09-29,37.244384765625
2015-09-30,38.04582977294922
2015-10-01,37.943817138671875
2015-10-02,38.33725357055664
2015-10-05,38.43196487426758
2015-10-06,37.980255126953125
2015-10-07,37.63783264160156
2015-10-08,38.21339416503906
2015-10-09,38.1478271484375
2015-10-12,38.446529388427734
2015-10-13,38.20610809326172
2015-10-14,38.06767654418945
2015-10-15,38.61410140991211
2015-10-16,38.832679748535156
2015-10-19,38.95654296875
2015-10-20,38.88368225097656
2015-10-21,38.730674743652344
2015-10-22,39.14596176147461
2015-10-23,38.47567367553711
2015-10-26,38.50481414794922
2015-10-27,38.380958557128906
2015-10-28,37.81269073486328
2015-10-29,37.37554931640625
2015-10-30,37.56496810913086
2015-11-02,37.67425537109375
2015-11-03,37.79812240600586
2015-11-04,37.87825012207031
2015-11-05,37.65238571166992
2015-11-06,36.07140350341797
2015-11-09,35.838260650634766
2015-11-10,36.45454025268555
2015-11-11,36.76341247558594
2015-11-12,36.39570999145508
2015-11-13,36.05006790161133
2015-11-16,37.04286575317383
2015-11-17,36.43247985839844
2015-11-18,36.82224655151367
2015-11-19,36.96197509765625
2015-11-20,37.14582061767578
2015-11-23,36.71193313598633
2015-11-24,36.3148193359375
2015-11-25,36.08684158325195
2015-11-27,36.43247985839844
2015-11-30,36.270687103271484
2015-12-01,36.704586029052734
2015-12-02,35.807369232177734
2015-12-03,35.38818359375
2015-12-04,36.366294860839844
2015-12-07,36.82959747314453
2015-12-08,37.13847732543945
2015-12-09,36.72664260864258
2015-12-10,35.71176528930664
2015-12-11,35.71176528930664
2015-12-14,36.43247985839844
2015-12-15,36.71193313598633
2015-12-16,37.6679801940918
2015-12-17,37.69739532470703
2015-12-18,36.94728088378906
2015-12-21,37.057586669921875
2015-12-22,37.31497573852539
2015-12-23,37.90330505371094
2015-12-24,37.92537307739258
2015-12-28,38.16071319580078
2015-12-29,38.462223052978516
2015-12-30,38.41073989868164
2015-12-31,37.73416519165039
2016-01-04,37.741512298583984
2016-01-05,38.145999908447266
2016-01-06,38.04303741455078
2016-01-07,38.03569793701172
2016-01-08,37.851837158203125
2016-01-11,38.16071319580078
2016-01-12,37.910667419433594
2016-01-13,38.123931884765625
2016-01-14,38.977012634277344
2016-01-15,38.79315948486328
2016-01-19,39.85215377807617
2016-01-20,38.93288803100586
2016-01-21,38.58725357055664
2016-01-22,39.4329719543457
2016-01-25,39.13146209716797
2016-01-26,39.609474182128906
2016-01-27,39.403560638427734
2016-01-28,40.22722625732422
2016-01-29,40.61698913574219
2016-02-01,41.24945068359375
2016-02-02,41.27887725830078
2016-02-03,41.661293029785156
2016-02-04,41.47742462158203
2016-02-05,41.955448150634766
2016-02-08,42.25697708129883
2016-02-09,42.205482482910156
2016-02-10,41.86796188354492
2016-02-11,41.348697662353516
2016-02-12,41.296775817871094
2016-02-16,41.34128189086914
2016-02-17,41.19292068481445
2016-02-18,41.99407196044922
2016-02-19,41.934722900390625
2016-02-22,42.35756301879883
2016-02-23,42.54301452636719
2016-02-24,42.57268524169922
2016-02-25,43.0103645324707
2016-02-26,41.86796188354492
2016-02-29,41.80120849609375
2016-03-01,41.80120849609375
2016-03-02,41.71217727661133
2016-03-03,41.89022445678711
2016-03-04,42.313053131103516
2016-03-07,42.216617584228516
2016-03-08,42.854576110839844
2016-03-09,43.08453369140625
2016-03-10,42.96585464477539
2016-03-11,43.13646697998047
2016-03-14,43.062286376953125
2016-03-15,43.27741241455078
2016-03-16,43.59638977050781
2016-03-17,43.915374755859375
2016-03-18,43.39609909057617
2016-03-21,43.44061279296875
2016-03-22,43.20322799682617
2016-03-23,43.64090347290039
2016-03-24,43.68540573120117
2016-03-28,43.529632568359375
2016-03-29,44.204673767089844
2016-03-30,44.219512939453125
2016-03-31,44.56074905395508
2016-04-01,44.486568450927734
2016-04-04,44.59041976928711
2016-04-05,43.752166748046875
2016-04-06,43.626060485839844
2016-04-07,43.70024871826172
2016-04-08,43.715087890625
2016-04-11,43.566715240478516
2016-04-12,43.86344528198242
2016-04-13,43.470279693603516
2016-04-14,43.30709457397461
2016-04-15,43.611228942871094
2016-04-18,43.87086486816406
2016-04-19,43.87086486816406
2016-04-20,42.372398376464844
2016-04-21,41.46738815307617
2016-04-22,42.023746490478516
2016-04-25,42.14984130859375
2016-04-26,42.0682487487793
2016-04-27,42.802642822265625
2016-04-28,43.08453369140625
2016-04-29,43.18098449707031
2016-05-02,43.336761474609375
2016-05-03,43.72993087768555
2016-05-04,44.5830078125
2016-05-05,44.486568450927734
2016-05-06,43.952457427978516
2016-05-09,44.56816864013672
2016-05-10,44.53107452392578
2016-05-11,44.923770904541016
2016-05-12,45.01353454589844
2016-05-13,44.81156921386719
2016-05-16,44.991092681884766
2016-05-17,44.056114196777344
2016-05-18,43.300655364990234
2016-05-19,43.69709014892578
2016-05-20,43.76438903808594
2016-05-23,43.375457763671875
2016-05-24,44.033668518066406
2016-05-25,43.94390869140625
2016-05-26,44.63204574584961
2016-05-27,44.67692947387695
2016-05-31,44.983604431152344
2016-06-01,45.21548080444336
2016-06-02,45.01353454589844
2016-06-03,46.01580810546875
2016-06-06,45.70914840698242
2016-06-07,45.55207061767578
2016-06-08,46.11307144165039
2016-06-09,46.614219665527344
2016-06-10,46.77128982543945
2016-06-13,46.76380920410156
2016-06-14,47.264949798583984
2016-06-15,46.79371643066406
2016-06-16,47.2275505065918
2016-06-17,47.34723663330078
2016-06-20,47.077964782714844
2016-06-21,47.048038482666016
2016-06-22,47.0330924987793
2016-06-23,46.95827865600586
2016-06-24,47.362186431884766
2016-06-27,48.229854583740234
2016-06-28,48.11015701293945
2016-06-29,47.99049377441406
2016-06-30,48.843196868896484
2016-07-01,48.65619659423828
2016-07-05,49.23214340209961
2016-07-06,49.10499572753906
2016-07-07,48.1550407409668
2016-07-08,48.6412353515625
2016-07-11,48.55147171020508
2016-07-12,47.65389633178711
2016-07-13,48.0652961730957
2016-07-14,47.86333465576172
2016-07-15,47.84089279174805
2016-07-18,48.05780029296875
2016-07-19,47.99796676635742
2016-07-20,47.885772705078125
2016-07-21,48.40937423706055
2016-07-22,48.9105110168457
2016-07-25,48.95539855957031
2016-07-26,48.371971130371094
2016-07-27,47.86333465576172
2016-07-28,47.99796676635742
2016-07-29,48.55147171020508
2016-08-01,48.6711540222168
2016-08-02,48.33456039428711
2016-08-03,47.64641571044922
2016-08-04,47.75863265991211
2016-08-05,46.80867004394531
2016-08-08,46.65909194946289
2016-08-09,46.73387908935547
2016-08-10,46.963836669921875
2016-08-11,47.046775817871094
2016-08-12,47.092018127441406
2016-08-15,46.119415283203125
2016-08-16,45.252357482910156
2016-08-17,45.9007568359375
2016-08-18,46.699951171875
2016-08-19,46.22496032714844
2016-08-22,46.443603515625
2016-08-23,46.14957046508789
2016-08-24,46.04401779174805
2016-08-25,46.17973327636719
2016-08-26,44.99602127075195
2016-08-29,45.493621826171875
2016-08-30,44.905548095703125
2016-08-31,45.146820068359375
2016-09-01,45.101585388183594
2016-09-02,45.65950012207031
2016-09-06,46.33805847167969
2016-09-07,46.07417297363281
2016-09-08,46.30035400390625
2016-09-09,44.55118942260742
2016-09-12,45.37300109863281
2016-09-13,44.83769226074219
2016-09-14,45.214664459228516
2016-09-15,45.37300109863281
2016-09-16,45.83290100097656
2016-09-19,46.345603942871094
2016-09-20,46.1872673034668
2016-09-21,47.122169494628906
2016-09-22,47.35590362548828
2016-09-23,47.476531982421875
2016-09-26,47.31819534301758
2016-09-27,46.503929138183594
2016-09-28,46.22496032714844
2016-09-29,45.52378845214844
2016-09-30,45.146820068359375
2016-10-03,44.505950927734375
2016-10-04,43.299625396728516
2016-10-05,43.20161056518555
2016-10-06,43.20914077758789
2016-10-07,43.043270111083984
2016-10-10,43.26946258544922
2016-10-11,42.66628646850586
2016-10-12,43.29206848144531
2016-10-13,43.86507797241211
2016-10-14,43.53334426879883
2016-10-17,43.75952911376953
2016-10-18,43.955570220947266
2016-10-19,43.86507797241211
2016-10-20,43.77460479736328
2016-10-21,43.49564743041992
2016-10-24,43.57858657836914
2016-10-25,43.8273811340332
2016-10-26,44.355159759521484
2016-10-27,43.94802474975586
2016-10-28,44.12143325805664
2016-10-31,45.02617263793945
2016-11-01,44.12143325805664
2016-11-02,43.71430206298828
2016-11-03,43.91032409667969
2016-11-04,43.518272399902344
2016-11-07,44.16667556762695
2016-11-08,44.49086380004883
2016-11-09,42.75349426269531
2016-11-10,42.160457611083984
2016-11-11,41.780277252197266
2016-11-14,41.49897003173828
2016-11-15,42.2592887878418
2016-11-16,41.92474365234375
2016-11-17,42.221275329589844
2016-11-18,42.221275329589844
2016-11-21,42.58623504638672
2016-11-22,43.0272216796875
2016-11-23,42.36574935913086
2016-11-25,43.00441360473633
2016-11-28,44.129703521728516
2016-11-29,44.122100830078125
2016-11-30,42.58623504638672
2016-12-01,42.10721969604492
2016-12-02,42.30491256713867
2016-12-05,42.34292984008789
2016-12-06,42.13763427734375
2016-12-07,42.8143310546875
2016-12-08,42.93598937988281
2016-12-09,43.460609436035156
2016-12-12,44.05367660522461
2016-12-13,44.34260177612305
2016-12-14,43.270530700683594
2016-12-15,43.445404052734375
2016-12-16,44.10689163208008
2016-12-19,44.220947265625
2016-12-20,44.44144821166992
2016-12-21,44.44905090332031
2016-12-22,44.63912582397461
2016-12-23,44.65434265136719
2016-12-27,44.53269577026367
2016-12-28,44.02326202392578
2016-12-29,44.745582580566406
2016-12-30,44.593502044677734
2017-01-03,44.471866607666016
2017-01-04,44.81401443481445
2017-01-05,44.87483596801758
2017-01-06,44.692352294921875
2017-01-09,44.0840950012207
2017-01-10,44.17531967163086
2017-01-11,44.593502044677734
2017-01-12,44.63152313232422
2017-01-13,44.66193771362305
2017-01-17,45.12574768066406
2017-01-18,45.148563385009766
2017-01-19,44.52509307861328
2017-01-20,44.47946548461914
2017-01-23,44.39582443237305
2017-01-24,44.42624282836914
2017-01-25,44.20574188232422
2017-01-26,44.31217956542969
2017-01-27,44.27417755126953
2017-01-30,44.25896453857422
2017-01-31,44.897647857666016
2017-02-01,43.50623321533203
2017-02-02,43.58228302001953
2017-02-03,43.8255729675293
2017-02-06,43.711517333984375
2017-02-07,44.02326202392578
2017-02-08,44.350215911865234
2017-02-09,44.061275482177734
2017-02-10,44.14567947387695
2017-02-13,44.40653610229492
2017-02-14,44.00757598876953
2017-02-15,43.75439453125
2017-02-16,44.09962463378906
2017-02-17,44.14567947387695
2017-02-21,44.55229568481445
2017-02-22,44.805484771728516
2017-02-23,45.480628967285156
2017-02-24,45.64173889160156
2017-02-27,45.68010330200195
2017-02-28,46.240169525146484
2017-03-01,45.971656799316406
2017-03-02,46.13276672363281
2017-03-03,45.48829650878906
2017-03-06,45.37321853637695
2017-03-07,45.48829650878906
2017-03-08,44.790138244628906
2017-03-09,44.58298873901367
2017-03-10,45.05098342895508
2017-03-13,45.449947357177734
2017-03-14,45.396240234375
2017-03-15,46.278526306152344
2017-03-16,45.8105354309082
2017-03-17,46.04069900512695
2017-03-20,45.8105354309082
2017-03-21,46.600772857666016
2017-03-22,46.69282531738281
2017-03-23,46.55473709106445
2017-03-24,46.86162567138672
2017-03-27,46.78489685058594
2017-03-28,46.92300033569336
2017-03-29,46.74653625488281
2017-03-30,46.36293029785156
2017-03-31,46.51637268066406
2017-04-03,46.49335479736328
2017-04-04,46.50102996826172
2017-04-05,47.007389068603516
2017-04-06,46.66214370727539
2017-04-07,46.30922317504883
2017-04-10,46.45500183105469
2017-04-11,46.524044036865234
2017-04-12,46.87696838378906
2017-04-13,46.55473709106445
2017-04-17,46.75421142578125
2017-04-18,46.76955795288086
2017-04-19,46.40129470825195
