Date,ITIETF.NS
2023-12-12,35.279998779296875
2023-12-13,34.869998931884766
2023-12-14,36.040000915527344
2023-12-15,37.7400016784668
2023-12-18,37.619998931884766
2023-12-19,37.290000915527344
2023-12-20,36.79999923706055
2023-12-21,36.79999923706055
2023-12-22,37.59000015258789
2023-12-26,37.4900016784668
2023-12-27,37.689998626708984
2023-12-28,37.66999816894531
2023-12-29,37.43000030517578
2024-01-01,37.7400016784668
2024-01-02,37.27000045776367
2024-01-03,36.33000183105469
2024-01-04,36.349998474121094
2024-01-05,36.779998779296875
2024-01-08,36.31999969482422
2024-01-09,36.54999923706055
2024-01-10,36.709999084472656
2024-01-11,36.619998931884766
2024-01-12,38.459999084472656
2024-01-15,39.220001220703125
2024-01-16,38.709999084472656
2024-01-17,38.93000030517578
2024-01-19,39.04999923706055
2024-01-23,38.540000915527344
2024-01-24,39.29999923706055
2024-01-25,38.630001068115234
2024-01-29,38.689998626708984
2024-01-30,38.5099983215332
2024-01-31,38.75
2024-02-01,38.61000061035156
2024-02-02,39.43000030517578
2024-02-05,39.310001373291016
2024-02-06,40.4900016784668
2024-02-07,40.02000045776367
2024-02-08,40.0099983215332
2024-02-09,39.79999923706055
2024-02-12,40.130001068115234
2024-02-13,40.34000015258789
2024-02-14,39.970001220703125
2024-02-15,40.13999938964844
2024-02-16,40.650001525878906
2024-02-19,40.5099983215332
2024-02-20,40.16999816894531
2024-02-21,39.58000183105469
2024-02-22,40.220001220703125
2024-02-23,40.220001220703125
2024-02-26,39.810001373291016
2024-02-27,40.04999923706055
2024-02-28,39.970001220703125
2024-02-29,39.95000076293945
2024-03-01,39.72999954223633
2024-03-04,39.529998779296875
2024-03-05,38.900001525878906
2024-03-06,39.099998474121094
2024-03-07,39.22999954223633
2024-03-11,39.08000183105469
2024-03-12,39.310001373291016
2024-03-13,38.939998626708984
2024-03-14,39.779998779296875
2024-03-15,39.56999969482422
2024-03-18,39.0099983215332
2024-03-19,37.93000030517578
2024-03-20,37.83000183105469
2024-03-21,38.15999984741211
2024-03-22,37.33000183105469
2024-03-26,37.029998779296875
2024-03-27,36.83000183105469
2024-03-28,37.04999923706055
2024-04-01,37.11000061035156
2024-04-02,36.849998474121094
2024-04-03,37.099998474121094
2024-04-04,37.47999954223633
2024-04-05,37.36000061035156
2024-04-08,37.13999938964844
2024-04-09,37.13999938964844
2024-04-10,37.34000015258789
2024-04-12,37.09000015258789
2024-04-15,36.47999954223633
2024-04-16,35.540000915527344
2024-04-18,35.47999954223633
2024-04-19,35.29999923706055
2024-04-22,35.439998626708984
2024-04-23,35.689998626708984
2024-04-24,35.40999984741211
2024-04-25,35.47999954223633
2024-04-26,35.650001525878906
2024-04-29,35.54999923706055
2024-04-30,35.150001525878906
2024-05-02,35.150001525878906
2024-05-03,34.790000915527344
2024-05-06,35.09000015258789
2024-05-07,35.400001525878906
2024-05-08,35.2599983215332
2024-05-09,35.16999816894531
2024-05-10,34.95000076293945
2024-05-13,35.0099983215332
2024-05-14,35.119998931884766
2024-05-15,35.06999969482422
2024-05-16,35.66999816894531
2024-05-17,35.4900016784668
2024-05-21,35.400001525878906
2024-05-22,35.599998474121094
2024-05-23,36.060001373291016
2024-05-24,35.869998931884766
2024-05-27,35.939998626708984
2024-05-28,35.959999084472656
2024-05-29,35.599998474121094
2024-05-30,34.869998931884766
2024-05-31,34.4900016784668
2024-06-03,35.16999816894531
2024-06-04,34.81999969482422
2024-06-05,35.22999954223633
2024-06-06,36.22999954223633
2024-06-07,37.400001525878906
2024-06-10,36.849998474121094
2024-06-11,36.869998931884766
2024-06-12,36.86000061035156
2024-06-13,37.20000076293945
2024-06-14,36.880001068115234
2024-06-18,37.06999969482422
2024-06-19,37.209999084472656
2024-06-20,37.20000076293945
2024-06-21,37.52000045776367
2024-06-24,37.52000045776367
2024-06-25,37.720001220703125
2024-06-26,37.709999084472656
2024-06-27,38.4900016784668
2024-06-28,38.619998931884766
2024-07-01,39.290000915527344
2024-07-02,39.65999984741211
2024-07-03,39.83000183105469
2024-07-04,40.209999084472656
2024-07-05,40.189998626708984
2024-07-08,40.15999984741211
2024-07-09,40.119998931884766
2024-07-10,39.709999084472656
2024-07-11,39.900001525878906
2024-07-12,41.560001373291016
2024-07-15,41.56999969482422
2024-07-16,41.72999954223633
2024-07-18,42.630001068115234
2024-07-19,42.56999969482422
2024-07-22,42.439998626708984
2024-07-23,42.810001373291016
2024-07-24,42.88999938964844
2024-07-25,42.7599983215332
2024-07-26,43.779998779296875
2024-07-29,43.65999984741211
2024-07-30,43.56999969482422
2024-07-31,43.63999938964844
2024-08-01,43.459999084472656
2024-08-02,42.5099983215332
2024-08-05,41.900001525878906
2024-08-06,41.31999969482422
2024-08-07,41.91999816894531
2024-08-08,41.189998626708984
2024-08-09,41.63999938964844
2024-08-12,41.75
2024-08-13,41.84000015258789
2024-08-14,42.52000045776367
2024-08-16,43.75
2024-08-19,44.02000045776367
2024-08-20,44.45000076293945
2024-08-21,44.470001220703125
2024-08-22,44.38999938964844
2024-08-23,43.91999816894531
2024-08-26,44.58000183105469
2024-08-28,45.33000183105469
2024-08-29,45.45000076293945
2024-08-30,45.779998779296875
2024-09-02,45.959999084472656
2024-09-03,45.709999084472656
2024-09-04,45.41999816894531
2024-09-05,45.68000030517578
2024-09-06,45.11000061035156
2024-09-09,44.75
2024-09-10,45.5099983215332
2024-09-11,45.349998474121094
2024-09-12,46.0099983215332
2024-09-13,46.279998779296875
2024-09-16,46.209999084472656
2024-09-17,46.349998474121094
2024-09-18,45.02000045776367
2024-09-19,44.939998626708984
2024-09-20,45.08000183105469
2024-09-23,44.900001525878906
2024-09-24,45.189998626708984
2024-09-25,44.880001068115234
2024-09-26,45.060001373291016
2024-09-27,45.290000915527344
2024-09-30,44.88999938964844
2024-10-01,45.310001373291016
2024-10-03,44.849998474121094
2024-10-04,44.81999969482422
2024-10-07,44.959999084472656
2024-10-08,45.189998626708984
2024-10-09,45.43000030517578
2024-10-10,44.91999816894531
2024-10-11,45.11000061035156
2024-10-14,45.68000030517578
2024-10-15,45.56999969482422
2024-10-16,45.11000061035156
2024-10-17,45.650001525878906
2024-10-18,45.0099983215332
2024-10-21,44.349998474121094
2024-10-22,44.08000183105469
2024-10-23,45.04999923706055
2024-10-24,45.13999938964844
2024-10-25,44.9900016784668
2024-10-28,45.119998931884766
2024-10-29,45.060001373291016
2024-10-31,43.5099983215332
2024-11-01,43.650001525878906
2024-11-04,43.459999084472656
2024-11-06,45.060001373291016
2024-11-07,44.790000915527344
2024-11-08,45.220001220703125
2024-11-11,45.68000030517578
2024-11-12,45.83000183105469
2024-11-13,45.470001220703125
2024-11-14,45.54999923706055
2024-11-18,44.529998779296875
2024-11-19,44.93000030517578
2024-11-21,44.9900016784668
2024-11-22,46.52000045776367
2024-11-25,46.77000045776367
2024-11-26,47.380001068115234
2024-11-27,47.290000915527344
2024-11-28,46.16999816894531
2024-11-29,46.279998779296875
2024-12-02,46.84000015258789
2024-12-03,46.97999954223633
2024-12-04,47.2599983215332
2024-12-05,48.06999969482422
2024-12-06,47.91999816894531
2024-12-09,48.029998779296875
2024-12-10,48.56999969482422
2024-12-11,48.63999938964844
2024-12-12,49.130001068115234
2024-12-13,49.380001068115234
2024-12-16,49.06999969482422
2024-12-17,48.81999969482422
2024-12-18,48.900001525878906
2024-12-19,48.310001373291016
2024-12-20,47.040000915527344
2024-12-23,47.119998931884766
2024-12-24,46.97999954223633
2024-12-26,47.08000183105469
2024-12-27,47.029998779296875
2024-12-30,47.220001220703125
2024-12-31,46.58000183105469
2025-01-01,46.619998931884766
2025-01-02,47.63999938964844
2025-01-03,47.0099983215332
2025-01-06,46.939998626708984
2025-01-07,46.650001525878906
2025-01-08,46.7400016784668
2025-01-09,46.33000183105469
2025-01-10,47.95000076293945
2025-01-13,47.15999984741211
2025-01-14,46.22999954223633
2025-01-15,46.65999984741211
2025-01-16,46.38999938964844
2025-01-17,45.27000045776367
2025-01-20,45.59000015258789
2025-01-21,45.119998931884766
2025-01-22,45.849998474121094
2025-01-23,46.849998474121094
2025-01-24,47.189998626708984
2025-01-27,45.279998779296875
2025-01-28,45.15999984741211
2025-01-29,46.290000915527344
2025-01-30,45.81999969482422
2025-01-31,45.939998626708984
2025-02-01,45.290000915527344
2025-02-03,45.61000061035156
2025-02-04,46.290000915527344
2025-02-05,46.18000030517578
2025-02-06,46.43000030517578
2025-02-07,46.36000061035156
2025-02-10,46.040000915527344
2025-02-11,45.20000076293945
2025-02-12,45.09000015258789
2025-02-13,44.4900016784668
2025-02-14,44.5099983215332
2025-02-17,44.27000045776367
2025-02-18,44.779998779296875
2025-02-19,44.2400016784668
2025-02-20,43.97999954223633
2025-02-21,43.63999938964844
2025-02-24,42.61000061035156
2025-02-25,42.13999938964844
2025-02-27,41.939998626708984
2025-02-28,40.279998779296875
2025-03-03,40.4900016784668
2025-03-04,40.13999938964844
2025-03-05,41.150001525878906
2025-03-06,41.13999938964844
2025-03-07,40.880001068115234
2025-03-10,40.68000030517578
2025-03-11,40.34000015258789
2025-03-12,39.22999954223633
2025-03-13,39.02000045776367
2025-03-17,38.90999984741211
2025-03-18,39.45000076293945
2025-03-19,38.97999954223633
2025-03-20,39.4900016784668
2025-03-21,39.58000183105469
2025-03-24,40.130001068115234
2025-03-25,40.650001525878906
2025-03-26,40.36000061035156
2025-03-27,40.47999954223633
2025-03-28,39.7400016784668
2025-04-01,38.88999938964844
2025-04-02,39.11000061035156
2025-04-03,37.45000076293945
2025-04-04,36.13999938964844
2025-04-07,35.369998931884766
2025-04-08,35.79999923706055
2025-04-09,35.09000015258789
2025-04-11,35.349998474121094
2025-04-15,35.81999969482422
2025-04-16,35.95000076293945
2025-04-17,36.060001373291016
2025-04-21,36.77000045776367
2025-04-22,36.65999984741211
2025-04-23,38.16999816894531
2025-04-24,38.04999923706055
2025-04-25,38.290000915527344
2025-04-28,38.27000045776367
2025-04-29,38.72999954223633
2025-04-30,38.61000061035156
2025-05-02,38.709999084472656
2025-05-05,38.869998931884766
2025-05-06,38.70000076293945
2025-05-07,38.709999084472656
2025-05-08,38.790000915527344
2025-05-09,38.66999816894531
2025-05-12,41.290000915527344
2025-05-13,40.40999984741211
2025-05-14,40.84000015258789
2025-05-15,41.369998931884766
2025-05-16,41.09000015258789
2025-05-19,40.54999923706055
2025-05-20,40.33000183105469
2025-05-21,40.619998931884766
2025-05-22,40.08000183105469
2025-05-23,40.47999954223633
2025-05-26,40.900001525878906
2025-05-27,40.59000015258789
2025-05-28,40.540000915527344
2025-05-29,40.70000076293945
