Date,ROSE.BA
2015-08-24,3.950000047683716
2015-08-25,3.950000047683716
2015-08-26,3.950000047683716
2015-08-27,3.950000047683716
2015-08-28,3.950000047683716
2015-08-31,3.950000047683716
2015-09-01,3.950000047683716
2015-09-02,3.950000047683716
2015-09-03,4.300000190734863
2015-09-04,4.300000190734863
2015-09-07,4.300000190734863
2015-09-08,4.25
2015-09-09,4.199999809265137
2015-09-10,4.199999809265137
2015-09-11,4.199999809265137
2015-09-14,4.199999809265137
2015-09-15,4.199999809265137
2015-09-16,4.300000190734863
2015-09-17,4.300000190734863
2015-09-18,4.300000190734863
2015-09-21,4.300000190734863
2015-09-22,3.869999885559082
2015-09-23,3.869999885559082
2015-09-24,3.869999885559082
2015-09-25,4.199999809265137
2015-09-28,4.199999809265137
2015-09-29,4.199999809265137
2015-09-30,4.199999809265137
2015-10-01,4.199999809265137
2015-10-02,4.199999809265137
2015-10-05,4.199999809265137
2015-10-06,4.199999809265137
2015-10-07,4.199999809265137
2015-10-08,4.199999809265137
2015-10-09,4.199999809265137
2015-10-13,4.199999809265137
2015-10-14,4.199999809265137
2015-10-15,4.199999809265137
2015-10-16,4.199999809265137
2015-10-19,4.199999809265137
2015-10-20,4.199999809265137
2015-10-21,4.199999809265137
2015-10-22,4.199999809265137
2015-10-23,4.199999809265137
2015-10-26,4.199999809265137
2015-10-27,4.199999809265137
2015-10-28,4.199999809265137
2015-10-29,4.449999809265137
2015-10-30,4.400000095367432
2015-11-02,4.400000095367432
2015-11-03,4.5
2015-11-04,4.570000171661377
2015-11-05,4.570000171661377
2015-11-09,4.5
2015-11-10,4.5
2015-11-11,4.5
2015-11-12,4.599999904632568
2015-11-13,4.5
2015-11-16,4.550000190734863
2015-11-17,4.5
2015-11-18,4.400000095367432
2015-11-19,4.199999809265137
2015-11-20,4.449999809265137
2015-11-24,4.5
2015-11-25,4.5
2015-11-26,4.5
2015-11-27,4.5
2015-11-30,4.449999809265137
2015-12-01,4.300000190734863
2015-12-02,4.349999904632568
2015-12-03,4.449999809265137
2015-12-04,4.300000190734863
2015-12-09,4.400000095367432
2015-12-10,4.5
2015-12-11,4.400000095367432
2015-12-14,4.400000095367432
2015-12-15,4.400000095367432
2015-12-16,4.199999809265137
2015-12-17,4.400000095367432
2015-12-18,4.550000190734863
2015-12-21,4.5
2015-12-22,4.5
2015-12-23,4.599999904632568
2015-12-28,4.650000095367432
2015-12-29,4.650000095367432
2015-12-30,4.199999809265137
2016-01-04,4.0
2016-01-05,4.099999904632568
2016-01-06,4.099999904632568
2016-01-07,4.0
2016-01-08,4.099999904632568
2016-01-11,4.099999904632568
2016-01-12,4.099999904632568
2016-01-13,4.099999904632568
2016-01-14,4.150000095367432
2016-01-15,3.9000000953674316
2016-01-18,3.799999952316284
2016-01-19,3.950000047683716
2016-01-20,3.75
2016-01-21,3.8499999046325684
2016-01-22,4.0
2016-01-25,4.0
2016-01-26,4.0
2016-01-27,4.0
2016-01-28,4.0
2016-01-29,4.0
2016-02-01,4.0
2016-02-02,4.0
2016-02-03,4.0
2016-02-04,4.0
2016-02-05,4.0
2016-02-10,4.050000190734863
2016-02-11,4.0
2016-02-12,4.0
2016-02-15,4.0
2016-02-16,4.199999809265137
2016-02-17,4.199999809265137
2016-02-18,4.25
2016-02-19,4.25
2016-02-22,4.349999904632568
2016-02-23,4.449999809265137
2016-02-24,4.400000095367432
2016-02-25,4.28000020980835
2016-02-26,4.400000095367432
2016-02-29,4.400000095367432
2016-03-01,4.400000095367432
2016-03-02,4.400000095367432
2016-03-03,4.400000095367432
2016-03-04,4.380000114440918
2016-03-07,4.380000114440918
2016-03-08,4.400000095367432
2016-03-09,4.400000095367432
2016-03-10,4.400000095367432
2016-03-11,4.5
2016-03-14,4.199999809265137
2016-03-15,4.199999809265137
2016-03-16,4.449999809265137
2016-03-17,4.449999809265137
2016-03-18,4.449999809265137
2016-03-21,4.449999809265137
2016-03-22,4.400000095367432
2016-03-23,4.400000095367432
2016-03-28,4.400000095367432
2016-03-29,4.400000095367432
2016-03-30,4.300000190734863
2016-03-31,4.099999904632568
2016-04-01,4.199999809265137
2016-04-04,4.199999809265137
2016-04-05,4.199999809265137
2016-04-06,4.099999904632568
2016-04-07,4.099999904632568
2016-04-08,4.099999904632568
2016-04-11,4.199999809265137
2016-04-12,4.400000095367432
2016-04-13,4.25
2016-04-14,4.25
2016-04-15,4.300000190734863
2016-04-18,4.300000190734863
2016-04-19,4.300000190734863
2016-04-20,4.5
2016-04-21,4.5
2016-04-22,4.449999809265137
2016-04-25,4.5
2016-04-26,4.5
2016-04-27,4.400000095367432
2016-04-28,4.400000095367432
2016-04-29,4.400000095367432
2016-05-02,4.300000190734863
2016-05-03,4.199999809265137
2016-05-04,4.199999809265137
2016-05-05,4.199999809265137
2016-05-06,4.300000190734863
2016-05-09,4.400000095367432
2016-05-10,4.230000019073486
2016-05-11,4.150000095367432
2016-05-12,4.400000095367432
2016-05-13,4.400000095367432
2016-05-16,4.400000095367432
2016-05-17,4.400000095367432
2016-05-18,4.400000095367432
2016-05-19,4.400000095367432
2016-05-20,4.349999904632568
2016-05-23,4.349999904632568
2016-05-24,4.349999904632568
2016-05-26,4.349999904632568
2016-05-27,4.150000095367432
2016-05-30,4.150000095367432
2016-05-31,4.21999979019165
2016-06-01,4.079999923706055
2016-06-02,4.199999809265137
2016-06-03,4.239999771118164
2016-06-06,4.239999771118164
2016-06-07,4.199999809265137
2016-06-08,4.119999885559082
2016-06-09,4.119999885559082
2016-06-10,4.0
2016-06-13,3.8499999046325684
2016-06-14,3.8499999046325684
2016-06-15,4.0
2016-06-16,4.150000095367432
2016-06-21,4.300000190734863
2016-06-22,4.25
2016-06-23,4.199999809265137
2016-06-24,4.0
2016-06-27,4.0
2016-06-28,4.199999809265137
2016-06-29,4.199999809265137
2016-06-30,4.25
2016-07-01,4.25
2016-07-04,4.25
2016-07-05,4.150000095367432
2016-07-06,4.159999847412109
2016-07-07,4.300000190734863
2016-07-11,4.340000152587891
2016-07-12,4.5
2016-07-13,4.5
2016-07-14,5.03000020980835
2016-07-15,5.050000190734863
2016-07-18,5.550000190734863
2016-07-19,5.849999904632568
2016-07-20,5.789999961853027
2016-07-21,5.460000038146973
2016-07-22,5.5
2016-07-25,5.75
2016-07-26,5.880000114440918
2016-07-27,5.800000190734863
2016-07-28,5.590000152587891
2016-07-29,5.599999904632568
2016-08-01,5.550000190734863
2016-08-02,5.5
2016-08-03,5.599999904632568
2016-08-04,5.599999904632568
2016-08-05,5.5
2016-08-08,5.599999904632568
2016-08-09,5.579999923706055
2016-08-10,5.349999904632568
2016-08-11,5.400000095367432
2016-08-12,5.349999904632568
2016-08-16,5.300000190734863
2016-08-17,5.449999809265137
2016-08-18,5.400000095367432
2016-08-19,5.400000095367432
2016-08-22,5.400000095367432
2016-08-23,5.349999904632568
2016-08-24,5.349999904632568
2016-08-25,5.699999809265137
2016-08-26,5.869999885559082
2016-08-29,5.900000095367432
2016-08-30,5.75
2016-08-31,5.800000190734863
2016-09-01,5.739999771118164
2016-09-02,5.75
2016-09-05,5.650000095367432
2016-09-06,5.75
2016-09-07,5.840000152587891
2016-09-08,5.75
2016-09-09,5.599999904632568
2016-09-12,5.46999979019165
2016-09-13,5.46999979019165
2016-09-14,5.579999923706055
2016-09-15,5.5
2016-09-16,5.599999904632568
2016-09-19,5.75
2016-09-20,6.170000076293945
2016-09-21,6.989999771118164
2016-09-22,7.550000190734863
2016-09-23,7.300000190734863
2016-09-26,7.130000114440918
2016-09-27,7.130000114440918
