Date,ADANIPOWER.NS
2015-08-21,25.649999618530273
2015-08-24,21.049999237060547
2015-08-25,21.399999618530273
2015-08-26,21.75
2015-08-27,23.200000762939453
2015-08-28,22.600000381469727
2015-08-31,22.5
2015-09-01,21.100000381469727
2015-09-02,21.100000381469727
2015-09-03,21.950000762939453
2015-09-04,20.899999618530273
2015-09-07,20.75
2015-09-08,21.75
2015-09-09,22.049999237060547
2015-09-10,22.100000381469727
2015-09-11,22.350000381469727
2015-09-14,23.399999618530273
2015-09-15,22.899999618530273
2015-09-16,23.450000762939453
2015-09-18,23.600000381469727
2015-09-21,24.799999237060547
2015-09-22,24.600000381469727
2015-09-23,24.700000762939453
2015-09-24,24.950000762939453
2015-09-28,24.350000381469727
2015-09-29,24.5
2015-09-30,24.700000762939453
2015-10-01,24.399999618530273
2015-10-05,24.950000762939453
2015-10-06,25.899999618530273
2015-10-07,26.600000381469727
2015-10-08,26.299999237060547
2015-10-09,26.25
2015-10-12,29.049999237060547
2015-10-13,28.450000762939453
2015-10-14,28.049999237060547
2015-10-15,29.25
2015-10-16,29.350000381469727
2015-10-19,28.700000762939453
2015-10-20,31.100000381469727
2015-10-21,30.600000381469727
2015-10-23,30.649999618530273
2015-10-26,29.899999618530273
2015-10-27,30.350000381469727
2015-10-28,30.049999237060547
2015-10-29,31.0
2015-10-30,31.5
2015-11-02,31.649999618530273
2015-11-03,30.799999237060547
2015-11-04,30.700000762939453
2015-11-05,30.049999237060547
2015-11-06,28.75
2015-11-09,27.399999618530273
2015-11-10,26.950000762939453
2015-11-13,27.399999618530273
2015-11-16,28.450000762939453
2015-11-17,28.600000381469727
2015-11-18,27.850000381469727
2015-11-19,28.299999237060547
2015-11-20,28.950000762939453
2015-11-23,29.350000381469727
2015-11-24,29.100000381469727
2015-11-26,30.450000762939453
2015-11-27,30.75
2015-11-30,30.700000762939453
2015-12-01,30.600000381469727
2015-12-02,30.299999237060547
2015-12-03,30.200000762939453
2015-12-04,30.25
2015-12-07,30.450000762939453
2015-12-08,27.5
2015-12-09,26.350000381469727
2015-12-10,26.75
2015-12-11,26.149999618530273
2015-12-14,26.649999618530273
2015-12-15,27.049999237060547
2015-12-16,26.899999618530273
2015-12-17,27.549999237060547
2015-12-18,28.149999618530273
2015-12-21,30.700000762939453
2015-12-22,30.049999237060547
2015-12-23,29.850000381469727
2015-12-24,29.75
2015-12-28,30.200000762939453
2015-12-29,30.450000762939453
2015-12-30,31.549999237060547
2015-12-31,32.25
2016-01-01,34.0
2016-01-04,32.70000076293945
2016-01-05,34.29999923706055
2016-01-06,34.5
2016-01-07,32.0
2016-01-08,33.45000076293945
2016-01-11,33.29999923706055
2016-01-12,33.0
2016-01-13,32.25
2016-01-14,31.200000762939453
2016-01-15,29.450000762939453
2016-01-18,26.399999618530273
2016-01-19,27.350000381469727
2016-01-20,26.5
2016-01-21,26.549999237060547
2016-01-22,27.75
2016-01-25,28.200000762939453
2016-01-27,28.399999618530273
2016-01-28,28.299999237060547
2016-01-29,28.700000762939453
2016-02-01,28.600000381469727
2016-02-02,27.25
2016-02-03,26.049999237060547
2016-02-04,25.25
2016-02-05,26.100000381469727
2016-02-08,26.100000381469727
2016-02-09,26.100000381469727
2016-02-10,25.700000762939453
2016-02-11,24.100000381469727
2016-02-12,24.75
2016-02-15,26.5
2016-02-16,27.049999237060547
2016-02-17,27.75
2016-02-18,27.600000381469727
2016-02-19,27.75
2016-02-22,28.0
2016-02-23,27.049999237060547
2016-02-24,27.549999237060547
2016-02-25,27.75
2016-02-26,28.299999237060547
2016-02-29,27.5
2016-03-01,28.5
2016-03-02,29.149999618530273
2016-03-03,29.299999237060547
2016-03-04,29.450000762939453
2016-03-08,29.700000762939453
2016-03-09,30.25
2016-03-10,29.899999618530273
2016-03-11,29.850000381469727
2016-03-14,30.100000381469727
2016-03-15,29.899999618530273
2016-03-16,29.850000381469727
2016-03-17,30.0
2016-03-18,30.350000381469727
2016-03-21,31.149999618530273
2016-03-22,31.450000762939453
2016-03-23,31.799999237060547
2016-03-28,30.149999618530273
2016-03-29,29.399999618530273
2016-03-30,32.599998474121094
2016-03-31,34.45000076293945
2016-04-01,34.79999923706055
2016-04-04,35.20000076293945
2016-04-05,33.900001525878906
2016-04-06,34.20000076293945
2016-04-07,33.20000076293945
2016-04-08,33.54999923706055
2016-04-11,34.599998474121094
2016-04-12,34.75
2016-04-13,35.0
2016-04-18,35.099998474121094
2016-04-20,34.54999923706055
2016-04-21,34.29999923706055
2016-04-22,34.04999923706055
2016-04-25,32.95000076293945
2016-04-26,32.75
2016-04-27,32.29999923706055
2016-04-28,32.20000076293945
2016-04-29,32.04999923706055
2016-05-02,32.25
2016-05-03,31.649999618530273
2016-05-04,30.399999618530273
2016-05-05,30.0
2016-05-06,30.0
2016-05-09,30.149999618530273
2016-05-10,30.049999237060547
2016-05-11,30.100000381469727
2016-05-12,30.25
2016-05-13,29.649999618530273
2016-05-16,29.450000762939453
2016-05-17,29.25
2016-05-18,29.850000381469727
2016-05-19,28.950000762939453
2016-05-20,28.5
2016-05-23,28.0
2016-05-24,28.049999237060547
2016-05-25,28.600000381469727
2016-05-26,30.850000381469727
2016-05-27,30.049999237060547
2016-05-30,30.200000762939453
2016-05-31,29.799999237060547
2016-06-01,29.75
2016-06-02,30.200000762939453
2016-06-03,29.700000762939453
2016-06-06,29.100000381469727
2016-06-07,29.950000762939453
2016-06-08,30.700000762939453
2016-06-09,29.950000762939453
2016-06-10,29.700000762939453
2016-06-13,29.399999618530273
2016-06-14,30.049999237060547
2016-06-15,30.200000762939453
2016-06-16,29.899999618530273
2016-06-17,29.799999237060547
2016-06-20,29.700000762939453
2016-06-21,30.0
2016-06-22,29.549999237060547
2016-06-23,29.399999618530273
2016-06-24,28.799999237060547
2016-06-27,29.350000381469727
2016-06-28,30.450000762939453
2016-06-29,30.450000762939453
2016-06-30,30.5
2016-07-01,30.149999618530273
2016-07-04,30.299999237060547
2016-07-05,30.149999618530273
2016-07-07,29.950000762939453
2016-07-08,29.25
2016-07-11,29.600000381469727
2016-07-12,29.450000762939453
2016-07-13,29.700000762939453
2016-07-14,29.450000762939453
2016-07-15,28.899999618530273
2016-07-18,28.25
2016-07-19,28.350000381469727
2016-07-20,28.700000762939453
2016-07-21,28.350000381469727
2016-07-22,28.549999237060547
2016-07-25,28.450000762939453
2016-07-26,28.450000762939453
2016-07-27,28.399999618530273
2016-07-28,28.100000381469727
2016-07-29,27.950000762939453
2016-08-01,27.5
