Date,LI.PA
2015-08-24,20.51861572265625
2015-08-25,21.209497451782227
2015-08-26,20.94502067565918
2015-08-27,21.38491439819336
2015-08-28,21.333642959594727
2015-08-31,21.169017791748047
2015-09-01,20.748008728027344
2015-09-02,20.872154235839844
2015-09-03,21.627805709838867
2015-09-04,20.947717666625977
2015-09-07,20.912633895874023
2015-09-08,21.23108673095703
2015-09-09,21.444286346435547
2015-09-10,21.455080032348633
2015-09-11,20.918033599853516
2015-09-14,20.61307144165039
2015-09-15,20.45924186706543
2015-09-16,20.702129364013672
2015-09-17,20.823575973510742
2015-09-18,20.8802490234375
2015-09-21,21.12853240966797
2015-09-22,20.796588897705078
2015-09-23,21.147424697875977
2015-09-24,21.147424697875977
2015-09-25,22.108184814453125
2015-09-28,21.387619018554688
2015-09-29,21.479373931884766
2015-09-30,21.85449981689453
2015-10-01,21.371421813964844
2015-10-02,21.55493927001953
2015-10-05,22.213430404663086
2015-10-06,22.280902862548828
2015-10-07,21.93545913696289
2015-10-08,22.002931594848633
2015-10-09,22.183748245239258
2015-10-12,22.129772186279297
2015-10-13,21.94896125793457
2015-10-14,21.91657066345215
2015-10-15,22.129772186279297
2015-10-16,22.13786506652832
2015-10-19,22.475210189819336
2015-10-20,22.294397354125977
2015-10-21,22.423933029174805
2015-10-22,22.57776641845703
2015-10-23,23.1768856048584
2015-10-26,23.128307342529297
2015-10-27,22.90700912475586
2015-10-28,23.42786979675293
2015-10-29,23.41707420349121
2015-10-30,23.303733825683594
2015-11-02,23.209272384643555
2015-11-03,22.396949768066406
2015-11-04,22.77747344970703
2015-11-05,22.93669891357422
2015-11-06,22.75858497619629
2015-11-09,22.278202056884766
2015-11-10,22.39964485168457
2015-11-11,22.593957901000977
2015-11-12,22.39964485168457
2015-11-13,22.183748245239258
2015-11-16,21.984037399291992
2015-11-17,22.672218322753906
2015-11-18,22.65872573852539
2015-11-19,22.969083786010742
2015-11-20,23.19308090209961
2015-11-23,22.57776641845703
2015-11-24,22.175649642944336
2015-11-25,22.6506290435791
2015-11-26,22.585861206054688
2015-11-27,22.893522262573242
2015-11-30,23.187681198120117
2015-12-01,23.344207763671875
2015-12-02,23.460256576538086
2015-12-03,22.553476333618164
2015-12-04,22.48331069946289
2015-12-07,22.63443946838379
2015-12-08,22.71540069580078
2015-12-09,22.53458595275879
2015-12-10,22.380756378173828
2015-12-11,22.14596176147461
2015-12-14,21.727657318115234
2015-12-15,22.129772186279297
2015-12-16,22.23501968383789
2015-12-17,22.307889938354492
2015-12-18,21.800527572631836
2015-12-21,21.544143676757812
2015-12-22,21.54144287109375
2015-12-23,21.843706130981445
2015-12-24,21.97323989868164
2015-12-28,21.703367233276367
2015-12-29,22.038013458251953
2015-12-30,22.038013458251953
2016-01-04,21.592721939086914
2016-01-05,21.849102020263672
2016-01-06,21.57653045654297
2016-01-07,20.958515167236328
2016-01-08,20.804683685302734
2016-01-11,20.739913940429688
2016-01-12,20.980098724365234
2016-01-13,21.160921096801758
2016-01-14,20.73451805114746
2016-01-15,20.397172927856445
2016-01-18,20.15158462524414
2016-01-19,20.289220809936523
2016-01-20,19.479597091674805
2016-01-21,19.735979080200195
2016-01-22,20.74261474609375
2016-01-25,20.896442413330078
2016-01-26,21.17171287536621
2016-01-27,20.807382583618164
2016-01-28,20.79388999938965
2016-01-29,21.536046981811523
2016-02-01,21.49826431274414
2016-02-02,20.939617156982422
2016-02-03,21.13393211364746
2016-02-04,20.8316707611084
2016-02-05,20.5564022064209
2016-02-08,19.932985305786133
2016-02-09,19.279888153076172
2016-02-10,20.100309371948242
2016-02-11,19.54436683654785
2016-02-12,19.652318954467773
2016-02-15,20.09221076965332
2016-02-16,20.10300636291504
2016-02-17,20.483535766601562
2016-02-18,20.683242797851562
2016-02-19,20.912633895874023
2016-02-22,20.996292114257812
2016-02-23,20.6292667388916
2016-02-24,20.267635345458984
2016-02-25,20.64006233215332
2016-02-26,20.6292667388916
2016-02-29,20.73181915283203
2016-03-01,21.185209274291992
2016-03-02,21.260772705078125
2016-03-03,21.60621452331543
2016-03-04,21.630504608154297
2016-03-07,21.34983253479004
2016-03-08,20.683242797851562
2016-03-09,20.55909538269043
2016-03-10,20.823575973510742
2016-03-11,21.506359100341797
2016-03-14,21.811317443847656
2016-03-15,21.862598419189453
2016-03-16,22.078493118286133
2016-03-17,22.556177139282227
2016-03-18,22.507596969604492
2016-03-21,22.626340866088867
2016-03-22,22.386154174804688
2016-03-23,22.456323623657227
2016-03-24,22.11087989807129
2016-03-29,22.467117309570312
2016-03-30,22.699209213256836
2016-03-31,22.723491668701172
2016-04-01,22.480613708496094
2016-04-04,22.51569366455078
2016-04-05,22.504899978637695
2016-04-06,22.580461502075195
2016-04-07,22.39964485168457
2016-04-08,22.504899978637695
2016-04-11,22.71540069580078
2016-04-12,22.739694595336914
2016-04-13,22.91240882873535
2016-04-14,22.844942092895508
2016-04-15,22.955589294433594
2016-04-18,23.190378189086914
2016-04-19,23.187681198120117
2016-04-20,23.082429885864258
2016-04-21,22.569664001464844
2016-04-22,22.547164916992188
2016-04-25,22.828475952148438
2016-04-26,23.382658004760742
2016-04-27,23.180118560791016
2016-04-28,23.151987075805664
2016-04-29,23.109786987304688
2016-05-02,23.104162216186523
2016-05-03,23.067588806152344
2016-05-04,22.898801803588867
2016-05-05,23.05352210998535
2016-05-06,23.132293701171875
2016-05-09,23.357345581054688
2016-05-10,23.34327507019043
2016-05-11,22.983196258544922
2016-05-12,22.732830047607422
2016-05-13,22.76377296447754
2016-05-16,22.873485565185547
2016-05-17,22.834102630615234
2016-05-18,22.606239318847656
2016-05-19,22.347429275512695
2016-05-20,22.73564338684082
2016-05-23,22.549976348876953
2016-05-24,23.146358489990234
2016-05-25,22.986007690429688
2016-05-26,23.140729904174805
2016-05-27,23.37140655517578
2016-05-30,23.41360855102539
2016-05-31,23.12947654724121
2016-06-01,23.050710678100586
2016-06-02,22.856609344482422
2016-06-03,23.011327743530273
2016-06-06,23.160423278808594
2016-06-07,23.46705436706543
2016-06-08,23.486745834350586
2016-06-09,23.7089786529541
2016-06-10,23.149169921875
2016-06-13,22.519033432006836
2016-06-14,21.939529418945312
2016-06-15,21.919837951660156
2016-06-16,21.672285079956055
2016-06-17,21.77074432373047
2016-06-20,22.34180450439453
2016-06-21,22.609054565429688
2016-06-22,22.47402000427246
2016-06-23,22.955068588256836
2016-06-24,21.486618041992188
2016-06-27,21.28688621520996
2016-06-28,21.787620544433594
2016-06-29,22.423385620117188
2016-06-30,22.420570373535156
2016-07-01,22.715951919555664
2016-07-04,22.44588851928711
2016-07-05,21.95359230041504
2016-07-06,21.427539825439453
2016-07-07,21.34033203125
2016-07-08,21.66103172302246
2016-07-11,22.082998275756836
2016-07-12,21.970474243164062
2016-07-13,22.06612205505371
2016-07-14,21.987356185913086
2016-07-15,21.9592227935791
2016-07-18,21.939529418945312
2016-07-19,22.144887924194336
2016-07-20,22.828475952148438
2016-07-21,22.78627586364746
2016-07-22,23.208242416381836
2016-07-25,23.43610954284668
2016-07-26,23.548635482788086
2016-07-27,23.723052978515625
2016-07-28,23.770870208740234
2016-07-29,24.094379425048828
2016-08-01,24.181589126586914
2016-08-02,23.911527633666992
2016-08-03,23.779308319091797
2016-08-04,23.877769470214844
2016-08-05,24.28567123413086
2016-08-08,24.08594512939453
2016-08-09,24.170333862304688
2016-08-10,24.209714889526367
2016-08-11,24.116886138916016
2016-08-12,24.265981674194336
2016-08-15,24.249099731445312
2016-08-16,23.835573196411133
2016-08-17,23.596460342407227
2016-08-18,23.73430633544922
2016-08-19,23.565513610839844
2016-08-22,23.596460342407227
2016-08-23,23.82994842529297
2016-08-24,23.731489181518555
2016-08-25,23.80463218688965
2016-08-26,23.74274444580078
