Date,HEXA-B.ST
2015-08-24,35.24816131591797
2015-08-25,36.021942138671875
2015-08-26,36.83716583251953
2015-08-27,37.99782180786133
2015-08-28,37.914920806884766
2015-08-31,37.693843841552734
2015-09-01,37.168785095214844
2015-09-02,37.362220764160156
2015-09-03,38.02545928955078
2015-09-04,36.989158630371094
2015-09-07,37.14114761352539
2015-09-08,37.4036750793457
2015-09-09,37.70765686035156
2015-09-10,37.33458709716797
2015-09-11,36.62990188598633
2015-09-14,36.22919845581055
2015-09-15,36.79571533203125
2015-09-16,36.933895111083984
2015-09-17,36.68516159057617
2015-09-18,35.73176956176758
2015-09-21,36.339744567871094
2015-09-22,34.985633850097656
2015-09-23,34.86128234863281
2015-09-24,33.3828125
2015-09-25,34.66783142089844
2015-09-28,34.03223419189453
2015-09-29,34.40530014038086
2015-09-30,35.275794982910156
2015-10-01,36.14628982543945
2015-10-02,36.71281433105469
2015-10-05,38.73014831542969
2015-10-06,37.88728713989258
2015-10-07,38.19126510620117
2015-10-08,38.13599395751953
2015-10-09,39.43483352661133
2015-10-12,37.88728713989258
2015-10-13,37.18259811401367
2015-10-14,36.298282623291016
2015-10-15,36.546993255615234
2015-10-16,35.8975830078125
2015-10-19,36.422645568847656
2015-10-20,36.62990188598633
2015-10-21,37.030609130859375
2015-10-22,38.14980697631836
2015-10-23,39.17230224609375
2015-10-26,39.18611526489258
2015-10-27,41.079105377197266
2015-10-28,40.69221878051758
2015-10-29,41.42454147338867
2015-10-30,41.0100212097168
2015-11-02,42.33647918701172
2015-11-03,43.17934799194336
2015-11-04,43.17934799194336
2015-11-05,42.83391189575195
2015-11-06,42.875362396240234
2015-11-09,42.40557098388672
2015-11-10,42.40557098388672
2015-11-11,42.57138442993164
2015-11-12,42.11540603637695
2015-11-13,41.991050720214844
2015-11-16,41.93578338623047
2015-11-17,43.165531158447266
2015-11-18,43.28988265991211
2015-11-19,43.70440673828125
2015-11-20,44.063655853271484
2015-11-23,43.64913558959961
2015-11-24,42.52992630004883
2015-11-25,43.110252380371094
2015-11-26,43.24843215942383
2015-11-27,43.469512939453125
2015-11-30,43.7320442199707
2015-12-01,44.18801498413086
2015-12-02,44.823612213134766
2015-12-03,44.25709915161133
2015-12-04,42.97208023071289
2015-12-07,43.48332977294922
2015-12-08,42.51610565185547
2015-12-09,42.66810607910156
2015-12-10,42.50229263305664
2015-12-11,41.45216751098633
2015-12-14,41.32781982421875
2015-12-15,43.09644317626953
2015-12-16,42.6542854309082
2015-12-17,43.400428771972656
2015-12-18,42.95826721191406
2015-12-21,43.13788604736328
2015-12-22,42.806270599365234
2015-12-23,43.67677307128906
2015-12-28,43.23461151123047
2015-12-29,43.64913558959961
2015-12-30,43.49714660644531
2016-01-04,42.17067337036133
2016-01-05,41.82524490356445
2016-01-07,40.83039093017578
2016-01-08,40.2224235534668
2016-01-11,39.66972732543945
2016-01-12,39.82171630859375
2016-01-13,39.545379638671875
2016-01-14,38.96503829956055
2016-01-15,37.65238952636719
2016-01-18,37.83201217651367
2016-01-19,39.40719985961914
2016-01-20,37.251686096191406
2016-01-21,37.362220764160156
2016-01-22,39.1446647644043
2016-01-25,39.04794692993164
2016-01-26,39.53155517578125
2016-01-27,39.241390228271484
2016-01-28,38.46761703491211
2016-01-29,39.241390228271484
2016-02-01,38.094547271728516
2016-02-02,36.68516159057617
2016-02-03,36.78189468383789
2016-02-04,37.610939025878906
2016-02-05,39.1446647644043
2016-02-08,37.70765686035156
2016-02-09,38.13599395751953
2016-02-10,38.55052185058594
2016-02-11,37.32076644897461
2016-02-12,37.500396728515625
2016-02-15,38.55052185058594
2016-02-16,38.19126510620117
2016-02-17,40.07042694091797
2016-02-18,41.0100212097168
2016-02-19,39.79408264160156
2016-02-22,40.77511978149414
2016-02-23,40.63694381713867
2016-02-24,39.32429885864258
2016-02-25,39.93225860595703
2016-02-26,40.2224235534668
2016-02-29,40.44350051879883
2016-03-01,41.258724212646484
2016-03-02,40.65076446533203
2016-03-03,40.77511978149414
2016-03-04,41.10674285888672
2016-03-07,40.885658264160156
2016-03-08,40.332969665527344
2016-03-09,40.52640151977539
2016-03-10,40.55404281616211
2016-03-11,41.16200256347656
2016-03-14,41.3692626953125
2016-03-15,40.9271125793457
2016-03-16,40.47113800048828
2016-03-17,40.332969665527344
2016-03-18,40.84421157836914
2016-03-21,40.623130798339844
2016-03-22,41.687068939208984
2016-03-23,43.31752014160156
2016-03-24,43.09644317626953
2016-03-29,42.36412048339844
2016-03-30,43.62150192260742
2016-03-31,43.6629524230957
2016-04-01,43.31752014160156
2016-04-04,42.97208023071289
2016-04-05,42.95826721191406
2016-04-06,44.298561096191406
2016-04-07,43.38661193847656
2016-04-08,44.21565246582031
2016-04-11,44.1742057800293
2016-04-12,43.96693420410156
2016-04-13,44.533451080322266
2016-04-14,44.96178436279297
2016-04-15,45.16904830932617
2016-04-18,44.78215789794922
2016-04-19,46.26062774658203
2016-04-20,46.27444076538086
2016-04-21,46.011905670166016
2016-04-22,45.29340744018555
2016-04-25,45.36249923706055
2016-04-26,45.44540023803711
2016-04-27,45.127601623535156
2016-04-28,45.321044921875
2016-04-29,44.24329376220703
2016-05-02,44.022212982177734
2016-05-03,43.6629524230957
2016-05-04,42.83391189575195
2016-05-06,43.04117202758789
2016-05-09,43.26225280761719
2016-05-10,43.02735137939453
2016-05-11,43.62781524658203
2016-05-12,43.20791244506836
2016-05-13,43.89374542236328
2016-05-16,43.97773361206055
2016-05-17,43.52983093261719
2016-05-18,43.89374542236328
2016-05-19,43.47385025024414
2016-05-20,44.11770248413086
2016-05-23,44.14569091796875
2016-05-24,44.775550842285156
2016-05-25,44.76155090332031
2016-05-26,44.92951202392578
2016-05-27,45.27942657470703
2016-05-30,45.22343826293945
2016-05-31,45.33541488647461
2016-06-01,44.95750045776367
2016-06-02,44.71956253051758
2016-06-03,44.35564422607422
2016-06-07,44.92951202392578
2016-06-08,44.495609283447266
2016-06-09,44.299659729003906
2016-06-10,43.36186981201172
2016-06-13,42.885982513427734
2016-06-14,42.200138092041016
2016-06-15,42.382102966308594
2016-06-16,41.570289611816406
2016-06-17,41.93421173095703
2016-06-20,43.711795806884766
2016-06-21,44.467620849609375
2016-06-22,44.07571029663086
