Date,VBBR3.SA
2018-03-14,14.089938163757324
2018-03-15,14.258048057556152
2018-03-16,14.065032958984375
2018-03-19,14.027676582336426
2018-03-20,13.959189414978027
2018-03-21,14.413702964782715
2018-03-22,14.569356918334961
2018-03-23,14.44483470916748
2018-03-26,15.07367992401123
2018-03-27,14.762370109558105
2018-03-28,14.251816749572754
2018-03-29,14.376346588134766
2018-04-02,13.915604591369629
2018-04-03,13.984092712402344
2018-04-04,13.878249168395996
2018-04-05,14.11484146118164
2018-04-06,14.45728874206543
2018-04-09,14.569356918334961
2018-04-10,14.631617546081543
2018-04-11,14.581811904907227
2018-04-12,14.507096290588379
2018-04-13,14.44483470916748
2018-04-16,13.88447380065918
2018-04-17,13.722593307495117
2018-04-18,13.996546745300293
2018-04-19,14.320307731628418
2018-04-20,14.152199745178223
2018-04-23,14.164651870727539
2018-04-24,13.88447380065918
2018-04-25,13.62920093536377
2018-04-26,13.759949684143066
2018-04-27,14.127296447753906
2018-04-30,14.295404434204102
2018-05-02,14.382572174072266
2018-05-03,13.928057670593262
2018-05-04,13.61674690246582
2018-05-07,13.573163032531738
2018-05-08,13.050159454345703
2018-05-09,13.26185131072998
2018-05-10,13.27430534362793
2018-05-11,13.199589729309082
2018-05-14,13.012803077697754
2018-05-15,13.230721473693848
2018-05-16,13.26185131072998
2018-05-17,12.576964378356934
2018-05-18,12.222073554992676
2018-05-21,12.166038513183594
2018-05-22,12.346597671508789
2018-05-23,12.234524726867676
2018-05-24,11.780009269714355
2018-05-25,11.61190414428711
2018-05-28,10.27326488494873
2018-05-29,10.995506286621094
2018-05-30,11.331722259521484
2018-06-01,10.584573745727539
2018-06-04,11.3379487991333
2018-06-05,11.151163101196289
2018-06-06,11.723974227905273
2018-06-07,11.182292938232422
2018-06-08,10.821172714233398
2018-06-11,10.671746253967285
2018-06-12,10.746460914611816
2018-06-13,10.516087532043457
2018-06-14,10.397790908813477
2018-06-15,10.310623168945312
2018-06-18,10.466275215148926
2018-06-19,11.107579231262207
2018-06-20,10.814946174621582
2018-06-21,10.565896987915039
2018-06-22,10.920793533325195
2018-06-25,11.132481575012207
2018-06-26,11.406438827514648
2018-06-27,11.331722259521484
2018-06-28,11.3815336227417
2018-06-29,11.387761116027832
2018-07-02,11.306818962097168
2018-07-03,11.393982887268066
2018-07-04,11.3628511428833
2018-07-05,11.207199096679688
2018-07-06,11.593223571777344
2018-07-10,12.047739028930664
2018-07-11,12.116225242614746
2018-07-12,12.471121788024902
2018-07-13,12.576964378356934
2018-07-16,12.78243350982666
2018-07-17,12.327916145324707
2018-07-18,12.110002517700195
2018-07-19,11.82982063293457
2018-07-20,12.751302719116211
2018-07-23,12.956767082214355
2018-07-24,13.124876022338867
2018-07-25,13.473543167114258
2018-07-26,12.82601547241211
2018-07-27,13.087519645690918
2018-07-30,12.888280868530273
2018-07-31,12.134905815124512
2018-08-01,12.016608238220215
2018-08-02,12.147357940673828
2018-08-03,12.483574867248535
2018-08-06,12.489798545837402
2018-08-07,12.421313285827637
2018-08-08,12.172262191772461
2018-08-09,12.091320991516113
2018-08-10,11.555867195129395
2018-08-13,11.618130683898926
2018-08-14,12.178487777709961
2018-08-15,11.780009269714355
2018-08-16,11.643033027648926
2018-08-17,11.207199096679688
2018-08-20,11.194742202758789
2018-08-21,11.007960319519043
2018-08-22,11.3441743850708
2018-08-23,11.088900566101074
2018-08-24,10.983054161071777
2018-08-27,11.456245422363281
2018-08-28,11.356630325317383
2018-08-29,12.016608238220215
2018-08-30,11.667939186096191
2018-08-31,12.31546688079834
2018-09-03,12.178487777709961
2018-09-04,11.686619758605957
2018-09-05,11.842275619506836
2018-09-06,12.128678321838379
2018-09-10,12.794885635375977
2018-09-11,12.738848686218262
2018-09-12,13.118648529052734
2018-09-13,12.570740699768066
2018-09-14,12.222073554992676
2018-09-17,12.278105735778809
2018-09-18,12.159811019897461
2018-09-19,12.141133308410645
2018-09-20,11.82982063293457
2018-09-21,11.767558097839355
2018-09-24,11.350400924682617
2018-09-25,11.207199096679688
2018-09-26,11.935667991638184
2018-09-27,12.134905815124512
2018-09-28,12.141133308410645
2018-10-01,12.016608238220215
2018-10-02,12.639227867126465
2018-10-03,13.598068237304688
2018-10-04,13.766178131103516
2018-10-05,14.040128707885742
2018-10-08,16.387414932250977
2018-10-09,15.565552711486816
2018-10-10,14.880670547485352
2018-10-11,15.098589897155762
2018-10-15,14.861989974975586
2018-10-16,15.241788864135742
2018-10-17,14.712557792663574
2018-10-18,14.11484146118164
2018-10-19,14.046355247497559
2018-10-22,13.946736335754395
2018-10-23,13.865796089172363
2018-10-24,13.573163032531738
2018-10-25,14.008995056152344
2018-10-26,14.351438522338867
2018-10-29,14.332762718200684
2018-10-30,15.07367992401123
2018-10-31,14.930475234985352
2018-11-01,14.556907653808594
2018-11-05,14.07126235961914
2018-11-06,14.096163749694824
2018-11-07,14.258048057556152
2018-11-08,13.946736335754395
2018-11-09,13.778626441955566
2018-11-12,13.28053092956543
2018-11-13,14.008995056152344
2018-11-14,13.641650199890137
2018-11-16,13.791078567504883
2018-11-19,14.606714248657227
2018-11-21,14.749919891357422
2018-11-22,14.693881034851074
2018-11-23,15.129719734191895
2018-11-26,15.129719734191895
2018-11-27,15.297821998596191
2018-11-28,15.135944366455078
2018-11-29,15.229334831237793
2018-11-30,15.223113059997559
2018-12-03,15.565552711486816
2018-12-04,15.559328079223633
2018-12-05,15.465937614440918
2018-12-06,15.378768920898438
2018-12-07,15.086134910583496
2018-12-10,15.023870468139648
2018-12-11,14.787276268005371
2018-12-12,14.529003143310547
2018-12-13,14.541722297668457
2018-12-14,14.592588424682617
2018-12-17,14.57351303100586
2018-12-18,15.037677764892578
2018-12-19,15.107620239257812
2018-12-20,15.209355354309082
