Date,AIG
2015-08-03,50.02762985229492
2015-08-04,48.616085052490234
2015-08-05,49.099605560302734
2015-08-06,49.14638900756836
2015-08-07,49.434940338134766
2015-08-10,49.90285110473633
2015-08-11,49.37255096435547
2015-08-12,49.33354568481445
2015-08-13,49.317970275878906
2015-08-14,50.1056022644043
2015-08-17,50.14461135864258
2015-08-18,49.68448257446289
2015-08-19,49.06840133666992
2015-08-20,48.12477493286133
2015-08-21,46.58068084716797
2015-08-24,44.40488052368164
2015-08-25,44.170928955078125
2015-08-26,46.13615417480469
2015-08-27,47.656864166259766
2015-08-28,47.571083068847656
2015-08-31,47.0563850402832
2015-09-01,45.800811767578125
2015-09-02,46.08937454223633
2015-09-03,46.3623046875
2015-09-04,45.29391098022461
2015-09-08,46.198543548583984
2015-09-09,45.644840240478516
2015-09-10,45.62134552001953
2015-09-11,45.70753479003906
2015-09-14,45.448936462402344
2015-09-15,45.958290100097656
2015-09-16,46.154197692871094
2015-09-17,45.78589630126953
2015-09-18,45.276554107666016
2015-09-21,45.472450256347656
2015-09-22,44.8847541809082
2015-09-23,44.74370193481445
2015-09-24,44.586978912353516
2015-09-25,45.08848190307617
2015-09-28,43.61531448364258
2015-09-29,43.662330627441406
2015-09-30,44.524295806884766
2015-10-01,44.6026611328125
2015-10-02,44.814231872558594
2015-10-05,45.66835403442383
2015-10-06,45.198184967041016
2015-10-07,45.30789566040039
2015-10-08,45.63700866699219
2015-10-09,45.59783935546875
2015-10-12,45.981788635253906
2015-10-13,45.989627838134766
2015-10-14,45.472450256347656
2015-10-15,46.38142395019531
2015-10-16,47.016136169433594
2015-10-19,47.016136169433594
2015-10-20,47.22772979736328
2015-10-21,47.196372985839844
2015-10-22,47.603858947753906
2015-10-23,48.019161224365234
2015-10-26,47.925132751464844
2015-10-27,47.73706817626953
2015-10-28,50.064369201660156
2015-10-29,49.75093460083008
2015-10-30,49.413978576660156
2015-11-02,49.94682312011719
2015-11-03,47.76839828491211
2015-11-04,47.64303207397461
2015-11-05,48.58335494995117
2015-11-06,48.528507232666016
2015-11-09,47.964317321777344
2015-11-10,48.074012756347656
2015-11-11,47.54117202758789
2015-11-12,46.53031539916992
2015-11-13,46.47547912597656
2015-11-16,47.5333366394043
2015-11-17,47.79975509643555
2015-11-18,48.5520133972168
2015-11-19,48.56768798828125
2015-11-20,48.74790954589844
2015-11-23,49.17889404296875
2015-11-24,49.460994720458984
2015-11-25,49.4844970703125
2015-11-27,49.8997917175293
2015-11-30,49.82143783569336
2015-12-01,50.24459457397461
2015-12-02,49.75876235961914
2015-12-03,49.08188247680664
2015-12-04,50.36481475830078
2015-12-07,49.42818832397461
2015-12-08,49.388832092285156
2015-12-09,48.94021987915039
2015-12-10,47.9957160949707
2015-12-11,46.79935836791992
2015-12-14,45.98080825805664
2015-12-15,47.177154541015625
2015-12-16,47.956356048583984
2015-12-17,47.32670974731445
2015-12-18,46.90955352783203
2015-12-21,47.200767517089844
2015-12-22,47.798946380615234
2015-12-23,48.33415603637695
2015-12-24,48.562408447265625
2015-12-28,48.48370361328125
2015-12-29,49.223548889160156
2015-12-30,49.19993591308594
2015-12-31,48.77491760253906
2016-01-04,47.56283187866211
2016-01-05,47.72811508178711
2016-01-06,47.027618408203125
2016-01-07,45.902103424072266
2016-01-08,45.21735763549805
2016-01-11,45.406246185302734
2016-01-12,45.61875534057617
2016-01-13,44.60343551635742
2016-01-14,45.099281311035156
2016-01-15,44.14692687988281
2016-01-19,44.202030181884766
2016-01-20,43.32836151123047
2016-01-21,43.53302001953125
2016-01-22,44.3515739440918
2016-01-25,43.57235336303711
2016-01-26,44.0052490234375
2016-01-27,42.92696762084961
2016-01-28,43.06076431274414
2016-01-29,44.453887939453125
2016-02-01,44.304344177246094
2016-02-02,43.54875183105469
2016-02-03,42.745941162109375
2016-02-04,42.5176887512207
2016-02-05,42.0060920715332
2016-02-08,41.163917541503906
2016-02-09,41.124568939208984
2016-02-10,41.281982421875
2016-02-11,39.76292419433594
2016-02-12,41.714881896972656
2016-02-16,40.975032806396484
2016-02-17,41.45514678955078
2016-02-18,40.86482620239258
2016-02-19,40.55788040161133
2016-02-22,41.00651168823242
2016-02-23,40.18793869018555
2016-02-24,40.0777587890625
2016-02-25,40.431949615478516
2016-02-26,40.21156692504883
2016-02-29,39.51106262207031
2016-03-01,40.83335494995117
2016-03-02,40.79399871826172
2016-03-03,41.14030838012695
2016-03-04,41.163917541503906
2016-03-07,41.4472770690918
2016-03-08,40.872703552246094
2016-03-09,40.60508728027344
2016-03-10,40.81894302368164
2016-03-11,41.88811111450195
2016-03-14,41.872283935546875
2016-03-15,41.99108123779297
2016-03-16,41.903961181640625
2016-03-17,42.1177864074707
2016-03-18,42.53754806518555
2016-03-21,42.42666244506836
2016-03-22,42.545467376708984
2016-03-23,42.323707580566406
2016-03-24,41.959388732910156
2016-03-28,42.299949645996094
2016-03-29,42.28409957885742
2016-03-30,43.179054260253906
2016-03-31,42.80681610107422
2016-04-01,43.472084045410156
2016-04-04,43.08401107788086
2016-04-05,42.51378631591797
2016-04-06,42.854339599609375
2016-04-07,42.062347412109375
2016-04-08,42.10195541381836
2016-04-11,42.299949645996094
2016-04-12,42.60090255737305
2016-04-13,43.67008590698242
2016-04-14,43.76512145996094
2016-04-15,43.51961135864258
2016-04-18,43.78096389770508
2016-04-19,44.12942886352539
2016-04-20,44.44622802734375
2016-04-21,43.97103500366211
2016-04-22,44.501678466796875
2016-04-25,44.31159591674805
2016-04-26,44.78678894042969
2016-04-27,44.85013961791992
2016-04-28,44.21656799316406
2016-04-29,44.2086296081543
2016-05-02,44.81846237182617
2016-05-03,44.303672790527344
2016-05-04,43.44040298461914
2016-05-05,43.40872573852539
2016-05-06,43.59088134765625
2016-05-09,43.7572021484375
2016-05-10,44.62839126586914
2016-05-11,44.31951141357422
2016-05-12,44.58086013793945
2016-05-13,44.0819091796875
2016-05-16,43.78096389770508
2016-05-17,43.87599182128906
2016-05-18,44.91350555419922
2016-05-19,44.636314392089844
2016-05-20,45.119407653808594
2016-05-23,45.0639762878418
2016-05-24,45.69757080078125
2016-05-25,45.974761962890625
2016-05-26,45.73717498779297
2016-05-27,46.188602447509766
2016-05-31,45.84014129638672
2016-06-01,45.72925567626953
2016-06-02,45.80845260620117
2016-06-03,45.34908676147461
2016-06-06,45.37285232543945
2016-06-07,45.190696716308594
2016-06-08,45.0798225402832
2016-06-09,44.68158721923828
2016-06-10,43.797515869140625
2016-06-13,43.32760238647461
2016-06-14,43.00104522705078
2016-06-15,42.666534423828125
2016-06-16,42.714332580566406
2016-06-17,42.54706573486328
2016-06-20,42.79396438598633
2016-06-21,42.84175109863281
2016-06-22,42.75415802001953
2016-06-23,43.57451248168945
2016-06-24,40.396610260009766
2016-06-27,38.85944366455078
2016-06-28,39.67979049682617
2016-06-29,40.98598861694336
2016-06-30,42.12495040893555
2016-07-01,42.109012603759766
2016-07-05,40.7868766784668
2016-07-06,40.82670593261719
2016-07-07,41.272727966308594
2016-07-08,42.22050857543945
2016-07-11,42.44351577758789
2016-07-12,42.897518157958984
2016-07-13,42.85768508911133
2016-07-14,43.32760238647461
2016-07-15,43.359466552734375
2016-07-18,43.455039978027344
2016-07-19,43.3753776550293
2016-07-20,43.4630012512207
2016-07-21,43.239994049072266
2016-07-22,43.5028190612793
2016-07-25,43.534690856933594
2016-07-26,43.558563232421875
2016-07-27,43.5028190612793
2016-07-28,43.63821792602539
2016-07-29,43.359466552734375
2016-08-01,43.17626953125
2016-08-02,43.12052917480469
2016-08-03,46.27452850341797
2016-08-04,45.88424301147461
2016-08-05,47.07097625732422
2016-08-08,47.30195236206055
2016-08-09,47.20637130737305
2016-08-10,46.9913215637207
2016-08-11,47.13468551635742
2016-08-12,46.87186813354492
2016-08-15,47.166561126708984
2016-08-16,47.23823547363281
2016-08-17,47.01522445678711
2016-08-18,46.975399017333984
2016-08-19,46.879825592041016
2016-08-22,46.98337173461914
2016-08-23,47.007259368896484
2016-08-24,46.919654846191406
2016-08-25,46.94355010986328
2016-08-26,47.007259368896484
2016-08-29,47.33381271362305
2016-08-30,47.501068115234375
2016-08-31,47.65238952636719
2016-09-01,47.317874908447266
2016-09-02,47.676292419433594
2016-09-06,47.349727630615234
2016-09-07,47.2860221862793
2016-09-08,47.02318572998047
2016-09-09,46.72850036621094
2016-09-12,46.98337173461914
2016-09-13,46.631011962890625
2016-09-14,46.510887145996094
2016-09-15,46.91929626464844
2016-09-16,46.36674499511719
2016-09-19,46.31869888305664
2016-09-20,46.31869888305664
2016-09-21,46.518898010253906
2016-09-22,47.239627838134766
2016-09-23,47.03141403198242
2016-09-26,46.64701843261719
2016-09-27,46.8552360534668
2016-09-28,47.648033142089844
2016-09-29,46.76714324951172
2016-09-30,47.51990509033203
2016-10-03,47.18355941772461
2016-10-04,47.311683654785156
2016-10-05,47.968353271484375
2016-10-06,48.008399963378906
2016-10-07,48.09648132324219
2016-10-10,48.40079116821289
2016-10-11,47.93633270263672
2016-10-12,48.40079116821289
