Date,EMR
2015-08-03,39.099456787109375
2015-08-04,37.8121337890625
2015-08-05,38.01780700683594
2015-08-06,37.88831329345703
2015-08-07,37.469356536865234
2015-08-10,38.101593017578125
2015-08-11,37.27131271362305
2015-08-12,37.748165130615234
2015-08-13,38.00197982788086
2015-08-14,38.14811706542969
2015-08-17,38.717247009277344
2015-08-18,38.54035568237305
2015-08-19,38.24809646606445
2015-08-20,37.740478515625
2015-08-21,36.88676452636719
2015-08-24,35.656185150146484
2015-08-25,34.733238220214844
2015-08-26,35.69462585449219
2015-08-27,36.64064025878906
2015-08-28,36.95598220825195
2015-08-31,36.70217514038086
2015-09-01,35.586952209472656
2015-09-02,35.986900329589844
2015-09-03,35.71000289916992
2015-09-04,35.240848541259766
2015-09-08,36.03304672241211
2015-09-09,35.77922821044922
2015-09-10,35.66386413574219
2015-09-11,35.41006088256836
2015-09-14,35.01011276245117
2015-09-15,35.62541198730469
2015-09-16,36.19456100463867
2015-09-17,36.03304672241211
2015-09-18,34.694786071777344
2015-09-21,34.702476501464844
2015-09-22,34.34099197387695
2015-09-23,33.587242126464844
2015-09-24,33.57957077026367
2015-09-25,33.67185592651367
2015-09-28,33.10271453857422
2015-09-29,33.42573928833008
2015-09-30,33.9718132019043
2015-10-01,32.902740478515625
2015-10-02,33.98719787597656
2015-10-05,35.39468765258789
2015-10-06,35.53311538696289
2015-10-07,35.648502349853516
2015-10-08,36.54835510253906
2015-10-09,36.26377487182617
2015-10-12,36.10995101928711
2015-10-13,35.75615310668945
2015-10-14,35.586952209472656
2015-10-15,36.00996780395508
2015-10-16,34.81784439086914
2015-10-19,34.97935104370117
2015-10-20,35.471595764160156
2015-10-21,35.60233688354492
2015-10-22,36.74831771850586
2015-10-23,37.055965423583984
2015-10-26,36.92522048950195
2015-10-27,36.06379318237305
2015-10-28,36.46373748779297
2015-10-29,36.28684616088867
2015-10-30,36.3253059387207
2015-11-02,37.186710357666016
2015-11-03,38.178871154785156
2015-11-04,38.209632873535156
2015-11-05,37.802005767822266
2015-11-06,37.863529205322266
2015-11-09,37.163639068603516
2015-11-10,37.12092208862305
2015-11-11,37.26072692871094
2015-11-12,36.70147705078125
2015-11-13,37.043235778808594
2015-11-16,37.94426727294922
2015-11-17,37.812225341796875
2015-11-18,38.84529495239258
2015-11-19,38.9462776184082
2015-11-20,38.961822509765625
2015-11-23,38.85307693481445
2015-11-24,38.891902923583984
2015-11-25,39.023956298828125
2015-11-27,39.06278610229492
2015-11-30,38.83753967285156
2015-12-01,38.542381286621094
2015-12-02,37.99087905883789
2015-12-03,37.734561920166016
2015-12-04,38.192840576171875
2015-12-07,37.680171966552734
2015-12-08,36.72477340698242
2015-12-09,36.61602783203125
2015-12-10,36.48398971557617
2015-12-11,35.326622009277344
2015-12-14,34.946022033691406
2015-12-15,35.124664306640625
2015-12-16,35.808204650878906
2015-12-17,34.953792572021484
2015-12-18,34.635318756103516
2015-12-21,35.637325286865234
2015-12-22,36.39077377319336
2015-12-23,37.54037094116211
2015-12-24,37.485984802246094
2015-12-28,37.485984802246094
2015-12-29,37.66463851928711
2015-12-30,37.695716857910156
2015-12-31,37.15199279785156
2016-01-04,36.74031448364258
2016-01-05,36.49951171875
2016-01-06,36.080074310302734
2016-01-07,34.650848388671875
2016-01-08,34.254722595214844
2016-01-11,34.02168273925781
2016-01-12,34.34792709350586
2016-01-13,33.60224533081055
2016-01-14,34.04498291015625
2016-01-15,33.47018814086914
2016-01-19,33.50901794433594
2016-01-20,33.12065124511719
2016-01-21,33.353675842285156
2016-01-22,33.53233337402344
2016-01-25,32.84878921508789
2016-01-26,33.47795867919922
2016-01-27,33.695438385009766
2016-01-28,34.643070220947266
2016-01-29,35.715003967285156
2016-02-01,35.3421630859375
2016-02-02,35.606266021728516
2016-02-03,35.800445556640625
2016-02-04,36.406314849853516
2016-02-05,36.4373779296875
2016-02-08,36.55389404296875
2016-02-09,36.4373779296875
2016-02-10,35.915550231933594
2016-02-11,35.64875793457031
2016-02-12,36.11174011230469
2016-02-16,36.582542419433594
2016-02-17,37.47709655761719
2016-02-18,37.932220458984375
2016-02-19,37.71250534057617
2016-02-22,38.66984176635742
2016-02-23,38.02638626098633
2016-02-24,37.94791793823242
2016-02-25,38.159786224365234
2016-02-26,38.74831008911133
2016-02-29,38.31672668457031
2016-03-01,39.211280822753906
2016-03-02,39.556556701660156
2016-03-03,39.85472869873047
2016-03-04,40.22352600097656
2016-03-07,40.73359298706055
2016-03-08,39.80765151977539
2016-03-09,39.28190612792969
2016-03-10,39.666404724121094
2016-03-11,40.22352600097656
2016-03-14,40.20783615112305
2016-03-15,39.85472869873047
2016-03-16,40.37263488769531
2016-03-17,42.95427703857422
2016-03-18,42.87581253051758
2016-03-21,43.15045928955078
2016-03-22,43.409400939941406
2016-03-23,42.84443664550781
2016-03-24,42.67963790893555
2016-03-28,42.632545471191406
2016-03-29,42.72672653198242
2016-03-30,42.81303405761719
2016-03-31,42.671791076660156
2016-04-01,42.96212387084961
2016-04-04,42.45992660522461
2016-04-05,41.98908996582031
2016-04-06,41.76154327392578
2016-04-07,41.48689651489258
2016-04-08,42.2480583190918
2016-04-11,42.20097732543945
2016-04-12,42.789485931396484
2016-04-13,43.52710723876953
2016-04-14,43.21323013305664
2016-04-15,43.409400939941406
2016-04-18,43.33092498779297
2016-04-19,43.66834259033203
2016-04-20,43.21323013305664
2016-04-21,43.29169464111328
2016-04-22,43.52710723876953
2016-04-25,43.40156173706055
2016-04-26,44.029327392578125
2016-04-27,44.170562744140625
2016-04-28,43.17400360107422
2016-04-29,42.86796569824219
2016-05-02,43.323089599609375
2016-05-03,42.899349212646484
2016-05-04,41.41627502441406
2016-05-05,41.573219299316406
2016-05-06,41.832176208496094
2016-05-09,41.29072189331055
2016-05-10,41.981266021728516
2016-05-11,41.850616455078125
2016-05-12,41.89020919799805
2016-05-13,41.01930618286133
2016-05-16,41.81104278564453
2016-05-17,41.44683837890625
2016-05-18,40.21967315673828
2016-05-19,39.697120666503906
2016-05-20,40.10091781616211
2016-05-23,40.13257598876953
2016-05-24,40.51259994506836
2016-05-25,41.240997314453125
2016-05-26,41.185577392578125
2016-05-27,41.32808303833008
2016-05-31,41.185577392578125
2016-06-01,41.29641342163086
2016-06-02,41.35975646972656
2016-06-03,41.40726852416992
2016-06-06,42.34149169921875
2016-06-07,42.38108444213867
2016-06-08,42.610687255859375
2016-06-09,42.428585052490234
2016-06-10,41.74769592285156
2016-06-13,40.876800537109375
2016-06-14,41.185577392578125
2016-06-15,41.138065338134766
2016-06-16,41.264747619628906
2016-06-17,41.51810073852539
2016-06-20,42.24649429321289
2016-06-21,42.08022689819336
2016-06-22,41.63685607910156
2016-06-23,42.49192810058594
2016-06-24,40.243431091308594
2016-06-27,38.97666549682617
2016-06-28,39.372520446777344
2016-06-29,40.10883331298828
2016-06-30,41.29641342163086
2016-07-01,41.32808303833008
2016-07-05,40.41761016845703
2016-07-06,40.90847396850586
2016-07-07,41.46266555786133
2016-07-08,42.30982208251953
2016-07-11,42.666099548339844
2016-07-12,43.568668365478516
2016-07-13,43.727020263671875
2016-07-14,44.376216888427734
2016-07-15,44.51873779296875
2016-07-18,44.487064361572266
2016-07-19,44.605831146240234
2016-07-20,44.479156494140625
2016-07-21,43.932857513427734
2016-07-22,44.18620681762695
2016-07-25,44.02787399291992
2016-07-26,44.479156494140625
2016-07-27,44.36831283569336
2016-07-28,44.202049255371094
2016-07-29,44.25747299194336
2016-08-01,44.16246795654297
2016-08-02,41.985225677490234
2016-08-03,41.89020919799805
2016-08-04,41.985225677490234
2016-08-05,42.586936950683594
2016-08-08,42.99863815307617
2016-08-09,43.01445770263672
2016-08-10,42.68299865722656
2016-08-11,43.15423583984375
2016-08-12,43.106319427490234
2016-08-15,43.69735336303711
2016-08-16,43.58555221557617
2016-08-17,43.849117279052734
2016-08-18,43.66539764404297
2016-08-19,42.31559371948242
2016-08-22,42.26767349243164
2016-08-23,43.11429977416992
2016-08-24,43.04240798950195
2016-08-25,43.20216369628906
2016-08-26,42.91463088989258
2016-08-29,42.91463088989258
2016-08-30,42.70695877075195
2016-08-31,42.07597732543945
2016-09-01,42.06001281738281
2016-09-02,42.259681701660156
2016-09-06,41.98012924194336
2016-09-07,42.16383361816406
2016-09-08,42.18779754638672
2016-09-09,40.6223258972168
2016-09-12,41.604740142822266
2016-09-13,40.9018669128418
2016-09-14,40.96577453613281
2016-09-15,41.1973876953125
2016-09-16,40.80603790283203
2016-09-19,40.885887145996094
2016-09-20,40.90987014770508
2016-09-21,41.349151611328125
2016-09-22,42.17182159423828
2016-09-23,41.468963623046875
2016-09-26,41.07759094238281
2016-09-27,41.38909912109375
2016-09-28,42.08396530151367
2016-09-29,42.34754180908203
2016-09-30,43.53761672973633
2016-10-03,42.97053527832031
2016-10-04,42.61110305786133
2016-10-05,42.88268280029297
2016-10-06,42.643035888671875
2016-10-07,42.09195327758789
2016-10-10,41.349151611328125
2016-10-11,40.5664176940918
2016-10-12,40.09518051147461
2016-10-13,40.09518051147461
2016-10-14,39.839595794677734
2016-10-17,39.68783187866211
2016-10-18,39.839595794677734
2016-10-19,39.863548278808594
2016-10-20,40.05524826049805
2016-10-21,40.023292541503906
2016-10-24,40.18303298950195
2016-10-25,40.023292541503906
2016-10-26,40.28687286376953
2016-10-27,39.807640075683594
2016-10-28,40.00731658935547
2016-10-31,40.47855758666992
2016-11-01,40.73415756225586
2016-11-02,39.967384338378906
2016-11-03,39.807640075683594
2016-11-04,39.464202880859375
2016-11-07,40.24693298339844
2016-11-08,41.39200973510742
2016-11-09,43.05315017700195
2016-11-10,44.95625686645508
2016-11-11,44.754669189453125
2016-11-14,44.76271438598633
2016-11-15,44.98045349121094
2016-11-16,44.3272705078125
2016-11-17,44.10954284667969
2016-11-18,43.70634460449219
2016-11-21,43.956329345703125
2016-11-22,43.827308654785156
2016-11-23,44.39983367919922
2016-11-25,44.54499816894531
2016-11-28,43.891815185546875
2016-11-29,43.86762237548828
2016-11-30,45.51266098022461
2016-12-01,45.778770446777344
2016-12-02,45.44008255004883
2016-12-05,45.90780258178711
2016-12-06,45.617496490478516
2016-12-07,46.98029708862305
2016-12-08,46.44807815551758
2016-12-09,46.359378814697266
2016-12-12,46.03681564331055
2016-12-13,45.778770446777344
2016-12-14,45.37557601928711
2016-12-15,45.30300521850586
2016-12-16,44.940128326416016
2016-12-19,45.407833099365234
2016-12-20,46.2142219543457
2016-12-21,45.899723052978516
2016-12-22,45.71426010131836
2016-12-23,45.80297088623047
2016-12-27,46.1013298034668
2016-12-28,45.3997688293457
2016-12-29,45.31912612915039
2016-12-30,44.95625686645508
2017-01-03,45.92393493652344
2017-01-04,45.64974594116211
2017-01-05,45.27074432373047
2017-01-06,45.480403900146484
2017-01-09,45.311058044433594
2017-01-10,45.71426010131836
2017-01-11,46.42388153076172
2017-01-12,46.34324264526367
2017-01-13,46.06100845336914
2017-01-17,45.407833099365234
2017-01-18,46.14165496826172
2017-01-19,47.117374420166016
2017-01-20,47.439937591552734
2017-01-23,47.004493713378906
2017-01-24,47.66572189331055
2017-01-25,48.59307861328125
2017-01-26,48.44791793823242
2017-01-27,48.496307373046875
2017-01-30,47.68991470336914
2017-01-31,47.302852630615234
2017-02-01,47.39960861206055
2017-02-02,47.48025894165039
2017-02-03,48.012481689453125
2017-02-06,48.27051544189453
2017-02-07,50.43164825439453
2017-02-08,50.326805114746094
2017-02-09,50.56873321533203
2017-02-10,51.012245178222656
2017-02-13,51.72993850708008
2017-02-14,51.72187042236328
2017-02-15,51.77873992919922
2017-02-16,51.104393005371094
2017-02-17,50.28379440307617
2017-02-21,50.511287689208984
2017-02-22,50.22692108154297
2017-02-23,49.24382781982422
2017-02-24,49.13821029663086
2017-02-27,49.097591400146484
