Date,GOAU4.SA
2015-08-24,1.4485267400741577
2015-08-25,1.3814141750335693
2015-08-26,1.4988622665405273
2015-08-27,1.733758568763733
2015-08-28,1.73935067653656
2015-08-31,1.683423399925232
2015-09-01,1.733758568763733
2015-09-02,1.9574692249298096
2015-09-03,1.9798402786254883
2015-09-04,1.9798402786254883
2015-09-08,2.0693247318267822
2015-09-09,2.0525460243225098
2015-09-10,2.1644012928009033
2015-09-11,2.158809185028076
2015-09-14,2.0245821475982666
2015-09-15,2.0357677936553955
2015-09-16,2.0861027240753174
2015-09-17,2.0749170780181885
2015-09-18,2.0693247318267822
2015-09-21,2.0245821475982666
2015-09-22,1.9630619287490845
2015-09-23,1.8847627639770508
2015-09-24,1.9015413522720337
2015-09-25,1.856799840927124
2015-09-28,1.7785006761550903
2015-09-29,1.7281657457351685
2015-09-30,1.63308846950531
2015-10-01,1.5715680122375488
2015-10-02,1.683423399925232
2015-10-05,1.7561296224594116
2015-10-06,1.7952786684036255
2015-10-07,1.890356183052063
2015-10-08,1.9462838172912598
2015-10-09,1.87357759475708
2015-10-13,1.7113875150680542
2015-10-14,1.6890158653259277
2015-10-15,1.6890158653259277
2015-10-16,1.7002016305923462
2015-10-19,1.6498669385910034
2015-10-20,1.644274115562439
2015-10-21,1.63308846950531
2015-10-22,1.6219033002853394
2015-10-23,1.5771609544754028
2015-10-26,1.5547901391983032
2015-10-27,1.4876765012741089
2015-10-28,1.4485273361206055
2015-10-29,1.4037851095199585
2015-10-30,1.4541198015213013
2015-11-03,1.5715680122375488
2015-11-04,1.5156402587890625
2015-11-05,1.5156402587890625
2015-11-06,1.4597123861312866
2015-11-09,1.4708983898162842
2015-11-10,1.4261561632156372
2015-11-11,1.4541198015213013
2015-11-12,1.3702285289764404
2015-11-13,1.3646355867385864
2015-11-16,1.2807440757751465
2015-11-17,1.1688886880874634
2015-11-18,1.1521103382110596
2015-11-19,1.1465176343917847
2015-11-23,1.0514404773712158
2015-11-24,1.079404592514038
2015-11-25,1.1073683500289917
2015-11-26,1.118553876876831
2015-11-27,1.1073683500289917
2015-11-30,1.1073683500289917
2015-12-01,1.0738118886947632
2015-12-02,1.040255069732666
2015-12-03,1.0626263618469238
2015-12-04,0.967549204826355
2015-12-07,0.928399920463562
2015-12-08,0.8724720478057861
2015-12-09,0.8836575746536255
2015-12-10,0.8668792843818665
2015-12-11,0.8109516501426697
2015-12-14,0.7885804772377014
2015-12-15,0.799765944480896
2015-12-16,0.8109516501426697
2015-12-17,0.816544234752655
2015-12-18,0.8612863421440125
2015-12-21,0.8501008152961731
2015-12-22,0.8780648112297058
2015-12-23,0.928399920463562
2015-12-28,0.928399920463562
2015-12-29,0.9228066802024841
2015-12-30,0.928399920463562
2016-01-04,0.8948430418968201
2016-01-05,0.8221370577812195
2016-01-06,0.715874433517456
2016-01-07,0.6711323261260986
2016-01-08,0.6990963220596313
2016-01-11,0.6823177933692932
2016-01-12,0.6599467396736145
2016-01-13,0.6096118688583374
2016-01-14,0.6263902187347412
2016-01-15,0.6152046322822571
2016-01-18,0.6152046322822571
2016-01-19,0.5872407555580139
2016-01-20,0.5760551691055298
2016-01-21,0.5536841750144958
2016-01-22,0.5536841750144958
2016-01-26,0.542498767375946
2016-01-27,0.5536841750144958
2016-01-28,0.5536841750144958
2016-01-29,0.5760551691055298
2016-02-01,0.6431684494018555
2016-02-02,0.6487612724304199
2016-02-03,0.6599467396736145
2016-02-04,0.7270599007606506
