Date,HMSO.L
2016-07-07,2240.754150390625
2016-07-08,2354.497314453125
2016-07-11,2447.767822265625
2016-07-12,2434.118408203125
2016-07-13,2425.018798828125
2016-07-14,2425.018798828125
2016-07-15,2415.918701171875
2016-07-18,2429.5693359375
2016-07-19,2456.8671875
2016-07-20,2479.615966796875
2016-07-21,2477.34130859375
2016-07-22,2484.165771484375
2016-07-25,2495.5400390625
2016-07-26,2516.0146484375
2016-07-27,2513.73876953125
2016-07-28,2506.914306640625
2016-07-29,2536.488037109375
2016-08-01,2525.113037109375
2016-08-02,2509.18896484375
2016-08-03,2479.615966796875
2016-08-04,2547.862060546875
2016-08-05,2556.961669921875
2016-08-08,2554.68701171875
2016-08-09,2547.862060546875
2016-08-10,2561.511474609375
2016-08-11,2547.862060546875
2016-08-12,2586.534912109375
2016-08-15,2595.63525390625
2016-08-16,2563.785888671875
2016-08-17,2561.511474609375
2016-08-18,2579.7109375
2016-08-19,2593.359130859375
2016-08-22,2616.108642578125
2016-08-23,2641.132568359375
2016-08-24,2686.63037109375
2016-08-25,2612.00537109375
2016-08-26,2605.18017578125
2016-08-30,2625.657470703125
2016-08-31,2639.30859375
2016-09-01,2691.639892578125
2016-09-02,2707.56640625
2016-09-05,2677.988525390625
2016-09-06,2687.089599609375
2016-09-07,2691.639892578125
2016-09-08,2712.1171875
2016-09-09,2648.410400390625
2016-09-12,2621.10693359375
2016-09-13,2577.876708984375
2016-09-14,2557.3994140625
2016-09-15,2564.224609375
2016-09-16,2564.224609375
2016-09-19,2600.629638671875
2016-09-20,2596.079345703125
2016-09-21,2589.25341796875
2016-09-22,2664.33642578125
2016-09-23,2664.33642578125
2016-09-26,2664.33642578125
2016-09-27,2680.263427734375
2016-09-28,2675.713134765625
2016-09-29,2659.786376953125
2016-09-30,2671.16259765625
2016-10-03,2698.4658203125
2016-10-04,2700.740966796875
2016-10-05,2627.9326171875
2016-10-06,2582.427490234375
2016-10-07,2539.197265625
2016-10-10,2539.197265625
2016-10-11,2530.096435546875
2016-10-12,2514.169189453125
2016-10-13,2568.775390625
2016-10-14,2557.3994140625
2016-10-17,2530.096435546875
2016-10-18,2564.224609375
2016-10-19,2552.8486328125
2016-10-20,2584.702392578125
2016-10-21,2582.427490234375
2016-10-24,2573.325927734375
2016-10-25,2564.224609375
2016-10-26,2525.545166015625
2016-10-27,2518.719482421875
2016-10-28,2525.545166015625
2016-10-31,2507.34326171875
2016-11-01,2493.69189453125
2016-11-02,2530.096435546875
2016-11-03,2550.5732421875
2016-11-04,2484.5908203125
2016-11-07,2511.89404296875
2016-11-08,2536.921875
2016-11-09,2514.169189453125
2016-11-10,2468.6640625
2016-11-11,2507.34326171875
2016-11-14,2495.966796875
2016-11-15,2523.270263671875
2016-11-16,2491.416259765625
2016-11-17,2536.921875
2016-11-18,2525.545166015625
2016-11-21,2489.1416015625
2016-11-22,2509.618408203125
2016-11-23,2486.86572265625
2016-11-24,2498.2421875
2016-11-25,2502.79296875
2016-11-28,2498.2421875
2016-11-29,2502.79296875
2016-11-30,2477.765380859375
2016-12-01,2423.158935546875
2016-12-02,2434.53466796875
2016-12-05,2414.05712890625
2016-12-06,2429.98486328125
2016-12-07,2468.6640625
2016-12-08,2484.5908203125
2016-12-09,2511.89404296875
2016-12-12,2491.416259765625
2016-12-13,2541.47216796875
2016-12-14,2502.79296875
2016-12-15,2502.79296875
2016-12-16,2518.719482421875
2016-12-19,2539.197265625
2016-12-20,2541.47216796875
2016-12-21,2557.3994140625
2016-12-22,2548.29833984375
2016-12-23,2589.25341796875
2016-12-28,2536.921875
2016-12-29,2561.94970703125
2016-12-30,2607.455078125
2017-01-03,2548.29833984375
2017-01-04,2571.05078125
2017-01-05,2591.5283203125
2017-01-06,2598.353759765625
2017-01-09,2577.876708984375
2017-01-10,2596.079345703125
2017-01-11,2609.73046875
2017-01-12,2580.152099609375
2017-01-13,2566.500244140625
2017-01-16,2550.5732421875
2017-01-17,2557.3994140625
2017-01-18,2561.94970703125
2017-01-19,2486.86572265625
2017-01-20,2475.489501953125
2017-01-23,2500.51708984375
2017-01-24,2489.1416015625
2017-01-25,2480.040283203125
2017-01-26,2486.86572265625
2017-01-27,2489.1416015625
2017-01-30,2486.86572265625
2017-01-31,2486.86572265625
2017-02-01,2484.5908203125
2017-02-02,2482.315185546875
2017-02-03,2505.06787109375
2017-02-06,2493.69189453125
2017-02-07,2523.270263671875
2017-02-08,2559.67431640625
2017-02-09,2582.427490234375
2017-02-10,2571.05078125
2017-02-13,2550.5732421875
2017-02-14,2561.94970703125
2017-02-15,2580.152099609375
2017-02-16,2564.224609375
2017-02-17,2568.775390625
2017-02-20,2677.988525390625
2017-02-21,2652.960205078125
2017-02-22,2662.0615234375
2017-02-23,2687.089599609375
2017-02-24,2687.089599609375
2017-02-27,2668.8876953125
2017-02-28,2677.988525390625
2017-03-01,2684.814208984375
2017-03-02,2666.612060546875
2017-03-03,2666.612060546875
2017-03-06,2671.16259765625
2017-03-07,2650.685302734375
2017-03-08,2659.786376953125
2017-03-09,2682.5390625
2017-03-10,2643.859375
2017-03-13,2652.960205078125
2017-03-14,2632.48291015625
2017-03-15,2616.55615234375
2017-03-16,2635.395263671875
2017-03-17,2633.119384765625
2017-03-20,2658.154052734375
2017-03-21,2651.326171875
2017-03-22,2603.533935546875
2017-03-23,2624.01611328125
2017-03-24,2605.8095703125
2017-03-27,2589.87939453125
2017-03-28,2558.017822265625
2017-03-29,2578.500244140625
2017-03-30,2553.4658203125
2017-03-31,2598.981689453125
2017-04-03,2583.0517578125
2017-04-04,2596.70703125
2017-04-05,2626.2919921875
2017-04-06,2649.05029296875
2017-04-07,2667.2568359375
2017-04-10,2667.2568359375
2017-04-11,2676.3603515625
2017-04-12,2676.3603515625
2017-04-13,2664.980712890625
2017-04-18,2680.911865234375
2017-04-19,2703.67041015625
2017-04-20,2687.739501953125
2017-04-21,2676.3603515625
2017-04-24,2708.2216796875
2017-04-25,2742.358642578125
2017-04-26,2715.048828125
2017-04-27,2712.77294921875
2017-04-28,2674.084228515625
2017-05-02,2701.39404296875
2017-05-03,2705.945556640625
2017-05-04,2678.63623046875
2017-05-05,2676.3603515625
2017-05-08,2699.11865234375
2017-05-09,2701.39404296875
2017-05-10,2680.911865234375
2017-05-11,2685.4638671875
2017-05-12,2690.01513671875
2017-05-15,2683.1875
2017-05-16,2680.911865234375
2017-05-17,2655.8779296875
2017-05-18,2639.94677734375
2017-05-19,2633.119384765625
2017-05-22,2655.8779296875
2017-05-23,2628.568115234375
2017-05-24,2646.774169921875
2017-05-25,2639.94677734375
2017-05-26,2644.498046875
2017-05-30,2658.154052734375
2017-05-31,2664.980712890625
2017-06-01,2696.842529296875
2017-06-02,2669.532958984375
2017-06-05,2660.429443359375
2017-06-06,2639.94677734375
2017-06-07,2671.80810546875
2017-06-08,2690.01513671875
2017-06-09,2683.1875
2017-06-12,2699.11865234375
2017-06-13,2730.979736328125
2017-06-14,2774.2197265625
2017-06-15,2717.324462890625
2017-06-16,2740.083251953125
2017-06-19,2703.67041015625
2017-06-20,2660.429443359375
2017-06-21,2658.154052734375
2017-06-22,2649.05029296875
2017-06-23,2678.63623046875
2017-06-26,2715.048828125
2017-06-27,2676.828857421875
2017-06-28,2630.843505859375
2017-06-29,2610.361083984375
2017-06-30,2614.91259765625
2017-07-03,2594.430419921875
2017-07-04,2601.258056640625
2017-07-05,2614.91259765625
2017-07-06,2601.258056640625
2017-07-07,2598.981689453125
2017-07-10,2617.189453125
2017-07-11,2617.189453125
2017-07-12,2630.843505859375
2017-07-13,2633.119384765625
2017-07-14,2660.429443359375
2017-07-17,2644.498046875
2017-07-18,2676.3603515625
2017-07-19,2685.4638671875
2017-07-20,2705.945556640625
2017-07-21,2710.4970703125
2017-07-24,2678.63623046875
2017-07-25,2664.980712890625
2017-07-26,2646.774169921875
2017-07-27,2655.8779296875
2017-07-28,2610.361083984375
2017-07-31,2614.91259765625
2017-08-01,2614.91259765625
2017-08-02,2614.91259765625
2017-08-03,2624.01611328125
2017-08-04,2628.568115234375
2017-08-07,2639.94677734375
2017-08-08,2639.94677734375
2017-08-09,2626.2919921875
2017-08-10,2605.8095703125
2017-08-11,2567.12109375
2017-08-14,2605.8095703125
2017-08-15,2610.361083984375
2017-08-16,2628.568115234375
2017-08-17,2610.361083984375
2017-08-18,2576.224365234375
2017-08-21,2576.224365234375
2017-08-22,2571.672607421875
2017-08-23,2564.8447265625
2017-08-24,2585.327392578125
2017-08-25,2553.4658203125
2017-08-29,2539.81103515625
2017-08-30,2571.672607421875
2017-08-31,2553.94970703125
2017-09-01,2526.634765625
2017-09-04,2528.9111328125
2017-09-05,2515.25341796875
2017-09-06,2519.80615234375
2017-09-07,2535.739990234375
2017-09-08,2528.9111328125
2017-09-11,2544.8447265625
2017-09-12,2512.977294921875
2017-09-13,2483.3857421875
2017-09-14,2476.5576171875
2017-09-15,2474.28125
2017-09-18,2465.176025390625
2017-09-19,2465.176025390625
2017-09-20,2451.518798828125
2017-09-21,2449.2421875
2017-09-22,2460.6240234375
2017-09-25,2467.45263671875
2017-09-26,2440.13720703125
2017-09-27,2419.651123046875
2017-09-28,2417.374267578125
2017-09-29,2444.689208984375
2017-10-02,2442.41357421875
2017-10-03,2424.20361328125
2017-10-04,2421.92724609375
2017-10-05,2424.20361328125
2017-10-06,2431.032470703125
2017-10-09,2396.888427734375
2017-10-10,2417.374267578125
2017-10-11,2428.755859375
2017-10-12,2433.308349609375
2017-10-13,2433.308349609375
2017-10-16,2437.86083984375
2017-10-17,2431.032470703125
2017-10-18,2469.728515625
2017-10-19,2451.518798828125
2017-10-20,2408.27001953125
2017-10-23,2371.849365234375
2017-10-24,2383.231201171875
2017-10-25,2339.982666015625
2017-10-26,2342.258544921875
2017-10-27,2344.534912109375
2017-10-30,2360.46875
2017-10-31,2385.50732421875
2017-11-01,2371.849365234375
2017-11-02,2415.0986328125
2017-11-03,2412.822021484375
2017-11-06,2412.822021484375
2017-11-07,2365.021484375
2017-11-08,2374.126220703125
2017-11-09,2405.993408203125
2017-11-10,2385.50732421875
2017-11-13,2385.50732421875
2017-11-14,2405.993408203125
2017-11-15,2401.441162109375
2017-11-16,2428.755859375
2017-11-17,2428.755859375
2017-11-20,2396.888427734375
2017-11-21,2367.297119140625
2017-11-22,2376.40185546875
2017-11-23,2371.849365234375
2017-11-24,2342.258544921875
2017-11-27,2349.087646484375
2017-11-28,2362.7451171875
2017-11-29,2351.36328125
2017-11-30,2365.021484375
2017-12-01,2353.640380859375
2017-12-04,2383.231201171875
2017-12-05,2433.308349609375
2017-12-06,2283.075927734375
2017-12-07,2312.667236328125
2017-12-08,2396.888427734375
2017-12-11,2390.059814453125
2017-12-12,2376.40185546875
2017-12-13,2376.59375
2017-12-14,2419.651123046875
2017-12-15,2431.032470703125
2017-12-18,2446.96630859375
2017-12-19,2431.032470703125
2017-12-20,2410.546142578125
2017-12-21,2433.308349609375
2017-12-22,2431.032470703125
2017-12-27,2456.071533203125
2017-12-28,2469.728515625
2017-12-29,2490.21484375
2018-01-02,2482.020263671875
2018-01-03,2490.21484375
2018-01-04,2427.390380859375
2018-01-05,2440.13720703125
2018-01-08,2434.673828125
2018-01-09,2426.480224609375
2018-01-10,2387.328125
2018-01-11,2346.356201171875
2018-01-12,2349.997802734375
2018-01-15,2339.982666015625
2018-01-16,2346.356201171875
2018-01-17,2318.13037109375
2018-01-18,2278.978759765625
2018-01-19,2271.694580078125
2018-01-22,2258.492431640625
2018-01-23,2285.3525390625
2018-01-24,2268.052734375
2018-01-25,2234.819580078125
2018-01-26,2258.947998046875
2018-01-29,2251.66357421875
2018-01-30,2236.640869140625
2018-01-31,2244.38037109375
2018-02-01,2211.601806640625
2018-02-02,2212.5126953125
2018-02-05,2169.263916015625
2018-02-06,2075.93798828125
2018-02-07,2129.20166015625
2018-02-08,2107.805419921875
2018-02-09,2120.552490234375
2018-02-12,2124.1943359375
2018-02-13,2108.7158203125
2018-02-14,2093.2373046875
2018-02-15,2086.86376953125
2018-02-16,2106.439208984375
2018-02-19,2093.69189453125
2018-02-20,2120.552490234375
2018-02-21,2129.20166015625
2018-02-22,2138.76220703125
2018-02-23,2167.89794921875
2018-02-26,2120.552490234375
2018-02-27,2074.57177734375
2018-02-28,2034.965087890625
2018-03-01,2029.50244140625
2018-03-02,2039.0625
2018-03-05,2071.840576171875
2018-03-06,2067.7431640625
2018-03-07,2070.474853515625
2018-03-08,2079.580078125
2018-03-09,2073.2060546875
2018-03-12,2066.8330078125
2018-03-13,2074.116943359375
2018-03-14,2078.669189453125
2018-03-15,1978.244873046875
2018-03-16,1990.540771484375
2018-03-19,2470.073974609375
2018-03-20,2466.430419921875
2018-03-21,2595.763427734375
2018-03-22,2527.453857421875
2018-03-23,2510.14892578125
2018-03-26,2498.30859375
2018-03-27,2453.679931640625
2018-03-28,2452.768798828125
2018-03-29,2443.6611328125
2018-04-03,2437.285400390625
2018-04-04,2451.858642578125
2018-04-05,2491.021728515625
2018-04-06,2449.125244140625
2018-04-09,2416.336669921875
2018-04-10,2390.8349609375
2018-04-11,2374.4404296875
2018-04-12,2368.064697265625
2018-04-13,2154.028564453125
2018-04-16,2219.14990234375
2018-04-17,2247.83984375
2018-04-18,2341.6513671875
2018-04-19,2365.332763671875
2018-04-20,2459.14501953125
2018-04-23,2450.03662109375
2018-04-24,2452.768798828125
2018-04-25,2455.50146484375
2018-04-26,2486.4677734375
2018-04-27,2486.4677734375
2018-04-30,2500.130615234375
2018-05-01,2491.93310546875
2018-05-02,2497.397705078125
2018-05-03,2513.7919921875
2018-05-04,2524.721923828125
2018-05-08,2534.740478515625
2018-05-09,2518.345947265625
2018-05-10,2510.14892578125
2018-05-11,2555.6884765625
2018-05-14,2545.67041015625
2018-05-15,2531.0966796875
2018-05-16,2520.167724609375
2018-05-17,2532.008056640625
2018-05-18,2513.7919921875
2018-05-21,2541.116455078125
2018-05-22,2536.562255859375
2018-05-23,2529.275390625
2018-05-24,2527.453857421875
2018-05-25,2551.134765625
2018-05-29,2509.23779296875
2018-05-30,2521.07861328125
2018-05-31,2491.021728515625
2018-06-01,2500.130615234375
2018-06-04,2511.0595703125
2018-06-05,2490.11181640625
2018-06-06,2491.021728515625
2018-06-07,2459.14501953125
2018-06-08,2429.087646484375
2018-06-11,2448.21533203125
2018-06-12,2433.642333984375
2018-06-13,2438.1962890625
2018-06-14,2438.1962890625
2018-06-15,2436.37451171875
2018-06-18,2432.73095703125
2018-06-19,2429.999267578125
2018-06-20,2438.1962890625
2018-06-21,2418.158203125
2018-06-22,2429.999267578125
2018-06-25,2400.853759765625
2018-06-26,2381.726318359375
2018-06-27,2358.0458984375
2018-06-28,2370.797119140625
2018-06-29,2379.90478515625
2018-07-02,2371.707275390625
2018-07-03,2400.853759765625
2018-07-04,2432.73095703125
2018-07-05,2480.093017578125
2018-07-06,2493.754638671875
2018-07-09,2484.64697265625
2018-07-10,2467.341796875
2018-07-11,2441.83935546875
2018-07-12,2445.482421875
2018-07-13,2437.285400390625
2018-07-16,2422.712646484375
2018-07-17,2403.5859375
2018-07-18,2439.107421875
2018-07-19,2438.1962890625
2018-07-20,2429.087646484375
2018-07-23,2395.38916015625
2018-07-24,2409.051025390625
2018-07-25,2409.051025390625
2018-07-26,2280.62890625
2018-07-27,2321.6142578125
2018-07-30,2366.242919921875
2018-07-31,2376.261474609375
2018-08-01,2335.27587890625
2018-08-02,2314.327880859375
2018-08-03,2332.543701171875
2018-08-06,2322.525634765625
2018-08-07,2308.863037109375
2018-08-08,2337.097412109375
2018-08-09,2334.36572265625
2018-08-10,2308.863037109375
2018-08-13,2251.938720703125
2018-08-14,2245.5634765625
2018-08-15,2205.943359375
2018-08-16,2223.248779296875
2018-08-17,2237.821044921875
2018-08-20,2231.445556640625
2018-08-21,2228.713623046875
2018-08-22,2223.248779296875
2018-08-23,2215.5068359375
2018-08-24,2200.478515625
2018-08-28,2233.267333984375
2018-08-29,2242.375
2018-08-30,2130.82763671875
2018-08-31,2145.859375
2018-09-03,2101.220458984375
2018-09-04,2086.188720703125
2018-09-05,2056.581298828125
2018-09-06,2028.7957763671875
2018-09-07,2037.9061279296875
2018-09-10,2062.5029296875
2018-09-11,2059.77001953125
2018-09-12,2093.4765625
2018-09-13,2109.41943359375
2018-09-14,2095.299072265625
2018-09-17,2090.743896484375
2018-09-18,2104.408935546875
2018-09-19,2118.073974609375
2018-09-20,2114.429931640625
2018-09-21,2140.849365234375
2018-09-24,2110.785888671875
2018-09-25,2107.59765625
2018-09-26,2100.3095703125
2018-09-27,2118.529541015625
2018-09-28,2080.267822265625
2018-10-01,2093.931884765625
2018-10-02,2077.534423828125
2018-10-03,2075.2568359375
2018-10-04,1950.905517578125
2018-10-05,2006.02099609375
2018-10-08,2016.0421142578125
2018-10-09,2029.7071533203125
2018-10-10,2009.209716796875
2018-10-11,1976.868896484375
2018-10-12,1967.30322265625
2018-10-15,1958.1934814453125
2018-10-16,2010.5760498046875
2018-10-17,2012.853515625
2018-10-18,2026.5185546875
2018-10-19,2037.450439453125
2018-10-22,2016.953125
2018-10-23,1939.51806640625
2018-10-24,1944.984130859375
2018-10-25,1971.8585205078125
2018-10-26,1975.0469970703125
2018-10-29,2011.487060546875
2018-10-30,2030.6181640625
2018-10-31,1997.3665771484375
2018-11-01,2031.5289306640625
2018-11-02,2029.7071533203125
2018-11-05,2012.3980712890625
2018-11-06,2017.8642578125
2018-11-07,2012.853515625
2018-11-08,2029.2515869140625
2018-11-09,2025.6075439453125
2018-11-12,1998.733154296875
2018-11-13,2004.6546630859375
2018-11-14,1987.8013916015625
2018-11-15,1928.13037109375
2018-11-16,1920.386962890625
2018-11-19,1914.9210205078125
2018-11-20,1863.449462890625
2018-11-21,1879.3922119140625
2018-11-22,1888.0465087890625
2018-11-23,1914.4654541015625
2018-11-26,1912.18798828125
2018-11-27,1908.0885009765625
2018-11-28,1917.6539306640625
2018-11-29,1772.3497314453125
2018-11-30,1758.229248046875
2018-12-03,1719.511474609375
2018-12-04,1712.2237548828125
2018-12-05,1734.5433349609375
2018-12-06,1681.24951171875
2018-12-07,1686.7158203125
2018-12-10,1622.0347900390625
2018-12-11,1644.354248046875
2018-12-12,1688.5377197265625
2018-12-13,1644.354248046875
2018-12-14,1599.71533203125
2018-12-17,1557.8092041015625
2018-12-18,1568.7413330078125
2018-12-19,1589.238525390625
2018-12-20,1559.6312255859375
2018-12-21,1525.9244384765625
2018-12-24,1535.0341796875
2018-12-27,1487.206787109375
2018-12-28,1513.625732421875
2018-12-31,1500.4163818359375
2019-01-02,1468.53125
2019-01-03,1484.0184326171875
2019-01-04,1495.4056396484375
2019-01-07,1507.2490234375
2019-01-08,1553.7098388671875
2019-01-09,1557.8092041015625
2019-01-10,1530.4791259765625
2019-01-11,1548.6993408203125
2019-01-14,1547.332763671875
2019-01-15,1566.463623046875
2019-01-16,1588.7833251953125
2019-01-17,1601.0819091796875
2019-01-18,1630.2335205078125
2019-01-21,1574.66259765625
2019-01-22,1576.029296875
2019-01-23,1617.024169921875
2019-01-24,1607.9141845703125
2019-01-25,1626.5897216796875
2019-01-28,1645.265380859375
2019-01-29,1703.1136474609375
2019-01-30,1731.8101806640625
2019-01-31,1694.003662109375
2019-02-01,1699.01416015625
2019-02-04,1696.2811279296875
2019-02-05,1684.438232421875
2019-02-06,1709.9462890625
2019-02-07,1698.1031494140625
2019-02-08,1703.5693359375
2019-02-11,1724.522216796875
2019-02-12,1736.821044921875
2019-02-13,1730.4439697265625
2019-02-14,1731.3546142578125
2019-02-15,1732.265869140625
2019-02-18,1729.9881591796875
2019-02-19,1717.689697265625
2019-02-20,1665.3072509765625
2019-02-21,1704.0247802734375
2019-02-22,1689.4486083984375
2019-02-25,1704.0247802734375
2019-02-26,1731.8101806640625
2019-02-27,1707.6688232421875
2019-02-28,1738.6427001953125
2019-03-01,1769.1612548828125
2019-03-04,1749.5745849609375
2019-03-05,1753.6739501953125
2019-03-06,1735.4541015625
2019-03-07,1730.89892578125
2019-03-08,1745.9306640625
2019-03-11,1727.255126953125
2019-03-12,1725.43310546875
2019-03-13,1707.213134765625
2019-03-14,1730.89892578125
2019-03-15,1744.5643310546875
2019-03-18,1730.89892578125
2019-03-19,1719.511474609375
2019-03-20,1678.06103515625
2019-03-21,1590.7889404296875
2019-03-22,1551.6002197265625
2019-03-25,1533.3729248046875
2019-03-26,1545.67626953125
2019-03-27,1543.8536376953125
2019-03-28,1521.98095703125
2019-03-29,1530.18310546875
2019-04-01,1531.09423828125
2019-04-02,1548.4102783203125
2019-04-03,1570.2830810546875
2019-04-04,1583.9534912109375
2019-04-05,1558.4354248046875
2019-04-08,1530.638671875
2019-04-09,1501.4749755859375
2019-04-10,1514.2340087890625
2019-04-11,1524.2591552734375
2019-04-12,1531.09423828125
2019-04-15,1520.6136474609375
2019-04-16,1531.5498046875
2019-04-17,1501.4749755859375
2019-04-18,1505.5760498046875
2019-04-23,1490.0828857421875
2019-04-24,1512.8670654296875
2019-04-25,1494.6400146484375
2019-04-26,1494.6400146484375
2019-04-29,1490.0828857421875
2019-04-30,1466.8431396484375
2019-05-01,1444.0587158203125
2019-05-02,1435.40087890625
2019-05-03,1413.98388671875
