Date,BIKAJI.NS
2022-11-16,316.3802490234375
2022-11-17,320.1674499511719
2022-11-18,316.4300842285156
2022-11-21,309.8523254394531
2022-11-22,312.3937683105469
2022-11-23,343.5882873535156
2022-11-24,377.92218017578125
2022-11-25,390.529541015625
2022-11-28,425.9099426269531
2022-11-29,433.185302734375
2022-11-30,415.04669189453125
2022-12-01,406.6749572753906
2022-12-02,410.511962890625
2022-12-05,396.95782470703125
2022-12-06,394.26690673828125
2022-12-07,411.25946044921875
2022-12-08,405.7281494140625
2022-12-09,391.9746398925781
2022-12-12,393.270263671875
2022-12-13,382.70599365234375
2022-12-14,388.9349365234375
2022-12-15,386.1443786621094
2022-12-16,383.75244140625
2022-12-19,384.0016174316406
2022-12-20,378.9187927246094
2022-12-21,367.8063659667969
2022-12-22,362.07574462890625
2022-12-23,348.9700622558594
2022-12-26,366.4111022949219
2022-12-27,384.69927978515625
2022-12-28,403.9342346191406
2022-12-29,424.115966796875
2022-12-30,434.7301025390625
2023-01-02,419.8802795410156
2023-01-03,424.3153076171875
2023-01-04,413.4520568847656
2023-01-05,410.7113037109375
2023-01-06,407.82110595703125
2023-01-09,404.5820617675781
2023-01-10,391.9248352050781
2023-01-11,401.79144287109375
2023-01-12,421.8735656738281
2023-01-13,431.9893798828125
2023-01-16,420.1792907714844
2023-01-17,418.3853454589844
2023-01-18,417.2890625
2023-01-19,415.04669189453125
2023-01-20,417.6877136230469
2023-01-23,425.26214599609375
2023-01-24,424.66412353515625
2023-01-25,441.5570068359375
2023-01-27,419.4816589355469
2023-01-30,398.5025939941406
2023-01-31,391.57598876953125
2023-02-01,385.7955627441406
2023-02-02,383.3039855957031
2023-02-03,372.390869140625
2023-02-06,380.3140869140625
2023-02-07,376.37738037109375
2023-02-08,377.02520751953125
2023-02-09,378.719482421875
2023-02-10,379.2676086425781
2023-02-13,380.01507568359375
2023-02-14,383.4534912109375
2023-02-15,376.6265563964844
2023-02-16,378.9187927246094
2023-02-17,376.0783996582031
2023-02-20,372.0919189453125
2023-02-21,372.9888610839844
2023-02-22,374.1349792480469
2023-02-23,370.0986328125
2023-02-24,362.1754150390625
2023-02-27,351.86029052734375
2023-02-28,356.095947265625
2023-03-01,358.5875549316406
2023-03-02,360.4313049316406
2023-03-03,361.9262390136719
2023-03-06,364.2683410644531
2023-03-08,364.4178466796875
2023-03-09,367.7565612792969
2023-03-10,366.062255859375
2023-03-13,360.2818298339844
2023-03-14,358.4878845214844
2023-03-15,357.8400573730469
2023-03-16,352.55792236328125
2023-03-17,351.8104553222656
2023-03-20,345.1330261230469
2023-03-21,346.17950439453125
2023-03-22,343.43878173828125
2023-03-23,359.1855163574219
2023-03-24,353.305419921875
2023-03-27,346.9269714355469
2023-03-28,347.7242736816406
2023-03-29,360.6804504394531
2023-03-31,361.37811279296875
2023-04-03,357.49127197265625
2023-04-05,356.3949890136719
2023-04-06,357.34173583984375
2023-04-10,351.511474609375
2023-04-11,349.5182189941406
2023-04-12,350.96331787109375
2023-04-13,356.046142578125
2023-04-17,358.0393981933594
2023-04-18,358.5377197265625
2023-04-19,373.2380065917969
2023-04-20,373.63665771484375
2023-04-21,365.0656433105469
2023-04-24,364.5174865722656
2023-04-25,359.3349914550781
2023-04-26,369.30133056640625
2023-04-27,373.5369873046875
2023-04-28,373.9356689453125
2023-05-02,372.7895202636719
2023-05-03,372.6400146484375
2023-05-04,369.8992919921875
2023-05-05,371.0454406738281
2023-05-08,371.3942565917969
2023-05-09,368.1053771972656
2023-05-10,369.0521545410156
2023-05-11,384.4002685546875
2023-05-12,371.444091796875
2023-05-15,369.10198974609375
2023-05-16,368.60369873046875
2023-05-17,385.9450378417969
2023-05-18,379.8157653808594
2023-05-19,382.90533447265625
2023-05-22,382.4070129394531
2023-05-23,383.3039855957031
2023-05-24,380.5133972167969
2023-05-25,379.91546630859375
2023-05-26,374.4837951660156
2023-05-29,378.719482421875
2023-05-30,376.8757019042969
2023-05-31,380.66290283203125
2023-06-01,380.66290283203125
2023-06-02,380.9618835449219
2023-06-05,380.61309814453125
2023-06-06,378.8689880371094
2023-06-07,378.769287109375
2023-06-08,388.7054138183594
2023-06-09,395.94525146484375
2023-06-12,413.570556640625
2023-06-13,415.4678955078125
2023-06-14,414.8188171386719
2023-06-15,412.67181396484375
2023-06-16,408.67742919921875
2023-06-19,414.6191101074219
2023-06-20,415.5677490234375
2023-06-21,409.37646484375
2023-06-22,421.7091369628906
2023-06-23,426.2028503417969
2023-06-26,418.9130859375
2023-06-27,428.4996643066406
2023-06-28,423.50665283203125
2023-06-30,417.2154541015625
2023-07-03,408.3279113769531
2023-07-04,408.3279113769531
2023-07-05,409.1767272949219
2023-07-06,415.2182312011719
2023-07-07,414.8687438964844
2023-07-10,409.8258056640625
2023-07-11,406.4305725097656
2023-07-12,415.41796875
2023-07-13,410.92425537109375
2023-07-14,428.5995178222656
2023-07-17,429.7978210449219
2023-07-18,425.70355224609375
2023-07-19,448.02227783203125
2023-07-20,454.0638427734375
2023-07-21,462.0526428222656
2023-07-24,470.2911071777344
2023-07-25,487.11749267578125
2023-07-26,473.4866027832031
2023-07-27,471.6391906738281
2023-07-28,472.8375244140625
2023-07-31,484.3214416503906
2023-08-01,483.5225830078125
2023-08-02,471.7390441894531
2023-08-03,480.6265869140625
2023-08-04,475.3839416503906
2023-08-07,482.82354736328125
2023-08-08,482.024658203125
2023-08-09,490.8622741699219
2023-08-10,488.9150085449219
2023-08-11,487.4670104980469
2023-08-14,486.81793212890625
2023-08-16,478.9789123535156
2023-08-17,475.58367919921875
2023-08-18,478.0302734375
2023-08-21,480.2771301269531
2023-08-22,488.8151550292969
2023-08-23,480.6765441894531
2023-08-24,477.7806091308594
2023-08-25,474.635009765625
2023-08-28,484.87066650390625
2023-08-29,479.8776550292969
2023-08-30,480.6265869140625
2023-08-31,497.50299072265625
2023-09-01,486.3685607910156
2023-09-04,481.47540283203125
2023-09-05,511.6331481933594
2023-09-06,522.0186157226562
2023-09-07,513.1310424804688
2023-09-08,526.3126220703125
2023-09-11,519.7717895507812
2023-09-12,495.5556945800781
2023-09-13,488.9150085449219
2023-09-14,488.41571044921875
2023-09-15,493.9579162597656
2023-09-18,491.9107971191406
2023-09-20,486.3186340332031
2023-09-21,484.3214416503906
2023-09-22,481.22576904296875
2023-09-25,490.41290283203125
2023-09-26,487.666748046875
2023-09-27,490.7624206542969
2023-09-28,490.9122009277344
2023-09-29,484.2715148925781
2023-10-03,487.11749267578125
2023-10-04,480.4269104003906
2023-10-05,480.0274658203125
2023-10-06,469.94158935546875
2023-10-09,469.94158935546875
2023-10-10,469.99151611328125
2023-10-11,484.1716613769531
2023-10-12,482.4740295410156
2023-10-13,482.77362060546875
2023-10-16,490.61260986328125
2023-10-17,487.4670104980469
2023-10-18,483.1730651855469
2023-10-19,490.8123474121094
2023-10-20,488.3657531738281
2023-10-23,478.6793518066406
2023-10-25,469.1427001953125
2023-10-26,457.8585205078125
2023-10-27,466.8459167480469
2023-10-30,468.24395751953125
2023-10-31,472.4380798339844
2023-11-01,468.24395751953125
2023-11-02,474.0857849121094
2023-11-03,478.6793518066406
2023-11-06,498.4516296386719
2023-11-07,518.8230590820312
2023-11-08,519.5220947265625
2023-11-09,523.266845703125
2023-11-10,515.0783081054688
2023-11-13,519.2724609375
2023-11-15,548.6812744140625
2023-11-16,548.3317260742188
2023-11-17,538.5953979492188
2023-11-20,546.5841674804688
2023-11-21,545.2860107421875
2023-11-22,534.351318359375
2023-11-23,538.89501953125
2023-11-24,547.3831176757812
2023-11-28,541.5911865234375
2023-11-29,544.9365234375
2023-11-30,557.2192993164062
2023-12-01,553.0750732421875
2023-12-04,536.9976196289062
2023-12-05,541.6411743164062
2023-12-06,546.783935546875
2023-12-07,523.5664672851562
2023-12-08,526.86181640625
2023-12-11,525.2640991210938
2023-12-12,532.50390625
2023-12-13,531.9547119140625
2023-12-14,537.9962158203125
2023-12-15,546.8338012695312
2023-12-18,535.1002807617188
2023-12-19,543.6882934570312
2023-12-20,536.59814453125
2023-12-21,539.993408203125
2023-12-22,551.5772094726562
2023-12-26,552.52587890625
2023-12-27,558.4176635742188
2023-12-28,557.8184204101562
2023-12-29,545.3359375
2024-01-01,545.6355590820312
2024-01-02,553.1250610351562
2024-01-03,550.17919921875
2024-01-04,566.7559204101562
2024-01-05,572.5477905273438
2024-01-08,579.5380249023438
2024-01-09,573.2967529296875
2024-01-10,573.047119140625
2024-01-11,570.1511840820312
2024-01-12,582.2342529296875
2024-01-15,582.2342529296875
2024-01-16,586.6281127929688
2024-01-17,575.9430541992188
2024-01-18,576.9915771484375
2024-01-19,575.2440185546875
2024-01-23,569.8516235351562
2024-01-24,575.5935668945312
2024-01-25,572.9971923828125
2024-01-29,582.8833618164062
2024-01-30,581.0858764648438
2024-01-31,590.8721923828125
2024-02-01,583.3826293945312
2024-02-02,546.783935546875
2024-02-05,546.6341552734375
2024-02-06,557.9183349609375
2024-02-07,563.2109375
2024-02-08,552.6756591796875
2024-02-09,551.0279541015625
2024-02-12,546.4843139648438
2024-02-13,529.6079711914062
2024-02-14,523.4166870117188
2024-02-15,538.5454711914062
2024-02-16,536.6481323242188
2024-02-19,540.4927368164062
2024-02-20,534.551025390625
2024-02-21,531.2556762695312
2024-02-22,528.8590087890625
2024-02-23,527.0115966796875
2024-02-26,526.86181640625
2024-02-27,524.8646240234375
2024-02-28,518.3737182617188
2024-02-29,521.119873046875
2024-03-01,517.1754150390625
2024-03-04,516.1268310546875
2024-03-05,506.041015625
2024-03-06,515.4278564453125
2024-03-07,533.1030883789062
2024-03-11,525.4138793945312
2024-03-12,511.1838073730469
2024-03-13,502.4959716796875
2024-03-14,491.6611633300781
2024-03-15,484.2715148925781
2024-03-18,487.56689453125
2024-03-19,484.3214416503906
2024-03-20,489.6639709472656
2024-03-21,497.80255126953125
2024-03-22,489.1646423339844
2024-03-26,482.1744384765625
2024-03-27,490.16326904296875
2024-03-28,489.7638244628906
2024-04-01,495.3060607910156
2024-04-02,525.2640991210938
2024-04-03,530.7064819335938
2024-04-04,540.0433349609375
2024-04-05,538.7951049804688
2024-04-08,538.6453247070312
2024-04-09,541.9906616210938
2024-04-10,547.3831176757812
2024-04-12,537.846435546875
2024-04-15,526.0629272460938
2024-04-16,526.5123291015625
2024-04-18,519.5220947265625
2024-04-19,520.2211303710938
2024-04-22,513.330810546875
2024-04-23,519.87158203125
2024-04-24,523.5664672851562
2024-04-25,530.1572265625
2024-04-26,526.7120361328125
2024-04-29,527.910400390625
2024-04-30,532.1044921875
2024-05-02,530.856201171875
2024-05-03,529.8576049804688
2024-05-06,525.0643310546875
2024-05-07,518.1740112304688
2024-05-08,521.8688354492188
2024-05-09,510.63458251953125
2024-05-10,525.014404296875
2024-05-13,522.3181762695312
2024-05-14,517.1754150390625
2024-05-15,518.0741577148438
2024-05-16,545.036376953125
2024-05-17,545.3859252929688
2024-05-21,533.1030883789062
2024-05-22,536.1488647460938
2024-05-23,533.9019775390625
2024-05-24,555.5216674804688
2024-05-27,555.7713012695312
2024-05-28,554.9225463867188
2024-05-29,545.13623046875
2024-05-30,542.5398559570312
2024-05-31,593.0191040039062
2024-06-03,574.1456298828125
2024-06-04,577.7405395507812
2024-06-05,635.5096435546875
2024-06-06,646.9935302734375
2024-06-07,690.6823120117188
2024-06-10,676.20263671875
2024-06-11,693.9777221679688
2024-06-12,703.1648559570312
2024-06-13,713.75
2024-06-14,725.5499877929688
2024-06-18,731.6500244140625
2024-06-19,724.5
2024-06-20,720.5999755859375
2024-06-21,728.9000244140625
2024-06-24,726.25
2024-06-25,720.2000122070312
2024-06-26,729.4000244140625
2024-06-27,720.75
2024-06-28,715.5999755859375
2024-07-01,717.8499755859375
2024-07-02,723.75
2024-07-03,726.5
2024-07-04,714.5499877929688
2024-07-05,706.6500244140625
2024-07-08,696.1500244140625
2024-07-09,687.0999755859375
2024-07-10,696.3499755859375
2024-07-11,702.1500244140625
2024-07-12,707.75
2024-07-15,713.7999877929688
2024-07-16,708.2000122070312
2024-07-18,703.0999755859375
2024-07-19,697.5
2024-07-22,707.0
2024-07-23,710.25
2024-07-24,723.8499755859375
2024-07-25,710.8499755859375
2024-07-26,716.7999877929688
2024-07-29,707.9500122070312
2024-07-30,718.5999755859375
2024-07-31,715.2000122070312
2024-08-01,714.75
2024-08-02,739.25
2024-08-05,709.2999877929688
2024-08-06,735.7999877929688
2024-08-07,786.3499755859375
2024-08-08,799.2999877929688
2024-08-09,815.4500122070312
2024-08-12,861.8499755859375
2024-08-13,849.7000122070312
2024-08-14,835.3499755859375
2024-08-16,848.4000244140625
2024-08-19,872.9000244140625
2024-08-20,857.4000244140625
2024-08-21,853.3499755859375
2024-08-22,855.0
2024-08-23,854.5999755859375
2024-08-26,855.7999877929688
2024-08-27,854.2000122070312
2024-08-28,831.2000122070312
2024-08-29,833.7000122070312
2024-08-30,825.0999755859375
2024-09-02,841.0
2024-09-03,871.3499755859375
2024-09-04,867.9000244140625
2024-09-05,881.5
2024-09-06,861.2999877929688
2024-09-09,834.9000244140625
2024-09-10,863.25
2024-09-11,854.5499877929688
2024-09-12,878.0
2024-09-13,877.8499755859375
2024-09-16,847.9000244140625
2024-09-17,866.2999877929688
2024-09-18,919.1500244140625
2024-09-19,932.6500244140625
2024-09-20,953.25
2024-09-23,978.7000122070312
2024-09-24,953.25
2024-09-25,954.0999755859375
2024-09-26,978.2999877929688
2024-09-27,959.0499877929688
2024-09-30,921.7000122070312
2024-10-01,945.0499877929688
2024-10-03,920.4000244140625
2024-10-04,901.0
2024-10-07,854.0999755859375
2024-10-08,862.4500122070312
2024-10-09,862.75
2024-10-10,852.8499755859375
2024-10-11,841.75
2024-10-14,859.5499877929688
2024-10-15,882.3499755859375
2024-10-16,909.5999755859375
2024-10-17,906.8499755859375
2024-10-18,910.6500244140625
2024-10-21,890.0
2024-10-22,830.9500122070312
2024-10-23,857.7999877929688
2024-10-24,834.8499755859375
2024-10-25,866.1500244140625
2024-10-28,855.0499877929688
2024-10-29,843.3499755859375
2024-10-30,846.0499877929688
2024-10-31,849.9000244140625
2024-11-01,857.0
2024-11-04,875.0499877929688
2024-11-05,880.5999755859375
2024-11-06,874.9000244140625
2024-11-07,879.4000244140625
2024-11-08,862.75
2024-11-11,859.7999877929688
2024-11-12,849.9500122070312
2024-11-13,822.8499755859375
2024-11-14,786.5999755859375
2024-11-18,758.1500244140625
2024-11-19,739.3499755859375
2024-11-21,732.9000244140625
2024-11-22,734.25
2024-11-25,769.2999877929688
2024-11-26,781.9500122070312
2024-11-27,811.7999877929688
2024-11-28,802.0
2024-11-29,802.7000122070312
2024-12-02,792.6500244140625
2024-12-03,803.7000122070312
2024-12-04,813.7000122070312
2024-12-05,801.2999877929688
2024-12-06,820.5
2024-12-09,832.0
2024-12-10,853.4500122070312
2024-12-11,851.2999877929688
2024-12-12,816.0499877929688
2024-12-13,799.3499755859375
2024-12-16,808.5999755859375
2024-12-17,800.0999755859375
2024-12-18,783.5
2024-12-19,758.1500244140625
2024-12-20,770.1500244140625
2024-12-23,782.2999877929688
2024-12-24,781.3499755859375
2024-12-26,765.9000244140625
2024-12-27,764.2000122070312
2024-12-30,774.0499877929688
2024-12-31,779.4500122070312
2025-01-01,758.9000244140625
2025-01-02,747.5999755859375
2025-01-03,748.3499755859375
2025-01-06,728.0999755859375
2025-01-07,725.7999877929688
2025-01-08,720.1500244140625
2025-01-09,723.9500122070312
2025-01-10,706.25
2025-01-13,684.75
2025-01-14,686.7000122070312
2025-01-15,702.5999755859375
2025-01-16,712.7000122070312
2025-01-17,700.9000244140625
2025-01-20,693.6500244140625
2025-01-21,698.5499877929688
2025-01-22,688.3499755859375
2025-01-23,693.1500244140625
2025-01-24,687.4000244140625
2025-01-27,647.2000122070312
2025-01-28,643.8499755859375
2025-01-29,668.2999877929688
2025-01-30,685.4000244140625
2025-01-31,691.0
2025-02-01,726.8499755859375
2025-02-03,732.4500122070312
2025-02-04,719.75
2025-02-05,729.6500244140625
2025-02-06,733.75
2025-02-07,659.25
2025-02-10,638.6500244140625
2025-02-11,606.2999877929688
2025-02-12,600.3499755859375
2025-02-13,597.3499755859375
2025-02-14,577.75
2025-02-17,580.9500122070312
2025-02-18,568.6500244140625
2025-02-19,656.1500244140625
