Date,ITI.NS
2015-08-21,26.399999618530273
2015-08-24,24.100000381469727
2015-08-25,23.049999237060547
2015-08-26,22.850000381469727
2015-08-27,24.0
2015-08-28,23.950000762939453
2015-08-31,23.75
2015-09-01,22.799999237060547
2015-09-02,23.100000381469727
2015-09-03,23.25
2015-09-04,22.0
2015-09-07,22.0
2015-09-08,22.399999618530273
2015-09-09,23.100000381469727
2015-09-10,22.600000381469727
2015-09-11,23.149999618530273
2015-09-14,23.299999237060547
2015-09-15,22.799999237060547
2015-09-16,23.399999618530273
2015-09-18,23.799999237060547
2015-09-21,25.299999237060547
2015-09-22,24.100000381469727
2015-09-23,24.049999237060547
2015-09-24,24.0
2015-09-28,23.950000762939453
2015-09-29,23.75
2015-09-30,23.799999237060547
2015-10-01,23.600000381469727
2015-10-05,24.0
2015-10-06,27.200000762939453
2015-10-07,28.299999237060547
2015-10-08,27.0
2015-10-09,26.5
2015-10-12,26.299999237060547
2015-10-13,27.850000381469727
2015-10-14,28.399999618530273
2015-10-15,28.649999618530273
2015-10-16,28.5
2015-10-19,28.75
2015-10-20,28.700000762939453
2015-10-21,28.549999237060547
2015-10-23,28.100000381469727
2015-10-26,27.899999618530273
2015-10-27,27.600000381469727
2015-10-28,27.25
2015-10-29,26.899999618530273
2015-10-30,26.700000762939453
2015-11-02,26.450000762939453
2015-11-03,28.100000381469727
2015-11-04,27.299999237060547
2015-11-05,26.200000762939453
2015-11-06,26.049999237060547
2015-11-09,26.5
2015-11-10,26.600000381469727
2015-11-13,26.049999237060547
2015-11-16,28.25
2015-11-17,27.899999618530273
2015-11-18,27.799999237060547
2015-11-19,28.049999237060547
2015-11-20,28.200000762939453
2015-11-23,28.299999237060547
2015-11-24,28.549999237060547
2015-11-26,29.850000381469727
2015-11-27,30.399999618530273
2015-11-30,30.799999237060547
2015-12-01,31.299999237060547
2015-12-02,31.700000762939453
2015-12-03,32.099998474121094
2015-12-04,31.399999618530273
2015-12-07,31.200000762939453
2015-12-08,29.649999618530273
2015-12-09,27.799999237060547
2015-12-10,28.299999237060547
2015-12-11,30.100000381469727
2015-12-14,29.899999618530273
2015-12-15,30.100000381469727
2015-12-16,29.700000762939453
2015-12-17,29.799999237060547
2015-12-18,29.450000762939453
2015-12-21,29.75
2015-12-22,30.450000762939453
2015-12-23,30.799999237060547
2015-12-24,30.799999237060547
2015-12-28,30.75
2015-12-29,31.200000762939453
2015-12-30,30.700000762939453
2015-12-31,30.600000381469727
2016-01-01,31.5
2016-01-04,31.100000381469727
2016-01-05,31.5
2016-01-06,31.899999618530273
2016-01-07,30.049999237060547
2016-01-08,30.600000381469727
2016-01-11,30.700000762939453
2016-01-12,30.149999618530273
2016-01-13,28.549999237060547
2016-01-14,27.799999237060547
2016-01-15,27.0
2016-01-18,25.600000381469727
2016-01-19,25.850000381469727
2016-01-20,25.0
2016-01-21,25.450000762939453
2016-01-22,26.149999618530273
2016-01-25,26.5
2016-01-27,26.5
2016-01-28,26.649999618530273
2016-01-29,27.149999618530273
2016-02-01,26.799999237060547
2016-02-02,25.850000381469727
2016-02-03,25.149999618530273
2016-02-04,25.25
2016-02-05,25.5
2016-02-08,25.799999237060547
2016-02-09,25.799999237060547
2016-02-10,27.149999618530273
2016-02-11,24.5
2016-02-12,23.600000381469727
2016-02-15,25.5
2016-02-16,25.0
2016-02-17,24.950000762939453
2016-02-18,24.649999618530273
2016-02-19,26.0
2016-02-22,25.350000381469727
2016-02-23,25.25
2016-02-24,23.75
2016-02-25,23.5
2016-02-26,23.600000381469727
2016-02-29,23.350000381469727
2016-03-01,23.200000762939453
2016-03-02,23.549999237060547
2016-03-03,24.700000762939453
2016-03-04,25.899999618530273
2016-03-08,25.700000762939453
2016-03-09,25.399999618530273
2016-03-10,24.75
2016-03-11,24.200000762939453
2016-03-14,23.700000762939453
2016-03-15,23.299999237060547
2016-03-16,23.350000381469727
2016-03-17,24.799999237060547
2016-03-18,24.950000762939453
2016-03-21,24.850000381469727
2016-03-22,24.649999618530273
2016-03-23,24.649999618530273
2016-03-28,23.700000762939453
2016-03-29,23.600000381469727
2016-03-30,24.100000381469727
2016-03-31,24.100000381469727
2016-04-01,24.299999237060547
2016-04-04,24.299999237060547
2016-04-05,23.950000762939453
2016-04-06,24.549999237060547
2016-04-07,25.649999618530273
2016-04-08,25.350000381469727
2016-04-11,25.350000381469727
2016-04-12,25.299999237060547
2016-04-13,25.549999237060547
2016-04-18,25.25
2016-04-20,25.350000381469727
2016-04-21,25.399999618530273
2016-04-22,25.299999237060547
2016-04-25,25.75
2016-04-26,25.850000381469727
2016-04-27,27.200000762939453
2016-04-28,25.950000762939453
2016-04-29,25.5
2016-05-02,25.5
2016-05-03,25.200000762939453
2016-05-04,24.549999237060547
2016-05-05,24.649999618530273
2016-05-06,26.799999237060547
2016-05-09,25.649999618530273
2016-05-10,25.850000381469727
2016-05-11,25.25
2016-05-12,25.350000381469727
2016-05-13,25.350000381469727
2016-05-16,25.049999237060547
2016-05-17,25.25
2016-05-18,25.049999237060547
2016-05-19,24.75
2016-05-20,24.299999237060547
2016-05-23,26.049999237060547
2016-05-24,26.600000381469727
2016-05-25,25.700000762939453
2016-05-26,25.350000381469727
2016-05-27,25.450000762939453
2016-05-30,26.049999237060547
2016-05-31,25.450000762939453
2016-06-01,30.5
2016-06-02,28.25
2016-06-03,27.600000381469727
2016-06-06,27.700000762939453
2016-06-07,27.350000381469727
2016-06-08,27.200000762939453
2016-06-09,28.899999618530273
2016-06-10,28.399999618530273
2016-06-13,27.899999618530273
2016-06-14,29.100000381469727
2016-06-15,28.950000762939453
2016-06-16,28.350000381469727
2016-06-17,27.950000762939453
