Date,TGNO4.BA
2015-08-24,2.4351181983947754
2015-08-25,2.471463441848755
2015-08-26,2.580498456954956
2015-08-27,2.6313815116882324
2015-08-28,2.6313815116882324
2015-08-31,2.762223720550537
2015-09-01,2.7258784770965576
2015-09-02,2.8276445865631104
2015-09-03,2.7985687255859375
2015-09-04,2.762223720550537
2015-09-07,2.6895334720611572
2015-09-08,2.7549548149108887
2015-09-09,2.7040717601776123
2015-09-10,2.653188705444336
2015-09-11,2.580498456954956
2015-09-14,2.6168432235717773
2015-09-15,2.5441534519195557
2015-09-16,2.5441534519195557
2015-09-17,2.609574317932129
2015-09-18,2.5441534519195557
2015-09-21,2.4205803871154785
2015-09-22,2.3478903770446777
2015-09-23,2.326083183288574
2015-09-24,2.3115451335906982
2015-09-25,2.4351181983947754
2015-09-28,2.3624284267425537
2015-09-29,2.275200128555298
2015-09-30,2.2388551235198975
2015-10-01,2.1807029247283936
2015-10-02,2.1807029247283936
2015-10-05,2.217048168182373
2015-10-06,2.1952409744262695
2015-10-07,2.217048168182373
2015-10-08,2.2824690341949463
2015-10-09,2.3042759895324707
2015-10-13,2.202510118484497
2015-10-14,2.217048168182373
2015-10-15,2.1807029247283936
2015-10-16,2.1661651134490967
2015-10-19,2.217048168182373
2015-10-20,2.158895969390869
2015-10-21,2.144357919692993
2015-10-22,2.2097790241241455
2015-10-23,2.3115451335906982
2015-10-26,2.580498456954956
2015-10-27,2.653188705444336
2015-10-28,2.9148733615875244
2015-10-29,2.8712589740753174
2015-10-30,2.9439492225646973
2015-11-02,2.9802942276000977
2015-11-03,3.0529837608337402
2015-11-04,3.241978168487549
2015-11-05,3.394627571105957
2015-11-09,3.7071950435638428
2015-11-10,3.7798850536346436
2015-11-11,4.070645809173584
2015-11-12,4.3977508544921875
2015-11-13,4.543131351470947
2015-11-16,5.197342395782471
2015-11-17,4.906581878662109
2015-11-18,4.761201858520508
2015-11-19,4.615821361541748
2015-11-20,4.94292688369751
2015-11-24,4.652166366577148
2015-11-25,4.688511371612549
2015-11-26,4.833891868591309
2015-11-27,4.833891868591309
2015-11-30,5.182804107666016
2015-12-01,5.589868068695068
2015-12-02,5.451756954193115
2015-12-03,5.342722415924072
2015-12-04,5.3790669441223145
2015-12-09,5.742517948150635
2015-12-10,5.633482933044434
2015-12-11,5.669827938079834
2015-12-14,5.415411949157715
2015-12-15,5.364529609680176
2015-12-16,5.088306903839111
2015-12-17,5.306377410888672
2015-12-18,5.182804107666016
2015-12-21,5.088306903839111
2015-12-22,5.12465238571167
2015-12-23,5.219148635864258
2015-12-28,5.2700324058532715
2015-12-29,5.160996913909912
2015-12-30,5.291839599609375
2016-01-04,5.160996913909912
2016-01-05,5.160996913909912
2016-01-06,5.233686447143555
2016-01-07,5.088306903839111
2016-01-08,5.088306903839111
2016-01-11,4.94292688369751
2016-01-12,4.870236396789551
2016-01-13,4.652166366577148
2016-01-14,4.630359649658203
2016-01-15,4.470440864562988
2016-01-18,4.288715839385986
2016-01-19,4.361405849456787
2016-01-20,4.2160258293151855
2016-01-21,4.288715839385986
2016-01-22,4.79754638671875
2016-01-25,5.051961421966553
2016-01-26,5.233686447143555
2016-01-27,5.488102436065674
2016-01-28,5.408143520355225
2016-01-29,5.473564624786377
2016-02-01,5.560792922973633
2016-02-02,5.58259916305542
2016-02-03,5.560792922973633
2016-02-04,5.568061828613281
2016-02-05,5.662558555603027
2016-02-10,5.669827938079834
2016-02-11,5.451756954193115
2016-02-12,5.4226813316345215
2016-02-15,5.415411949157715
2016-02-16,5.306377410888672
2016-02-17,5.3790669441223145
2016-02-18,5.306377410888672
2016-02-19,5.233686447143555
2016-02-22,5.342722415924072
2016-02-23,5.306377410888672
2016-02-24,5.451756954193115
2016-02-25,5.655289173126221
2016-02-26,5.517178535461426
2016-02-29,5.524447441101074
2016-03-01,5.488102436065674
2016-03-02,5.597137451171875
2016-03-03,5.488102436065674
2016-03-04,5.3790669441223145
2016-03-07,5.211879730224609
2016-03-08,5.233686447143555
2016-03-09,5.190073013305664
2016-03-10,5.051961421966553
2016-03-11,4.79754638671875
2016-03-14,4.652166366577148
2016-03-15,4.434096336364746
2016-03-16,4.5794758796691895
2016-03-17,4.724856853485107
2016-03-18,4.94292688369751
2016-03-21,4.906581878662109
2016-03-22,4.94292688369751
2016-03-23,4.870236396789551
2016-03-28,5.139190196990967
2016-03-29,5.328184604644775
2016-03-30,5.2700324058532715
2016-03-31,5.306377410888672
2016-04-01,5.597137451171875
2016-04-04,5.9242424964904785
2016-04-05,6.178658962249756
2016-04-06,5.8006696701049805
2016-04-07,5.488102436065674
2016-04-08,5.669827938079834
2016-04-11,5.749787330627441
2016-04-12,5.8152079582214355
2016-04-13,5.778862476348877
2016-04-14,5.9242424964904785
2016-04-15,5.960588455200195
2016-04-18,5.989663600921631
2016-04-19,6.215003967285156
2016-04-20,6.396728992462158
2016-04-21,6.324038505554199
2016-04-22,6.287693023681641
2016-04-25,6.098699569702148
2016-04-26,6.251349449157715
2016-04-27,6.215003967285156
2016-04-28,6.251349449157715
2016-04-29,6.251349449157715
2016-05-02,6.236810684204102
2016-05-03,5.960588455200195
2016-05-04,5.8152079582214355
2016-05-05,5.706172943115234
2016-05-06,5.996933460235596
2016-05-09,5.8006696701049805
2016-05-10,5.8152079582214355
2016-05-11,5.8152079582214355
2016-05-12,5.8152079582214355
2016-05-13,5.669827938079834
2016-05-16,5.633482933044434
2016-05-17,5.604406833648682
2016-05-18,5.560792922973633
2016-05-19,5.451756954193115
2016-05-20,5.451756954193115
2016-05-23,5.560792922973633
2016-05-24,5.451756954193115
2016-05-26,5.451756954193115
2016-05-27,5.3790669441223145
2016-05-30,5.233686447143555
2016-05-31,5.233686447143555
2016-06-01,5.197342395782471
2016-06-02,5.088306903839111
2016-06-03,5.12465238571167
2016-06-06,5.015616416931152
2016-06-07,5.160996913909912
2016-06-08,5.153728008270264
2016-06-09,5.117383003234863
2016-06-10,5.160996913909912
2016-06-13,5.051961421966553
2016-06-14,5.0446929931640625
2016-06-15,5.0446929931640625
2016-06-16,5.139190196990967
2016-06-21,5.160996913909912
2016-06-22,5.160996913909912
2016-06-23,5.400874137878418
2016-06-24,5.262763023376465
2016-06-27,5.190073013305664
2016-06-28,5.27730131149292
2016-06-29,5.2700324058532715
2016-06-30,5.42995023727417
2016-07-01,5.807938575744629
2016-07-04,5.8152079582214355
2016-07-05,5.706172943115234
2016-07-06,5.524447441101074
2016-07-07,5.386335849761963
2016-07-11,5.306377410888672
2016-07-12,5.611675262451172
2016-07-13,5.568061828613281
2016-07-14,5.597137451171875
2016-07-15,5.524447441101074
2016-07-18,5.58259916305542
2016-07-19,5.669827938079834
2016-07-20,5.742517948150635
2016-07-21,5.76432466506958
2016-07-22,5.8152079582214355
2016-07-25,5.742517948150635
2016-07-26,5.6189446449279785
2016-07-27,5.807938575744629
2016-07-28,5.662558555603027
2016-07-29,5.626213550567627
2016-08-01,5.589868068695068
2016-08-02,5.633482933044434
2016-08-03,5.597137451171875
2016-08-04,5.706172943115234
2016-08-05,5.669827938079834
2016-08-08,5.597137451171875
2016-08-09,5.8152079582214355
2016-08-10,5.76432466506958
2016-08-11,5.727980136871338
2016-08-12,5.604406833648682
2016-08-16,5.524447441101074
2016-08-17,5.444487571716309
2016-08-18,5.2700324058532715
2016-08-19,5.31364631652832
2016-08-22,5.342722415924072
2016-08-23,5.451756954193115
2016-08-24,5.4662957191467285
2016-08-25,5.451756954193115
2016-08-26,5.451756954193115
2016-08-29,5.3790669441223145
2016-08-30,5.451756954193115
2016-08-31,5.349991321563721
2016-09-01,5.480833530426025
2016-09-02,5.597137451171875
2016-09-05,5.626213550567627
2016-09-06,5.669827938079834
2016-09-07,5.640751838684082
2016-09-08,5.778862476348877
2016-09-09,5.8152079582214355
2016-09-12,5.8442840576171875
2016-09-13,5.829746723175049
2016-09-14,5.953319072723389
2016-09-15,6.120506763458252
2016-09-16,6.0696234703063965
2016-09-19,6.396728992462158
2016-09-20,6.505763530731201
2016-09-21,6.6874895095825195
2016-09-22,6.6874895095825195
2016-09-23,6.57845401763916
2016-09-26,6.534839153289795
2016-09-27,6.433073997497559
2016-09-28,6.6147990226745605
2016-09-29,6.57845401763916
