Date,FITB
2015-08-03,14.930389404296875
2015-08-04,14.98705005645752
2015-08-05,15.121630668640137
2015-08-06,15.036632537841797
2015-08-07,14.972891807556152
2015-08-10,15.376604080200195
2015-08-11,14.994134902954102
2015-08-12,14.647080421447754
2015-08-13,14.760411262512207
2015-08-14,14.951639175415039
2015-08-17,14.96580696105957
2015-08-18,14.98705005645752
2015-08-19,14.866646766662598
2015-08-20,14.49126148223877
2015-08-21,14.0308837890625
2015-08-24,13.23762035369873
2015-08-25,12.911816596984863
2015-08-26,13.59175968170166
2015-08-27,14.122956275939941
2015-08-28,14.144208908081055
2015-08-31,14.108797073364258
2015-09-01,13.520929336547852
2015-09-02,13.697999000549316
2015-09-03,13.811320304870605
2015-09-04,13.613004684448242
2015-09-08,14.0308837890625
2015-09-09,13.931726455688477
2015-09-10,14.009637832641602
2015-09-11,14.002557754516602
2015-09-14,14.05213451385498
2015-09-15,14.193787574768066
2015-09-16,14.243370056152344
2015-09-17,13.740494728088379
2015-09-18,13.39344310760498
2015-09-21,13.584671020507812
2015-09-22,13.350946426391602
2015-09-23,13.315529823303223
2015-09-24,13.343860626220703
2015-09-25,13.64133358001709
2015-09-28,13.26340103149414
2015-09-29,13.299053192138672
2015-09-30,13.48445987701416
2015-10-01,13.527241706848145
2015-10-02,13.320443153381348
2015-10-05,13.64133071899414
2015-10-06,13.512981414794922
2015-10-07,13.577162742614746
2015-10-08,13.655594825744629
2015-10-09,13.527241706848145
2015-10-12,13.541504859924316
2015-10-13,13.420276641845703
2015-10-14,13.22061538696289
2015-10-15,13.577162742614746
2015-10-16,13.548633575439453
2015-10-19,13.56290054321289
2015-10-20,13.427410125732422
2015-10-21,13.035209655761719
2015-10-22,13.341838836669922
2015-10-23,13.627071380615234
2015-10-26,13.512981414794922
2015-10-27,13.370365142822266
2015-10-28,14.019269943237305
2015-10-29,13.883785247802734
2015-10-30,13.5842924118042
2015-11-02,13.94083309173584
2015-11-03,13.926570892333984
2015-11-04,13.890915870666504
2015-11-05,14.1333646774292
2015-11-06,14.611129760742188
2015-11-09,14.554085731506348
2015-11-10,14.710967063903809
2015-11-11,14.554085731506348
2015-11-12,14.3045072555542
2015-11-13,14.040661811828613
2015-11-16,14.104842185974121
2015-11-17,14.147627830505371
2015-11-18,14.518433570861816
2015-11-19,14.5612154006958
2015-11-20,14.447124481201172
2015-11-23,14.575477600097656
2015-11-24,14.625396728515625
2015-11-25,14.639657974243164
2015-11-27,14.718099594116211
2015-11-30,14.739487648010254
2015-12-01,14.989068031311035
2015-12-02,14.796536445617676
2015-12-03,14.604002952575684
2015-12-04,15.017589569091797
2015-12-07,14.825057983398438
2015-12-08,14.283116340637207
2015-12-09,14.090581893920898
2015-12-10,14.311634063720703
2015-12-11,14.054923057556152
2015-12-14,14.154763221740723
2015-12-15,14.632528305053711
2015-12-16,14.853582382202148
2015-12-17,14.468518257141113
2015-12-18,14.076322555541992
2015-12-21,14.161890029907227
2015-12-22,14.3045072555542
2015-12-23,14.589737892150879
2015-12-24,14.632528305053711
2015-12-28,14.582608222961426
2015-12-29,14.697434425354004
2015-12-30,14.532373428344727
2015-12-31,14.424726486206055
2016-01-04,14.030023574829102
2016-01-05,14.073081016540527
2016-01-06,13.864959716796875
2016-01-07,13.42719841003418
2016-01-08,13.19754409790039
2016-01-11,13.039667129516602
2016-01-12,13.111430168151855
2016-01-13,12.43683910369873
2016-01-14,12.666491508483887
2016-01-15,12.28613567352295
2016-01-19,12.113895416259766
2016-01-20,11.862726211547852
2016-01-21,11.288604736328125
2016-01-22,11.439310073852539
2016-01-25,10.771897315979004
2016-01-26,10.929780006408691
2016-01-27,11.066134452819824
2016-01-28,11.173782348632812
2016-01-29,11.338839530944824
2016-02-01,11.302956581115723
2016-02-02,11.001543998718262
2016-02-03,11.02307415008545
2016-02-04,11.145072937011719
2016-02-05,11.001543998718262
2016-02-08,10.621191024780273
2016-02-09,10.642720222473145
2016-02-10,10.527899742126465
2016-02-11,10.00401496887207
2016-02-12,10.671429634094238
2016-02-16,11.18095588684082
2016-02-17,11.058958053588867
2016-02-18,10.872368812561035
2016-02-19,10.965662002563477
2016-02-22,11.245543479919434
2016-02-23,10.836485862731934
2016-02-24,10.800605773925781
2016-02-25,10.980015754699707
2016-02-26,11.252720832824707
2016-02-29,10.951310157775879
2016-03-01,11.597190856933594
2016-03-02,11.834014892578125
2016-03-03,12.099547386169434
2016-03-04,12.293313026428223
2016-03-07,12.228719711303711
2016-03-08,11.934487342834473
2016-03-09,11.912957191467285
2016-03-10,12.099547386169434
2016-03-11,12.487075805664062
2016-03-14,12.408137321472168
2016-03-15,12.336369514465332
2016-03-16,12.08519172668457
2016-03-17,12.185664176940918
2016-03-18,12.458369255065918
2016-03-21,12.46554946899414
2016-03-22,12.472723007202148
2016-03-23,12.35072135925293
2016-03-24,12.271783828735352
2016-03-28,12.26460075378418
2016-03-29,12.076586723327637
2016-03-30,12.19952392578125
2016-03-31,12.069355010986328
2016-04-01,12.14889907836914
2016-04-04,12.112743377685547
2016-04-05,11.888567924499512
2016-04-06,11.924728393554688
2016-04-07,11.664392471313477
2016-04-08,11.78732681274414
2016-04-11,11.881338119506836
2016-04-12,12.040426254272461
2016-04-13,12.5900239944458
2016-04-14,12.821428298950195
2016-04-15,12.778046607971191
2016-04-18,12.799736022949219
2016-04-19,13.096226692199707
2016-04-20,13.298704147338867
2016-04-21,13.399950981140137
2016-04-22,13.465034484863281
2016-04-25,13.399950981140137
2016-04-26,13.559045791625977
2016-04-27,13.544577598571777
2016-04-28,13.371023178100586
2016-04-29,13.240854263305664
2016-05-02,13.342096328735352
2016-05-03,13.038374900817871
2016-05-04,12.684032440185547
2016-05-05,12.647869110107422
2016-05-06,12.640645027160645
2016-05-09,12.5321683883667
2016-05-10,12.821428298950195
2016-05-11,12.763579368591309
2016-05-12,12.691263198852539
2016-05-13,12.40200424194336
2016-05-16,12.727423667907715
2016-05-17,12.640645027160645
2016-05-18,13.219161987304688
2016-05-19,13.117921829223633
2016-05-20,13.219161987304688
2016-05-23,13.110689163208008
2016-05-24,13.284246444702148
2016-05-25,13.609664916992188
2016-05-26,13.450571060180664
2016-05-27,13.631355285644531
2016-05-31,13.645822525024414
2016-06-01,13.754295349121094
2016-06-02,13.956774711608887
2016-06-03,13.609664916992188
2016-06-06,13.88446044921875
2016-06-07,13.739826202392578
2016-06-08,13.725366592407227
2016-06-09,13.544577598571777
2016-06-10,13.399950981140137
2016-06-13,13.248082160949707
2016-06-14,12.893746376037598
2016-06-15,13.038374900817871
2016-06-16,12.915438652038574
2016-06-17,13.168542861938477
2016-06-20,13.305938720703125
2016-06-21,13.313170433044434
2016-06-22,13.334867477416992
2016-06-23,13.81937026977539
2016-06-24,12.655107498168945
2016-06-27,11.758401870727539
2016-06-28,12.13017749786377
2016-06-29,12.480090141296387
2016-06-30,12.822711944580078
2016-07-01,12.706071853637695
2016-07-05,12.173918724060059
2016-07-06,12.224946975708008
2016-07-07,12.356161117553711
2016-07-08,12.57485580444336
2016-07-11,12.698781967163086
2016-07-12,13.041399955749512
2016-07-13,13.077849388122559
2016-07-14,13.442339897155762
2016-07-15,13.515235900878906
2016-07-18,13.435051918029785
2016-07-19,13.420469284057617
2016-07-20,13.405884742736816
2016-07-21,13.31112289428711
2016-07-22,13.435051918029785
2016-07-25,13.42776107788086
2016-07-26,13.602712631225586
2016-07-27,13.595423698425293
2016-07-28,13.792247772216797
2016-07-29,13.835986137390137
2016-08-01,13.690194129943848
2016-08-02,13.544395446777344
2016-08-03,13.821407318115234
2016-08-04,13.755800247192383
2016-08-05,14.266083717346191
2016-08-08,14.142159461975098
2016-08-09,14.142159461975098
2016-08-10,13.916175842285156
2016-08-11,14.025518417358398
2016-08-12,13.930747032165527
2016-08-15,14.178605079650879
2016-08-16,14.149445533752441
2016-08-17,14.229634284973145
2016-08-18,14.273374557495117
2016-08-19,14.280661582946777
2016-08-22,14.30252742767334
2016-08-23,14.229634284973145
2016-08-24,14.178605079650879
2016-08-25,14.280661582946777
2016-08-26,14.353556632995605
2016-08-29,14.441035270690918
2016-08-30,14.696181297302246
2016-08-31,14.696181297302246
2016-09-01,14.608701705932617
2016-09-02,14.65243911743164
2016-09-06,14.48477554321289
2016-09-07,14.594128608703613
2016-09-08,14.681601524353027
2016-09-09,14.528518676757812
2016-09-12,14.732626914978027
2016-09-13,14.739917755126953
2016-09-14,14.849260330200195
2016-09-15,14.973188400268555
2016-09-16,14.914871215820312
2016-09-19,15.038799285888672
2016-09-20,15.046086311340332
2016-09-21,15.118985176086426
2016-09-22,15.162725448608398
2016-09-23,15.250199317932129
2016-09-26,14.914871215820312
2016-09-27,15.10440444946289
