Date,IPO.L
2016-06-02,166.21939086914062
2016-06-03,167.31886291503906
2016-06-06,168.61822509765625
2016-06-07,165.31982421875
2016-06-08,166.21939086914062
2016-06-09,167.2189178466797
2016-06-10,166.6191864013672
2016-06-13,165.91952514648438
2016-06-14,164.92001342773438
2016-06-15,165.41976928710938
2016-06-16,164.92001342773438
2016-06-17,167.41880798339844
2016-06-20,161.22183227539062
2016-06-21,160.9219512939453
2016-06-22,158.62307739257812
2016-06-23,161.32174682617188
2016-06-24,143.53038024902344
2016-06-27,120.34164428710938
2016-06-28,135.43431091308594
2016-06-29,140.33193969726562
2016-06-30,141.93118286132812
2016-07-01,145.22959899902344
2016-07-04,141.83120727539062
2016-07-05,138.83265686035156
2016-07-06,139.93212890625
2016-07-07,144.3300018310547
2016-07-08,145.9292449951172
2016-07-11,160.82199096679688
2016-07-12,167.7186737060547
2016-07-13,163.22084045410156
2016-07-14,152.02627563476562
2016-07-15,152.22618103027344
2016-07-18,148.9277801513672
2016-07-19,152.9258270263672
2016-07-20,155.3246612548828
2016-07-21,147.12864685058594
2016-07-22,152.5260467529297
2016-07-25,161.12184143066406
2016-07-26,158.3231964111328
2016-07-27,158.9229278564453
2016-07-28,159.2227783203125
2016-07-29,157.5236053466797
2016-08-01,149.9272918701172
2016-08-02,149.9272918701172
2016-08-03,150.02725219726562
2016-08-04,151.9263458251953
2016-08-05,159.7225341796875
2016-08-08,160.12234497070312
2016-08-09,161.42172241210938
2016-08-10,172.91615295410156
2016-08-11,177.513916015625
2016-08-12,178.2135772705078
2016-08-15,183.81085205078125
2016-08-16,180.31256103515625
2016-08-17,181.61192321777344
2016-08-18,185.9098358154297
2016-08-19,189.208251953125
2016-08-22,192.60659790039062
2016-08-23,195.70509338378906
2016-08-24,196.70460510253906
2016-08-25,193.60610961914062
2016-08-26,189.70799255371094
2016-08-30,193.90594482421875
2016-08-31,189.90789794921875
2016-09-01,199.90306091308594
2016-09-02,197.3043212890625
2016-09-05,193.206298828125
2016-09-06,188.8084259033203
2016-09-07,189.5081024169922
2016-09-08,189.90789794921875
2016-09-09,181.91175842285156
2016-09-12,189.5081024169922
2016-09-13,185.9098358154297
2016-09-14,182.41152954101562
2016-09-15,187.70896911621094
2016-09-16,192.30673217773438
2016-09-19,187.50906372070312
2016-09-20,184.91030883789062
2016-09-21,187.60902404785156
2016-09-22,183.21115112304688
2016-09-23,177.91371154785156
2016-09-26,172.31643676757812
2016-09-27,166.6191864013672
2016-09-28,170.81716918945312
2016-09-29,173.81570434570312
2016-09-30,167.7186737060547
2016-10-03,167.818603515625
2016-10-04,170.9171142578125
2016-10-05,168.81813049316406
2016-10-06,162.92100524902344
2016-10-07,162.92100524902344
2016-10-10,157.92340087890625
2016-10-11,159.62257385253906
2016-10-12,152.12620544433594
2016-10-13,144.92970275878906
2016-10-14,146.52894592285156
2016-10-17,147.22860717773438
2016-10-18,147.42852783203125
2016-10-19,143.23056030273438
2016-10-20,140.33193969726562
2016-10-21,154.7249755859375
2016-10-24,154.5250701904297
2016-10-25,154.92486572265625
2016-10-26,153.92535400390625
2016-10-27,154.0253143310547
2016-10-28,155.7244873046875
2016-10-31,150.4270477294922
2016-11-01,148.82781982421875
2016-11-02,148.82781982421875
2016-11-03,145.9292449951172
2016-11-04,144.92970275878906
2016-11-07,143.7303009033203
2016-11-08,139.93212890625
2016-11-09,142.8307342529297
2016-11-10,148.32806396484375
2016-11-11,152.22618103027344
2016-11-14,150.92678833007812
2016-11-15,148.82781982421875
2016-11-16,144.92970275878906
2016-11-17,147.5284423828125
2016-11-18,149.5275115966797
2016-11-21,147.5284423828125
2016-11-22,146.2290802001953
2016-11-23,142.33096313476562
2016-11-24,143.33047485351562
2016-11-25,147.5284423828125
2016-11-28,143.83023071289062
2016-11-29,142.63082885742188
2016-11-30,139.13253784179688
2016-12-01,141.43141174316406
2016-12-02,143.93020629882812
2016-12-05,150.72691345214844
2016-12-06,148.4280242919922
2016-12-07,150.52700805664062
2016-12-08,151.9263458251953
2016-12-09,151.5265350341797
2016-12-12,155.12477111816406
2016-12-13,160.9219512939453
2016-12-14,160.5221710205078
2016-12-15,160.12234497070312
2016-12-16,157.92340087890625
2016-12-19,156.3241729736328
2016-12-20,156.4241485595703
2016-12-21,155.9243621826172
2016-12-22,168.91807556152344
2016-12-23,169.4178466796875
2016-12-28,174.51536560058594
2016-12-29,176.6143341064453
2016-12-30,178.7133331298828
2017-01-03,178.51344299316406
2017-01-04,180.41249084472656
2017-01-05,181.61192321777344
2017-01-06,183.11119079589844
2017-01-09,184.01075744628906
2017-01-10,188.70848083496094
2017-01-11,182.91128540039062
2017-01-12,178.7133331298828
2017-01-13,177.41395568847656
2017-01-16,177.3140106201172
2017-01-17,174.51536560058594
2017-01-18,183.01126098632812
2017-01-19,189.30819702148438
2017-01-20,188.90838623046875
2017-01-23,190.30767822265625
2017-01-24,192.90643310546875
2017-01-25,189.90789794921875
2017-01-26,194.70558166503906
2017-01-27,192.60659790039062
2017-01-30,194.90548706054688
2017-01-31,191.80697631835938
2017-02-01,190.20774841308594
2017-02-02,186.20968627929688
2017-02-03,183.81085205078125
2017-02-06,182.41152954101562
2017-02-07,181.01223754882812
2017-02-08,184.3106231689453
2017-02-09,180.51246643066406
2017-02-10,183.51101684570312
2017-02-13,182.6114501953125
2017-02-14,183.91082763671875
2017-02-15,181.8118438720703
2017-02-16,168.51828002929688
2017-02-17,173.9156494140625
2017-02-20,173.61578369140625
2017-02-21,173.4158935546875
2017-02-22,170.81716918945312
2017-02-23,167.41880798339844
2017-02-24,165.21987915039062
2017-02-27,162.32127380371094
2017-02-28,158.9229278564453
2017-03-01,158.52313232421875
2017-03-02,150.4270477294922
2017-03-03,151.5265350341797
2017-03-06,154.92486572265625
2017-03-07,158.4231719970703
2017-03-08,159.7225341796875
2017-03-09,161.22183227539062
2017-03-10,157.5236053466797
2017-03-13,154.62501525878906
2017-03-14,149.9272918701172
2017-03-15,160.42218017578125
2017-03-16,160.9219512939453
2017-03-17,168.31837463378906
2017-03-20,162.92100524902344
2017-03-21,158.52313232421875
2017-03-22,159.4226837158203
2017-03-23,160.42218017578125
2017-03-24,158.52313232421875
2017-03-27,158.52313232421875
2017-03-28,156.8239288330078
2017-03-29,155.0248260498047
2017-03-30,155.42462158203125
2017-03-31,156.62400817871094
2017-04-03,152.12620544433594
2017-04-04,150.92678833007812
2017-04-05,139.2324676513672
2017-04-06,144.42996215820312
2017-04-07,145.42947387695312
2017-04-10,143.93020629882812
2017-04-11,142.1310577392578
2017-04-12,142.53086853027344
2017-04-13,142.53086853027344
2017-04-18,141.93118286132812
2017-04-19,142.43093872070312
2017-04-20,139.6322784423828
2017-04-21,136.43385314941406
2017-04-24,136.43385314941406
2017-04-25,136.93359375
2017-04-26,140.7317657470703
2017-04-27,141.93118286132812
2017-04-28,139.43238830566406
2017-05-02,137.33338928222656
2017-05-03,138.43284606933594
2017-05-04,139.93212890625
2017-05-05,138.43284606933594
2017-05-08,140.83168029785156
2017-05-09,140.53184509277344
2017-05-10,145.0296630859375
2017-05-11,145.82925415039062
2017-05-12,142.93067932128906
2017-05-15,142.8307342529297
2017-05-16,143.0306396484375
2017-05-17,149.9272918701172
2017-05-18,145.72933959960938
2017-05-19,143.33047485351562
2017-05-22,142.93067932128906
2017-05-23,142.2310333251953
2017-05-24,141.1315460205078
2017-05-25,142.93067932128906
2017-05-26,144.52993774414062
2017-05-30,139.93212890625
2017-05-31,138.93263244628906
2017-06-01,138.6327667236328
2017-06-02,136.53379821777344
2017-06-05,137.93310546875
2017-06-06,135.33436584472656
2017-06-07,135.33436584472656
2017-06-08,135.53427124023438
2017-06-09,134.1349334716797
2017-06-12,135.03451538085938
2017-06-13,131.93601989746094
2017-06-14,135.73419189453125
2017-06-15,139.83218383789062
2017-06-16,134.434814453125
2017-06-19,133.93504333496094
2017-06-20,133.33534240722656
2017-06-21,135.43431091308594
2017-06-22,134.9345703125
2017-06-23,133.93504333496094
2017-06-26,133.63519287109375
2017-06-27,131.43626403808594
2017-06-28,129.93701171875
2017-06-29,138.43284606933594
2017-06-30,134.53475952148438
2017-07-03,130.8365478515625
2017-07-04,129.93701171875
2017-07-05,134.9345703125
2017-07-06,132.23587036132812
2017-07-07,131.43626403808594
2017-07-10,128.5376739501953
2017-07-11,128.5376739501953
2017-07-12,129.93701171875
2017-07-13,133.33534240722656
2017-07-14,137.23345947265625
2017-07-17,136.93359375
2017-07-18,138.53282165527344
2017-07-19,139.93212890625
2017-07-20,139.93212890625
2017-07-21,143.7303009033203
2017-07-24,142.53086853027344
2017-07-25,138.43284606933594
2017-07-26,136.13397216796875
2017-07-27,137.7332000732422
2017-07-28,139.2324676513672
2017-07-31,142.43093872070312
2017-08-01,139.93212890625
2017-08-02,140.93167114257812
2017-08-03,141.23150634765625
2017-08-04,140.33193969726562
2017-08-07,142.63082885742188
2017-08-08,141.43141174316406
2017-08-09,140.63177490234375
2017-08-10,136.93359375
2017-08-11,139.2324676513672
2017-08-14,144.62985229492188
2017-08-15,146.2290802001953
2017-08-16,140.83168029785156
2017-08-17,138.6327667236328
2017-08-18,134.3348388671875
2017-08-21,132.83558654785156
2017-08-22,127.63810729980469
2017-08-23,120.94135284423828
2017-08-24,118.44256591796875
2017-08-25,115.44401550292969
2017-08-29,115.04420471191406
2017-08-30,112.44546508789062
2017-08-31,115.54396057128906
2017-09-01,114.84430694580078
2017-09-04,116.0437240600586
2017-09-05,115.24411010742188
2017-09-06,113.94474792480469
2017-09-07,117.34309387207031
2017-09-08,115.74388122558594
2017-09-11,117.24315643310547
2017-09-12,119.84188079833984
2017-09-13,124.83946228027344
2017-09-14,122.24073028564453
2017-09-15,123.1402816772461
2017-09-18,123.54007720947266
2017-09-19,125.43915557861328
2017-09-20,128.83750915527344
2017-09-21,126.43868255615234
2017-09-22,127.43819427490234
2017-09-25,129.8370361328125
2017-09-26,131.83604431152344
2017-09-27,125.03936004638672
2017-09-28,130.1368865966797
2017-09-29,137.1334991455078
2017-10-02,140.63177490234375
2017-10-03,144.7298126220703
2017-10-04,142.2310333251953
2017-10-05,141.43141174316406
2017-10-06,139.83218383789062
2017-10-09,134.9345703125
2017-10-10,132.23587036132812
2017-10-11,138.6327667236328
2017-10-12,140.53184509277344
2017-10-13,139.93212890625
2017-10-16,139.43238830566406
2017-10-17,139.93212890625
2017-10-18,140.83168029785156
2017-10-19,142.93067932128906
2017-10-20,141.93118286132812
2017-10-23,140.93167114257812
2017-10-24,141.43141174316406
2017-10-25,140.93167114257812
2017-10-26,147.42852783203125
2017-10-27,146.9287567138672
2017-10-30,148.5279541015625
2017-10-31,147.92825317382812
2017-11-01,148.4280242919922
2017-11-02,148.128173828125
2017-11-03,153.2257080078125
2017-11-06,152.12620544433594
2017-11-07,151.4265594482422
2017-11-08,154.42510986328125
2017-11-09,148.32806396484375
2017-11-10,147.62840270996094
2017-11-13,143.43043518066406
2017-11-14,141.5313720703125
2017-11-15,140.63177490234375
2017-11-16,138.43284606933594
2017-11-17,138.93263244628906
2017-11-20,139.93212890625
2017-11-21,138.93263244628906
2017-11-22,138.93263244628906
2017-11-23,139.93212890625
2017-11-24,140.93167114257812
2017-11-27,140.0321044921875
2017-11-28,148.32806396484375
2017-11-29,149.42752075195312
2017-11-30,149.9272918701172
2017-12-01,150.92678833007812
2017-12-04,152.22618103027344
2017-12-05,149.22763061523438
2017-12-06,143.53038024902344
2017-12-07,145.0296630859375
2017-12-08,146.2290802001953
2017-12-11,145.12960815429688
2017-12-12,147.5284423828125
2017-12-13,145.17959594726562
2017-12-14,144.92970275878906
2017-12-15,144.92970275878906
2017-12-18,144.42996215820312
2017-12-19,137.93310546875
2017-12-20,139.03257751464844
2017-12-21,138.93263244628906
2017-12-22,139.93212890625
2017-12-27,139.13253784179688
2017-12-28,141.83120727539062
2017-12-29,142.1310577392578
2018-01-02,142.7307891845703
2018-01-03,140.93167114257812
2018-01-04,136.93359375
2018-01-05,136.7336883544922
2018-01-08,136.93359375
2018-01-09,136.93359375
2018-01-10,136.13397216796875
2018-01-11,134.53475952148438
2018-01-12,138.53282165527344
2018-01-15,138.1330108642578
2018-01-16,135.33436584472656
2018-01-17,134.9345703125
2018-01-18,133.73516845703125
2018-01-19,134.53475952148438
2018-01-22,133.13543701171875
2018-01-23,133.33534240722656
2018-01-24,131.5362091064453
2018-01-25,132.3358154296875
2018-01-26,133.13543701171875
2018-01-29,132.93553161621094
2018-01-30,128.1378631591797
2018-01-31,127.53814697265625
2018-02-01,126.33873748779297
2018-02-02,122.94036865234375
2018-02-05,120.14173126220703
2018-02-06,115.14415740966797
2018-02-07,119.34212493896484
2018-02-08,118.54251098632812
2018-02-09,117.94279479980469
2018-02-12,120.34164428710938
2018-02-13,118.34261322021484
2018-02-14,117.5429916381836
2018-02-15,110.34649658203125
2018-02-16,111.1460952758789
2018-02-19,109.34697723388672
2018-02-20,112.54541015625
2018-02-21,113.14512634277344
2018-02-22,110.54638671875
2018-02-23,114.54444885253906
2018-02-26,111.94570922851562
2018-02-27,117.5429916381836
2018-02-28,114.74436950683594
2018-03-01,109.9466781616211
2018-03-02,110.14657592773438
2018-03-05,106.14851379394531
2018-03-06,105.54881286621094
2018-03-07,113.14512634277344
2018-03-08,111.5458984375
2018-03-09,109.546875
2018-03-12,107.94764709472656
2018-03-13,108.74726104736328
2018-03-14,107.34794616699219
2018-03-15,102.95008087158203
2018-03-16,101.95055389404297
2018-03-19,101.95055389404297
2018-03-20,107.94764709472656
2018-03-21,107.94764709472656
2018-03-22,106.54832458496094
2018-03-23,105.94862365722656
2018-03-26,104.94911193847656
2018-03-27,105.54881286621094
2018-03-28,107.34794616699219
2018-03-29,114.54444885253906
2018-04-03,120.94135284423828
2018-04-04,113.94474792480469
2018-04-05,120.74144744873047
2018-04-06,124.93941497802734
2018-04-09,122.94036865234375
2018-04-10,126.33873748779297
2018-04-11,126.93843841552734
2018-04-12,128.1378631591797
2018-04-13,132.73562622070312
2018-04-16,133.73516845703125
2018-04-17,128.737548828125
2018-04-18,131.33628845214844
2018-04-19,134.1349334716797
2018-04-20,138.1330108642578
2018-04-23,137.93310546875
2018-04-24,139.33241271972656
2018-04-25,137.1334991455078
2018-04-26,138.33290100097656
2018-04-27,139.13253784179688
2018-04-30,133.73516845703125
2018-05-01,137.5332794189453
2018-05-02,135.53427124023438
2018-05-03,134.9345703125
2018-05-04,133.93504333496094
2018-05-08,135.93408203125
2018-05-09,139.13253784179688
2018-05-10,140.33193969726562
2018-05-11,138.93263244628906
2018-05-14,139.73223876953125
2018-05-15,141.33143615722656
2018-05-16,140.1320343017578
2018-05-17,139.93212890625
2018-05-18,139.53233337402344
2018-05-21,142.1310577392578
2018-05-22,139.93212890625
2018-05-23,137.93310546875
2018-05-24,136.93359375
2018-05-25,135.73419189453125
2018-05-29,137.93310546875
2018-05-30,134.53475952148438
2018-05-31,137.7332000732422
2018-06-01,136.53379821777344
2018-06-04,137.93310546875
2018-06-05,138.53282165527344
2018-06-06,141.5313720703125
2018-06-07,140.93167114257812
2018-06-08,140.93167114257812
2018-06-11,142.7307891845703
2018-06-12,140.53184509277344
2018-06-13,139.93212890625
2018-06-14,135.13446044921875
2018-06-15,130.5366973876953
2018-06-18,128.737548828125
2018-06-19,129.5371856689453
2018-06-20,129.93701171875
2018-06-21,129.93701171875
2018-06-22,129.33726501464844
2018-06-25,128.33778381347656
2018-06-26,130.33677673339844
2018-06-27,129.93701171875
2018-06-28,129.93701171875
2018-06-29,126.73854064941406
2018-07-02,129.93701171875
2018-07-03,129.73707580566406
2018-07-04,129.93701171875
2018-07-05,127.53814697265625
2018-07-06,130.1368865966797
2018-07-09,129.93701171875
2018-07-10,129.5371856689453
2018-07-11,130.93650817871094
2018-07-12,136.13397216796875
2018-07-13,136.93359375
2018-07-16,137.38037109375
2018-07-17,137.1334991455078
2018-07-18,134.9345703125
2018-07-19,134.9345703125
2018-07-20,133.33534240722656
2018-07-23,131.13641357421875
2018-07-24,130.33677673339844
2018-07-25,123.54007720947266
2018-07-26,122.54056549072266
2018-07-27,123.73999786376953
2018-07-30,127.7380599975586
2018-07-31,123.93989562988281
2018-08-01,125.13932037353516
2018-08-02,123.93989562988281
2018-08-03,122.1407699584961
2018-08-06,120.74144744873047
2018-08-07,121.74095916748047
2018-08-08,121.74095916748047
2018-08-09,119.94183349609375
2018-08-10,121.54105377197266
2018-08-13,120.34164428710938
2018-08-14,123.93989562988281
2018-08-15,123.93989562988281
2018-08-16,124.93941497802734
2018-08-17,120.54154205322266
2018-08-20,122.1407699584961
2018-08-21,124.53959655761719
2018-08-22,125.73902893066406
2018-08-23,123.73999786376953
2018-08-24,124.93941497802734
2018-08-28,126.93843841552734
2018-08-29,128.5376739501953
2018-08-30,129.5371856689453
2018-08-31,130.1368865966797
2018-09-03,130.5366973876953
2018-09-04,126.73854064941406
2018-09-05,126.93843841552734
2018-09-06,129.73707580566406
2018-09-07,129.5371856689453
2018-09-10,124.33969116210938
2018-09-11,122.54056549072266
2018-09-12,125.13932037353516
2018-09-13,120.34164428710938
2018-09-14,122.94036865234375
2018-09-17,124.73950958251953
2018-09-18,125.73902893066406
2018-09-19,130.5366973876953
2018-09-20,129.93701171875
2018-09-21,125.13932037353516
2018-09-24,125.53910827636719
2018-09-25,128.1378631591797
2018-09-26,129.93701171875
2018-09-27,131.13641357421875
2018-09-28,128.9374542236328
2018-10-01,129.93701171875
2018-10-02,127.7380599975586
2018-10-03,127.7380599975586
2018-10-04,124.1397933959961
2018-10-05,125.93892669677734
2018-10-08,119.1422119140625
2018-10-09,117.94279479980469
2018-10-10,116.14366149902344
2018-10-11,112.54541015625
2018-10-12,111.94570922851562
2018-10-15,109.1470718383789
2018-10-16,109.34697723388672
2018-10-17,109.74677276611328
2018-10-18,110.54638671875
2018-10-19,111.94570922851562
2018-10-22,109.546875
2018-10-23,106.34842681884766
2018-10-24,110.34649658203125
2018-10-25,107.74774932861328
2018-10-26,106.74823760986328
2018-10-29,107.34794616699219
2018-10-30,104.5492935180664
2018-10-31,106.94813537597656
2018-11-01,112.74531555175781
2018-11-02,119.94183349609375
2018-11-05,115.14415740966797
2018-11-06,111.34600830078125
2018-11-07,110.94619750976562
2018-11-08,110.34649658203125
2018-11-09,112.94522857666016
2018-11-12,106.74823760986328
2018-11-13,110.94619750976562
2018-11-14,115.14415740966797
2018-11-15,111.1460952758789
2018-11-16,110.14657592773438
2018-11-19,109.9466781616211
2018-11-20,108.14754486083984
2018-11-21,112.54541015625
2018-11-22,114.54444885253906
2018-11-23,111.94570922851562
2018-11-26,112.54541015625
2018-11-27,112.34552001953125
2018-11-28,110.94619750976562
2018-11-29,114.54444885253906
2018-11-30,116.5434799194336
2018-12-03,115.74388122558594
2018-12-04,115.94377899169922
2018-12-05,121.74095916748047
2018-12-06,113.74484252929688
2018-12-07,107.54783630371094
2018-12-10,105.94862365722656
2018-12-11,102.95008087158203
2018-12-12,121.74095916748047
2018-12-13,109.74677276611328
2018-12-14,105.54881286621094
2018-12-17,102.3503646850586
2018-12-18,109.546875
2018-12-19,111.5458984375
2018-12-20,115.94377899169922
2018-12-21,121.94086456298828
2018-12-24,115.74388122558594
2018-12-27,110.74629211425781
2018-12-28,108.34745788574219
2018-12-31,108.54736328125
2019-01-02,112.34552001953125
2019-01-03,109.34697723388672
2019-01-04,106.94813537597656
2019-01-07,108.9471664428711
2019-01-08,108.14754486083984
2019-01-09,108.9471664428711
2019-01-10,109.74677276611328
2019-01-11,109.74677276611328
2019-01-14,111.5458984375
2019-01-15,111.1460952758789
2019-01-16,109.9466781616211
2019-01-17,109.1470718383789
2019-01-18,108.9471664428711
2019-01-21,108.14754486083984
2019-01-22,105.94862365722656
2019-01-23,105.94862365722656
2019-01-24,107.74774932861328
2019-01-25,108.74726104736328
2019-01-28,108.34745788574219
2019-01-29,111.94570922851562
2019-01-30,112.34552001953125
2019-01-31,105.94862365722656
2019-02-01,109.1470718383789
2019-02-04,107.14802551269531
2019-02-05,107.74774932861328
2019-02-06,107.94764709472656
2019-02-07,105.34890747070312
2019-02-08,102.75017547607422
2019-02-11,103.74969482421875
2019-02-12,102.75017547607422
2019-02-13,107.54783630371094
2019-02-14,102.75017547607422
2019-02-15,106.14851379394531
2019-02-18,108.9471664428711
2019-02-19,105.14900207519531
2019-02-20,102.95008087158203
2019-02-21,104.74920654296875
2019-02-22,104.3493881225586
2019-02-25,102.3503646850586
2019-02-26,102.3503646850586
2019-02-27,101.75064849853516
2019-02-28,100.95104217529297
2019-03-01,103.14997863769531
2019-03-04,99.95153045654297
2019-03-05,100.15142822265625
2019-03-06,98.35230255126953
2019-03-07,99.65167236328125
2019-03-08,97.85254669189453
2019-03-11,99.25186920166016
2019-03-12,97.75259399414062
2019-03-13,98.75212097167969
2019-03-14,99.45177459716797
2019-03-15,99.35182189941406
2019-03-18,97.85254669189453
2019-03-19,97.75259399414062
2019-03-20,96.45321655273438
2019-03-21,96.15336608886719
2019-03-22,90.85594177246094
2019-03-25,90.45613098144531
2019-03-26,88.1572494506836
2019-03-27,87.95734405517578
2019-03-28,88.1572494506836
2019-03-29,87.7574462890625
2019-04-01,89.05680847167969
2019-04-02,91.35569763183594
2019-04-03,94.55414581298828
2019-04-04,98.95201110839844
2019-04-05,97.55269622802734
2019-04-08,97.05293273925781
2019-04-09,95.15383911132812
2019-04-10,95.55365753173828
2019-04-11,99.25186920166016
2019-04-12,99.55171966552734
2019-04-15,100.35133361816406
2019-04-16,96.95297241210938
2019-04-17,96.85303497314453
2019-04-18,95.75357055664062
2019-04-23,93.45467376708984
2019-04-24,98.95201110839844
2019-04-25,99.05195617675781
2019-04-26,98.55221557617188
2019-04-29,98.45225524902344
2019-04-30,99.95153045654297
2019-05-01,99.75162506103516
2019-05-02,99.15190887451172
2019-05-03,95.45370483398438
2019-05-07,92.95491790771484
2019-05-08,92.95491790771484
2019-05-09,92.45515441894531
