Date,RBI.VI
2015-08-24,8.106192588806152
2015-08-25,8.24988079071045
2015-08-26,8.106192588806152
2015-08-27,8.761555671691895
2015-08-28,8.761555671691895
2015-08-31,8.460158348083496
2015-09-01,8.092174530029297
2015-09-02,8.130724906921387
2015-09-03,8.362030029296875
2015-09-04,8.088667869567871
2015-09-07,8.043108940124512
2015-09-08,8.179788589477539
2015-09-09,8.481185913085938
2015-09-10,8.2744140625
2015-09-11,8.256890296936035
2015-09-14,8.214835166931152
2015-09-15,8.323478698730469
2015-09-16,8.425113677978516
2015-09-17,8.246376991271973
2015-09-18,7.916942596435547
2015-09-21,7.987035751342773
2015-09-22,7.860868453979492
2015-09-23,7.846850395202637
2015-09-24,7.913437843322754
2015-09-25,8.046612739562988
2015-09-28,7.682133674621582
2015-09-29,7.640076637268066
2015-09-30,8.207825660705566
2015-10-01,8.183293342590332
2015-10-02,8.17278003692627
2015-10-05,8.8001070022583
2015-10-06,9.196128845214844
2015-10-07,9.567620277404785
2015-10-08,9.522059440612793
2015-10-09,9.823458671569824
2015-10-12,9.599161148071289
2015-10-13,9.620189666748047
2015-10-14,9.718318939208984
2015-10-15,9.812942504882812
2015-10-16,9.879531860351562
2015-10-19,9.809438705444336
2015-10-20,9.911073684692383
2015-10-21,9.953128814697266
2015-10-22,9.998688697814941
2015-10-23,10.163405418395996
2015-10-27,9.854999542236328
2015-10-28,9.921586990356445
2015-10-29,9.837475776672363
2015-10-30,10.07929515838623
2015-11-02,10.033734321594238
2015-11-03,10.135369300842285
2015-11-04,9.960137367248535
2015-11-05,9.728832244873047
2015-11-06,10.303589820861816
2015-11-09,10.016210556030273
2015-11-10,9.816448211669922
2015-11-11,9.977660179138184
2015-11-12,9.816448211669922
2015-11-13,9.746355056762695
2015-11-16,9.904064178466797
2015-11-17,10.075790405273438
2015-11-18,10.349150657653809
2015-11-19,10.629520416259766
2015-11-20,10.832789421081543
2015-11-23,10.997506141662598
2015-11-24,10.517373085021973
2015-11-25,10.436766624450684
2015-11-26,10.485830307006836
2015-11-27,10.447279930114746
2015-11-30,10.380693435668945
2015-12-01,10.611998558044434
2015-12-02,10.513867378234863
2015-12-03,10.40522575378418
2015-12-04,10.485830307006836
2015-12-07,10.265040397644043
2015-12-09,9.707805633544922
2015-12-10,9.865511894226074
2015-12-11,9.465985298156738
2015-12-14,9.33631420135498
2015-12-15,9.658740043640137
2015-12-16,9.79542064666748
2015-12-17,9.904064178466797
2015-12-18,9.686777114868164
2015-12-21,9.774392127990723
2015-12-22,9.84448528289795
2015-12-23,9.918082237243652
2015-12-28,9.890045166015625
2015-12-29,9.55009651184082
2015-12-30,9.536077499389648
2016-01-04,9.346827507019043
2016-01-05,9.3678560256958
2016-01-07,8.971833229064941
2016-01-08,8.691463470458984
2016-01-11,8.568803787231445
2016-01-12,8.817630767822266
2016-01-13,8.810620307922363
2016-01-14,8.58983039855957
2016-01-15,8.302451133728027
2016-01-18,7.92044734954834
2016-01-19,7.990537643432617
2016-01-20,7.713674545288086
2016-01-21,8.05362319946289
2016-01-22,8.197311401367188
2016-01-25,8.06063175201416
2016-01-26,8.225347518920898
2016-01-27,8.092174530029297
2016-01-28,7.860868453979492
2016-01-29,8.130724906921387
2016-02-01,7.930961608886719
2016-02-02,8.319973945617676
2016-02-03,7.731197357177734
2016-02-04,7.587508678436279
2016-02-05,7.818813323974609
2016-02-08,7.282607078552246
2016-02-09,7.156439304351807
2016-02-10,7.482368469238281
2016-02-11,7.230035781860352
2016-02-12,7.6050310134887695
2016-02-15,7.962502479553223
2016-02-16,8.004558563232422
2016-02-17,8.411093711853027
2016-02-18,8.05362319946289
2016-02-19,7.895914077758789
2016-02-22,8.33749771118164
2016-02-23,8.134228706359863
2016-02-24,7.966007232666016
2016-02-25,8.214835166931152
2016-02-26,8.432122230529785
2016-02-29,8.60034465789795
2016-03-01,8.733519554138184
2016-03-02,9.031412124633789
2016-03-03,8.961318969726562
2016-03-04,9.010384559631348
2016-03-07,8.80361270904541
2016-03-08,8.950804710388184
2016-03-09,8.92627239227295
2016-03-10,9.108514785766602
2016-03-11,9.5185546875
2016-03-14,9.616684913635254
2016-03-15,9.444957733154297
2016-03-16,9.364351272583008
2016-03-17,9.451966285705566
2016-03-18,9.774392127990723
2016-03-21,9.672759056091309
2016-03-22,9.669254302978516
2016-03-23,9.602665901184082
2016-03-24,9.395893096923828
2016-03-29,9.168092727661133
2016-03-30,9.227669715881348
2016-03-31,9.332809448242188
2016-04-01,9.006880760192871
2016-04-04,8.894731521606445
2016-04-05,8.943798065185547
2016-04-06,8.842162132263184
2016-04-07,8.786087036132812
2016-04-08,9.003374099731445
2016-04-11,9.034916877746582
2016-04-12,9.227669715881348
2016-04-13,9.44846248626709
2016-04-14,9.595656394958496
2016-04-15,9.574628829956055
2016-04-18,9.623693466186523
2016-04-19,9.728832244873047
2016-04-20,9.79892349243164
2016-04-21,9.872522354125977
2016-04-22,9.87602710723877
2016-04-25,9.543087005615234
2016-04-26,9.767383575439453
2016-04-27,9.746355056762695
