Date,BLK
2015-08-03,260.00537109375
2015-08-04,258.24969482421875
2015-08-05,259.9976501464844
2015-08-06,258.7391052246094
2015-08-07,257.79150390625
2015-08-10,260.69677734375
2015-08-11,256.3542785644531
2015-08-12,254.12481689453125
2015-08-13,253.177001953125
2015-08-14,254.90940856933594
2015-08-17,255.8337860107422
2015-08-18,255.3599395751953
2015-08-19,251.11839294433594
2015-08-20,246.30209350585938
2015-08-21,238.69679260253906
2015-08-24,232.4046173095703
2015-08-25,228.90101623535156
2015-08-26,235.44981384277344
2015-08-27,244.29006958007812
2015-08-28,241.77308654785156
2015-08-31,236.6255340576172
2015-09-01,230.23410034179688
2015-09-02,233.5432891845703
2015-09-03,234.8966064453125
2015-09-04,230.1870574951172
2015-09-08,235.8118438720703
2015-09-09,232.16629028320312
2015-09-10,235.71800231933594
2015-09-11,237.28265380859375
2015-09-14,235.52247619628906
2015-09-15,240.87342834472656
2015-09-16,245.26229858398438
2015-09-17,243.79150390625
2015-09-18,241.63235473632812
2015-09-21,244.3861541748047
2015-09-22,238.0806884765625
2015-09-23,237.2436065673828
2015-09-24,235.09226989746094
2015-09-25,237.0244903564453
2015-09-28,230.04624938964844
2015-09-29,229.6238555908203
2015-09-30,232.7139892578125
2015-10-01,231.50140380859375
2015-10-02,237.32177734375
2015-10-05,245.34048461914062
2015-10-06,244.65203857421875
2015-10-07,250.84017944335938
2015-10-08,249.22080993652344
2015-10-09,248.86087036132812
2015-10-12,246.9442901611328
2015-10-13,246.52171325683594
2015-10-14,252.2718048095703
2015-10-15,254.74380493164062
2015-10-16,258.8118591308594
2015-10-19,256.5040588378906
2015-10-20,255.93301391601562
2015-10-21,251.88841247558594
2015-10-22,262.347900390625
2015-10-23,266.6036682128906
2015-10-26,263.65435791015625
2015-10-27,262.52001953125
2015-10-28,270.9299011230469
2015-10-29,273.69915771484375
2015-10-30,275.3498840332031
2015-11-02,277.38397216796875
2015-11-03,280.4349670410156
2015-11-04,278.8859558105469
2015-11-05,279.5196838378906
2015-11-06,279.0502624511719
2015-11-09,273.472412109375
2015-11-10,274.0199279785156
2015-11-11,274.2000732421875
2015-11-12,270.4761962890625
2015-11-13,268.5281066894531
2015-11-16,275.6315002441406
2015-11-17,276.4842529296875
2015-11-18,282.124755859375
2015-11-19,280.9199523925781
2015-11-20,283.5563049316406
2015-11-23,284.1743469238281
2015-11-24,279.13629150390625
2015-11-25,282.1169128417969
2015-11-27,280.3724365234375
2015-11-30,284.5421142578125
2015-12-01,284.6916809082031
2015-12-02,282.4800720214844
2015-12-03,277.03387451171875
2015-12-04,283.9281921386719
2015-12-07,279.7647705078125
2015-12-08,274.6255187988281
2015-12-09,271.1861572265625
2015-12-10,271.72149658203125
2015-12-11,254.03689575195312
2015-12-14,251.53411865234375
2015-12-15,259.357177734375
2015-12-16,260.50616455078125
2015-12-17,259.8843994140625
2015-12-18,253.0059051513672
2015-12-21,256.2170104980469
2015-12-22,260.1206359863281
2015-12-23,267.3061828613281
2015-12-24,265.54327392578125
2015-12-28,269.5177917480469
2015-12-29,270.4228515625
2015-12-30,269.20294189453125
2015-12-31,267.9988098144531
2016-01-04,262.1590576171875
2016-01-05,262.8358459472656
2016-01-06,259.8451232910156
2016-01-07,248.4883270263672
2016-01-08,242.23143005371094
2016-01-11,242.65647888183594
2016-01-12,246.8040771484375
2016-01-13,239.73660278320312
2016-01-14,243.97866821289062
2016-01-15,233.416748046875
2016-01-19,231.3861846923828
2016-01-20,229.81219482421875
2016-01-21,228.15943908691406
2016-01-22,236.54913330078125
2016-01-25,228.0177459716797
2016-01-26,235.52597045898438
2016-01-27,237.7769012451172
2016-01-28,235.4552001953125
2016-01-29,247.33135986328125
2016-02-01,245.74948120117188
2016-02-02,237.0607147216797
2016-02-03,239.3037109375
2016-02-04,246.89068603515625
2016-02-05,242.20785522460938
2016-02-08,230.96119689941406
2016-02-09,231.80322265625
2016-02-10,234.97509765625
2016-02-11,231.5514678955078
2016-02-12,241.46017456054688
2016-02-16,247.4966278076172
2016-02-17,251.7545166015625
2016-02-18,248.67724609375
2016-02-19,247.35498046875
2016-02-22,249.05502319335938
2016-02-23,243.8685760498047
2016-02-24,242.3888397216797
2016-02-25,246.8277130126953
2016-02-26,247.06382751464844
2016-02-29,245.52117919921875
2016-03-01,253.8716278076172
2016-03-02,257.14569091796875
2016-03-03,256.1153564453125
2016-03-04,256.60675048828125
2016-03-07,258.96063232421875
2016-03-08,253.94357299804688
2016-03-09,260.212890625
2016-03-10,257.58148193359375
2016-03-11,269.2008361816406
2016-03-14,267.7503356933594
2016-03-15,264.8257751464844
2016-03-16,264.77825927734375
2016-03-17,271.0158996582031
2016-03-18,271.5071716308594
2016-03-21,271.0475769042969
2016-03-22,269.6526184082031
2016-03-23,268.867919921875
2016-03-24,264.9447021484375
2016-03-28,267.02923583984375
2016-03-29,269.40692138671875
2016-03-30,270.5640563964844
2016-03-31,269.92999267578125
2016-04-01,271.4834289550781
2016-04-04,268.30523681640625
2016-04-05,265.35687255859375
2016-04-06,267.25897216796875
2016-04-07,260.26043701171875
2016-04-08,262.8205871582031
2016-04-11,263.8984069824219
2016-04-12,268.93133544921875
2016-04-13,276.0486755371094
2016-04-14,281.2956237792969
2016-04-15,283.53863525390625
2016-04-18,283.7447204589844
2016-04-19,289.0233459472656
2016-04-20,290.8145446777344
2016-04-21,288.57159423828125
2016-04-22,289.66534423828125
2016-04-25,288.230712890625
2016-04-26,290.0536804199219
2016-04-27,291.2503967285156
2016-04-28,284.4025573730469
2016-04-29,282.4210205078125
2016-05-02,286.51873779296875
2016-05-03,281.9138488769531
2016-05-04,279.1239013671875
2016-05-05,279.0526123046875
2016-05-06,282.16754150390625
2016-05-09,281.3749694824219
2016-05-10,285.4725036621094
2016-05-11,280.43182373046875
2016-05-12,281.842529296875
2016-05-13,275.25628662109375
2016-05-16,278.8544921875
2016-05-17,276.4688720703125
2016-05-18,280.170166015625
2016-05-19,277.8558654785156
2016-05-20,280.58233642578125
2016-05-23,280.4952087402344
2016-05-24,286.2651672363281
2016-05-25,288.57159423828125
2016-05-26,287.7868347167969
2016-05-27,289.3641357421875
2016-05-31,288.38134765625
2016-06-01,288.9678649902344
2016-06-02,288.0187683105469
2016-06-03,286.6308898925781
2016-06-06,288.77642822265625
2016-06-07,286.3836364746094
2016-06-08,287.4125671386719
2016-06-09,285.5062255859375
2016-06-10,276.74072265625
2016-06-13,274.8424987792969
2016-06-14,271.0140380859375
2016-06-15,270.8225402832031
2016-06-16,270.7508239746094
2016-06-17,272.68109130859375
2016-06-20,277.9052429199219
2016-06-21,277.5622863769531
2016-06-22,277.29901123046875
2016-06-23,284.6208801269531
2016-06-24,265.20758056640625
2016-06-27,254.8627471923828
2016-06-28,258.3881530761719
2016-06-29,268.5814514160156
2016-06-30,273.1993713378906
2016-07-01,272.2024841308594
2016-07-05,268.0549621582031
2016-07-06,268.0788879394531
2016-07-07,267.2812805175781
2016-07-08,275.3290100097656
2016-07-11,277.1634826660156
2016-07-12,285.03564453125
2016-07-13,285.139404296875
2016-07-14,283.296875
2016-07-15,284.6208801269531
2016-07-18,285.36279296875
2016-07-19,284.4056091308594
2016-07-20,286.9579162597656
2016-07-21,286.7345886230469
2016-07-22,289.5660095214844
2016-07-25,288.26593017578125
2016-07-26,288.6726989746094
2016-07-27,289.7734069824219
2016-07-28,289.8212890625
2016-07-29,292.1182861328125
2016-08-01,293.7693786621094
2016-08-02,292.7803039550781
2016-08-03,293.6417236328125
2016-08-04,292.1182861328125
2016-08-05,298.8979187011719
2016-08-08,296.45721435546875
2016-08-09,294.03253173828125
2016-08-10,292.2698669433594
2016-08-11,293.0276184082031
2016-08-12,292.3974609375
2016-08-15,295.6994934082031
2016-08-16,292.7723693847656
2016-08-17,295.1890869140625
2016-08-18,295.7394714355469
2016-08-19,296.744384765625
2016-08-22,296.34552001953125
2016-08-23,296.9278564453125
2016-08-24,294.407470703125
2016-08-25,293.912841796875
2016-08-26,295.9786682128906
2016-08-29,298.1402282714844
2016-08-30,299.8948669433594
2016-08-31,299.1726379394531
2016-09-01,298.6590270996094
2016-09-02,300.00726318359375
2016-09-06,298.193603515625
2016-09-07,299.7584533691406
2016-09-08,298.8276062011719
2016-09-09,290.6422424316406
2016-09-12,295.3929443359375
2016-09-13,289.623046875
2016-09-14,289.45458984375
2016-09-15,293.3065185546875
2016-09-16,293.6836242675781
2016-09-19,295.2804870605469
2016-09-20,293.47503662109375
2016-09-21,297.2145690917969
2016-09-22,300.0232849121094
2016-09-23,293.4268798828125
2016-09-26,289.45458984375
2016-09-27,290.329345703125
2016-09-28,290.2409973144531
2016-09-29,286.6699523925781
2016-09-30,290.8669128417969
2016-10-03,288.94903564453125
