Date,GAIL.NS
2015-08-03,46.14747619628906
2015-08-04,44.942317962646484
2015-08-05,44.942317962646484
2015-08-06,44.681739807128906
2015-08-07,44.538429260253906
2015-08-10,44.82505798339844
2015-08-11,44.87065887451172
2015-08-12,44.0759162902832
2015-08-13,43.26162338256836
2015-08-14,43.926082611083984
2015-08-17,44.95534896850586
2015-08-18,42.96196365356445
2015-08-19,42.981510162353516
2015-08-20,41.73075866699219
2015-08-21,40.56468963623047
2015-08-24,35.613807678222656
2015-08-25,36.54536056518555
2015-08-26,36.83198165893555
2015-08-27,36.99658966064453
2015-08-28,38.063228607177734
2015-08-31,38.991600036621094
2015-09-01,38.50437545776367
2015-09-02,38.63605499267578
2015-09-03,38.78749084472656
2015-09-04,36.98341751098633
2015-09-07,36.3579216003418
2015-09-08,38.87966537475586
2015-09-09,38.695316314697266
2015-09-10,38.47803497314453
2015-09-11,37.54966735839844
2015-09-14,38.372684478759766
2015-09-15,38.18833541870117
2015-09-16,38.58338928222656
2015-09-18,37.826194763183594
2015-09-21,38.33976745605469
2015-09-22,38.194915771484375
2015-09-23,37.83277893066406
2015-09-24,38.8138313293457
2015-09-28,38.46486282348633
2015-09-29,38.30683898925781
2015-09-30,39.80804443359375
2015-10-01,38.616302490234375
2015-10-05,39.360313415527344
2015-10-06,40.64423751831055
2015-10-07,41.22364044189453
2015-10-08,40.22942352294922
2015-10-09,41.0327033996582
2015-10-12,41.99399185180664
2015-10-13,41.526519775390625
2015-10-14,41.72404098510742
2015-10-15,42.77751541137695
2015-10-16,42.91577911376953
2015-10-19,42.89603805541992
2015-10-20,42.86310958862305
2015-10-21,42.01374435424805
2015-10-23,42.96186828613281
2015-10-26,43.33058166503906
2015-10-27,41.961063385009766
2015-10-28,41.756961822509766
2015-10-29,41.21705627441406
2015-10-30,40.617897033691406
2015-11-02,40.89444351196289
2015-11-03,40.44670867919922
2015-11-04,39.59735107421875
2015-11-05,38.820411682128906
2015-11-06,37.9447135925293
2015-11-09,37.33897399902344
2015-11-10,37.01634979248047
2015-11-13,37.134857177734375
2015-11-16,38.8006591796875
2015-11-17,40.30843734741211
2015-11-18,40.677154541015625
2015-11-19,41.8623046875
2015-11-20,46.03010940551758
2015-11-23,47.656402587890625
2015-11-24,46.853118896484375
2015-11-26,48.43333435058594
2015-11-27,48.505760192871094
2015-11-30,47.76176071166992
2015-12-01,47.24818801879883
2015-12-02,47.46546173095703
2015-12-03,47.123077392578125
2015-12-04,46.886051177978516
2015-12-07,47.11650085449219
2015-12-08,44.719844818115234
2015-12-09,44.35113525390625
2015-12-10,45.253177642822266
2015-12-11,44.601341247558594
2015-12-14,44.81861114501953
2015-12-15,44.87128829956055
2015-12-16,45.292667388916016
2015-12-17,45.21367263793945
2015-12-18,44.726436614990234
2015-12-21,44.291873931884766
2015-12-22,44.561832427978516
2015-12-23,47.20209884643555
2015-12-24,47.69591522216797
2015-12-28,47.662994384765625
2015-12-29,48.2028923034668
2015-12-30,48.47941970825195
2015-12-31,49.39463424682617
2016-01-01,48.69012451171875
2016-01-04,47.37986373901367
2016-01-05,49.01932907104492
2016-01-06,49.078590393066406
2016-01-07,48.80205535888672
2016-01-08,49.144432067871094
2016-01-11,48.63086700439453
2016-01-12,48.17654800415039
2016-01-13,47.788089752197266
2016-01-14,47.08358383178711
2016-01-15,44.226036071777344
2016-01-18,44.700103759765625
2016-01-19,45.16099166870117
2016-01-20,44.601341247558594
2016-01-21,44.8383674621582
2016-01-22,48.32140350341797
2016-01-25,46.97165298461914
2016-01-27,47.182334899902344
2016-01-28,47.53788375854492
2016-01-29,48.5386848449707
2016-02-01,48.47941970825195
2016-02-02,47.630069732666016
2016-02-03,47.419376373291016
2016-02-04,46.747779846191406
2016-02-05,45.10831832885742
2016-02-08,45.23999786376953
2016-02-09,45.905006408691406
2016-02-10,45.569210052490234
2016-02-11,43.73221969604492
2016-02-12,42.79067611694336
2016-02-15,44.00217056274414
2016-02-16,42.79481887817383
2016-02-17,43.007102966308594
2016-02-18,42.90760040283203
2016-02-19,43.232643127441406
2016-02-22,42.642234802246094
2016-02-23,42.0584602355957
2016-02-24,41.62726593017578
2016-02-25,40.47298049926758
2016-02-26,40.34693908691406
2016-02-29,40.48625564575195
2016-03-01,42.60243606567383
2016-03-02,43.0402717590332
2016-03-03,45.07685089111328
2016-03-04,45.24269485473633
2016-03-08,46.38371658325195
2016-03-09,46.37708282470703
2016-03-10,45.32894515991211
2016-03-11,45.03705978393555
2016-03-14,45.52796173095703
2016-03-15,45.196258544921875
2016-03-16,45.07022476196289
2016-03-17,46.8746223449707
2016-03-18,48.3406982421875
2016-03-21,48.21466064453125
2016-03-22,47.902862548828125
2016-03-23,47.24612045288086
2016-03-28,47.465030670166016
2016-03-29,46.14490509033203
2016-03-30,47.690589904785156
2016-03-31,47.285919189453125
2016-04-01,46.13163375854492
2016-04-04,46.19797897338867
2016-04-05,45.050315856933594
2016-04-06,45.29576873779297
2016-04-07,45.24933624267578
2016-04-08,46.0851936340332
2016-04-11,46.69551086425781
2016-04-12,48.606056213378906
