Date,LTM.SN
2015-08-24,201.813232421875
2015-08-25,206.30809020996094
2015-08-26,203.07601928710938
2015-08-27,209.7626953125
2015-08-28,213.63450622558594
2015-08-31,215.70394897460938
2015-09-01,211.38150024414062
2015-09-02,207.787841796875
2015-09-03,213.5454864501953
2015-09-04,208.9616241455078
2015-09-07,207.2204132080078
2015-09-08,205.8296661376953
2015-09-09,200.30564880371094
2015-09-10,199.26536560058594
2015-09-11,199.83837890625
2015-09-14,209.10626220703125
2015-09-15,206.4638671875
2015-09-16,206.23020935058594
2015-09-17,208.00477600097656
2015-09-21,201.25135803222656
2015-09-22,195.79965209960938
2015-09-23,188.50660705566406
2015-09-24,190.95986938476562
2015-09-25,190.00860595703125
2015-09-28,184.73492431640625
2015-09-29,186.12010192871094
2015-09-30,185.89756774902344
2015-10-01,181.92005920410156
2015-10-02,183.77252197265625
2015-10-05,189.1185302734375
2015-10-06,193.99725341796875
2015-10-07,204.78382873535156
2015-10-08,210.880859375
2015-10-09,220.98875427246094
2015-10-13,214.66921997070312
2015-10-14,217.71217346191406
2015-10-15,218.15719604492188
2015-10-16,217.87350463867188
2015-10-19,219.20860290527344
2015-10-20,220.5381622314453
2015-10-21,215.6816864013672
2015-10-22,217.80673217773438
2015-10-23,217.33946228027344
2015-10-26,216.1156005859375
2015-10-27,212.56088256835938
2015-10-28,217.9680633544922
2015-10-29,215.26446533203125
2015-10-30,205.47364807128906
2015-11-02,212.52194213867188
2015-11-03,219.55908203125
2015-11-04,215.86524963378906
2015-11-05,216.57177734375
2015-11-06,217.14476013183594
2015-11-09,222.45181274414062
2015-11-10,215.6816864013672
2015-11-11,214.44113159179688
2015-11-12,213.8904266357422
2015-11-13,217.4618377685547
2015-11-16,214.71372985839844
2015-11-17,212.18814086914062
2015-11-18,215.2922821044922
2015-11-19,220.99989318847656
2015-11-20,228.09266662597656
2015-11-23,230.89083862304688
2015-11-24,229.19967651367188
2015-11-25,224.86614990234375
2015-11-26,220.82186889648438
2015-11-27,216.12673950195312
2015-11-30,212.5664520263672
2015-12-01,207.4652099609375
2015-12-02,205.9631805419922
2015-12-03,207.5875701904297
2015-12-04,206.76425170898438
2015-12-07,200.8675079345703
2015-12-09,200.98989868164062
2015-12-10,201.54061889648438
2015-12-11,195.54930114746094
2015-12-14,191.705322265625
2015-12-15,194.69818115234375
2015-12-16,203.526611328125
2015-12-17,206.5862274169922
2015-12-18,207.7266387939453
2015-12-21,207.11471557617188
2015-12-22,204.6058349609375
2015-12-23,205.7128448486328
2015-12-24,204.69483947753906
2015-12-28,202.2415771484375
2015-12-29,206.37484741210938
2015-12-30,207.0424041748047
2015-12-31,207.0424041748047
2016-01-04,206.50836181640625
2016-01-05,211.40931701660156
2016-01-06,215.70394897460938
2016-01-07,209.06732177734375
2016-01-08,210.07421875
2016-01-11,206.2079620361328
2016-01-12,201.65188598632812
2016-01-13,200.2611541748047
2016-01-14,194.9095916748047
2016-01-15,192.92359924316406
2016-01-18,189.5691375732422
2016-01-19,185.20220947265625
2016-01-20,182.26495361328125
2016-01-21,188.5566864013672
2016-01-22,194.40333557128906
2016-01-25,196.12786865234375
2016-01-26,194.61473083496094
2016-01-27,193.99725341796875
2016-01-28,196.5061492919922
2016-01-29,203.1817169189453
2016-02-01,204.9896697998047
2016-02-02,204.98410034179688
2016-02-03,197.84681701660156
2016-02-04,206.65855407714844
2016-02-05,209.44003295898438
2016-02-08,217.24488830566406
2016-02-09,219.5034637451172
2016-02-10,221.38372802734375
2016-02-11,219.95960998535156
2016-02-12,221.65074157714844
2016-02-15,221.17233276367188
2016-02-16,227.7144012451172
2016-02-17,225.611572265625
2016-02-18,230.9520263671875
2016-02-19,228.12603759765625
2016-02-22,228.3541259765625
2016-02-23,225.92311096191406
2016-02-24,219.2141571044922
2016-02-25,217.52859497070312
2016-02-26,219.54795837402344
2016-02-29,220.260009765625
2016-03-01,221.75643920898438
2016-03-02,232.62646484375
2016-03-03,247.76329040527344
2016-03-04,254.80599975585938
2016-03-07,258.5888366699219
2016-03-08,257.3204650878906
2016-03-09,242.82339477539062
2016-03-10,240.10867309570312
2016-03-11,236.16452026367188
2016-03-14,243.7357177734375
2016-03-15,239.5523681640625
2016-03-16,243.0292205810547
2016-03-17,253.2706298828125
2016-03-18,258.1994323730469
2016-03-21,261.5260925292969
2016-03-22,262.16583251953125
2016-03-23,257.3760986328125
2016-03-24,258.17718505859375
2016-03-28,255.85740661621094
2016-03-29,256.5249328613281
2016-03-30,263.156005859375
2016-03-31,261.3091125488281
2016-04-01,260.56927490234375
2016-04-04,257.470703125
2016-04-05,258.7668151855469
2016-04-06,256.80865478515625
2016-04-07,255.53475952148438
2016-04-08,258.1994323730469
2016-04-11,261.8598327636719
2016-04-12,265.90411376953125
2016-04-13,272.21807861328125
2016-04-14,269.2140808105469
2016-04-15,267.0668029785156
2016-04-18,268.1348876953125
2016-04-19,271.4615478515625
2016-04-20,268.3128662109375
2016-04-21,268.22943115234375
2016-04-22,263.06146240234375
2016-04-25,257.1646728515625
2016-04-26,256.3914489746094
2016-04-27,260.6805419921875
2016-04-28,269.0416564941406
2016-04-29,262.42169189453125
2016-05-02,261.4815979003906
2016-05-03,263.7401123046875
2016-05-04,261.4593505859375
2016-05-05,259.5679016113281
2016-05-06,253.7991180419922
2016-05-09,246.92327880859375
2016-05-10,252.7198944091797
2016-05-11,252.26376342773438
2016-05-12,256.2969055175781
2016-05-13,252.76438903808594
2016-05-16,250.4390869140625
2016-05-17,249.6547088623047
2016-05-18,248.42530822753906
2016-05-19,243.8135986328125
2016-05-20,242.74549865722656
2016-05-23,241.08775329589844
2016-05-24,240.50363159179688
2016-05-25,241.2101287841797
2016-05-26,236.38705444335938
2016-05-27,234.91285705566406
2016-05-30,237.48294067382812
2016-05-31,233.83363342285156
2016-06-01,231.78646850585938
2016-06-02,231.61402893066406
2016-06-03,238.8737030029297
2016-06-06,240.2421875
2016-06-07,245.98870849609375
2016-06-08,252.09129333496094
2016-06-09,248.77577209472656
2016-06-10,239.26864624023438
2016-06-13,236.84877014160156
2016-06-14,233.77244567871094
2016-06-15,238.47314453125
2016-06-16,235.6638641357422
2016-06-17,241.59954833984375
2016-06-20,245.19879150390625
2016-06-21,244.75929260253906
2016-06-22,246.60064697265625
2016-06-23,249.18186950683594
2016-06-24,243.76353454589844
2016-06-28,236.62625122070312
2016-06-29,243.4575958251953
2016-06-30,243.69676208496094
2016-07-01,249.66026306152344
2016-07-04,248.8369598388672
2016-07-05,246.10552978515625
2016-07-06,242.0223388671875
2016-07-07,243.11822509765625
2016-07-08,246.37255859375
