Date,CABK.MC
2015-08-24,2.1857998371124268
2015-08-25,2.2501585483551025
2015-08-26,2.2387301921844482
2015-08-27,2.3313586711883545
2015-08-28,2.3313586711883545
2015-08-31,2.321735143661499
2015-09-01,2.2525644302368164
2015-09-02,2.2279038429260254
2015-09-03,2.2260987758636475
2015-09-04,2.197829008102417
2015-09-07,2.184596300125122
2015-09-08,2.216830015182495
2015-09-09,2.2514965534210205
2015-09-10,2.1961519718170166
2015-09-11,2.1706082820892334
2015-09-14,2.1572282314300537
2015-09-15,2.183379888534546
2015-09-16,2.165742874145508
2015-09-17,2.2770402431488037
2015-09-18,2.2259531021118164
2015-09-21,2.207099199295044
2015-09-22,2.1377663612365723
2015-09-23,2.0836377143859863
2015-09-24,2.0434975624084473
2015-09-25,2.0593101978302
2015-09-28,2.041065216064453
2015-09-29,2.072082281112671
2015-09-30,2.095193386077881
2015-10-01,2.111006021499634
2015-10-02,2.1414153575897217
2015-10-05,2.213789224624634
2015-10-06,2.2460227012634277
2015-10-07,2.310490131378174
2015-10-08,2.3707005977630615
2015-10-09,2.397460699081421
2015-10-12,2.358537197113037
2015-10-13,2.2916367053985596
2015-10-14,2.301976203918457
2015-10-15,2.2648768424987793
2015-10-16,2.288595676422119
2015-10-19,2.2916367053985596
2015-10-20,2.254537582397461
2015-10-21,2.2648768424987793
2015-10-22,2.256361484527588
2015-10-23,2.182771921157837
2015-10-26,2.1779067516326904
2015-10-27,2.115262985229492
2015-10-28,2.1061408519744873
2015-10-29,2.0994508266448975
2015-10-30,2.1237783432006836
2015-11-02,2.1243860721588135
2015-11-03,2.144456148147583
2015-11-04,2.1225616931915283
2015-11-05,2.0781643390655518
2015-11-06,2.1639184951782227
2015-11-09,2.1383745670318604
2015-11-10,2.098842144012451
2015-11-11,2.1280357837677
2015-11-12,2.063567876815796
2015-11-13,2.08242130279541
2015-11-16,2.072082281112671
2015-11-17,2.115262985229492
2015-11-18,2.104924201965332
2015-11-19,2.159660816192627
2015-11-20,2.111006021499634
2015-11-23,2.1256022453308105
2015-11-24,2.143848419189453
2015-11-25,2.095801591873169
2015-11-26,2.1231698989868164
2015-11-27,2.097625970840454
2015-11-30,2.1085731983184814
2015-12-01,2.1468894481658936
2015-12-02,2.1468894481658936
2015-12-03,2.174865245819092
2015-12-04,2.207707405090332
2015-12-07,2.1736488342285156
2015-12-08,2.110398054122925
2015-12-09,2.1219534873962402
2015-12-10,2.095193386077881
2015-12-11,2.1000590324401855
2015-12-14,2.072082281112671
2015-12-15,2.1590523719787598
2015-12-16,2.153578996658325
2015-12-17,2.215613842010498
2015-12-18,2.19858455657959
2015-12-21,2.0349831581115723
2015-12-22,2.017954111099243
2015-12-23,2.0106558799743652
2015-12-24,2.022352695465088
2015-12-28,2.000805377960205
2015-12-29,2.0118870735168457
2015-12-30,1.9971115589141846
2015-12-31,1.9786428213119507
2016-01-04,1.9718708992004395
2016-01-05,1.9552491903305054
2016-01-06,1.885682463645935
2016-01-07,1.8376630544662476
2016-01-08,1.8148845434188843
2016-01-11,1.810575246810913
2016-01-12,1.7927216291427612
2016-01-13,1.805650234222412
2016-01-14,1.7964158058166504
2016-01-15,1.744702696800232
2016-01-18,1.7582465410232544
2016-01-19,1.7280805110931396
2016-01-20,1.6449700593948364
2016-01-21,1.6862177848815918
2016-01-22,1.748396396636963
2016-01-25,1.635119915008545
2016-01-26,1.7046860456466675
2016-01-27,1.6936049461364746
2016-01-28,1.648663878440857
2016-01-29,1.7114585638046265
2016-02-01,1.6782143115997314
2016-02-02,1.5729411840438843
2016-02-03,1.4959869384765625
2016-02-04,1.5396966934204102
2016-02-05,1.6246542930603027
2016-02-08,1.5255372524261475
2016-02-09,1.5076841115951538
2016-02-10,1.5710945129394531
2016-02-11,1.465205430984497
2016-02-12,1.5236905813217163
2016-02-15,1.5864852666854858
2016-02-16,1.5877164602279663
2016-02-17,1.649895191192627
2016-02-18,1.5581657886505127
2016-02-19,1.5150715112686157
2016-02-22,1.582175612449646
2016-02-23,1.5587817430496216
2016-02-24,1.500296711921692
2016-02-25,1.5163030624389648
2016-02-26,1.5674004554748535
2016-02-29,1.6295793056488037
2016-03-01,1.6283292770385742
2016-03-02,1.687711477279663
2016-03-03,1.6964625120162964
2016-03-04,1.6827112436294556
2016-03-07,1.6502068042755127
2016-03-08,1.6477062702178955
2016-03-09,1.6383306980133057
2016-03-10,1.6864614486694336
2016-03-11,1.7914742231369019
2016-03-14,1.7983500957489014
2016-03-15,1.7395930290222168
2016-03-16,1.713964581489563
2016-03-17,1.7108393907546997
2016-03-18,1.7495942115783691
2016-03-21,1.740218162536621
2016-03-22,1.740218162536621
2016-03-23,1.7070889472961426
2016-03-24,1.6733347177505493
2016-03-29,1.6502068042755127
2016-03-30,1.6527073383331299
2016-03-31,1.623328685760498
2016-04-01,1.6314544677734375
2016-04-04,1.5952001810073853
2016-04-05,1.5564451217651367
2016-04-06,1.5564451217651367
2016-04-07,1.5101892948150635
2016-04-08,1.5533195734024048
2016-04-11,1.5795729160308838
2016-04-12,1.5670711994171143
2016-04-13,1.650831937789917
2016-04-14,1.6714597940444946
2016-04-15,1.6739598512649536
2016-04-18,1.6239537000656128
2016-04-19,1.632704496383667
2016-04-20,1.6789606809616089
2016-04-21,1.7464686632156372
2016-04-22,1.7677221298217773
2016-04-25,1.7164649963378906
2016-04-26,1.7783482074737549
2016-04-27,1.757095456123352
2016-04-28,1.7039636373519897
2016-04-29,1.6433310508728027
2016-05-02,1.6245783567428589
2016-05-03,1.538942813873291
2016-05-04,1.5201905965805054
2016-05-05,1.5008134841918945
2016-05-06,1.5189403295516968
2016-05-09,1.4851861000061035
2016-05-10,1.5014383792877197
2016-05-11,1.4958126544952393
2016-05-12,1.4926872253417969
2016-05-13,1.4926872253417969
2016-05-16,1.5020633935928345
2016-05-17,1.5039384365081787
2016-05-18,1.5089391469955444
2016-05-19,1.5251909494400024
2016-05-20,1.5289418697357178
2016-05-23,1.517065167427063
2016-05-24,1.5558202266693115
2016-05-25,1.653332233428955
2016-05-26,1.5820733308792114
2016-05-27,1.5833433866500854
2016-05-30,1.5719114542007446
2016-05-31,1.5604794025421143
2016-06-01,1.5541282892227173
2016-06-02,1.5801681280136108
2016-06-03,1.5223722457885742
2016-06-06,1.5280883312225342
2016-06-07,1.543331265449524
2016-06-08,1.5020487308502197
2016-06-09,1.479819893836975
2016-06-10,1.402335524559021
2016-06-13,1.3591477870941162
2016-06-14,1.3216761350631714
2016-06-15,1.3223110437393188
2016-06-16,1.3083385229110718
2016-06-17,1.3750256299972534
2016-06-20,1.4245647192001343
2016-06-21,1.4169431924819946
2016-06-22,1.4385372400283813
2016-06-23,1.4925217628479004
2016-06-24,1.221962571144104
2016-06-27,1.2029093503952026
2016-06-28,1.2410162687301636
2016-06-29,1.2619750499725342
2016-06-30,1.2492728233337402
2016-07-01,1.2772177457809448
2016-07-04,1.2715017795562744
2016-07-05,1.2467323541641235
2016-07-06,1.22640860080719
2016-07-07,1.2460970878601074
2016-07-08,1.2842040061950684
2016-07-11,1.300081729888916
2016-07-12,1.3547017574310303
2016-07-13,1.374390721321106
2016-07-14,1.3902684450149536
2016-07-15,1.3788365125656128
2016-07-18,1.388363242149353
2016-07-19,1.3858226537704468
2016-07-20,1.3985248804092407
2016-07-21,1.4245647192001343
2016-07-22,1.4010653495788574
2016-07-25,1.40043044090271
2016-07-26,1.3928089141845703
2016-07-27,1.4163082838058472
2016-07-28,1.3654987812042236
2016-07-29,1.427105188369751
2016-08-01,1.4086867570877075
2016-08-02,1.3331079483032227
2016-08-03,1.3426347970962524
2016-08-04,1.3896334171295166
2016-08-05,1.4398072957992554
2016-08-08,1.4633065462112427
2016-08-09,1.4868059158325195
2016-08-10,1.53634512424469
2016-08-11,1.5376152992248535
2016-08-12,1.5401558876037598
2016-08-15,1.543331265449524
2016-08-16,1.5249131917953491
2016-08-17,1.4912519454956055
2016-08-18,1.480454921722412
2016-08-19,1.4512395858764648
2016-08-22,1.463942050933838
2016-08-23,1.485535979270935
2016-08-24,1.5096700191497803
2016-08-25,1.4931573867797852
2016-08-26,1.5052242279052734
2016-08-29,1.4906166791915894
2016-08-30,1.510305404663086
2016-08-31,1.5325344800949097
2016-09-01,1.531264066696167
2016-09-02,1.5547633171081543
2016-09-05,1.5534930229187012
2016-09-06,1.5230075120925903
2016-09-07,1.5534930229187012
2016-09-08,1.5884243249893188
2016-09-09,1.6125589609146118
2016-09-12,1.5744519233703613
2016-09-13,1.546506643295288
2016-09-14,1.543331265449524
2016-09-15,1.5801681280136108
2016-09-16,1.5630197525024414
2016-09-19,1.5350749492645264
2016-09-20,1.5204670429229736
2016-09-21,1.53825044631958
2016-09-22,1.4899816513061523
2016-09-23,1.4340912103652954
2016-09-26,1.4048758745193481
2016-09-27,1.412602424621582
2016-09-28,1.415177583694458
2016-09-29,1.4267669916152954
2016-09-30,1.4480137825012207
2016-10-03,1.4396436214447021
2016-10-04,1.4441508054733276
2016-10-05,1.4898639917373657
2016-10-06,1.526563286781311
2016-10-07,1.5355770587921143
2016-10-10,1.5156179666519165
2016-10-11,1.5078917741775513
2016-10-12,1.5156179666519165
2016-10-13,1.496302604675293
2016-10-14,1.5439471006393433
2016-10-17,1.5806466341018677
2016-10-18,1.6154142618179321
2016-10-19,1.6308664083480835
2016-10-20,1.6727163791656494
2016-10-21,1.6810868978500366
2016-10-24,1.7609238624572754
2016-10-25,1.7448276281356812
2016-10-26,1.7441840171813965
2016-10-27,1.7615678310394287
2016-10-28,1.7731573581695557
2016-10-31,1.7750886678695679
2016-11-01,1.7480469942092896
2016-11-02,1.7171424627304077
2016-11-03,1.7557734251022339
2016-11-04,1.7268000841140747
2016-11-07,1.7738010883331299
2016-11-08,1.7898972034454346
2016-11-09,1.835610270500183
2016-11-10,1.873597264289856
2016-11-11,1.8517063856124878
2016-11-14,1.8916246891021729
2016-11-15,1.8916246891021729
2016-11-16,1.8459118604660034
2016-11-17,1.8575011491775513
2016-11-18,1.8246647119522095
2016-11-21,1.8156510591506958
2016-11-22,1.8202227354049683
2016-11-23,1.834591031074524
2016-11-24,1.8300197124481201
2016-11-25,1.81303870677948
2016-11-28,1.7764642238616943
2016-11-29,1.7751582860946655
2016-11-30,1.791486144065857
2016-12-01,1.820875883102417
2016-12-02,1.8065074682235718
2016-12-05,1.8679001331329346
2016-12-06,1.9965628385543823
2016-12-07,2.0370559692382812
2016-12-08,2.1141231060028076
2016-12-09,2.1167356967926025
2016-12-12,2.10628604888916
2016-12-13,2.1356759071350098
2016-12-14,2.042280673980713
2016-12-15,2.0925703048706055
2016-12-16,2.111510992050171
2016-12-19,2.082120895385742
2016-12-20,2.102367401123047
2016-12-21,2.085386276245117
2016-12-22,2.0860390663146973
2016-12-23,2.076242446899414
2016-12-27,2.0677521228790283
2016-12-28,2.0592615604400635
2016-12-29,2.0507709980010986
2016-12-30,2.0507709980010986
2017-01-02,2.0834269523620605
2017-01-03,2.148085117340088
2017-01-04,2.138941526412964
2017-01-05,2.1650660037994385
2017-01-06,2.160493850708008
2017-01-09,2.150697708129883
2017-01-10,2.1526565551757812
2017-01-11,2.1402478218078613
2017-01-12,2.1350231170654297
2017-01-13,2.185312271118164
2017-01-16,2.1474320888519287
2017-01-17,2.124572992324829
2017-01-18,2.120654344558716
2017-01-19,2.167025089263916
2017-01-20,2.169637680053711
2017-01-23,2.1461257934570312
2017-01-24,2.182699680328369
2017-01-25,2.3231189250946045
2017-01-26,2.287198305130005
2017-01-27,2.287851095199585
2017-01-30,2.2205801010131836
2017-01-31,2.2081713676452637
2017-02-01,2.2205801010131836
2017-02-02,2.2858917713165283
2017-02-03,2.3139753341674805
2017-02-06,2.2604198455810547
2017-02-07,2.218620777130127
2017-02-08,2.194455862045288
2017-02-09,2.212090015411377
2017-02-10,2.1742093563079834
2017-02-13,2.194455862045288
2017-02-14,2.1983742713928223
2017-02-15,2.221233606338501
2017-02-16,2.2284178733825684
2017-02-17,2.1990277767181396
2017-02-20,2.194455862045288
2017-02-21,2.2199270725250244
2017-02-22,2.17551589012146
2017-02-23,2.1350231170654297
2017-02-24,2.097142219543457
2017-02-27,2.112163782119751
2017-02-28,2.153963088989258
2017-03-01,2.223846197128296
2017-03-02,2.2114367485046387
2017-03-03,2.2656452655792236
2017-03-06,2.269563674926758
2017-03-07,2.255195379257202
2017-03-08,2.2767484188079834
2017-03-09,2.3649179935455322
2017-03-10,2.457659959793091
2017-03-13,2.455047845840454
2017-03-14,2.4348011016845703
2017-03-15,2.4922749996185303
2017-03-16,2.5268898010253906
2017-03-17,2.5327677726745605
2017-03-20,2.5144805908203125
2017-03-21,2.5170931816101074
2017-03-22,2.543217658996582
2017-03-23,2.5601985454559326
2017-03-24,2.5601985454559326
2017-03-27,2.5536677837371826
2017-03-28,2.6111409664154053
2017-03-29,2.598079204559326
2017-03-30,2.6320412158966064
2017-03-31,2.631387710571289
2017-04-03,2.5667295455932617
2017-04-04,2.573261022567749
2017-04-05,2.598079204559326
2017-04-06,2.6398777961730957
2017-04-07,2.646409511566162
2017-04-10,2.5667295455932617
2017-04-11,2.535557508468628
2017-04-12,2.485151529312134
2017-04-13,2.4785187244415283
2017-04-18,2.4539794921875
2017-04-19,2.538210391998291
2017-04-20,2.5547914505004883
2017-04-21,2.603207588195801
2017-04-24,2.7166216373443604
2017-04-25,2.7511096000671387
2017-04-26,2.7332024574279785
2017-04-27,2.6755006313323975
2017-04-28,2.765037775039673
2017-05-02,2.794220209121704
2017-05-03,2.8008525371551514
2017-05-04,2.9089601039886475
2017-05-05,2.9374797344207764
