Date,AHT.L
2015-11-26,1078.3099365234375
2015-11-27,1082.3035888671875
2015-11-30,1093.286376953125
2015-12-01,1098.278564453125
2015-12-02,1104.269287109375
2015-12-03,1049.3555908203125
2015-12-04,1050.3536376953125
2015-12-07,1051.352294921875
2015-12-08,1029.3863525390625
2015-12-09,1118.2474365234375
2015-12-10,1099.277099609375
2015-12-11,1086.297119140625
2015-12-14,1075.3145751953125
2015-12-15,1098.278564453125
2015-12-16,1118.2474365234375
2015-12-17,1125.2364501953125
2015-12-18,1108.2628173828125
2015-12-21,1093.286376953125
2015-12-22,1092.2880859375
2015-12-23,1120.2442626953125
2015-12-24,1110.2601318359375
2015-12-29,1126.2347412109375
2015-12-30,1123.2393798828125
2015-12-31,1117.248779296875
2016-01-04,1078.3099365234375
2016-01-05,1095.283447265625
2016-01-06,1065.3302001953125
2016-01-07,1045.3614501953125
2016-01-08,1019.4024047851562
2016-01-11,1018.40380859375
2016-01-12,1024.3946533203125
2016-01-13,1041.36767578125
2016-01-14,995.4779663085938
2016-01-15,958.5343627929688
2016-01-18,948.5498046875
2016-01-19,966.5223388671875
2016-01-20,931.0765380859375
2016-01-21,955.5391235351562
2016-01-22,988.48876953125
2016-01-25,968.5191040039062
2016-01-26,962.5284423828125
2016-01-27,963.5269165039062
2016-01-28,888.6414184570312
2016-01-29,897.6275024414062
2016-02-01,892.135986328125
2016-02-02,886.1452026367188
2016-02-03,876.6597290039062
2016-02-04,897.6275024414062
2016-02-05,894.6322631835938
2016-02-08,826.7360229492188
2016-02-09,823.7406005859375
2016-02-10,797.281005859375
2016-02-11,767.826171875
2016-02-12,803.7711181640625
2016-02-15,820.2460327148438
2016-02-16,834.7237548828125
2016-02-17,861.18310546875
2016-02-18,854.1940307617188
2016-02-19,845.2077026367188
2016-02-22,877.6580200195312
2016-02-23,874.6627197265625
2016-02-24,863.6795043945312
2016-02-25,890.1390380859375
2016-02-26,901.62158203125
2016-02-29,922.58935546875
2016-03-01,841.2137451171875
2016-03-02,849.2015991210938
2016-03-03,863.18017578125
2016-03-04,901.1223754882812
2016-03-07,894.6322631835938
2016-03-08,860.1849365234375
2016-03-09,851.1986083984375
2016-03-10,783.8015747070312
2016-03-11,783.8015747070312
2016-03-14,813.7557983398438
2016-03-15,814.7542114257812
2016-03-16,833.7252807617188
2016-03-17,853.6947631835938
2016-03-18,875.1619873046875
2016-03-21,871.16796875
2016-03-22,877.1588134765625
2016-03-23,859.1863403320312
2016-03-24,823.7406005859375
2016-03-29,849.2015991210938
2016-03-30,868.6716918945312
2016-03-31,862.6810302734375
2016-04-01,856.1910400390625
2016-04-04,843.7100830078125
2016-04-05,824.2398071289062
2016-04-06,833.2260131835938
2016-04-07,830.7299194335938
2016-04-08,838.7177734375
2016-04-11,840.7146606445312
2016-04-12,815.7526245117188
2016-04-13,847.7039794921875
2016-04-14,847.204833984375
2016-04-15,813.256591796875
2016-04-18,815.7526245117188
2016-04-19,845.2077026367188
2016-04-20,858.18798828125
2016-04-21,889.6398315429688
2016-04-22,888.6414184570312
2016-04-25,912.604736328125
2016-04-26,916.5986938476562
2016-04-27,923.5879516601562
2016-04-28,923.0885620117188
2016-04-29,906.114501953125
2016-05-03,892.135986328125
2016-05-04,890.6383666992188
2016-05-05,885.1466674804688
2016-05-06,875.6611328125
2016-05-09,871.6672973632812
2016-05-10,886.6444091796875
2016-05-11,896.1299438476562
2016-05-12,883.1497192382812
2016-05-13,875.1619873046875
2016-05-16,875.1619873046875
2016-05-17,926.083984375
2016-05-18,960.0322265625
2016-05-19,944.056640625
2016-05-20,964.0260620117188
2016-05-23,972.013916015625
2016-05-24,962.5284423828125
2016-05-25,974.0107421875
2016-05-26,980.5008544921875
2016-05-27,984.4949340820312
2016-05-31,974.5100708007812
2016-06-01,959.5330200195312
2016-06-02,978.004638671875
2016-06-03,976.0078125
2016-06-06,983.9955444335938
2016-06-07,986.9909057617188
2016-06-08,984.4949340820312
2016-06-09,979.0031127929688
2016-06-10,958.0352783203125
2016-06-13,955.5391235351562
2016-06-14,983.9955444335938
2016-06-15,996.4765014648438
2016-06-16,958.5343627929688
2016-06-17,992.4827270507812
2016-06-20,1021.4383544921875
2016-06-21,1035.4168701171875
2016-06-22,1033.4197998046875
2016-06-23,1043.4046630859375
2016-06-24,1031.4229736328125
2016-06-27,973.5115966796875
2016-06-28,1006.4611206054688
2016-06-29,1048.3970947265625
2016-06-30,1062.37548828125
2016-07-01,1077.352783203125
2016-07-04,1066.3695068359375
2016-07-05,1052.3909912109375
2016-07-06,1033.4197998046875
2016-07-07,1056.384765625
2016-07-08,1084.34228515625
2016-07-11,1119.2886962890625
2016-07-12,1124.28125
2016-07-13,1113.2979736328125
2016-07-14,1108.305419921875
2016-07-15,1128.2750244140625
2016-07-18,1117.2916259765625
2016-07-19,1118.2901611328125
2016-07-20,1126.2779541015625
2016-07-21,1183.191162109375
2016-07-22,1168.2139892578125
2016-07-25,1190.1800537109375
2016-07-26,1183.191162109375
2016-07-27,1207.1544189453125
2016-07-28,1188.1832275390625
2016-07-29,1194.1739501953125
2016-08-01,1176.201904296875
2016-08-02,1166.2169189453125
2016-08-03,1150.2413330078125
2016-08-04,1174.204833984375
2016-08-05,1195.172607421875
2016-08-08,1199.1666259765625
2016-08-09,1202.162109375
2016-08-10,1215.1422119140625
2016-08-11,1220.3201904296875
2016-08-12,1224.314453125
2016-08-15,1243.288330078125
2016-08-16,1230.30615234375
2016-08-17,1226.311767578125
2016-08-18,1227.310302734375
2016-08-19,1204.341796875
2016-08-22,1213.329833984375
2016-08-23,1241.291015625
2016-08-24,1238.2952880859375
2016-08-25,1255.2716064453125
2016-08-26,1253.2745361328125
2016-08-30,1275.2442626953125
2016-08-31,1263.2608642578125
2016-09-01,1266.2568359375
2016-09-02,1282.23486328125
2016-09-05,1270.2513427734375
2016-09-06,1256.2705078125
2016-09-07,1298.212646484375
2016-09-08,1288.2265625
2016-09-09,1231.3048095703125
2016-09-12,1217.32421875
2016-09-13,1202.344482421875
2016-09-14,1209.3349609375
2016-09-15,1232.3035888671875
2016-09-16,1227.310302734375
2016-09-19,1236.2977294921875
2016-09-20,1214.328125
2016-09-21,1180.375244140625
2016-09-22,1196.35302734375
2016-09-23,1228.30908203125
2016-09-26,1199.348876953125
2016-09-27,1217.32421875
2016-09-28,1231.3048095703125
2016-09-29,1247.28271484375
2016-09-30,1269.252685546875
2016-10-03,1285.2308349609375
2016-10-04,1299.211181640625
2016-10-05,1306.201904296875
2016-10-06,1306.201904296875
2016-10-07,1320.1826171875
2016-10-10,1345.1483154296875
2016-10-11,1331.1673583984375
2016-10-12,1327.1728515625
2016-10-13,1345.1483154296875
2016-10-14,1313.192138671875
2016-10-17,1302.207275390625
2016-10-18,1313.192138671875
2016-10-19,1320.1826171875
2016-10-20,1341.1536865234375
2016-10-21,1323.1783447265625
2016-10-24,1308.1988525390625
2016-10-25,1303.2060546875
2016-10-26,1273.2470703125
2016-10-27,1268.2540283203125
2016-10-28,1261.2633056640625
2016-10-31,1276.242919921875
2016-11-01,1257.269287109375
2016-11-02,1233.3021240234375
2016-11-03,1232.3035888671875
2016-11-04,1215.32666015625
2016-11-07,1230.30615234375
2016-11-08,1240.2923583984375
2016-11-09,1383.095947265625
2016-11-10,1418.0478515625
2016-11-11,1383.095947265625
2016-11-14,1428.0340576171875
2016-11-15,1432.02880859375
2016-11-16,1409.059814453125
2016-11-17,1411.0574951171875
2016-11-18,1405.0654296875
2016-11-21,1418.0478515625
2016-11-22,1444.0120849609375
2016-11-23,1457.992919921875
2016-11-24,1493.943359375
2016-11-25,1497.937744140625
2016-11-28,1482.95849609375
2016-11-29,1508.9224853515625
2016-11-30,1564.845947265625
2016-12-01,1547.8690185546875
2016-12-02,1532.8895263671875
2016-12-05,1537.8826904296875
2016-12-06,1553.861083984375
2016-12-07,1614.777099609375
2016-12-08,1607.78662109375
2016-12-09,1637.745361328125
2016-12-12,1641.739501953125
2016-12-13,1622.7659912109375
2016-12-14,1606.7880859375
2016-12-15,1613.7783203125
2016-12-16,1608.7852783203125
2016-12-19,1531.890869140625
2016-12-20,1557.85546875
2016-12-21,1578.826416015625
2016-12-22,1578.826416015625
2016-12-23,1564.845947265625
2016-12-28,1606.7880859375
2016-12-29,1569.8388671875
2016-12-30,1577.82763671875
2017-01-03,1594.8043212890625
2017-01-04,1589.8111572265625
2017-01-05,1598.7989501953125
2017-01-06,1589.8111572265625
2017-01-09,1580.82373046875
2017-01-10,1598.7989501953125
2017-01-11,1617.77294921875
2017-01-12,1593.8057861328125
2017-01-13,1597.8004150390625
2017-01-16,1611.7811279296875
2017-01-17,1586.8154296875
2017-01-18,1590.8096923828125
2017-01-19,1567.88818359375
2017-01-20,1572.8814697265625
2017-01-23,1562.8951416015625
2017-01-24,1561.896484375
2017-01-25,1591.85595703125
2017-01-26,1646.7821044921875
2017-01-27,1636.7952880859375
2017-01-30,1598.8465576171875
2017-01-31,1603.8399658203125
2017-02-01,1625.810302734375
2017-02-02,1616.822509765625
2017-02-03,1619.8184814453125
2017-02-06,1638.7926025390625
2017-02-07,1630.8035888671875
2017-02-08,1619.8184814453125
2017-02-09,1620.8170166015625
2017-02-10,1641.7884521484375
2017-02-13,1652.7740478515625
2017-02-14,1663.75927734375
2017-02-15,1705.70263671875
2017-02-16,1709.6973876953125
2017-02-17,1701.7081298828125
2017-02-20,1700.70947265625
2017-02-21,1720.6827392578125
2017-02-22,1707.6998291015625
2017-02-23,1680.736328125
2017-02-24,1632.8011474609375
2017-02-27,1646.7821044921875
2017-02-28,1653.7728271484375
2017-03-01,1748.64501953125
2017-03-02,1722.6796875
2017-03-03,1718.6854248046875
2017-03-06,1741.654296875
2017-03-07,1707.6998291015625
2017-03-08,1691.7215576171875
2017-03-09,1656.768798828125
2017-03-10,1675.742919921875
2017-03-13,1695.71630859375
2017-03-14,1706.7012939453125
2017-03-15,1700.70947265625
2017-03-16,1703.705322265625
2017-03-17,1681.735107421875
2017-03-20,1681.735107421875
2017-03-21,1646.7821044921875
2017-03-22,1605.837158203125
2017-03-23,1646.7821044921875
2017-03-24,1606.8360595703125
2017-03-27,1586.86279296875
2017-03-28,1601.8426513671875
2017-03-29,1635.7967529296875
2017-03-30,1675.742919921875
2017-03-31,1650.776611328125
2017-04-03,1639.79150390625
2017-04-04,1667.753662109375
2017-04-05,1679.73779296875
2017-04-06,1676.7415771484375
2017-04-07,1688.7254638671875
2017-04-10,1679.73779296875
2017-04-11,1683.7322998046875
2017-04-12,1675.742919921875
2017-04-13,1649.778076171875
2017-04-18,1596.8492431640625
2017-04-19,1621.815673828125
2017-04-20,1577.8746337890625
2017-04-21,1581.86962890625
2017-04-24,1622.814453125
2017-04-25,1644.7845458984375
2017-04-26,1663.75927734375
2017-04-27,1624.8116455078125
2017-04-28,1628.806396484375
2017-05-02,1599.8453369140625
2017-05-03,1558.900634765625
2017-05-04,1578.87353515625
2017-05-05,1607.8345947265625
2017-05-08,1588.860107421875
2017-05-09,1597.847900390625
2017-05-10,1623.8128662109375
2017-05-11,1618.8199462890625
2017-05-12,1594.8519287109375
2017-05-15,1604.83837890625
2017-05-16,1619.8184814453125
2017-05-17,1557.9019775390625
2017-05-18,1539.9261474609375
2017-05-19,1564.892578125
2017-05-22,1567.88818359375
2017-05-23,1561.896484375
2017-05-24,1555.904541015625
2017-05-25,1555.904541015625
2017-05-26,1567.88818359375
2017-05-30,1568.886962890625
2017-05-31,1563.8939208984375
2017-06-01,1592.854736328125
2017-06-02,1605.837158203125
2017-06-05,1584.865234375
2017-06-06,1582.8682861328125
2017-06-07,1589.858642578125
2017-06-08,1637.794189453125
2017-06-09,1632.8011474609375
2017-06-12,1638.7926025390625
2017-06-13,1597.847900390625
2017-06-14,1574.8790283203125
2017-06-15,1597.847900390625
2017-06-16,1608.833251953125
2017-06-19,1619.8184814453125
2017-06-20,1588.860107421875
2017-06-21,1587.861572265625
2017-06-22,1578.87353515625
2017-06-23,1617.821044921875
2017-06-26,1609.28125
2017-06-27,1596.2921142578125
2017-06-28,1584.865234375
2017-06-29,1578.87353515625
2017-06-30,1586.86279296875
2017-07-03,1581.86962890625
2017-07-04,1562.8951416015625
2017-07-05,1583.866455078125
2017-07-06,1548.913818359375
2017-07-07,1541.9232177734375
2017-07-10,1564.892578125
2017-07-11,1564.892578125
2017-07-12,1562.8951416015625
2017-07-13,1584.865234375
2017-07-14,1578.87353515625
2017-07-17,1632.8011474609375
2017-07-18,1628.806396484375
2017-07-19,1656.768798828125
2017-07-20,1707.6998291015625
2017-07-21,1685.729736328125
2017-07-24,1665.7564697265625
2017-07-25,1657.767578125
2017-07-26,1662.7606201171875
2017-07-27,1657.767578125
2017-07-28,1629.8046875
2017-07-31,1626.80908203125
2017-08-01,1657.767578125
2017-08-02,1614.8251953125
2017-08-03,1634.7982177734375
2017-08-04,1641.7884521484375
2017-08-07,1661.7618408203125
2017-08-08,1656.768798828125
2017-08-09,1620.8170166015625
2017-08-10,1579.8719482421875
2017-08-11,1578.87353515625
2017-08-14,1574.8790283203125
2017-08-15,1587.861572265625
2017-08-16,1611.8292236328125
2017-08-17,1578.09716796875
2017-08-18,1569.108154296875
2017-08-21,1571.1058349609375
2017-08-22,1593.079345703125
2017-08-23,1590.0828857421875
2017-08-24,1581.09375
2017-08-25,1584.0899658203125
2017-08-29,1593.079345703125
2017-08-30,1669.986572265625
2017-08-31,1660.997314453125
2017-09-01,1702.947021484375
2017-09-04,1700.949462890625
2017-09-05,1690.961181640625
2017-09-06,1655.00439453125
2017-09-07,1681.9722900390625
2017-09-08,1692.9586181640625
2017-09-11,1681.9722900390625
2017-09-12,1756.8818359375
2017-09-13,1766.8695068359375
2017-09-14,1758.87939453125
2017-09-15,1735.9072265625
2017-09-18,1767.8681640625
2017-09-19,1782.8505859375
2017-09-20,1760.876953125
2017-09-21,1780.852783203125
2017-09-22,1782.8505859375
2017-09-25,1757.880615234375
2017-09-26,1756.8818359375
2017-09-27,1758.87939453125
2017-09-28,1800.828857421875
2017-09-29,1796.8338623046875
2017-10-02,1789.8421630859375
2017-10-03,1848.7711181640625
2017-10-04,1837.7840576171875
2017-10-05,1837.7840576171875
2017-10-06,1842.7783203125
2017-10-09,1844.77587890625
2017-10-10,1848.7711181640625
2017-10-11,1850.7686767578125
2017-10-12,1862.754150390625
2017-10-13,1858.7589111328125
2017-10-16,1856.761474609375
2017-10-17,1846.773681640625
2017-10-18,1871.7432861328125
2017-10-19,1882.7301025390625
2017-10-20,1876.7373046875
2017-10-23,1883.7286376953125
2017-10-24,1903.70458984375
2017-10-25,1923.6806640625
2017-10-26,1945.6541748046875
2017-10-27,1939.66162109375
2017-10-30,1937.66357421875
2017-10-31,1937.66357421875
2017-11-01,1923.6806640625
2017-11-02,1931.6707763671875
2017-11-03,1974.6190185546875
2017-11-06,1960.63623046875
2017-11-07,1943.6566162109375
2017-11-08,1964.631103515625
2017-11-09,1923.6806640625
2017-11-10,1905.7022705078125
2017-11-13,1887.7239990234375
2017-11-14,1896.7132568359375
2017-11-15,1878.7347412109375
2017-11-16,1898.7105712890625
2017-11-17,1908.698486328125
2017-11-20,1933.6683349609375
2017-11-21,1933.6683349609375
2017-11-22,1897.7117919921875
2017-11-23,1920.6842041015625
2017-11-24,1916.6890869140625
2017-11-27,1901.70703125
2017-11-28,1946.6529541015625
2017-11-29,1926.6768798828125
2017-11-30,1896.7132568359375
2017-12-01,1901.70703125
2017-12-04,1951.6468505859375
2017-12-05,1954.643310546875
2017-12-06,1968.6263427734375
2017-12-07,1975.617919921875
2017-12-08,2016.5687255859375
2017-12-11,2016.5687255859375
2017-12-12,2057.519287109375
2017-12-13,1971.312255859375
2017-12-14,1919.6854248046875
2017-12-15,1891.7191162109375
2017-12-18,1944.6552734375
2017-12-19,1953.6444091796875
2017-12-20,1966.628662109375
2017-12-21,1974.6190185546875
2017-12-22,1941.6590576171875
2017-12-27,1960.63623046875
2017-12-28,1966.628662109375
2017-12-29,1989.6009521484375
2018-01-02,1963.6324462890625
2018-01-03,2001.586669921875
2018-01-04,2016.5687255859375
2018-01-05,2012.5733642578125
2018-01-08,2017.5672607421875
2018-01-09,2045.533447265625
2018-01-10,2050.527587890625
2018-01-11,2070.503662109375
2018-01-12,2102.465087890625
2018-01-15,2105.4609375
2018-01-16,2132.4287109375
2018-01-17,2143.41552734375
2018-01-18,2131.484619140625
2018-01-19,2133.48291015625
2018-01-22,2126.490478515625
2018-01-23,2149.4638671875
2018-01-24,2083.54150390625
2018-01-25,2069.557861328125
2018-01-26,2121.49658203125
2018-01-29,2132.4833984375
2018-01-30,2106.5146484375
2018-01-31,2102.51904296875
2018-02-01,2082.542724609375
2018-02-02,2031.6026611328125
2018-02-05,2032.6015625
2018-02-06,1995.644775390625
2018-02-07,2053.576904296875
2018-02-08,1952.695556640625
2018-02-09,1960.1868896484375
2018-02-12,1999.6400146484375
2018-02-13,1992.149169921875
2018-02-14,2002.636962890625
2018-02-15,2017.6190185546875
2018-02-16,2028.60595703125
2018-02-19,2015.62158203125
2018-02-20,2062.56640625
2018-02-21,2080.544921875
2018-02-22,2047.5833740234375
2018-02-23,2050.580078125
2018-02-26,2067.56005859375
2018-02-27,2105.514892578125
2018-02-28,2111.50830078125
2018-03-01,2031.6026611328125
2018-03-02,1996.1446533203125
2018-03-05,2026.6083984375
2018-03-06,1915.2401123046875
2018-03-07,1913.74169921875
2018-03-08,1942.2078857421875
2018-03-09,2007.630859375
2018-03-12,1995.1456298828125
2018-03-13,1997.143310546875
2018-03-14,1982.66015625
2018-03-15,2004.634521484375
2018-03-16,1992.149169921875
2018-03-19,1968.17724609375
2018-03-20,1980.66259765625
2018-03-21,1955.19287109375
2018-03-22,1910.7452392578125
2018-03-23,1905.7510986328125
2018-03-26,1906.7498779296875
2018-03-27,1938.212646484375
2018-03-28,1935.7158203125
2018-03-29,1937.7132568359375
2018-04-03,1924.2293701171875
2018-04-04,1908.7474365234375
2018-04-05,1972.1728515625
2018-04-06,1974.1702880859375
2018-04-09,1976.1680908203125
2018-04-10,2020.6153564453125
2018-04-11,2009.6287841796875
2018-04-12,2028.60595703125
2018-04-13,2057.572021484375
2018-04-16,2050.580078125
2018-04-17,2080.544921875
2018-04-18,2099.5224609375
2018-04-19,2066.56103515625
2018-04-20,2068.558837890625
2018-04-23,2091.5322265625
2018-04-24,2112.507568359375
2018-04-25,2007.630859375
2018-04-26,2029.604736328125
2018-04-27,2052.577880859375
2018-04-30,2030.603515625
2018-05-01,2025.609619140625
2018-05-02,2060.568603515625
2018-05-03,2049.581298828125
2018-05-04,2084.54052734375
2018-05-08,2155.4560546875
2018-05-09,2197.406982421875
2018-05-10,2229.369140625
2018-05-11,2228.37060546875
2018-05-14,2236.361083984375
2018-05-15,2249.345947265625
2018-05-16,2277.31298828125
2018-05-17,2293.29345703125
2018-05-18,2294.29248046875
2018-05-21,2348.229248046875
2018-05-22,2359.2158203125
2018-05-23,2307.27734375
2018-05-24,2317.265625
2018-05-25,2331.248779296875
2018-05-29,2297.28857421875
2018-05-30,2298.2880859375
2018-05-31,2328.253173828125
2018-06-01,2347.22998046875
2018-06-04,2358.21728515625
2018-06-05,2366.207763671875
2018-06-06,2386.184326171875
2018-06-07,2395.173583984375
2018-06-08,2372.2001953125
2018-06-11,2397.1708984375
2018-06-12,2345.23193359375
2018-06-13,2369.2041015625
2018-06-14,2381.18994140625
2018-06-15,2368.205322265625
2018-06-18,2369.2041015625
2018-06-19,2264.32763671875
2018-06-20,2308.2763671875
2018-06-21,2243.352783203125
2018-06-22,2249.345947265625
2018-06-25,2210.392333984375
2018-06-26,2209.392822265625
2018-06-27,2241.35546875
2018-06-28,2221.37890625
2018-06-29,2270.3212890625
2018-07-02,2203.3994140625
2018-07-03,2208.394287109375
2018-07-04,2182.424560546875
2018-07-05,2228.37060546875
2018-07-06,2252.34228515625
2018-07-09,2308.2763671875
2018-07-10,2334.24609375
2018-07-11,2346.2314453125
2018-07-12,2340.23876953125
2018-07-13,2352.224853515625
2018-07-16,2342.455810546875
2018-07-17,2356.219482421875
2018-07-18,2409.15673828125
2018-07-19,2337.241943359375
2018-07-20,2310.2734375
2018-07-23,2322.25927734375
2018-07-24,2346.2314453125
2018-07-25,2304.28076171875
2018-07-26,2358.21728515625
2018-07-27,2368.205322265625
2018-07-30,2350.22705078125
2018-07-31,2338.24072265625
2018-08-01,2279.310302734375
2018-08-02,2265.32666015625
2018-08-03,2302.283447265625
2018-08-06,2330.25
2018-08-07,2345.23193359375
2018-08-08,2407.15966796875
2018-08-09,2406.1611328125
2018-08-10,2390.179443359375
2018-08-13,2389.180419921875
2018-08-14,2372.2001953125
2018-08-15,2323.25830078125
2018-08-16,2319.53759765625
2018-08-17,2319.53759765625
2018-08-20,2346.509033203125
2018-08-21,2347.5078125
2018-08-22,2350.505126953125
2018-08-23,2367.487060546875
2018-08-24,2374.479248046875
2018-08-28,2412.438720703125
2018-08-29,2394.458251953125
2018-08-30,2384.468505859375
2018-08-31,2359.494873046875
2018-09-03,2397.45458984375
2018-09-04,2404.447265625
2018-09-05,2358.496337890625
2018-09-06,2316.540771484375
2018-09-07,2255.60498046875
2018-09-10,2277.582275390625
2018-09-11,2395.456787109375
2018-09-12,2384.468505859375
2018-09-13,2331.524658203125
2018-09-14,2391.461181640625
2018-09-17,2337.518310546875
2018-09-18,2322.5341796875
2018-09-19,2323.533203125
2018-09-20,2310.546630859375
2018-09-21,2354.500244140625
2018-09-24,2336.519775390625
2018-09-25,2363.490966796875
2018-09-26,2381.4716796875
2018-09-27,2418.43212890625
2018-09-28,2434.416259765625
2018-10-01,2435.41455078125
2018-10-02,2355.498779296875
2018-10-03,2393.458984375
2018-10-04,2339.51611328125
2018-10-05,2299.55908203125
2018-10-08,2178.6875
2018-10-09,2184.680419921875
2018-10-10,2051.82177734375
2018-10-11,1976.9010009765625
2018-10-12,1992.3848876953125
2018-10-15,1970.407958984375
2018-10-16,2058.814208984375
2018-10-17,2001.8746337890625
2018-10-18,1934.4464111328125
2018-10-19,1897.9849853515625
2018-10-22,1881.5025634765625
2018-10-23,1816.0718994140625
2018-10-24,1813.57470703125
2018-10-25,1841.0455322265625
2018-10-26,1810.078369140625
2018-10-29,1848.53759765625
2018-10-30,1855.0306396484375
2018-10-31,1933.4473876953125
2018-11-01,1946.9329833984375
2018-11-02,1961.9169921875
2018-11-05,1875.5087890625
2018-11-06,1883.0008544921875
2018-11-07,1945.9339599609375
2018-11-08,1924.9561767578125
2018-11-09,1897.9849853515625
2018-11-12,1897.4854736328125
2018-11-13,1942.437744140625
2018-11-14,1900.482421875
2018-11-15,1884.49951171875
2018-11-16,1876.00830078125
2018-11-19,1796.0931396484375
2018-11-20,1706.6881103515625
2018-11-21,1750.6416015625
2018-11-22,1728.1654052734375
2018-11-23,1752.63916015625
2018-11-26,1791.0985107421875
2018-11-27,1770.120849609375
2018-11-28,1725.6680908203125
2018-11-29,1793.5958251953125
2018-11-30,1757.134765625
2018-12-03,1826.5609130859375
2018-12-04,1774.11669921875
2018-12-05,1670.726318359375
2018-12-06,1619.2808837890625
2018-12-07,1623.276611328125
2018-12-10,1604.796142578125
2018-12-11,1662.2353515625
2018-12-12,1745.6466064453125
2018-12-13,1733.6593017578125
2018-12-14,1718.1759033203125
2018-12-17,1651.74658203125
2018-12-18,1654.243896484375
2018-12-19,1654.7432861328125
2018-12-20,1605.795166015625
2018-12-21,1599.8016357421875
2018-12-24,1641.257568359375
2018-12-27,1584.8173828125
2018-12-28,1638.2608642578125
2018-12-31,1635.263916015625
2019-01-02,1656.24169921875
2019-01-03,1613.78662109375
2019-01-04,1700.195068359375
2019-01-07,1751.6400146484375
2019-01-08,1835.551513671875
2019-01-09,1868.016845703125
2019-01-10,1882.501708984375
2019-01-11,1881.0030517578125
2019-01-14,1863.0223388671875
2019-01-15,1892.9901123046875
2019-01-16,1905.9764404296875
2019-01-17,1867.0814208984375
2019-01-18,1950.9952392578125
2019-01-21,1940.50634765625
2019-01-22,1926.0211181640625
2019-01-23,1868.08056640625
2019-01-24,1897.0509033203125
2019-01-25,1920.02734375
2019-01-28,1932.0147705078125
2019-01-29,1942.50390625
2019-01-30,1947.998291015625
2019-01-31,1926.5205078125
2019-02-01,1964.98095703125
2019-02-04,1961.98388671875
2019-02-05,2002.942138671875
2019-02-06,2007.9366455078125
2019-02-07,1956.9891357421875
2019-02-08,1926.5205078125
2019-02-11,1967.977783203125
2019-02-12,1980.4652099609375
2019-02-13,2004.9398193359375
2019-02-14,2003.9407958984375
2019-02-15,2030.9129638671875
2019-02-18,2016.927490234375
2019-02-19,2007.9366455078125
2019-02-20,2024.919189453125
2019-02-21,2037.9061279296875
2019-02-22,2054.888671875
2019-02-25,2055.8876953125
2019-02-26,2031.9122314453125
2019-02-27,1992.9522705078125
2019-02-28,2000.9439697265625
2019-03-01,2044.8985595703125
2019-03-04,2063.879150390625
2019-03-05,2034.9090576171875
2019-03-06,2024.919189453125
2019-03-07,1974.9705810546875
2019-03-08,1895.0528564453125
2019-03-11,1919.5277099609375
2019-03-12,1902.545166015625
2019-03-13,1923.02392578125
2019-03-14,1915.5318603515625
2019-03-15,1927.5194091796875
2019-03-18,1929.517333984375
2019-03-19,1960.485595703125
2019-03-20,1902.045654296875
2019-03-21,1934.512451171875
2019-03-22,1858.0909423828125
2019-03-25,1825.6241455078125
2019-03-26,1803.646728515625
2019-03-27,1807.143310546875
2019-03-28,1825.6241455078125
2019-03-29,1850.598388671875
2019-04-01,1911.5360107421875
2019-04-02,1936.0108642578125
2019-04-03,1966.97900390625
2019-04-04,2006.937744140625
2019-04-05,2030.9129638671875
2019-04-08,2011.9324951171875
2019-04-09,1993.4517822265625
