Date,NTRS
2015-08-03,58.54450225830078
2015-08-04,58.987667083740234
2015-08-05,58.99530792236328
2015-08-06,58.94945526123047
2015-08-07,59.339141845703125
2015-08-10,60.003902435302734
2015-08-11,59.346763610839844
2015-08-12,58.52921676635742
2015-08-13,58.82720947265625
2015-08-14,59.36970138549805
2015-08-17,59.316226959228516
2015-08-18,59.293304443359375
2015-08-19,59.09463119506836
2015-08-20,57.32960510253906
2015-08-21,55.411720275878906
2015-08-24,51.31621170043945
2015-08-25,49.85679626464844
2015-08-26,51.97332763671875
2015-08-27,53.53971862792969
2015-08-28,53.59318923950195
2015-08-31,53.36396408081055
2015-09-01,51.95805358886719
2015-09-02,52.948974609375
2015-09-03,53.333045959472656
2015-09-04,52.44966125488281
2015-09-08,54.193382263183594
2015-09-09,53.51740264892578
2015-09-10,53.694061279296875
2015-09-11,53.793949127197266
2015-09-14,53.7862434387207
2015-09-15,54.37774658203125
2015-09-16,54.37774658203125
2015-09-17,53.325382232666016
2015-09-18,51.5662956237793
2015-09-21,52.53415298461914
2015-09-22,51.72759246826172
2015-09-23,51.842830657958984
2015-09-24,51.55861282348633
2015-09-25,53.041160583496094
2015-09-28,51.58164978027344
2015-09-29,51.65847396850586
2015-09-30,52.35749816894531
2015-10-01,52.39588928222656
2015-10-02,51.76601791381836
2015-10-05,52.83375549316406
2015-10-06,52.503421783447266
2015-10-07,53.00274658203125
2015-10-08,53.09492874145508
2015-10-09,52.603302001953125
2015-10-12,52.84912109375
2015-10-13,52.57255935668945
2015-10-14,51.98878479003906
2015-10-15,53.34840774536133
2015-10-16,53.08723068237305
2015-10-19,52.49574279785156
2015-10-20,53.440589904785156
2015-10-21,51.12074661254883
2015-10-22,52.311397552490234
2015-10-23,53.13331985473633
2015-10-26,52.92592239379883
2015-10-27,52.948974609375
2015-10-28,54.877044677734375
2015-10-29,54.554405212402344
2015-10-30,54.070472717285156
2015-11-02,54.76181411743164
2015-11-03,55.09981918334961
2015-11-04,55.43778991699219
2015-11-05,56.29045867919922
2015-11-06,57.588623046875
2015-11-09,56.87424087524414
2015-11-10,57.473392486572266
2015-11-11,57.57327651977539
2015-11-12,56.80508804321289
2015-11-13,56.25202560424805
2015-11-16,56.85118103027344
2015-11-17,56.82815933227539
2015-11-18,58.19548797607422
2015-11-19,57.918922424316406
2015-11-20,58.103309631347656
2015-11-23,57.76529312133789
2015-11-24,57.688499450683594
2015-11-25,57.61167907714844
2015-11-27,58.0264778137207
2015-11-30,57.565589904785156
2015-12-01,57.62704849243164
2015-12-02,57.27198028564453
2015-12-03,56.1682243347168
2015-12-04,58.298553466796875
2015-12-07,57.58844757080078
2015-12-08,57.364601135253906
2015-12-09,55.94438552856445
2015-12-10,55.67422103881836
2015-12-11,54.11507797241211
2015-12-14,54.05332946777344
2015-12-15,56.098758697509766
2015-12-16,57.15620803833008
2015-12-17,55.55073165893555
2015-12-18,54.07646560668945
2015-12-21,54.917816162109375
2015-12-22,55.604766845703125
2015-12-23,56.42292785644531
2015-12-24,56.31486892700195
2015-12-28,56.26857376098633
2015-12-29,56.79343032836914
2015-12-30,56.21453094482422
2015-12-31,55.64334487915039
2016-01-04,54.48558807373047
2016-01-05,54.562747955322266
2016-01-06,53.26603698730469
2016-01-07,51.85352325439453
2016-01-08,50.88868713378906
2016-01-11,50.85782241821289
2016-01-12,51.182010650634766
2016-01-13,49.977901458740234
2016-01-14,50.74205017089844
2016-01-15,49.229209899902344
2016-01-19,49.3449821472168
