Date,BPE.MI
2015-08-24,3.422112464904785
2015-08-25,3.745985984802246
2015-08-26,3.7197906970977783
2015-08-27,3.817429542541504
2015-08-28,3.6983580589294434
2015-08-31,3.638822317123413
2015-09-01,3.643585443496704
2015-09-02,3.679306983947754
2015-09-03,3.7769453525543213
2015-09-04,3.6102454662323
2015-09-07,3.700739622116089
2015-09-08,3.7793266773223877
2015-09-09,3.786471128463745
2015-09-10,3.7507495880126953
2015-09-11,3.743605375289917
2015-09-14,3.6935954093933105
2015-09-15,3.786471128463745
2015-09-16,3.7555124759674072
2015-09-17,3.6816883087158203
2015-09-18,3.6269149780273438
2015-09-21,3.6531107425689697
2015-09-22,3.5197513103485107
2015-09-23,3.5197513103485107
2015-09-24,3.436401128768921
2015-09-25,3.5530905723571777
2015-09-28,3.4625964164733887
2015-09-29,3.4625964164733887
2015-09-30,3.510225534439087
2015-10-01,3.5149879455566406
2015-10-02,3.5816683769226074
2015-10-05,3.6531107425689697
2015-10-06,3.6150081157684326
2015-10-07,3.6197705268859863
2015-10-08,3.6935954093933105
2015-10-09,3.686450719833374
2015-10-12,3.6412034034729004
2015-10-13,3.660254955291748
2015-10-14,3.660254955291748
2015-10-15,3.7555124759674072
2015-10-16,3.760274887084961
2015-10-19,3.8055226802825928
2015-10-20,3.7221720218658447
2015-10-21,3.6935954093933105
2015-10-22,3.669780969619751
2015-10-23,3.643585443496704
2015-10-26,3.607863426208496
2015-10-27,3.6007189750671387
2015-10-28,3.638822317123413
2015-10-29,3.5292770862579346
2015-10-30,3.4983181953430176
2015-11-02,3.4483089447021484
2015-11-03,3.369720458984375
2015-11-04,3.3459067344665527
2015-11-05,3.3220925331115723
2015-11-06,3.3935348987579346
2015-11-09,3.3339993953704834
2015-11-10,3.3744843006134033
2015-11-11,3.4483089447021484
2015-11-12,3.441164493560791
2015-11-13,3.4983181953430176
2015-11-16,3.4625964164733887
2015-11-17,3.4983181953430176
2015-11-18,3.4292569160461426
2015-11-19,3.4387824535369873
2015-11-20,3.3792474269866943
2015-11-23,3.4602153301239014
2015-11-24,3.400679588317871
2015-11-25,3.4578335285186768
2015-11-26,3.493556022644043
2015-11-27,3.4554522037506104
2015-11-30,3.4649791717529297
2015-12-01,3.5530905723571777
2015-12-02,3.555471897125244
2015-12-03,3.424494504928589
2015-12-04,3.4340198040008545
2015-12-07,3.4078242778778076
2015-12-08,3.300659656524658
2015-12-09,3.272082567214966
2015-12-10,3.2768452167510986
2015-12-11,3.1530117988586426
2015-12-14,3.0863308906555176
2015-12-15,3.295896530151367
2015-12-16,3.303041458129883
2015-12-17,3.3768653869628906
2015-12-18,3.3649582862854004
2015-12-21,3.3220925331115723
2015-12-22,3.310185432434082
2015-12-23,3.395916700363159
2015-12-28,3.3911540508270264
2015-12-29,3.400679588317871
2015-12-30,3.353050470352173
2015-12-31,3.353050470352173
2016-01-04,3.2292168140411377
2016-01-05,3.2697012424468994
2016-01-06,3.124433994293213
2016-01-07,3.0529909133911133
2016-01-08,2.983928918838501
2016-01-11,2.9863109588623047
2016-01-12,2.962495803833008
2016-01-13,3.0529909133911133
2016-01-14,3.1053824424743652
2016-01-15,2.9458272457122803
2016-01-18,2.6886324882507324
2016-01-19,2.6767256259918213
2016-01-20,2.481448173522949
2016-01-21,2.75531268119812
2016-01-22,2.724353790283203
2016-01-25,2.652911424636841
2016-01-26,2.807703971862793
2016-01-27,2.6933956146240234
2016-01-28,2.490973711013794
2016-01-29,2.619570732116699
2016-02-01,2.555272340774536
2016-02-02,2.3814284801483154
2016-02-03,2.1842455863952637
2016-02-04,2.192819118499756
2016-02-05,2.147095203399658
2016-02-08,1.890854001045227
2016-02-09,1.8498936891555786
2016-02-10,1.9775376319885254
2016-02-11,1.787976622581482
2016-02-12,1.9937317371368408
2016-02-15,2.195676565170288
2016-02-16,2.3023643493652344
2016-02-17,2.357614278793335
2016-02-18,2.34332537651062
2016-02-19,2.2032973766326904
2016-02-22,2.426675319671631
2016-02-23,2.334751844406128
2016-02-24,2.1861512660980225
2016-02-25,2.2404472827911377
2016-02-26,2.282360792160034
2016-02-29,2.243305206298828
2016-03-01,2.2766451835632324
2016-03-02,2.3885724544525146
2016-03-03,2.347135305404663
2016-03-04,2.356661319732666
2016-03-07,2.2347323894500732
2016-03-08,2.2023448944091797
2016-03-09,2.227112054824829
2016-03-10,2.2471160888671875
2016-03-11,2.433819532394409
2016-03-14,2.4671597480773926
2016-03-15,2.38619065284729
2016-03-16,2.3814284801483154
2016-03-17,2.2242534160614014
2016-03-18,2.2490200996398926
2016-03-21,2.2690248489379883
2016-03-22,2.263309955596924
2016-03-23,2.2299695014953613
2016-03-24,2.1690049171447754
2016-03-29,2.079463005065918
2016-03-30,2.0585062503814697
2016-03-31,1.9927787780761719
2016-04-01,1.9937317371368408
2016-04-04,2.0289766788482666
2016-04-05,1.9137156009674072
2016-04-06,1.903236985206604
2016-04-07,1.790833830833435
2016-04-08,2.0470752716064453
2016-04-11,2.1461434364318848
2016-04-12,2.0604116916656494
2016-04-13,2.296649694442749
2016-04-14,2.400480031967163
2016-04-15,2.347135305404663
2016-04-18,2.407623767852783
2016-04-19,2.327131509780884
2016-04-20,2.395716905593872
2016-04-21,2.471921920776367
2016-04-22,2.4838292598724365
2016-04-25,2.3980984687805176
2016-04-26,2.4766852855682373
2016-04-27,2.4385826587677
2016-04-28,2.533839702606201
2016-04-29,2.4314379692077637
2016-05-02,2.342372179031372
2016-05-03,2.2394955158233643
2016-05-04,2.214728593826294
2016-05-05,2.15281081199646
2016-05-06,2.195676565170288
2016-05-09,2.096609354019165
2016-05-10,2.0908937454223633
2016-05-11,2.085178852081299
2016-05-12,2.052791118621826
2016-05-13,2.0499329566955566
2016-05-16,2.0813682079315186
2016-05-17,2.052791118621826
2016-05-18,2.196629285812378
2016-05-19,2.0937516689300537
2016-05-20,2.1204233169555664
2016-05-23,2.078521728515625
2016-05-24,2.2422304153442383
2016-05-25,2.3542935848236084
2016-05-26,2.3084936141967773
2016-05-27,2.314340829849243
2016-05-30,2.3367538452148438
2016-05-31,2.2159204483032227
2016-06-01,2.1204237937927246
2016-06-02,2.1876611709594727
2016-06-03,2.0999600887298584
2016-06-06,2.0902154445648193
2016-06-07,2.1876611709594727
2016-06-08,2.117499828338623
2016-06-09,2.1574530601501465
2016-06-10,2.0161564350128174
2016-06-13,1.8933738470077515
2016-06-14,1.8397786617279053
2016-06-15,1.8339323997497559
2016-06-16,1.7861837148666382
2016-06-17,1.963536024093628
2016-06-20,2.052210807800293
2016-06-21,2.1048319339752197
2016-06-22,2.096062183380127
2016-06-23,2.256847620010376
2016-06-24,1.7014058828353882
2016-06-27,1.683866024017334
2016-06-28,1.643912434577942
2016-06-29,1.554262399673462
2016-06-30,1.5971388816833496
2016-07-01,1.5201562643051147
2016-07-04,1.4178380966186523
2016-07-05,1.418812870979309
2016-07-06,1.3174687623977661
2016-07-07,1.2580265998840332
2016-07-08,1.46168851852417
2016-07-11,1.529901146888733
2016-07-12,1.6546318531036377
2016-07-13,1.5718028545379639
2016-07-14,1.6390407085418701
2016-07-15,1.6585296392440796
2016-07-18,1.6682745218276978
2016-07-19,1.6526826620101929
2016-07-20,1.6702229976654053
2016-07-21,1.7238181829452515
2016-07-22,1.7111502885818481
2016-07-25,1.6653507947921753
2016-07-26,1.67314612865448
2016-07-27,1.750128984451294
2016-07-28,1.6955589056015015
2016-07-29,1.7881330251693726
2016-08-01,1.6867889165878296
2016-08-02,1.4782544374465942
2016-08-03,1.537696361541748
2016-08-04,1.545492172241211
2016-08-05,1.7472054958343506
2016-08-08,1.715047836303711
2016-08-09,1.7491542100906372
2016-08-10,1.7384355068206787
2016-08-11,1.7374608516693115
2016-08-12,1.713099718093872
2016-08-16,1.700431227684021
2016-08-17,1.6370913982391357
2016-08-18,1.666325330734253
2016-08-19,1.5698537826538086
2016-08-22,1.5805728435516357
2016-08-23,1.6711976528167725
2016-08-24,1.7072522640228271
2016-08-25,1.6575549840927124
2016-08-26,1.67314612865448
2016-08-29,1.6234488487243652
2016-08-30,1.6692484617233276
2016-08-31,1.680942416191101
2016-09-01,1.7121248245239258
2016-09-02,1.7355116605758667
2016-09-05,1.7355116605758667
2016-09-06,1.7043291330337524
2016-09-07,1.761821985244751
2016-09-08,1.7647453546524048
2016-09-09,1.7296650409698486
2016-09-12,1.6965333223342896
2016-09-13,1.6517086029052734
2016-09-14,1.6585296392440796
2016-09-15,1.6526826620101929
2016-09-16,1.5961644649505615
2016-09-19,1.6205254793167114
2016-09-20,1.5513391494750977
2016-09-21,1.6244233846664429
2016-09-22,1.6283211708068848
2016-09-23,1.5805728435516357
2016-09-26,1.5552369356155396
2016-09-27,1.5308754444122314
2016-09-28,1.5649818181991577
2016-09-29,1.5679051876068115
2016-09-30,1.613704800605774
2016-10-03,1.5766751766204834
2016-10-04,1.5718028545379639
2016-10-05,1.6507339477539062
2016-10-06,1.6556063890457153
2016-10-07,1.6322187185287476
2016-10-10,1.690686583518982
2016-10-11,1.7930052280426025
2016-10-12,1.8329578638076782
2016-10-13,1.7530518770217896
2016-10-14,1.844651222229004
2016-10-17,1.8836299180984497
2016-10-18,1.9801013469696045
2016-10-19,2.0746238231658936
2016-10-20,2.069751501083374
2016-10-21,2.052210807800293
2016-10-24,2.1223719120025635
2016-10-25,2.0336966514587402
2016-10-26,2.0668282508850098
2016-10-27,2.115550994873047
2016-10-28,2.1097042560577393
2016-10-31,2.0824196338653564
2016-11-01,2.0648791790008545
2016-11-02,1.9489184617996216
2016-11-03,1.924556851387024
2016-11-04,1.9031189680099487
2016-11-07,1.9693820476531982
2016-11-08,2.00641131401062
2016-11-09,2.0356452465057373
2016-11-10,2.0356452465057373
2016-11-11,2.0366201400756836
2016-11-14,2.015181541442871
2016-11-15,2.005436897277832
2016-11-16,1.9469692707061768
2016-11-17,1.8641401529312134
2016-11-18,1.8261367082595825
2016-11-21,1.8183403015136719
2016-11-22,1.8553706407546997
2016-11-23,1.8456257581710815
2016-11-24,1.844651222229004
2016-11-25,1.8514724969863892
2016-11-28,1.7296650409698486
2016-11-29,1.8232128620147705
2016-11-30,1.8466005325317383
2016-12-01,1.9947181940078735
2016-12-02,1.9547656774520874
2016-12-05,1.9489184617996216
2016-12-06,2.087292194366455
2016-12-07,2.304595947265625
2016-12-08,2.3377273082733154
2016-12-09,2.30167293548584
2016-12-12,2.3445489406585693
2016-12-13,2.3942463397979736
2016-12-14,2.3552677631378174
2016-12-15,2.4186079502105713
2016-12-16,2.438584327697754
2016-12-19,2.3445489406585693
2016-12-20,2.4215309619903564
2016-12-21,2.4361484050750732
2016-12-22,2.48974347114563
2016-12-23,2.5141050815582275
2016-12-27,2.5214133262634277
2016-12-28,2.48974347114563
2016-12-29,2.4653823375701904
2016-12-30,2.4653823375701904
2017-01-02,2.567700147628784
2017-01-03,2.6651458740234375
2017-01-04,2.62129545211792
2017-01-05,2.62129545211792
2017-01-06,2.5823166370391846
2017-01-09,2.5141050815582275
2017-01-10,2.5141050815582275
2017-01-11,2.4532015323638916
2017-01-12,2.4410200119018555
2017-01-13,2.587189197540283
2017-01-16,2.5628275871276855
2017-01-17,2.6042423248291016
2017-01-18,2.6139869689941406
2017-01-19,2.755283832550049
2017-01-20,2.7991342544555664
2017-01-23,2.733358383178711
2017-01-24,2.740666627883911
2017-01-25,2.774772882461548
2017-01-26,2.730922222137451
2017-01-27,2.733358383178711
2017-01-30,2.601806640625
2017-01-31,2.5530829429626465
2017-02-01,2.611550807952881
2017-02-02,2.6237313747406006
2017-02-03,2.6870713233947754
2017-02-06,2.5335941314697266
2017-02-07,2.445892810821533
2017-02-08,2.4751269817352295
2017-02-09,2.5141050815582275
2017-02-10,2.3172640800476074
2017-02-13,2.325059652328491
2017-02-14,2.40496563911438
2017-02-15,2.3435747623443604
2017-02-16,2.2626941204071045
2017-02-17,2.192533016204834
2017-02-20,2.1691460609436035
2017-02-21,2.1662230491638184
2017-02-22,2.0833940505981445
2017-02-23,2.0463650226593018
2017-02-24,2.0171308517456055
2017-02-27,2.1048319339752197
2017-02-28,2.0999600887298584
2017-03-01,2.1827893257141113
2017-03-02,2.191559314727783
2017-03-03,2.2899792194366455
2017-03-06,2.227613925933838
2017-03-07,2.134065628051758
2017-03-08,2.1389379501342773
2017-03-09,2.210073232650757
2017-03-10,2.282183885574341
2017-03-13,2.2441799640655518
2017-03-14,2.1866867542266846
2017-03-15,2.190584421157837
2017-03-16,2.2997243404388428
2017-03-17,2.2997243404388428
2017-03-20,2.2724387645721436
2017-03-21,2.340651273727417
2017-03-22,2.349421739578247
2017-03-23,2.415684938430786
2017-03-24,2.388399362564087
2017-03-27,2.3455233573913574
2017-03-28,2.360140562057495
2017-03-29,2.3162901401519775
2017-03-30,2.285106897354126
2017-03-31,2.2802345752716064
2017-04-03,2.200328826904297
2017-04-04,2.2168943881988525
2017-04-05,2.2149457931518555
2017-04-06,2.2422304153442383
2017-04-07,2.2315115928649902
2017-04-10,2.1954572200775146
2017-04-11,2.1662230491638184
2017-04-12,2.142835855484009
2017-04-13,2.125295877456665
2017-04-18,2.0833940505981445
2017-04-19,2.1954572200775146
2017-04-20,2.227613925933838
2017-04-21,2.2334601879119873
2017-04-24,2.387425184249878
2017-04-25,2.4225056171417236
2017-04-26,2.4361484050750732
2017-04-27,2.369884967803955
2017-04-28,2.445892810821533
2017-05-02,2.4434566497802734
2017-05-03,2.4186079502105713
2017-05-04,2.5067970752716064
2017-05-05,2.5433390140533447
2017-05-08,2.4799985885620117
2017-05-09,2.460510015487671
2017-05-10,2.321162223815918
2017-05-11,2.284132242202759
2017-05-12,2.304595947265625
2017-05-15,2.367936372756958
2017-05-16,2.3289575576782227
2017-05-17,2.275362014770508
2017-05-18,2.2490522861480713
2017-05-19,2.283158540725708
2017-05-22,2.2723000049591064
2017-05-23,2.273287296295166
2017-05-24,2.3048739433288574
2017-05-25,2.301912784576416
2017-05-26,2.2752609252929688
2017-05-29,2.2061641216278076
2017-05-30,2.2071516513824463
2017-05-31,2.15187406539917
2017-06-01,2.1972806453704834
2017-06-02,2.169642210006714
2017-06-05,2.130157709121704
2017-06-06,2.097583532333374
2017-06-07,2.101531982421875
2017-06-08,2.1795127391815186
2017-06-09,2.172603130340576
2017-06-12,2.127196788787842
2017-06-13,2.180499792098999
2017-06-14,2.1587836742401123
2017-06-15,2.130157709121704
2017-06-16,2.061060667037964
2017-06-19,2.073892831802368
2017-06-20,2.020590305328369
2017-06-21,2.111402750015259
2017-06-22,2.097583532333374
2017-06-23,2.1025192737579346
2017-06-26,2.157796859741211
2017-06-27,2.170628547668457
2017-06-28,2.190371036529541
2017-06-29,2.178525686264038
2017-06-30,2.1548352241516113
2017-07-03,2.2940163612365723
2017-07-04,2.3719968795776367
2017-07-05,2.3147454261779785
2017-07-06,2.3206682205200195
2017-07-07,2.3137576580047607
2017-07-10,2.3453457355499268
2017-07-11,2.3877906799316406
2017-07-12,2.4381327629089355
2017-07-13,2.445042610168457
2017-07-14,2.443068265914917
2017-07-17,2.457874298095703
2017-07-18,2.3779194355010986
2017-07-19,2.3937127590179443
2017-07-20,2.3937127590179443
2017-07-21,2.329552173614502
2017-07-24,2.3137576580047607
2017-07-25,2.3038876056671143
2017-07-26,2.2762484550476074
2017-07-27,2.309809446334839
2017-07-28,2.3216543197631836
2017-07-31,2.295990228652954
2017-08-01,2.309809446334839
2017-08-02,2.292041540145874
2017-08-03,2.336461305618286
2017-08-04,2.47761607170105
2017-08-07,2.4440550804138184
2017-08-08,2.443068265914917
2017-08-09,2.4262876510620117
2017-08-10,2.3719968795776367
2017-08-11,2.340409994125366
2017-08-14,2.3719968795776367
2017-08-16,2.4183902740478516
2017-08-17,2.4075324535369873
2017-08-18,2.4262876510620117
2017-08-21,2.38088059425354
2017-08-22,2.3492937088012695
2017-08-23,2.31968092918396
2017-08-24,2.342383623123169
2017-08-25,2.340409994125366
2017-08-28,2.352254867553711
2017-08-29,2.2910549640655518
2017-08-30,2.315732717514038
2017-08-31,2.3354742527008057
2017-09-01,2.3670616149902344
2017-09-04,2.331526041030884
2017-09-05,2.2950031757354736
2017-09-06,2.273287296295166
2017-09-07,2.255518913269043
2017-09-08,2.2357773780822754
2017-09-11,2.299938917160034
2017-09-12,2.3710103034973145
2017-09-13,2.3719968795776367
2017-09-14,2.323629140853882
2017-09-15,2.2644031047821045
2017-09-18,2.2851321697235107
2017-09-19,2.329552173614502
2017-09-20,2.3147454261779785
2017-09-21,2.3127713203430176
2017-09-22,2.3611388206481934
2017-09-25,2.3088226318359375
2017-09-26,2.376932144165039
2017-09-27,2.447016716003418
2017-09-28,2.487487316131592
2017-09-29,2.4973583221435547
2017-10-02,2.5393104553222656
2017-10-03,2.5319066047668457
2017-10-04,2.4568870067596436
2017-10-05,2.41542911529541
2017-10-06,2.329552173614502
2017-10-09,2.255518913269043
2017-10-10,2.2071516513824463
2017-10-11,2.2841451168060303
2017-10-12,2.21702241897583
2017-10-13,2.1686549186706543
2017-10-16,2.192344903945923
2017-10-17,2.167667865753174
2017-10-18,2.1617445945739746
2017-10-19,2.0926480293273926
2017-10-20,2.099557638168335
2017-10-23,2.130157709121704
2017-10-24,2.120286703109741
2017-10-25,2.097583532333374
2017-10-26,2.0965962409973145
2017-10-27,2.0640223026275635
2017-10-30,2.074880361557007
2017-10-31,2.065009355545044
2017-11-01,2.059087038040161
2017-11-02,2.134106397628784
2017-11-03,2.0798158645629883
2017-11-06,2.0462546348571777
2017-11-07,2.0077574253082275
2017-11-08,1.9199057817459106
2017-11-09,2.1104164123535156
2017-11-10,2.0877127647399902
2017-11-13,2.1064679622650146
2017-11-14,2.0600743293762207
2017-11-15,2.103505849838257
2017-11-16,2.0462546348571777
2017-11-17,2.0334222316741943
2017-11-20,2.066983461380005
2017-11-21,2.038357734680176
2017-11-22,2.026512861251831
2017-11-23,2.038357734680176
2017-11-24,2.157796859741211
2017-11-27,2.0867254734039307
2017-11-28,2.0926480293273926
2017-11-29,2.1834611892700195
2017-11-30,2.2683515548706055
2017-12-01,2.2012288570404053
2017-12-04,2.2604548931121826
2017-12-05,2.248610019683838
2017-12-06,2.220970630645752
2017-12-07,2.2930290699005127
2017-12-08,2.323629140853882
2017-12-11,2.3206682205200195
2017-12-12,2.2397258281707764
2017-12-13,2.0985703468322754
2017-12-14,2.057112216949463
2017-12-15,2.0462546348571777
2017-12-18,2.051190137863159
2017-12-19,2.119300127029419
2017-12-20,2.107454299926758
2017-12-21,2.109429121017456
2017-12-22,2.0679707527160645
2017-12-27,2.078828811645508
2017-12-28,2.136080741882324
2017-12-29,2.077841281890869
2018-01-02,2.053163766860962
2018-01-03,2.038357734680176
2018-01-04,2.093635320663452
2018-01-05,2.0985703468322754
2018-01-08,2.095609426498413
2018-01-09,2.132131814956665
2018-01-10,2.21702241897583
2018-01-11,2.2278807163238525
2018-01-12,2.2505834102630615
2018-01-15,2.2644031047821045
2018-01-16,2.2259061336517334
2018-01-17,2.182474136352539
2018-01-18,2.172603130340576
2018-01-19,2.2012288570404053
2018-01-22,2.2604548931121826
