Date,SPG
2016-04-15,128.99533081054688
2016-04-18,129.74005126953125
2016-04-19,129.23736572265625
2016-04-20,126.4200439453125
2016-04-21,123.67094421386719
2016-04-22,125.43954467773438
2016-04-25,126.3890151977539
2016-04-26,126.562744140625
2016-04-27,126.94747924804688
2016-04-28,126.3828125
2016-04-29,124.83760833740234
2016-05-02,126.91641998291016
2016-05-03,127.18952941894531
2016-05-04,128.84019470214844
2016-05-05,129.34910583496094
2016-05-06,130.8259735107422
2016-05-09,132.20359802246094
2016-05-10,132.74969482421875
2016-05-11,126.12217712402344
2016-05-12,126.61859893798828
2016-05-13,122.89708709716797
2016-05-16,124.70466613769531
2016-05-17,122.25920867919922
2016-05-18,121.02068328857422
2016-05-19,121.24591064453125
2016-05-20,122.04649353027344
2016-05-23,122.43424224853516
2016-05-24,123.61012268066406
2016-05-25,122.64691925048828
2016-05-26,123.29737854003906
2016-05-27,123.69768524169922
2016-05-31,123.61637878417969
2016-06-01,124.00419616699219
2016-06-02,123.46626281738281
2016-06-03,124.77348327636719
2016-06-06,124.2605972290039
2016-06-07,124.7859878540039
2016-06-08,125.9993896484375
2016-06-09,126.12447357177734
2016-06-10,125.2551040649414
2016-06-13,126.17449188232422
2016-06-14,126.85626983642578
2016-06-15,127.73191833496094
2016-06-16,128.97657775878906
2016-06-17,128.7764129638672
2016-06-20,129.4456787109375
2016-06-21,130.3651123046875
2016-06-22,130.46519470214844
2016-06-23,130.77792358398438
2016-06-24,129.15797424316406
2016-06-27,130.0648651123047
2016-06-28,133.27980041503906
2016-06-29,134.43063354492188
2016-06-30,135.6627960205078
2016-07-01,135.81288146972656
2016-07-05,137.74557495117188
2016-07-06,136.06307983398438
2016-07-07,134.84341430664062
2016-07-08,137.3265380859375
2016-07-11,138.6900177001953
2016-07-12,138.51492309570312
2016-07-13,140.25367736816406
2016-07-14,138.95896911621094
2016-07-15,139.44056701660156
2016-07-18,139.0277557373047
2016-07-19,139.4968719482422
2016-07-20,139.6282196044922
2016-07-21,140.22862243652344
2016-07-22,140.91665649414062
2016-07-25,140.40377807617188
2016-07-26,140.4163055419922
2016-07-27,138.66500854492188
2016-07-28,140.14736938476562
2016-07-29,142.00494384765625
2016-08-01,142.35519409179688
2016-08-02,139.859619140625
2016-08-03,139.04653930664062
2016-08-04,137.36404418945312
2016-08-05,137.4203338623047
2016-08-08,137.58299255371094
2016-08-09,137.9957733154297
2016-08-10,136.9637451171875
2016-08-11,134.19293212890625
2016-08-12,134.61196899414062
2016-08-15,134.9334716796875
2016-08-16,133.35140991210938
2016-08-17,134.8641357421875
2016-08-18,135.10360717773438
2016-08-19,133.5594482421875
2016-08-22,133.9312744140625
2016-08-23,133.6035614013672
2016-08-24,135.0343017578125
2016-08-25,135.8599853515625
2016-08-26,134.73175048828125
2016-08-29,135.94827270507812
2016-08-30,136.08058166503906
2016-08-31,135.80958557128906
2016-09-01,136.15625
2016-09-02,136.5785675048828
2016-09-06,137.5050811767578
2016-09-07,138.00303649902344
2016-09-08,136.8306121826172
2016-09-09,132.298828125
2016-09-12,133.7989044189453
2016-09-13,130.42054748535156
2016-09-14,130.96263122558594
2016-09-15,131.04454040527344
2016-09-16,131.5614013671875
2016-09-19,132.1034393310547
2016-09-20,131.53616333007812
2016-09-21,132.91018676757812
2016-09-22,134.5615997314453
2016-09-23,134.5615997314453
2016-09-26,135.362060546875
2016-09-27,134.2086181640625
2016-09-28,134.0069122314453
2016-09-29,130.83651733398438
2016-09-30,130.47726440429688
2016-10-03,127.2186508178711
2016-10-04,125.34668731689453
2016-10-05,123.3612060546875
2016-10-06,123.84028625488281
2016-10-07,124.04827880859375
2016-10-10,124.48320007324219
2016-10-11,123.25407409667969
2016-10-12,125.37818908691406
2016-10-13,125.29622650146484
2016-10-14,124.1617202758789
2016-10-17,124.47689056396484
2016-10-18,125.07563781738281
2016-10-19,125.08824920654297
2016-10-20,124.33186340332031
2016-10-21,123.8843994140625
2016-10-24,124.17435455322266
2016-10-25,124.33821868896484
2016-10-26,118.73487854003906
2016-10-27,115.48886108398438
2016-10-28,115.26827239990234
2016-10-31,117.2095718383789
2016-11-01,115.5014419555664
2016-11-02,113.25132751464844
2016-11-03,113.03069305419922
2016-11-04,113.62950897216797
2016-11-07,114.66947937011719
2016-11-08,115.5014419555664
2016-11-09,113.94464111328125
2016-11-10,114.89639282226562
2016-11-11,115.09809875488281
2016-11-14,118.04296875
2016-11-15,117.17798614501953
2016-11-16,116.35746765136719
2016-11-17,114.91999053955078
2016-11-18,115.01538848876953
2016-11-21,114.28394317626953
2016-11-22,115.49242401123047
2016-11-23,114.97087860107422
2016-11-25,115.31434631347656
2016-11-28,115.33343505859375
2016-11-29,115.95040893554688
2016-11-30,114.26486206054688
2016-12-01,112.46485137939453
2016-12-02,114.0804672241211
2016-12-05,114.97087860107422
2016-12-06,114.55744934082031
2016-12-07,116.87261199951172
2016-12-08,116.8154067993164
2016-12-09,116.66911315917969
2016-12-12,118.38004302978516
2016-12-13,119.21327209472656
2016-12-14,115.3016128540039
2016-12-15,114.48748016357422
2016-12-16,115.30797576904297
2016-12-19,116.16027069091797
2016-12-20,116.3829116821289
2016-12-21,113.32355499267578
2016-12-22,112.09597778320312
2016-12-23,111.91155242919922
2016-12-27,111.91788482666016
2016-12-28,110.79842376708984
2016-12-29,111.93059539794922
2016-12-30,113.00550842285156
2017-01-03,116.15391540527344
2017-01-04,117.08255767822266
2017-01-05,117.28610229492188
2017-01-06,118.83163452148438
2017-01-09,118.2464828491211
2017-01-10,117.15253448486328
2017-01-11,115.75321197509766
2017-01-12,116.45286560058594
2017-01-13,117.03800201416016
2017-01-17,117.87755584716797
2017-01-18,118.66631317138672
2017-01-19,116.3447265625
2017-01-20,117.3687744140625
2017-01-23,117.66767883300781
2017-01-24,117.1207275390625
2017-01-25,116.01399993896484
2017-01-26,115.8167953491211
2017-01-27,114.1758041381836
2017-01-30,113.05005645751953
2017-01-31,116.88536834716797
2017-02-01,115.46063995361328
2017-02-02,116.37017059326172
2017-02-03,117.87755584716797
2017-02-06,115.8040771484375
2017-02-07,113.88961029052734
2017-02-08,114.88182830810547
2017-02-09,115.75321197509766
2017-02-10,116.94776916503906
2017-02-13,116.67156219482422
2017-02-14,116.2027587890625
2017-02-15,114.66145324707031
2017-02-16,115.07245635986328
2017-02-17,116.2990951538086
2017-02-21,118.91294860839844
2017-02-22,118.61750793457031
2017-02-23,118.80377197265625
2017-02-24,118.35414123535156
2017-02-27,119.66429138183594
2017-02-28,118.42485809326172
2017-03-01,117.21746063232422
2017-03-02,116.3311767578125
2017-03-03,115.21375274658203
2017-03-06,114.82842254638672
2017-03-07,113.8586654663086
2017-03-08,112.18891143798828
2017-03-09,108.7402114868164
2017-03-10,108.00166320800781
2017-03-13,108.33560180664062
2017-03-14,107.3979721069336
2017-03-15,109.1769027709961
2017-03-16,108.79158020019531
2017-03-17,107.90531921386719
2017-03-20,107.963134765625
2017-03-21,108.50897979736328
2017-03-22,106.22272491455078
2017-03-23,107.60990142822266
2017-03-24,107.86035919189453
2017-03-27,106.70438385009766
2017-03-28,107.92460632324219
2017-03-29,109.08697509765625
2017-03-30,109.20259094238281
2017-03-31,110.48060607910156
2017-04-03,111.7843017578125
2017-04-04,109.53658294677734
2017-04-05,109.3631362915039
2017-04-06,109.04844665527344
2017-04-07,109.05491638183594
2017-04-10,110.1338119506836
2017-04-11,111.32833099365234
2017-04-12,111.28338623046875
2017-04-13,111.64299011230469
2017-04-17,112.11185455322266
2017-04-18,112.21459197998047
2017-04-19,112.02191925048828
2017-04-20,112.21459197998047
2017-04-21,110.44847869873047
2017-04-24,108.49616241455078
2017-04-25,107.91812896728516
2017-04-26,105.99150085449219
2017-04-27,107.80901336669922
2017-04-28,106.13279724121094
2017-05-01,108.28421783447266
2017-05-02,108.39982604980469
2017-05-03,106.34474182128906
2017-05-04,106.23554992675781
2017-05-05,105.65758514404297
2017-05-08,104.57865142822266
2017-05-09,104.33460998535156
2017-05-10,106.38325500488281
2017-05-11,103.89784240722656
2017-05-12,101.1363525390625
2017-05-15,101.41560363769531
2017-05-16,100.09723663330078
2017-05-17,100.18167114257812
2017-05-18,100.01931762695312
2017-05-19,102.52610778808594
2017-05-22,102.35079193115234
2017-05-23,102.12348175048828
2017-05-24,103.76654052734375
2017-05-25,104.3640365600586
2017-05-26,102.12999725341797
2017-05-30,100.64926147460938
2017-05-31,100.17518615722656
2017-06-01,100.55183410644531
2017-06-02,99.12957763671875
2017-06-05,98.88280487060547
2017-06-06,99.42184448242188
2017-06-07,100.83760070800781
2017-06-08,100.38301849365234
2017-06-09,101.05191040039062
2017-06-12,103.74059295654297
2017-06-13,103.13661193847656
2017-06-14,103.6756362915039
2017-06-15,104.383544921875
2017-06-16,104.07826232910156
2017-06-19,103.24049377441406
2017-06-20,103.24700927734375
2017-06-21,103.11712646484375
2017-06-22,103.34442901611328
2017-06-23,103.19506072998047
2017-06-26,104.20166778564453
2017-06-27,105.4485855102539
2017-06-28,106.37728118896484
2017-06-29,105.5849838256836
2017-06-30,105.05242156982422
2017-07-03,107.27348327636719
2017-07-05,102.75990295410156
2017-07-06,101.1688003540039
2017-07-07,101.7273178100586
2017-07-10,100.94801330566406
2017-07-11,99.97384643554688
2017-07-12,100.99996948242188
2017-07-13,102.6430435180664
2017-07-14,104.383544921875
2017-07-17,105.29273986816406
2017-07-18,103.79902648925781
2017-07-19,104.08479309082031
2017-07-20,104.56536102294922
2017-07-21,104.2861099243164
2017-07-24,103.9354248046875
2017-07-25,104.92903900146484
2017-07-26,106.3577880859375
2017-07-27,108.02035522460938
2017-07-28,104.24713134765625
2017-07-31,102.93527221679688
2017-08-01,106.88383483886719
2017-08-02,104.79915618896484
2017-08-03,105.17581176757812
2017-08-04,106.85135650634766
2017-08-07,108.04630279541016
2017-08-08,106.56563568115234
2017-08-09,106.12403106689453
2017-08-10,104.65624237060547
2017-08-11,102.53912353515625
2017-08-14,104.13023376464844
2017-08-15,103.44062042236328
2017-08-16,103.7426986694336
2017-08-17,103.2500991821289
2017-08-18,100.87247467041016
2017-08-21,101.52928161621094
2017-08-22,100.6425552368164
2017-08-23,103.4931640625
2017-08-24,102.89544677734375
2017-08-25,104.45862579345703
2017-08-28,103.00711059570312
2017-08-29,102.62614440917969
2017-08-30,103.13190460205078
2017-08-31,103.02023315429688
2017-09-01,103.90035247802734
2017-09-05,103.03993225097656
2017-09-06,104.25505065917969
2017-09-07,105.61460876464844
2017-09-08,104.8001708984375
2017-09-11,105.2993392944336
2017-09-12,103.47998809814453
2017-09-13,105.37157440185547
2017-09-14,107.55223083496094
2017-09-15,108.22216033935547
2017-09-18,106.08753204345703
2017-09-19,104.91183471679688
2017-09-20,105.02346801757812
2017-09-21,104.8133544921875
2017-09-22,104.30757141113281
2017-09-25,105.40442657470703
2017-09-26,107.39456176757812
2017-09-27,105.16140747070312
2017-09-28,106.13349151611328
2017-09-29,105.75255584716797
2017-10-02,104.88558959960938
2017-10-03,104.45862579345703
2017-10-04,104.98409271240234
2017-10-05,105.91675567626953
2017-10-06,105.24681091308594
2017-10-09,105.58834838867188
2017-10-10,107.00049591064453
2017-10-11,108.42576599121094
2017-10-12,108.07109832763672
2017-10-13,109.23361206054688
2017-10-16,108.58995056152344
2017-10-17,109.75253295898438
2017-10-18,108.03824615478516
2017-10-19,108.71476745605469
2017-10-20,108.1893081665039
2017-10-23,108.66221618652344
2017-10-24,107.63102722167969
2017-10-25,107.5062255859375
2017-10-26,107.55876922607422
2017-10-27,102.89544677734375
2017-10-30,103.60478973388672
2017-10-31,102.02188873291016
2017-11-01,103.1778564453125
2017-11-02,104.66883850097656
2017-11-03,101.80514526367188
2017-11-06,101.79856872558594
2017-11-07,104.46519470214844
2017-11-08,103.13846588134766
2017-11-09,105.91675567626953
2017-11-10,107.55223083496094
2017-11-13,105.29276275634766
2017-11-14,105.42416381835938
2017-11-15,105.90258026123047
2017-11-16,106.22811889648438
2017-11-17,107.61023712158203
2017-11-20,105.65668487548828
2017-11-21,105.74971771240234
2017-11-22,105.20486450195312
2017-11-24,104.98560333251953
2017-11-27,103.9157943725586
2017-11-28,103.73640441894531
2017-11-29,105.47065734863281
2017-11-30,107.47734069824219
2017-12-01,107.8759994506836
2017-12-04,108.75309753417969
2017-12-05,108.14183044433594
2017-12-06,108.14845275878906
2017-12-07,107.68997955322266
2017-12-08,107.80957794189453
2017-12-11,107.81623077392578
2017-12-12,110.53390502929688
2017-12-13,110.18836975097656
2017-12-14,110.05548095703125
2017-12-15,111.50403594970703
2017-12-18,112.83960723876953
2017-12-19,111.90934753417969
2017-12-20,108.95909118652344
2017-12-21,109.43750762939453
2017-12-22,111.0123291015625
2017-12-26,112.53395080566406
2017-12-27,113.47087097167969
2017-12-28,113.72330474853516
2017-12-29,114.11537170410156
2018-01-02,114.56719207763672
2018-01-03,114.03562927246094
2018-01-04,110.70002746582031
2018-01-05,111.72994232177734
2018-01-08,112.4608383178711
2018-01-09,109.98902893066406
2018-01-10,109.6235580444336
2018-01-11,109.52389526367188
2018-01-12,109.97572326660156
2018-01-16,109.6634292602539
2018-01-17,111.23155975341797
2018-01-18,109.13850402832031
2018-01-19,109.13190460205078
2018-01-22,110.36779022216797
2018-01-23,110.52057647705078
2018-01-24,110.36779022216797
2018-01-25,109.10530853271484
2018-01-26,108.77970886230469
2018-01-29,108.25476837158203
2018-01-30,108.04878997802734
2018-01-31,108.55374145507812
2018-02-01,106.08198547363281
2018-02-02,104.00218963623047
2018-02-05,103.07192993164062
2018-02-06,103.64340209960938
2018-02-07,102.89916229248047
2018-02-08,101.11842346191406
2018-02-09,104.45401763916016
2018-02-12,104.18824768066406
2018-02-13,104.61886596679688
2018-02-14,103.67687225341797
2018-02-15,105.06292724609375
2018-02-16,105.0225601196289
2018-02-20,104.68614196777344
2018-02-21,101.7996826171875
2018-02-22,103.63653564453125
2018-02-23,105.40608215332031
2018-02-26,107.027587890625
2018-02-27,103.5692367553711
2018-02-28,103.28662109375
2018-03-01,104.248779296875
2018-03-02,104.63904571533203
2018-03-05,105.94432830810547
2018-03-06,106.05870056152344
2018-03-07,104.9081802368164
2018-03-08,105.1504135131836
2018-03-09,105.34552001953125
2018-03-12,105.45987701416016
2018-03-13,105.9510498046875
2018-03-14,106.63734436035156
2018-03-15,105.36570739746094
2018-03-16,105.7222900390625
2018-03-19,104.5784912109375
2018-03-20,104.00658416748047
2018-03-21,103.8450927734375
2018-03-22,102.62727355957031
2018-03-23,102.08899688720703
2018-03-26,103.1588134765625
2018-03-27,101.2345199584961
2018-03-28,104.90145111083984
2018-03-29,103.85181427001953
2018-04-02,102.997314453125
2018-04-03,103.77108764648438
2018-04-04,105.1504135131836
2018-04-05,104.65921783447266
2018-04-06,103.68360900878906
2018-04-09,103.2260971069336
2018-04-10,104.24205017089844
2018-04-11,103.35392761230469
2018-04-12,100.87115478515625
2018-04-13,102.08899688720703
2018-04-16,102.45906829833984
2018-04-17,103.10498809814453
2018-04-18,102.64071655273438
2018-04-19,101.11339569091797
2018-04-20,99.07469940185547
2018-04-23,98.8392333984375
2018-04-24,99.44476318359375
2018-04-25,98.73157501220703
2018-04-26,101.03265380859375
2018-04-27,105.05620574951172
2018-04-30,105.1907730102539
2018-05-01,107.47840118408203
2018-05-02,107.10832977294922
2018-05-03,107.00740051269531
2018-05-04,107.20925903320312
2018-05-07,107.49858093261719
2018-05-08,106.81228637695312
2018-05-09,107.61296081542969
2018-05-10,108.47416687011719
2018-05-11,107.57930755615234
2018-05-14,106.32110595703125
2018-05-15,104.05367279052734
2018-05-16,105.1507797241211
2018-05-17,104.72148132324219
2018-05-18,105.06219482421875
2018-05-21,107.01105499267578
2018-05-22,107.81513977050781
2018-05-23,108.5238037109375
2018-05-24,108.19674682617188
2018-05-25,108.68055725097656
2018-05-29,108.85773468017578
2018-05-30,110.11153411865234
2018-05-31,109.1780014038086
2018-06-01,109.57319641113281
2018-06-04,110.81341552734375
2018-06-05,111.02467346191406
2018-06-06,112.61920928955078
2018-06-07,112.29208374023438
2018-06-08,112.69416046142578
2018-06-11,112.50336456298828
2018-06-12,113.21883392333984
2018-06-13,110.73164367675781
2018-06-14,111.78782653808594
2018-06-15,112.0808334350586
2018-06-18,112.46245574951172
2018-06-19,112.7009506225586
2018-06-20,114.53401947021484
2018-06-21,115.4880142211914
2018-06-22,117.78440856933594
2018-06-25,116.83720397949219
2018-06-26,117.47774505615234
2018-06-27,116.46924591064453
2018-06-28,116.66683959960938
2018-06-29,115.9718017578125
2018-07-02,115.6242904663086
2018-07-03,116.62596130371094
2018-07-05,117.54588317871094
2018-07-06,117.87979888916016
2018-07-09,117.30059051513672
2018-07-10,117.77076721191406
2018-07-11,116.61235046386719
2018-07-12,116.96665954589844
2018-07-13,116.99394989013672
2018-07-16,116.29208374023438
2018-07-17,116.16941833496094
2018-07-18,116.33296203613281
2018-07-19,118.540771484375
2018-07-20,116.18305206298828
2018-07-23,116.10127258300781
2018-07-24,115.7060546875
2018-07-25,116.61235046386719
2018-07-26,116.46924591064453
2018-07-27,114.87471771240234
2018-07-30,117.1097640991211
2018-07-31,120.07398986816406
2018-08-01,121.12335205078125
2018-08-02,120.10802459716797
2018-08-03,121.47770690917969
2018-08-06,120.67366027832031
2018-08-07,120.25794219970703
2018-08-08,120.12167358398438
2018-08-09,120.40787506103516
2018-08-10,118.82697296142578
2018-08-13,119.10637664794922
2018-08-14,119.6514663696289
2018-08-15,120.70771789550781
2018-08-16,121.84493255615234
2018-08-17,123.0096435546875
2018-08-20,125.00147247314453
2018-08-21,124.20198059082031
2018-08-22,123.62996673583984
2018-08-23,124.3536148071289
2018-08-24,124.69133758544922
2018-08-27,124.10552215576172
2018-08-28,125.73892974853516
2018-08-29,125.13240814208984
2018-08-30,125.05661010742188
2018-08-31,126.14557647705078
2018-09-04,125.31847381591797
2018-09-05,125.7182388305664
2018-09-06,127.17247772216797
2018-09-07,125.2220230102539
2018-09-10,125.49771118164062
2018-09-11,127.02082061767578
2018-09-12,127.46196746826172
2018-09-13,127.6618423461914
2018-09-14,125.78026580810547
2018-09-17,126.44190216064453
2018-09-18,125.03591918945312
2018-09-19,123.92632293701172
2018-09-20,124.13306427001953
2018-09-21,124.38806915283203
2018-09-24,121.76214599609375
2018-09-25,121.9827651977539
2018-09-26,120.82488250732422
2018-09-27,120.93513488769531
2018-09-28,121.81734466552734
2018-10-01,121.74153137207031
2018-10-02,121.33489990234375
2018-10-03,119.30171203613281
2018-10-04,116.5311050415039
2018-10-05,118.04734802246094
2018-10-08,120.54920196533203
2018-10-09,120.68011474609375
2018-10-10,118.97089385986328
2018-10-11,117.44083404541016
2018-10-12,117.97842407226562
2018-10-15,117.86817169189453
2018-10-16,119.98403930664062
2018-10-17,119.06053924560547
2018-10-18,119.30863189697266
2018-10-19,120.45269012451172
2018-10-22,118.4609146118164
2018-10-23,119.01914978027344
2018-10-24,119.92890167236328
2018-10-25,124.62239837646484
2018-10-26,123.89183807373047
2018-10-29,124.64996337890625
2018-10-30,129.39862060546875
2018-10-31,126.48326873779297
2018-11-01,125.18756866455078
2018-11-02,124.33982849121094
2018-11-05,126.22824096679688
2018-11-06,126.55908203125
2018-11-07,129.06781005859375
2018-11-08,129.08157348632812
2018-11-09,130.0464324951172
2018-11-12,129.51576232910156
2018-11-13,130.1636505126953
2018-11-14,129.1573944091797
2018-11-15,127.08140563964844
2018-11-16,128.92750549316406
2018-11-19,130.1466064453125
2018-11-20,127.60385131835938
2018-11-21,127.4993896484375
2018-11-23,127.08833312988281
2018-11-26,125.90404510498047
2018-11-27,126.60070037841797
2018-11-28,128.39105224609375
2018-11-29,128.60008239746094
2018-11-30,129.35939025878906
2018-12-03,130.23719787597656
2018-12-04,128.89959716796875
2018-12-06,132.77293395996094
2018-12-07,131.26126098632812
2018-12-10,129.64503479003906
2018-12-11,130.5854949951172
2018-12-12,127.1371078491211
2018-12-13,128.22386169433594
2018-12-14,127.24859619140625
2018-12-17,121.89836883544922
2018-12-18,121.91230773925781
2018-12-19,119.78754425048828
2018-12-20,117.08458709716797
2018-12-21,114.8622817993164
2018-12-24,111.9224624633789
2018-12-26,116.102294921875
2018-12-27,116.56907653808594
2018-12-28,117.10549926757812
2018-12-31,117.02884674072266
2019-01-02,114.95285034179688
2019-01-03,114.8553237915039
2019-01-04,116.60388946533203
2019-01-07,117.82999420166016
2019-01-08,120.64439392089844
2019-01-09,120.81161499023438
2019-01-10,120.76285552978516
2019-01-11,120.06620788574219
2019-01-14,118.94462585449219
2019-01-15,119.28594970703125
2019-01-16,120.44237518310547
2019-01-17,120.70714569091797
2019-01-18,121.18783569335938
2019-01-22,120.70014190673828
2019-01-23,121.3341064453125
2019-01-24,122.10041809082031
2019-01-25,123.38220977783203
2019-01-28,124.35054016113281
2019-01-29,124.83818054199219
2019-01-30,126.26632690429688
2019-01-31,126.87238311767578
2019-02-01,124.84513854980469
2019-02-04,126.69824981689453
2019-02-05,128.18206787109375
2019-02-06,128.07754516601562
2019-02-07,129.47085571289062
2019-02-08,128.25173950195312
2019-02-11,129.0877227783203
2019-02-12,128.60008239746094
2019-02-13,129.62152099609375
2019-02-14,129.4524688720703
2019-02-15,129.170654296875
2019-02-19,128.37466430664062
2019-02-20,126.25418090820312
2019-02-21,128.3182830810547
2019-02-22,129.36090087890625
2019-02-25,129.12840270996094
2019-02-26,129.11431884765625
2019-02-27,127.67717742919922
2019-02-28,127.6208724975586
2019-03-01,123.68293762207031
2019-03-04,123.49978637695312
2019-03-05,124.26760864257812
2019-03-06,124.25354766845703
2019-03-07,123.55607604980469
2019-03-08,122.73186492919922
2019-03-11,123.90129089355469
2019-03-12,125.3384017944336
2019-03-13,125.49333953857422
2019-03-14,126.65571594238281
2019-03-15,124.04922485351562
2019-03-18,122.80937957763672
2019-03-19,122.15421295166016
2019-03-20,122.53462982177734
2019-03-21,125.52153778076172
2019-03-22,125.11298370361328
2019-03-25,125.38069152832031
2019-03-26,127.67717742919922
2019-03-27,127.58565521240234
2019-03-28,129.170654296875
2019-03-29,128.36058044433594
2019-04-01,128.86778259277344
2019-04-02,129.1213836669922
2019-04-03,128.8959197998047
2019-04-04,129.51583862304688
2019-04-05,130.18511962890625
2019-04-08,129.24819946289062
2019-04-09,128.61416625976562
2019-04-10,130.27667236328125
2019-04-11,129.7694854736328
2019-04-12,130.69232177734375
2019-04-15,129.97377014160156
2019-04-16,124.7466812133789
2019-04-17,125.0002670288086
