Date,ESS
2015-08-03,164.45950317382812
2015-08-04,163.55935668945312
2015-08-05,162.91326904296875
2015-08-06,164.1110382080078
2015-08-07,164.78611755371094
2015-08-10,164.8732452392578
2015-08-11,165.62098693847656
2015-08-12,165.75169372558594
2015-08-13,165.46127319335938
2015-08-14,165.91136169433594
2015-08-17,167.7697296142578
2015-08-18,168.364990234375
2015-08-19,165.70809936523438
2015-08-20,165.22897338867188
2015-08-21,161.8461456298828
2015-08-24,153.79556274414062
2015-08-25,152.08241271972656
2015-08-26,156.16213989257812
2015-08-27,159.88609313964844
2015-08-28,160.1837615966797
2015-08-31,155.7991180419922
2015-09-01,152.57603454589844
2015-09-02,153.76657104492188
2015-09-03,154.0133819580078
2015-09-04,150.3909912109375
2015-09-08,152.7792510986328
2015-09-09,150.73936462402344
2015-09-10,151.41458129882812
2015-09-11,155.7338409423828
2015-09-14,154.26747131347656
2015-09-15,156.3363494873047
2015-09-16,158.06399536132812
2015-09-17,159.38523864746094
2015-09-18,159.3271484375
2015-09-21,160.88792419433594
2015-09-22,159.3562469482422
2015-09-23,160.394287109375
2015-09-24,158.17300415039062
2015-09-25,158.6012420654297
2015-09-28,157.00088500976562
2015-09-29,160.3403778076172
2015-09-30,163.2633819580078
2015-10-01,164.91485595703125
2015-10-02,166.33984375
2015-10-05,166.93907165527344
2015-10-06,165.68222045898438
2015-10-07,167.35557556152344
2015-10-08,167.75750732421875
2015-10-09,167.01943969726562
2015-10-12,168.41517639160156
2015-10-13,167.31906127929688
2015-10-14,165.33877563476562
2015-10-15,168.82440185546875
2015-10-16,170.53436279296875
2015-10-19,173.58883666992188
2015-10-20,173.34039306640625
2015-10-21,171.20663452148438
2015-10-22,169.52590942382812
2015-10-23,168.25440979003906
2015-10-26,167.8232421875
2015-10-27,166.09869384765625
2015-10-28,163.09535217285156
2015-10-29,165.33143615722656
2015-10-30,161.08580017089844
2015-11-02,165.1633758544922
2015-11-03,163.0514678955078
2015-11-04,162.10879516601562
2015-11-05,163.38035583496094
2015-11-06,159.8434600830078
2015-11-09,157.98013305664062
2015-11-10,159.49270629882812
2015-11-11,161.2465362548828
2015-11-12,159.93850708007812
2015-11-13,159.12002563476562
2015-11-16,161.34884643554688
2015-11-17,162.40843200683594
2015-11-18,163.40951538085938
2015-11-19,165.12680053710938
2015-11-20,166.79290771484375
2015-11-23,168.1082763671875
2015-11-24,166.50057983398438
2015-11-25,168.5101776123047
2015-11-27,170.87045288085938
2015-11-30,168.64901733398438
2015-12-01,171.988525390625
2015-12-02,167.2825469970703
2015-12-03,166.32525634765625
2015-12-04,170.54164123535156
2015-12-07,169.94244384765625
2015-12-08,169.4966583251953
2015-12-09,168.23251342773438
2015-12-10,167.6551971435547
2015-12-11,168.66360473632812
2015-12-14,170.16163635253906
2015-12-15,171.7254180908203
2015-12-16,175.51072692871094
2015-12-17,174.3780517578125
2015-12-18,172.06886291503906
2015-12-21,171.79852294921875
2015-12-22,171.2724151611328
2015-12-23,174.02732849121094
2015-12-24,174.1880340576172
2015-12-28,175.9857177734375
2015-12-29,178.51412963867188
2015-12-30,178.82284545898438
2015-12-31,175.98541259765625
2016-01-04,174.4490966796875
2016-01-05,176.4485321044922
2016-01-06,174.9856719970703
2016-01-07,173.25828552246094
2016-01-08,171.76608276367188
2016-01-11,173.25096130371094
2016-01-12,172.58203125
2016-01-13,171.846923828125
2016-01-14,169.67843627929688
2016-01-15,169.17857360839844
2016-01-19,170.78103637695312
2016-01-20,165.0106658935547
2016-01-21,162.4525909423828
2016-01-22,165.2826385498047
2016-01-25,164.00364685058594
2016-01-26,166.36322021484375
2016-01-27,162.04098510742188
2016-01-28,154.94009399414062
2016-01-29,156.65283203125
2016-02-01,157.47610473632812
2016-02-02,153.13180541992188
2016-02-03,154.6460418701172
2016-02-04,155.04298400878906
2016-02-05,148.85360717773438
2016-02-08,145.67071533203125
2016-02-09,142.23056030273438
2016-02-10,144.65635681152344
2016-02-11,141.32640075683594
2016-02-12,143.73745727539062
2016-02-16,146.00889587402344
2016-02-17,148.17002868652344
2016-02-18,148.5081329345703
2016-02-19,152.2497100830078
2016-02-22,154.02125549316406
2016-02-23,153.75660705566406
2016-02-24,152.47021484375
2016-02-25,155.10183715820312
2016-02-26,154.35205078125
2016-02-29,153.8374786376953
2016-03-01,159.2108917236328
2016-03-02,160.2473602294922
2016-03-03,162.48939514160156
2016-03-04,163.54791259765625
2016-03-07,164.0477294921875
2016-03-08,163.13619995117188
2016-03-09,163.36416625976562
2016-03-10,162.2100372314453
2016-03-11,164.9739227294922
2016-03-14,162.53346252441406
2016-03-15,162.6878204345703
2016-03-16,163.20240783691406
2016-03-17,166.40736389160156
2016-03-18,166.17945861816406
2016-03-21,166.31178283691406
2016-03-22,167.95103454589844
2016-03-23,167.97303771972656
2016-03-24,166.28237915039062
2016-03-28,167.79661560058594
2016-03-29,172.978515625
2016-03-30,172.00137329101562
2016-03-31,173.11920166015625
2016-04-01,172.34925842285156
2016-04-04,173.06739807128906
2016-04-05,171.638671875
2016-04-06,172.0383758544922
2016-04-07,170.7058868408203
2016-04-08,171.32032775878906
2016-04-11,168.1445770263672
2016-04-12,169.2624053955078
2016-04-13,165.04281616210938
2016-04-14,162.03736877441406
2016-04-15,166.464111328125
2016-04-18,167.6263427734375
2016-04-19,169.72128295898438
2016-04-20,164.93923950195312
2016-04-21,164.56167602539062
2016-04-22,166.19764709472656
2016-04-25,168.38148498535156
2016-04-26,166.87872314453125
2016-04-27,166.30130004882812
2016-04-28,166.0644073486328
2016-04-29,163.19216918945312
2016-05-02,165.02806091308594
2016-05-03,165.46482849121094
2016-05-04,167.2340545654297
2016-05-05,169.42523193359375
2016-05-06,171.86068725585938
2016-05-09,172.86004638671875
2016-05-10,174.78477478027344
2016-05-11,170.7058868408203
2016-05-12,170.20994567871094
2016-05-13,168.59616088867188
2016-05-16,169.88421630859375
2016-05-17,166.0273895263672
2016-05-18,165.46482849121094
2016-05-19,163.836181640625
2016-05-20,164.9540252685547
2016-05-23,164.4654083251953
2016-05-24,165.44259643554688
2016-05-25,167.30062866210938
2016-05-26,168.1001739501953
2016-05-27,167.9668731689453
2016-05-31,168.21116638183594
2016-06-01,162.0669708251953
2016-06-02,161.41554260253906
2016-06-03,157.8548583984375
2016-06-06,155.45632934570312
2016-06-07,154.86410522460938
2016-06-08,154.8567657470703
2016-06-09,154.90858459472656
2016-06-10,154.9677734375
2016-06-13,156.4630889892578
2016-06-14,157.13677978515625
2016-06-15,160.17930603027344
2016-06-16,160.9861602783203
2016-06-17,161.40811157226562
2016-06-20,161.852294921875
2016-06-21,162.77023315429688
2016-06-22,163.02194213867188
2016-06-23,161.7116241455078
2016-06-24,160.56422424316406
2016-06-27,161.78565979003906
2016-06-28,166.4688262939453
2016-06-29,167.43084716796875
2016-06-30,170.09304809570312
2016-07-01,170.51071166992188
2016-07-05,172.4197540283203
2016-07-06,171.56216430664062
2016-07-07,170.59266662597656
2016-07-08,172.5092315673828
2016-07-11,172.5092315673828
2016-07-12,173.06106567382812
2016-07-13,174.6941680908203
2016-07-14,171.1743621826172
2016-07-15,168.98191833496094
2016-07-18,168.25860595703125
2016-07-19,168.97447204589844
2016-07-20,168.7955322265625
2016-07-21,168.86260986328125
2016-07-22,169.2727813720703
2016-07-25,168.83277893066406
2016-07-26,166.09593200683594
