Date,CNP
2015-08-03,13.588906288146973
2015-08-04,13.334381103515625
2015-08-05,13.461640357971191
2015-08-06,13.489921569824219
2015-08-07,13.532346725463867
2015-08-10,13.808084487915039
2015-08-11,13.687888145446777
2015-08-12,14.030226707458496
2015-08-13,14.066039085388184
2015-08-14,14.266573905944824
2015-08-17,14.266573905944824
2015-08-18,14.25940990447998
2015-08-19,14.25224494934082
2015-08-20,14.194953918457031
2015-08-21,13.829693794250488
2015-08-24,13.24241828918457
2015-08-25,12.834184646606445
2015-08-26,13.056204795837402
2015-08-27,13.428625106811523
2015-08-28,13.47876262664795
2015-08-31,13.335516929626465
2015-09-01,12.776894569396973
2015-09-02,12.690949440002441
2015-09-03,12.8485107421875
2015-09-04,12.612166404724121
2015-09-08,12.877159118652344
2015-09-09,12.712434768676758
2015-09-10,12.698103904724121
2015-09-11,12.669461250305176
2015-09-14,12.755402565002441
2015-09-15,12.798378944396973
2015-09-16,12.99174690246582
2015-09-17,13.092018127441406
2015-09-18,12.927295684814453
2015-09-21,13.027560234069824
2015-09-22,12.762568473815918
2015-09-23,12.712434768676758
2015-09-24,12.762568473815918
2015-09-25,12.812697410583496
2015-09-28,12.562031745910645
2015-09-29,12.554869651794434
2015-09-30,12.920126914978027
2015-10-01,12.726757049560547
2015-10-02,12.912967681884766
2015-10-05,13.285387992858887
2015-10-06,13.24241828918457
2015-10-07,13.299711227416992
2015-10-08,13.421465873718262
2015-10-09,13.371331214904785
2015-10-12,13.278225898742676
2015-10-13,13.170795440673828
2015-10-14,13.077692031860352
2015-10-15,13.364167213439941
2015-10-16,13.392816543579102
2015-10-19,13.235250473022461
2015-10-20,13.314034461975098
2015-10-21,13.442952156066895
2015-10-22,13.700782775878906
2015-10-23,13.335516929626465
2015-10-26,13.442952156066895
2015-10-27,13.314034461975098
2015-10-28,13.271065711975098
2015-10-29,13.271065711975098
2015-10-30,13.285387992858887
2015-11-02,13.249578475952148
2015-11-03,13.414300918579102
2015-11-04,13.378493309020996
2015-11-05,13.25673770904541
2015-11-06,12.504735946655273
2015-11-09,12.533385276794434
2015-11-10,12.444753646850586
2015-11-11,12.59005069732666
2015-11-12,12.284926414489746
2015-11-13,12.321249008178711
2015-11-16,12.517399787902832
2015-11-17,12.401162147521973
2015-11-18,12.466547966003418
2015-11-19,12.422955513000488
2015-11-20,12.415692329406738
2015-11-23,12.350308418273926
2015-11-24,12.393899917602539
2015-11-25,12.408427238464355
2015-11-27,12.350308418273926
2015-11-30,12.313983917236328
2015-12-01,12.34304428100586
2015-12-02,12.059712409973145
2015-12-03,11.950738906860352
2015-12-04,11.994329452514648
2015-12-07,11.921679496765137
2015-12-08,11.870826721191406
2015-12-09,11.921679496765137
2015-12-10,11.725529670715332
2015-12-11,12.12509822845459
2015-12-14,12.016125679016113
2015-12-15,12.270394325256348
2015-12-16,12.786206245422363
2015-12-17,12.960559844970703
2015-12-18,12.662698745727539
2015-12-21,12.7353515625
2015-12-22,12.778938293457031
2015-12-23,13.11312484741211
2015-12-24,13.15671157836914
2015-12-28,13.207564353942871
2015-12-29,13.410983085632324
2015-12-30,13.294740676879883
2015-12-31,13.338337898254395
2016-01-04,13.27295207977295
2016-01-05,13.396453857421875
2016-01-06,13.229357719421387
2016-01-07,12.967825889587402
2016-01-08,12.938765525817871
2016-01-11,12.786206245422363
2016-01-12,12.568251609802246
2016-01-13,12.401162147521973
2016-01-14,12.807995796203613
2016-01-15,12.568251609802246
2016-01-19,12.713554382324219
2016-01-20,12.277661323547363
2016-01-21,12.662698745727539
2016-01-22,12.916970252990723
2016-01-25,12.422955513000488
2016-01-26,12.619108200073242
2016-01-27,12.575521469116211
2016-01-28,12.742612838745117
2016-01-29,12.982357025146484
2016-02-01,13.52721881866455
2016-02-02,13.38192367553711
2016-02-03,13.839612007141113
2016-02-04,13.766963005065918
2016-02-05,13.694314956665039
2016-02-08,13.389193534851074
2016-02-09,13.476367950439453
2016-02-10,13.447305679321289
2016-02-11,13.003779411315918
2016-02-12,13.239541053771973
2016-02-16,13.335321426391602
2016-02-17,13.512144088745117
2016-02-18,13.67422866821289
2016-02-19,13.585819244384766
2016-02-22,13.733171463012695
2016-02-23,13.688963890075684
2016-02-24,13.895259857177734
2016-02-25,14.101544380187988
2016-02-26,13.652128219604492
2016-02-29,13.725801467895508
2016-03-01,13.755268096923828
2016-03-02,13.865790367126465
2016-03-03,13.836318969726562
2016-03-04,14.359416961669922
2016-03-07,14.50676441192627
2016-03-08,14.632015228271484
2016-03-09,14.698325157165527
2016-03-10,14.875141143798828
2016-03-11,14.941452026367188
2016-03-14,15.051970481872559
2016-03-15,15.110906600952148
2016-03-16,15.199312210083008
2016-03-17,15.523492813110352
2016-03-18,15.272994995117188
2016-03-21,15.43508243560791
2016-03-22,15.449816703796387
2016-03-23,15.427714347839355
2016-03-24,15.471916198730469
2016-03-28,15.317203521728516
2016-03-29,15.656106948852539
2016-03-30,15.361410140991211
2016-03-31,15.41297721862793
2016-04-01,15.61927318572998
2016-04-04,15.442447662353516
2016-04-05,15.110906600952148
2016-04-06,15.26562213897705
2016-04-07,15.272994995117188
2016-04-08,15.405611038208008
2016-04-11,15.36877727508545
2016-04-12,15.663477897644043
2016-04-13,15.61927318572998
2016-04-14,15.442447662353516
2016-04-15,15.464554786682129
2016-04-18,15.48665714263916
2016-04-19,15.471916198730469
2016-04-20,15.16247844696045
2016-04-21,15.140372276306152
2016-04-22,15.331932067871094
2016-04-25,15.516120910644531
2016-04-26,15.545589447021484
2016-04-27,15.788729667663574
2016-04-28,15.737154006958008
2016-04-29,15.803462982177734
2016-05-02,15.987655639648438
2016-05-03,15.796092987060547
2016-05-04,15.972919464111328
2016-05-05,15.950813293457031
2016-05-06,15.936079025268555
2016-05-09,15.972919464111328
2016-05-10,16.28235626220703
2016-05-11,16.21604347229004
