Date,DIRR3.SA
2015-08-24,0.3641851544380188
2015-08-25,0.3487812876701355
2015-08-26,0.3531826436519623
2015-08-27,0.36858609318733215
2015-08-28,0.3542826175689697
2015-08-31,0.37078651785850525
2015-09-01,0.34988176822662354
2015-09-02,0.35098180174827576
2015-09-03,0.37078651785850525
2015-09-04,0.3564830720424652
2015-09-08,0.34768134355545044
2015-09-09,0.36858609318733215
2015-09-10,0.35758349299430847
2015-09-11,0.3828894793987274
2015-09-14,0.38068872690200806
2015-09-15,0.40489470958709717
2015-09-16,0.41809767484664917
2015-09-17,0.4235990643501282
2015-09-18,0.40929558873176575
2015-09-21,0.4015938639640808
2015-09-22,0.39279165863990784
2015-09-23,0.38839077949523926
2015-09-24,0.38839077949523926
2015-09-25,0.4004933834075928
2015-09-28,0.4059947431087494
2015-09-29,0.4037942886352539
2015-09-30,0.39829298853874207
2015-10-01,0.3960925340652466
2015-10-02,0.39829298853874207
2015-10-05,0.4235990643501282
2015-10-06,0.41809767484664917
2015-10-07,0.43240076303482056
2015-10-08,0.4544059634208679
2015-10-09,0.44780468940734863
2015-10-13,0.44450369477272034
2015-10-14,0.4489046335220337
2015-10-15,0.4268995523452759
2015-10-16,0.42139822244644165
2015-10-19,0.4257993698120117
2015-10-20,0.42139822244644165
2015-10-21,0.4081951975822449
2015-10-22,0.41369640827178955
2015-10-23,0.41809767484664917
2015-10-26,0.40489470958709717
2015-10-27,0.4015938639640808
2015-10-28,0.41369640827178955
2015-10-29,0.38839077949523926
2015-10-30,0.38949084281921387
2015-11-03,0.4015938639640808
2015-11-04,0.4147968888282776
2015-11-05,0.4379021227359772
2015-11-06,0.4147968888282776
2015-11-09,0.41919779777526855
2015-11-10,0.40929558873176575
2015-11-11,0.4335012137889862
2015-11-12,0.43020039796829224
2015-11-13,0.4235990643501282
2015-11-16,0.4279998540878296
2015-11-17,0.44120290875434875
2015-11-18,0.41919779777526855
2015-11-19,0.4268995523452759
2015-11-23,0.41369640827178955
2015-11-24,0.4015938639640808
2015-11-25,0.4004933834075928
2015-11-26,0.4015938639640808
2015-11-27,0.3916912376880646
2015-11-30,0.38178908824920654
2015-12-01,0.3960925340652466
2015-12-02,0.3850899636745453
2015-12-03,0.40929558873176575
2015-12-04,0.41589686274528503
2015-12-07,0.42029812932014465
2015-12-08,0.41919779777526855
2015-12-09,0.40489470958709717
2015-12-10,0.3960925340652466
2015-12-11,0.39939337968826294
2015-12-14,0.39059123396873474
2015-12-15,0.38949084281921387
2015-12-16,0.39059123396873474
2015-12-17,0.3949921131134033
2015-12-18,0.38949084281921387
2015-12-21,0.3850899636745453
2015-12-22,0.38949084281921387
2015-12-23,0.39279165863990784
2015-12-28,0.4015938639640808
2015-12-29,0.39059123396873474
2015-12-30,0.3861900568008423
2016-01-04,0.3762878179550171
2016-01-05,0.3740873634815216
2016-01-06,0.3542826175689697
2016-01-07,0.3399792015552521
2016-01-08,0.35868388414382935
2016-01-11,0.37298694252967834
2016-01-12,0.3740873634815216
2016-01-13,0.37078651785850525
2016-01-14,0.3641851544380188
2016-01-15,0.35758349299430847
2016-01-18,0.3487812876701355
2016-01-19,0.35978397727012634
2016-01-20,0.3443804681301117
2016-01-21,0.3421799838542938
2016-01-22,0.3663856089115143
2016-01-26,0.3652852475643158
2016-01-27,0.36198434233665466
2016-01-28,0.3553829789161682
2016-01-29,0.3630847930908203
2016-02-01,0.3564830720424652
2016-02-02,0.34658095240592957
2016-02-03,0.3762878179550171
2016-02-04,0.3960925340652466
2016-02-05,0.4004933834075928
2016-02-10,0.4015938639640808
2016-02-11,0.39059123396873474
2016-02-12,0.39059123396873474
2016-02-15,0.3971925675868988
2016-02-16,0.42029812932014465
2016-02-17,0.4268995523452759
2016-02-18,0.4291003346443176
2016-02-19,0.43240076303482056
2016-02-22,0.4511054754257202
2016-02-23,0.45770689845085144
2016-02-24,0.4753111004829407
2016-02-25,0.4940154552459717
2016-02-26,0.5171206593513489
2016-02-29,0.5226219892501831
2016-03-01,0.524822473526001
2016-03-02,0.5314241051673889
2016-03-03,0.5512288212776184
2016-03-04,0.5853366255760193
2016-03-07,0.5776349902153015
2016-03-08,0.5776349902153015
2016-03-09,0.5886374711990356
2016-03-10,0.5831362009048462
