Date,IPG
2015-08-03,14.500393867492676
2015-08-04,14.500393867492676
2015-08-05,14.53475284576416
2015-08-06,14.259864807128906
2015-08-07,14.362950325012207
2015-08-10,14.541626930236816
2015-08-11,14.617222785949707
2015-08-12,14.637834548950195
2015-08-13,14.486651420593262
2015-08-14,14.53475284576416
2015-08-17,14.58285903930664
2015-08-18,14.4385404586792
2015-08-19,14.404184341430664
2015-08-20,13.909384727478027
2015-08-21,13.476434707641602
2015-08-24,12.87854290008545
2015-08-25,12.706742286682129
2015-08-26,13.125944137573242
2015-08-27,13.22215747833252
2015-08-28,13.263650894165039
2015-08-31,13.05618953704834
2015-09-01,12.634356498718262
2015-09-02,13.063106536865234
2015-09-03,13.235989570617676
2015-09-04,13.021615028381348
2015-09-08,13.45036506652832
2015-09-09,13.242904663085938
2015-09-10,13.291315078735352
2015-09-11,13.595587730407715
2015-09-14,13.692398071289062
2015-09-15,13.733896255493164
2015-09-16,14.02434253692627
2015-09-17,14.162646293640137
2015-09-18,13.920609474182129
2015-09-21,13.9136962890625
2015-09-22,13.623250961303711
2015-09-23,13.567930221557617
2015-09-24,13.464197158813477
2015-09-25,13.346635818481445
2015-09-28,13.028525352478027
2015-09-29,12.959379196166992
2015-09-30,13.229073524475098
2015-10-01,13.2705659866333
2015-10-02,13.581759452819824
2015-10-05,13.851462364196777
2015-10-06,13.872200965881348
2015-10-07,14.010512351989746
2015-10-08,14.446178436279297
2015-10-09,14.549909591674805
2015-10-12,14.494584083557129
2015-10-13,14.494584083557129
2015-10-14,14.418514251708984
2015-10-15,14.688217163085938
2015-10-16,14.65363597869873
2015-10-19,14.798857688903809
2015-10-20,14.791947364807129
2015-10-21,15.020148277282715
2015-10-22,15.338257789611816
2015-10-23,15.490392684936523
2015-10-26,15.642535209655762
2015-10-27,15.545717239379883
2015-10-28,15.704769134521484
2015-10-29,15.739346504211426
2015-10-30,15.856913566589355
2015-11-02,16.230344772338867
2015-11-03,16.098949432373047
2015-11-04,15.905316352844238
2015-11-05,15.739346504211426
2015-11-06,15.780845642089844
2015-11-09,15.677106857299805
2015-11-10,15.926069259643555
2015-11-11,15.932982444763184
2015-11-12,15.815420150756836
2015-11-13,15.524972915649414
2015-11-16,15.773930549621582
2015-11-17,15.677106857299805
2015-11-18,15.988306045532227
2015-11-19,16.112775802612305
2015-11-20,16.147356033325195
2015-11-23,16.147356033325195
2015-11-24,15.88457202911377
2015-11-25,16.01596450805664
2015-11-27,16.092432022094727
2015-11-30,15.9881591796875
2015-12-01,16.224504470825195
2015-12-02,16.022912979125977
2015-12-03,15.953397750854492
2015-12-04,16.29401397705078
2015-12-07,16.349628448486328
2015-12-08,16.3704833984375
2015-12-09,16.092432022094727
2015-12-10,16.189746856689453
2015-12-11,15.56412124633789
2015-12-14,15.619731903076172
2015-12-15,15.56412124633789
2015-12-16,15.86998176574707
2015-12-17,15.633638381958008
2015-12-18,15.765717506408691
2015-12-21,15.939498901367188
2015-12-22,16.189746856689453
2015-12-23,16.30792236328125
2015-12-24,16.3704833984375
2015-12-28,16.33573341369629
2015-12-29,16.439998626708984
2015-12-30,16.3704833984375
2015-12-31,16.182804107666016
2016-01-04,15.863033294677734
2016-01-05,16.168895721435547
2016-01-06,15.89779281616211
2016-01-07,15.404244422912598
2016-01-08,15.327773094177246
2016-01-11,15.244365692138672
2016-01-12,15.327773094177246
2016-01-13,15.070572853088379
2016-01-14,15.50851058959961
2016-01-15,15.098383903503418
2016-01-19,15.077529907226562
2016-01-20,14.667397499084473
2016-01-21,15.04971981048584
2016-01-22,15.390341758728027
2016-01-25,15.105334281921387
2016-01-26,15.536316871643066
2016-01-27,15.334728240966797
2016-01-28,15.293018341064453
2016-01-29,15.598881721496582
2016-02-01,15.619731903076172
2016-02-02,15.160945892333984
2016-02-03,15.320826530456543
2016-02-04,15.230454444885254
2016-02-05,14.653493881225586
2016-02-08,14.111289978027344
2016-02-09,14.250314712524414
2016-02-10,14.194701194763184
2016-02-11,14.152993202209473
2016-02-12,14.180797576904297
2016-02-16,14.389345169067383
2016-02-17,14.514469146728516
2016-02-18,14.507515907287598
2016-02-19,14.695201873779297
2016-02-22,14.757766723632812
2016-02-23,14.862038612365723
2016-02-24,14.855083465576172
2016-02-25,15.001062393188477
2016-02-26,14.952062606811523
2016-02-29,14.973062515258789
2016-03-01,15.155061721801758
2016-03-02,14.938067436218262
2016-03-03,15.00805950164795
2016-03-04,15.036062240600586
2016-03-07,14.966063499450684
2016-03-08,14.777063369750977
2016-03-09,14.819061279296875
2016-03-10,14.714061737060547
2016-03-11,14.896063804626465
2016-03-14,14.938067436218262
2016-03-15,14.84006404876709
2016-03-16,14.966063499450684
2016-03-17,15.071064949035645
2016-03-18,15.022065162658691
2016-03-21,15.05006217956543
2016-03-22,15.071064949035645
2016-03-23,15.148061752319336
2016-03-24,15.06406021118164
2016-03-28,15.393061637878418
2016-03-29,15.771066665649414
2016-03-30,16.016067504882812
2016-03-31,16.0650634765625
2016-04-01,16.14906883239746
2016-04-04,16.03006362915039
2016-04-05,15.946065902709961
2016-04-06,16.23306655883789
2016-04-07,15.93206787109375
2016-04-08,15.925068855285645
2016-04-11,15.890067100524902
2016-04-12,15.9530668258667
2016-04-13,16.422069549560547
