Date,RL
2015-08-03,100.53539276123047
2015-08-04,100.55171203613281
2015-08-05,99.07575988769531
2015-08-06,97.99124908447266
2015-08-07,98.01570892333984
2015-08-10,98.2929458618164
2015-08-11,97.03717803955078
2015-08-12,96.22176361083984
2015-08-13,95.64276123046875
2015-08-14,96.22176361083984
2015-08-17,96.21357727050781
2015-08-18,95.59385681152344
2015-08-19,94.36254119873047
2015-08-20,92.06300354003906
2015-08-21,90.2201156616211
2015-08-24,87.73304748535156
2015-08-25,85.63734436035156
2015-08-26,87.08070373535156
2015-08-27,89.02959442138672
2015-08-28,90.42398834228516
2015-08-31,90.6686019897461
2015-09-01,88.4261474609375
2015-09-02,89.29051208496094
2015-09-03,90.48103332519531
2015-09-04,88.86650848388672
2015-09-08,90.55445861816406
2015-09-09,88.75230407714844
2015-09-10,88.98065185546875
2015-09-11,89.46175384521484
2015-09-14,87.99398040771484
2015-09-15,89.46175384521484
2015-09-16,93.44925689697266
2015-09-17,92.919189453125
2015-09-18,89.19265747070312
2015-09-21,90.9295425415039
2015-09-22,89.983642578125
2015-09-23,88.52552032470703
2015-09-24,89.45116424560547
2015-09-25,88.73033142089844
2015-09-28,85.91242980957031
2015-09-29,85.23258209228516
2015-09-30,96.79078674316406
2015-10-01,95.48011779785156
2015-10-02,96.13545227050781
2015-10-05,97.7082290649414
2015-10-06,98.2898178100586
2015-10-07,97.16757202148438
2015-10-08,99.32194519042969
2015-10-09,98.7403564453125
2015-10-12,98.77310943603516
2015-10-13,97.25770568847656
2015-10-14,97.25770568847656
2015-10-15,96.0781021118164
2015-10-16,95.80780792236328
2015-10-19,96.01258087158203
2015-10-20,96.45491790771484
2015-10-21,94.86578369140625
2015-10-22,95.57846069335938
2015-10-23,93.12918090820312
2015-10-26,93.06365203857422
2015-10-27,91.89225769042969
2015-10-28,92.09703826904297
2015-10-29,90.3768081665039
2015-10-30,90.73725891113281
2015-11-02,90.80279541015625
2015-11-03,93.52238464355469
2015-11-04,93.03087615966797
2015-11-05,106.89909362792969
2015-11-06,112.42012786865234
2015-11-09,110.04461669921875
2015-11-10,109.11078643798828
2015-11-11,102.3609848022461
2015-11-12,100.04283142089844
2015-11-13,98.06864166259766
2015-11-16,98.82225036621094
2015-11-17,97.7409896850586
2015-11-18,97.79833221435547
2015-11-19,100.51790618896484
2015-11-20,101.33702850341797
2015-11-23,103.37674713134766
2015-11-24,102.38555908203125
2015-11-25,102.89344787597656
2015-11-27,101.56639862060547
2015-11-30,101.74662017822266
2015-12-01,102.2544937133789
2015-12-02,102.98355865478516
2015-12-03,100.0755615234375
2015-12-04,98.986083984375
2015-12-07,97.96215057373047
2015-12-08,97.20852661132812
2015-12-09,96.81533813476562
2015-12-10,94.89852142333984
2015-12-11,92.54757690429688
2015-12-14,92.59672546386719
2015-12-15,93.82543182373047
2015-12-16,94.90672302246094
2015-12-17,92.35916900634766
2015-12-18,91.46627044677734
2015-12-21,90.6061782836914
2015-12-22,92.00505828857422
2015-12-23,94.2268295288086
2015-12-24,93.2969741821289
2015-12-28,92.48230743408203
2015-12-29,93.79071044921875
2015-12-30,92.70449829101562
2015-12-31,91.73352813720703
2016-01-04,91.79935455322266
2016-01-05,91.23981475830078
2016-01-06,88.95223236083984
2016-01-07,86.03929138183594
2016-01-08,85.24107360839844
2016-01-11,83.96562957763672
2016-01-12,85.54556274414062
2016-01-13,82.92880249023438
2016-01-14,83.14276885986328
2016-01-15,82.84654235839844
2016-01-19,83.42253875732422
2016-01-20,85.0847396850586
2016-01-21,87.1748275756836
2016-01-22,88.02238464355469
2016-01-25,87.66032409667969
2016-01-26,89.79157257080078
2016-01-27,89.24846649169922
2016-01-28,90.21121978759766
2016-01-29,92.57286071777344
2016-02-01,92.43294525146484
2016-02-02,91.96394348144531
2016-02-03,95.0908203125
2016-02-04,74.01712799072266
2016-02-05,71.79537200927734
2016-02-08,70.13319396972656
2016-02-09,68.87417602539062
2016-02-10,69.53250885009766
2016-02-11,68.44631958007812
2016-02-12,71.540283203125
2016-02-16,72.68407440185547
2016-02-17,73.43291473388672
2016-02-18,73.09553527832031
2016-02-19,72.64295196533203
2016-02-22,74.88114929199219
2016-02-23,73.89371490478516
2016-02-24,74.02535247802734
2016-02-25,75.63819885253906
2016-02-26,74.75769805908203
2016-02-29,74.68366241455078
2016-03-01,77.09468078613281
2016-03-02,77.81878662109375
2016-03-03,78.80621337890625
2016-03-04,79.95001983642578
2016-03-07,81.21724700927734
2016-03-08,79.9171142578125
2016-03-09,79.94178009033203
2016-03-10,79.20122528076172
2016-03-11,81.04442596435547
2016-03-14,81.11029052734375
2016-03-15,80.06522369384766
2016-03-16,78.77333068847656
2016-03-17,79.90888977050781
2016-03-18,80.73997497558594
2016-03-21,81.6698226928711
2016-03-22,80.44377136230469
2016-03-23,78.90497589111328
2016-03-24,78.6252212524414
2016-03-28,79.3493423461914
2016-03-29,79.40692901611328
2016-03-30,80.16792297363281
2016-03-31,79.62201690673828
2016-04-01,80.44915771484375
2016-04-04,77.58717346191406
2016-04-05,77.62857818603516
2016-04-06,79.80396270751953
2016-04-07,78.21582794189453
2016-04-08,75.46965026855469
2016-04-11,74.75005340576172
2016-04-12,75.33732604980469
2016-04-13,77.39695739746094
2016-04-14,76.5532455444336
2016-04-15,78.14141845703125
2016-04-18,78.73694610595703
2016-04-19,78.4226303100586
2016-04-20,78.43916320800781
2016-04-21,77.81880950927734
2016-04-22,77.73609161376953
2016-04-25,78.06694030761719
2016-04-26,78.55497741699219
2016-04-27,78.48877716064453
2016-04-28,77.76090240478516
2016-04-29,77.0991439819336
2016-05-02,78.77001953125
2016-05-03,78.1910171508789
2016-05-04,76.96683502197266
2016-05-05,75.27115631103516
2016-05-06,74.53499603271484
2016-05-09,74.692138671875
2016-05-10,73.90634155273438
2016-05-11,69.8946533203125
2016-05-12,71.86327362060547
2016-05-13,70.7218246459961
2016-05-16,71.5489501953125
2016-05-17,72.88068389892578
2016-05-18,73.61683654785156
2016-05-19,73.74920654296875
2016-05-20,75.7922592163086
2016-05-23,76.68559265136719
2016-05-24,77.248046875
2016-05-25,77.69473266601562
2016-05-26,77.62857818603516
2016-05-27,77.8105239868164
2016-05-31,78.02556610107422
2016-06-01,78.96027374267578
2016-06-02,79.9114990234375
2016-06-03,79.24976348876953
2016-06-06,79.6799087524414
2016-06-07,77.80223846435547
2016-06-08,77.53755950927734
2016-06-09,79.55582427978516
2016-06-10,79.24151611328125
2016-06-13,77.61203002929688
2016-06-14,75.56893157958984
2016-06-15,78.21582794189453
2016-06-16,77.75261688232422
2016-06-17,79.11742401123047
2016-06-20,79.5723648071289
2016-06-21,80.37467956542969
2016-06-22,79.7460708618164
2016-06-23,80.4408950805664
2016-06-24,74.11315155029297
2016-06-27,72.27684783935547
2016-06-28,72.69869995117188
2016-06-29,73.81342315673828
2016-06-30,74.5538101196289
2016-07-01,74.93648529052734
2016-07-05,73.63871002197266
2016-07-06,75.0030288696289
2016-07-07,76.33404541015625
2016-07-08,77.57357025146484
2016-07-11,79.86959075927734
2016-07-12,81.99922180175781
2016-07-13,81.96593475341797
2016-07-14,82.2903823852539
2016-07-15,82.24876403808594
2016-07-18,82.49003601074219
2016-07-19,82.19055938720703
2016-07-20,83.22209930419922
2016-07-21,82.50665283203125
2016-07-22,82.26539611816406
2016-07-25,82.98916625976562
2016-07-26,83.9791259765625
2016-07-27,82.56488037109375
2016-07-28,80.60997009277344
2016-07-29,81.59988403320312
2016-08-01,81.25881958007812
2016-08-02,77.69835662841797
2016-08-03,77.24911499023438
2016-08-04,78.42208862304688
2016-08-05,79.90287017822266
2016-08-08,79.82796478271484
2016-08-09,79.0876235961914
2016-08-10,85.80094909667969
2016-08-11,90.4262466430664
2016-08-12,90.00198364257812
2016-08-15,90.81722259521484
2016-08-16,90.51774597167969
2016-08-17,89.42798614501953
2016-08-18,90.35136413574219
2016-08-19,90.61756134033203
2016-08-22,89.8771743774414
2016-08-23,90.75067901611328
2016-08-24,89.73576354980469
2016-08-25,89.08689880371094
2016-08-26,88.5295181274414
2016-08-29,88.5544662475586
2016-08-30,86.93230438232422
2016-08-31,86.20022583007812
2016-09-01,86.1253890991211
2016-09-02,85.87582397460938
2016-09-06,85.31844329833984
2016-09-07,87.21514892578125
2016-09-08,85.58464813232422
2016-09-09,83.80439758300781
2016-09-12,84.68622589111328
2016-09-13,83.57980346679688
2016-09-14,82.99747467041016
2016-09-15,83.23872375488281
2016-09-16,83.24703979492188
2016-09-19,83.14720916748047
2016-09-20,82.16558837890625
2016-09-21,82.44843292236328
2016-09-22,82.33196258544922
2016-09-23,83.11394500732422
2016-09-26,80.50180053710938
2016-09-27,81.4085693359375
2016-09-28,81.89353942871094
2016-09-29,83.32337951660156
2016-09-30,84.56927490234375
2016-10-03,84.3936538696289
2016-10-04,83.8585205078125
2016-10-05,83.406982421875
2016-10-06,84.79501342773438
2016-10-07,86.13288116455078
2016-10-10,86.65130615234375
2016-10-11,85.56428527832031
2016-10-12,85.0458755493164
2016-10-13,83.35681915283203
2016-10-14,81.5423355102539
2016-10-17,81.26641845703125
2016-10-18,81.64270782470703
2016-10-19,82.76318359375
2016-10-20,81.60087585449219
2016-10-21,80.79817962646484
2016-10-24,82.44539642333984
2016-10-25,81.79319763183594
2016-10-26,81.98554229736328
2016-10-27,81.80155944824219
2016-10-28,82.06078338623047
2016-10-31,82.02731323242188
2016-11-01,82.49559020996094
2016-11-02,81.74302673339844
2016-11-03,81.64270782470703
2016-11-04,82.43706512451172
2016-11-07,83.47388458251953
2016-11-08,82.7046127319336
2016-11-09,85.41378784179688
2016-11-10,88.85038757324219
2016-11-11,89.55278778076172
2016-11-14,93.30709838867188
2016-11-15,94.62826538085938
2016-11-16,93.58305358886719
2016-11-17,94.96272277832031
2016-11-18,92.21174621582031
2016-11-21,92.45425415039062
2016-11-22,95.05471801757812
2016-11-23,94.08475494384766
2016-11-25,93.7920913696289
2016-11-28,92.73855590820312
2016-11-29,90.81536102294922
2016-11-30,87.4707260131836
2016-12-01,87.27005767822266
2016-12-02,88.39888000488281
2016-12-05,90.46417999267578
2016-12-06,89.8203353881836
2016-12-07,91.1080322265625
2016-12-08,91.04113006591797
2016-12-09,91.1415023803711
2016-12-12,86.76836395263672
2016-12-13,86.75997924804688
2016-12-14,85.07930755615234
2016-12-15,81.04901885986328
2016-12-16,79.2261962890625
2016-12-19,77.96357727050781
2016-12-20,77.69602966308594
2016-12-21,77.60403442382812
2016-12-22,75.86483764648438
2016-12-23,74.79454040527344
2016-12-27,75.33804321289062
2016-12-28,75.65756225585938
2016-12-29,76.2966079711914
2016-12-30,75.94345092773438
2017-01-03,76.20408630371094
2017-01-04,76.19569396972656
2017-01-05,74.87560272216797
2017-01-06,74.48040771484375
2017-01-09,73.36209869384766
2017-01-10,73.9422836303711
2017-01-11,72.84918212890625
2017-01-12,72.63898468017578
2017-01-13,72.58013153076172
2017-01-17,75.32123565673828
2017-01-18,75.07737731933594
2017-01-19,74.16088104248047
2017-01-20,74.74945831298828
2017-01-23,75.07737731933594
2017-01-24,75.76685333251953
2017-01-25,76.64131927490234
2017-01-26,75.68278503417969
2017-01-27,73.96749114990234
2017-01-30,74.36268615722656
2017-01-31,74.3542709350586
2017-02-01,73.46300506591797
2017-02-02,64.41568756103516
2017-02-03,64.04576110839844
2017-02-06,64.34844970703125
2017-02-07,63.885990142822266
2017-02-08,65.1640396118164
2017-02-09,65.56764221191406
2017-02-10,66.93818664550781
2017-02-13,66.71116638183594
2017-02-14,66.83727264404297
2017-02-15,66.56820678710938
2017-02-16,65.9796371459961
2017-02-17,65.91236877441406
2017-02-21,65.74420166015625
2017-02-22,65.67694091796875
2017-02-23,66.1309814453125
2017-02-24,66.60183715820312
2017-02-27,67.08952331542969
2017-02-28,66.70277404785156
2017-03-01,67.7453842163086
2017-03-02,67.86311340332031
2017-03-03,67.08952331542969
2017-03-06,67.03909301757812
2017-03-07,66.54298400878906
2017-03-08,67.6276626586914
2017-03-09,66.99703979492188
2017-03-10,67.51835632324219
2017-03-13,66.92135620117188
2017-03-14,67.29132080078125
2017-03-15,68.317138671875
2017-03-16,68.14057922363281
2017-03-17,67.85468292236328
2017-03-20,66.81205749511719
2017-03-21,65.7778549194336
2017-03-22,65.76103210449219
2017-03-23,66.61026763916016
2017-03-24,67.04750061035156
2017-03-27,67.61923217773438
2017-03-28,68.65349578857422
2017-03-29,70.19322967529297
2017-03-30,69.28800201416016
