Date,HINDALCO.NS
2015-08-21,79.60713195800781
2015-08-24,72.80350494384766
2015-08-25,74.4697036743164
2015-08-26,74.42342376708984
2015-08-27,74.65483093261719
2015-08-28,75.58049774169922
2015-08-31,74.09943389892578
2015-09-01,70.30420684814453
2015-09-02,68.82315826416016
2015-09-03,71.46128845214844
2015-09-04,68.40660095214844
2015-09-07,67.13980865478516
2015-09-08,68.21891784667969
2015-09-09,73.75525665283203
2015-09-10,71.78470611572266
2015-09-11,71.40936279296875
2015-09-14,73.80217742919922
2015-09-15,71.55011749267578
2015-09-16,72.48847961425781
2015-09-18,71.22168731689453
2015-09-21,73.28607177734375
2015-09-22,68.68809509277344
2015-09-23,68.45349884033203
2015-09-24,66.99905395507812
2015-09-28,66.20145416259766
2015-09-29,63.99630355834961
2015-09-30,66.43604278564453
2015-10-01,66.52987670898438
2015-10-05,69.43879699707031
2015-10-06,70.37716674804688
2015-10-07,76.85186004638672
2015-10-08,77.27411651611328
2015-10-09,78.77549743652344
2015-10-12,83.1858139038086
2015-10-13,80.83989715576172
2015-10-14,83.13887023925781
2015-10-15,82.38822174072266
2015-10-16,82.34127807617188
2015-10-19,81.40292358398438
2015-10-20,79.24466705322266
2015-10-21,80.27688598632812
2015-10-23,79.85462188720703
2015-10-26,80.1361312866211
2015-10-27,79.19776916503906
2015-10-28,79.29159545898438
2015-10-29,78.11865234375
2015-10-30,78.86933135986328
2015-11-02,75.96041107177734
2015-11-03,77.27411651611328
2015-11-04,76.80494689941406
2015-11-05,76.05424499511719
2015-11-06,75.91349029541016
2015-11-09,75.02204895019531
2015-11-10,74.36520385742188
2015-11-13,72.62921905517578
2015-11-16,74.17753601074219
2015-11-17,75.86658477783203
2015-11-18,71.83162689208984
2015-11-19,73.56759643554688
2015-11-20,72.44154357910156
2015-11-23,69.67339324951172
2015-11-24,69.0634536743164
2015-11-26,70.47100067138672
2015-11-27,72.86383056640625
2015-11-30,72.30079650878906
2015-12-01,74.64671325683594
2015-12-02,75.4912338256836
2015-12-03,74.31826782226562
2015-12-04,74.17753601074219
2015-12-07,74.36520385742188
2015-12-08,71.3155288696289
2015-12-09,69.20421600341797
2015-12-10,71.03401184082031
2015-12-11,71.55011749267578
2015-12-14,73.94293975830078
2015-12-15,74.13060760498047
2015-12-16,73.7083511352539
2015-12-17,76.28883361816406
2015-12-18,74.97513580322266
2015-12-21,76.28883361816406
2015-12-22,74.69361877441406
2015-12-23,78.72858428955078
2015-12-24,79.99536895751953
2015-12-28,79.71385955810547
2015-12-29,79.19776916503906
2015-12-30,79.4792709350586
2015-12-31,79.52618408203125
2016-01-01,79.66695404052734
2016-01-04,75.77275848388672
2016-01-05,77.50872039794922
2016-01-06,75.58507537841797
2016-01-07,71.92546081542969
2016-01-08,72.16004943847656
2016-01-11,73.0984115600586
2016-01-12,70.94017791748047
2016-01-13,71.97237396240234
2016-01-14,70.09564208984375
2016-01-15,67.37439727783203
2016-01-18,66.81138610839844
2016-01-19,67.42131805419922
2016-01-20,63.43326187133789
2016-01-21,64.09013366699219
2016-01-22,67.89049530029297
2016-01-25,67.56208038330078
2016-01-27,66.67063903808594
2016-01-28,65.4038314819336
2016-01-29,66.15452575683594
2016-02-01,66.71754455566406
2016-02-02,64.32473754882812
2016-02-03,62.541831970214844
2016-02-04,64.46548461914062
2016-02-05,66.8582992553711
2016-02-08,65.49768829345703
2016-02-09,65.68534851074219
2016-02-10,62.776432037353516
2016-02-11,59.7736701965332
2016-02-12,57.146263122558594
2016-02-15,62.87026596069336
2016-02-16,60.852787017822266
2016-02-17,61.74423599243164
2016-02-18,64.65316009521484
2016-02-19,64.79390716552734
2016-02-22,65.21617126464844
2016-02-23,64.27780151367188
2016-02-24,62.3072509765625
2016-02-25,63.01102066040039
2016-02-26,65.16925048828125
2016-02-29,64.51240539550781
2016-03-01,65.91993713378906
2016-03-02,70.33024597167969
2016-03-03,74.36520385742188
2016-03-04,74.5059585571289
2016-03-08,78.02481842041016
2016-03-09,76.10116577148438
2016-03-10,78.63473510742188
2016-03-11,78.35324096679688
2016-03-14,79.66695404052734
2016-03-15,78.72858428955078
2016-03-16,76.47651672363281
2016-03-17,76.0073471069336
2016-03-18,79.94844818115234
2016-03-21,80.69914245605469
2016-03-22,81.63750457763672
2016-03-23,85.67244720458984
2016-03-28,78.11865234375
2016-03-29,79.19776916503906
2016-03-30,82.57587432861328
2016-03-31,82.52893829345703
2016-04-01,81.30907440185547
2016-04-04,83.60807037353516
2016-04-05,79.66695404052734
2016-04-06,83.46730041503906
2016-04-07,81.91902160644531
2016-04-08,82.29434967041016
2016-04-11,86.5169906616211
2016-04-12,86.32931518554688
2016-04-13,90.3642807006836
2016-04-18,91.06804656982422
2016-04-20,95.5252685546875
2016-04-21,95.5252685546875
2016-04-22,94.86841583251953
2016-04-25,92.3348388671875
2016-04-26,96.79206085205078
2016-04-27,95.47834777832031
2016-04-28,90.92729187011719
2016-04-29,90.41120147705078
2016-05-02,92.56942749023438
2016-05-03,90.92729187011719
2016-05-04,85.53170776367188
2016-05-05,84.87484741210938
2016-05-06,86.23548126220703
2016-05-09,86.04780578613281
2016-05-10,84.31182861328125
2016-05-11,85.95396423339844
2016-05-12,87.64302825927734
2016-05-13,83.79574584960938
2016-05-16,84.26492309570312
2016-05-17,83.60807037353516
2016-05-18,83.65498352050781
2016-05-19,81.68444061279297
2016-05-20,81.59059143066406
2016-05-23,81.54366302490234
2016-05-24,80.98065948486328
2016-05-25,83.27964782714844
2016-05-26,84.73410034179688
2016-05-27,86.23548126220703
2016-05-30,96.60440063476562
2016-05-31,98.76261138916016
2016-06-01,96.74513244628906
2016-06-02,99.51331329345703
2016-06-03,99.04412841796875
2016-06-06,100.26399993896484
2016-06-07,102.75066375732422
2016-06-08,102.60990905761719
2016-06-09,104.0643539428711
2016-06-10,108.19314575195312
2016-06-13,107.63014221191406
2016-06-14,108.47467041015625
2016-06-15,108.61540985107422
2016-06-16,111.7120132446289
2016-06-17,111.47742462158203
2016-06-20,113.58873748779297
2016-06-21,115.88772583007812
2016-06-22,114.66786193847656
2016-06-23,116.26307678222656
2016-06-24,110.06988525390625
2016-06-27,112.41577911376953
2016-06-28,110.77365112304688
2016-06-29,112.5565414428711
2016-06-30,115.27780151367188
2016-07-01,117.0606689453125
2016-07-04,118.18670654296875
2016-07-05,116.02848815917969
2016-07-07,119.82884216308594
2016-07-08,119.0312271118164
2016-07-11,121.09563446044922
2016-07-12,126.91349029541016
2016-07-13,127.42959594726562
2016-07-14,127.42959594726562
2016-07-15,128.93096923828125
2016-07-18,128.79022216796875
2016-07-19,129.4939727783203
2016-07-20,127.5234146118164
2016-07-21,125.64667510986328
2016-07-22,127.61725616455078
2016-07-25,126.86652374267578
