Date,GD
2015-11-09,116.2667007446289
2015-11-10,115.9847183227539
2015-11-11,115.4770736694336
2015-11-12,114.30065155029297
2015-11-13,113.29339599609375
2015-11-16,115.45294952392578
2015-11-17,115.12250518798828
2015-11-18,115.79938507080078
2015-11-19,117.00001525878906
2015-11-20,117.24171447753906
2015-11-23,116.50846862792969
2015-11-24,117.26589965820312
2015-11-25,116.98387908935547
2015-11-27,117.29012298583984
2015-11-30,118.01531219482422
2015-12-01,118.93394470214844
2015-12-02,117.12089538574219
2015-12-03,114.38926696777344
2015-12-04,115.90413665771484
2015-12-07,115.29981994628906
2015-12-08,114.4214859008789
2015-12-09,112.9468994140625
2015-12-10,112.80992889404297
2015-12-11,111.06944274902344
2015-12-14,112.1572494506836
2015-12-15,111.2305908203125
2015-12-16,112.51985931396484
2015-12-17,111.3272705078125
2015-12-18,110.15888214111328
2015-12-21,111.27088165283203
2015-12-22,112.76158142089844
2015-12-23,112.72129821777344
2015-12-24,112.68098449707031
2015-12-28,112.47956085205078
2015-12-29,113.08390808105469
2015-12-30,112.213623046875
2015-12-31,110.68266296386719
2016-01-04,109.64317321777344
2016-01-05,110.10250091552734
2016-01-06,108.9905014038086
2016-01-07,105.3967056274414
2016-01-08,104.90518188476562
2016-01-11,105.79154205322266
2016-01-12,106.75846099853516
2016-01-13,104.53096771240234
2016-01-14,104.52284240722656
2016-01-15,102.0523452758789
2016-01-19,103.17827606201172
2016-01-20,100.58625793457031
2016-01-21,100.69965362548828
2016-01-22,102.36015319824219
2016-01-25,100.92646789550781
2016-01-26,103.17827606201172
2016-01-27,104.49047088623047
2016-01-28,104.20697021484375
2016-01-29,108.35418701171875
2016-02-01,108.232666015625
2016-02-02,108.15978240966797
2016-02-03,108.3703842163086
2016-02-04,109.63402557373047
2016-02-05,108.70248413085938
2016-02-08,107.13106536865234
2016-02-09,107.0257797241211
2016-02-10,107.7872085571289
2016-02-11,104.15029907226562
2016-02-12,105.4462661743164
2016-02-16,106.5235824584961
2016-02-17,109.37480926513672
2016-02-18,109.39097595214844
2016-02-19,109.56108856201172
2016-02-22,110.66268920898438
2016-02-23,110.08759307861328
2016-02-24,109.47196960449219
2016-02-25,111.16490173339844
2016-02-26,111.0595932006836
2016-02-29,110.37920379638672
2016-03-01,111.97488403320312
2016-03-02,109.8446273803711
2016-03-03,109.94991302490234
2016-03-04,109.5772933959961
2016-03-07,107.18775939941406
2016-03-08,106.4344711303711
2016-03-09,106.84757995605469
2016-03-10,108.19219207763672
2016-03-11,109.77169036865234
2016-03-14,108.71057891845703
2016-03-15,107.96536254882812
2016-03-16,108.53240966796875
2016-03-17,108.63765716552734
2016-03-18,109.71499633789062
2016-03-21,109.17227172851562
2016-03-22,109.54488372802734
2016-03-23,108.79969787597656
2016-03-24,104.55526733398438
2016-03-28,105.96466064453125
2016-03-29,106.80709075927734
2016-03-30,106.70175170898438
2016-03-31,106.41017150878906
2016-04-01,107.1958999633789
2016-04-04,106.66936492919922
2016-04-05,105.98088836669922
2016-04-06,107.31702423095703
2016-04-07,107.04817962646484
2016-04-08,108.28659057617188
2016-04-11,107.46367645263672
2016-04-12,108.8080062866211
2016-04-13,109.43534088134766
2016-04-14,108.82431030273438
2016-04-15,109.83457946777344
2016-04-18,111.0403823852539
2016-04-19,111.36628723144531
2016-04-20,111.38257598876953
2016-04-21,112.20548248291016
2016-04-22,112.35208129882812
2016-04-25,111.44773864746094
2016-04-26,113.01204681396484
2016-04-27,117.0042495727539
2016-04-28,115.00816345214844
2016-04-29,114.48670196533203
2016-05-02,115.55402374267578
2016-05-03,115.96955108642578
2016-05-04,115.22809600830078
2016-05-05,115.85546112060547
2016-05-06,116.86572265625
2016-05-09,116.48282623291016
2016-05-10,118.71519470214844
2016-05-11,118.1041488647461
2016-05-12,118.3892593383789
2016-05-13,117.6234359741211
2016-05-16,118.43819427490234
2016-05-17,118.13672637939453
2016-05-18,117.57455444335938
2016-05-19,116.98799133300781
2016-05-20,117.8271255493164
2016-05-23,115.89619445800781
2016-05-24,116.47466278076172
2016-05-25,116.48282623291016
2016-05-26,116.36878204345703
2016-05-27,116.6131820678711
2016-05-31,115.58659362792969
2016-06-01,115.26073455810547
2016-06-02,114.1689453125
2016-06-03,114.25042724609375
2016-06-06,114.34007263183594
2016-06-07,114.92664337158203
2016-06-08,115.27703094482422
2016-06-09,115.67625427246094
2016-06-10,115.3095932006836
2016-06-13,113.3379135131836
2016-06-14,113.5986328125
2016-06-15,114.15267181396484
2016-06-16,113.86756896972656
2016-06-17,113.2401351928711
2016-06-20,114.81262969970703
2016-06-21,113.58235168457031
2016-06-22,113.07723236083984
2016-06-23,113.8837890625
2016-06-24,110.91814422607422
2016-06-27,108.40876770019531
2016-06-28,109.12576293945312
2016-06-29,111.13326263427734
2016-06-30,114.09123992919922
2016-07-01,115.81190490722656
2016-07-05,113.41114044189453
2016-07-06,114.62384796142578
2016-07-07,113.64057159423828
2016-07-08,115.10723876953125
2016-07-11,115.6890869140625
2016-07-12,115.97579956054688
2016-07-13,116.13150024414062
2016-07-14,116.81158447265625
2016-07-15,116.42648315429688
2016-07-18,115.53337097167969
2016-07-19,117.42613220214844
2016-07-20,118.4339370727539
2016-07-21,117.05741882324219
2016-07-22,117.80304718017578
2016-07-25,117.76209259033203
2016-07-26,118.40937805175781
2016-07-27,120.14647674560547
2016-07-28,120.53156280517578
2016-07-29,120.3595199584961
2016-08-01,122.16215515136719
2016-08-02,121.44930267333984
2016-08-03,121.11332702636719
2016-08-04,120.75281524658203
2016-08-05,121.9982681274414
2016-08-08,121.35920715332031
2016-08-09,121.73609924316406
2016-08-10,124.1122817993164
2016-08-11,123.97300720214844
2016-08-12,124.1122817993164
2016-08-15,125.6937484741211
2016-08-16,124.8743667602539
2016-08-17,125.34143829345703
2016-08-18,124.89893341064453
2016-08-19,124.85792541503906
2016-08-22,124.72691345214844
2016-08-23,124.66948699951172
2016-08-24,124.78422546386719
2016-08-25,125.10376739501953
2016-08-26,124.20245361328125
2016-08-29,125.21847534179688
2016-08-30,125.00542449951172
2016-08-31,124.72691345214844
2016-09-01,125.23489379882812
2016-09-02,126.02965545654297
2016-09-06,126.70159912109375
2016-09-07,125.45610809326172
2016-09-08,124.8743667602539
2016-09-09,122.83409118652344
2016-09-12,124.39088439941406
2016-09-13,123.39952087402344
2016-09-14,122.76850891113281
2016-09-15,124.67770385742188
2016-09-16,123.52233123779297
2016-09-19,124.68588256835938
2016-09-20,124.431884765625
2016-09-21,125.4478988647461
2016-09-22,126.8900375366211
2016-09-23,126.02965545654297
2016-09-26,126.07879638671875
2016-09-27,127.2341537475586
2016-09-28,127.83229064941406
2016-09-29,127.50456237792969
2016-09-30,127.1358413696289
2016-10-03,126.76712036132812
2016-10-04,125.81661987304688
2016-10-05,126.58245849609375
2016-10-06,126.92831420898438
2016-10-07,125.95661163330078
2016-10-10,125.89898681640625
2016-10-11,123.1897964477539
2016-10-12,123.51918029785156
2016-10-13,124.35086822509766
2016-10-14,124.62262725830078
2016-10-17,123.9144287109375
2016-10-18,125.06727600097656
2016-10-19,124.6884994506836
2016-10-20,124.1038589477539
2016-10-21,123.66740417480469
2016-10-24,124.70498657226562
2016-10-25,125.6519546508789
2016-10-26,124.45795440673828
2016-10-27,123.62623596191406
2016-10-28,124.75434112548828
2016-10-31,124.1285171508789
2016-11-01,123.50269317626953
2016-11-02,123.2474136352539
2016-11-03,123.54387664794922
2016-11-04,123.36270904541016
2016-11-07,125.48722076416016
2016-11-08,126.63186645507812
2016-11-09,133.4747772216797
2016-11-10,137.11451721191406
2016-11-11,138.79434204101562
2016-11-14,140.14486694335938
2016-11-15,138.35794067382812
2016-11-16,136.5628204345703
2016-11-17,136.38990783691406
2016-11-18,137.2051239013672
2016-11-21,138.69554138183594
2016-11-22,140.1365966796875
2016-11-23,140.44129943847656
2016-11-25,141.70118713378906
2016-11-28,142.1870574951172
2016-11-29,144.2127685546875
2016-11-30,144.3939208984375
2016-12-01,145.2584686279297
2016-12-02,147.1278076171875
2016-12-05,147.00428771972656
2016-12-06,146.65017700195312
2016-12-07,146.93017578125
2016-12-08,143.010498046875
2016-12-09,144.42681884765625
2016-12-12,143.06817626953125
2016-12-13,143.53753662109375
2016-12-14,143.06817626953125
2016-12-15,143.3810272216797
2016-12-16,143.61985778808594
2016-12-19,143.8010711669922
2016-12-20,144.31980895996094
2016-12-21,143.36460876464844
2016-12-22,143.7187042236328
2016-12-23,144.31153869628906
2016-12-27,143.75987243652344
2016-12-28,142.4999237060547
2016-12-29,142.63169860839844
2016-12-30,142.1787872314453
2017-01-03,144.47628784179688
2017-01-04,144.5503692626953
2017-01-05,145.04446411132812
2017-01-06,146.13140869140625
2017-01-09,144.98680114746094
2017-01-10,145.22561645507812
2017-01-11,145.8102569580078
2017-01-12,145.35736083984375
2017-01-13,146.48556518554688
2017-01-17,144.9044647216797
2017-01-18,145.54954528808594
2017-01-19,147.05471801757812
2017-01-20,147.4434051513672
2017-01-23,146.57504272460938
2017-01-24,146.59161376953125
2017-01-25,144.99545288085938
2017-01-26,146.63296508789062
2017-01-27,153.116943359375
2017-01-30,150.9087371826172
2017-01-31,149.7591552734375
2017-02-01,149.7177734375
2017-02-02,149.16368103027344
2017-02-03,151.4462890625
2017-02-06,151.3801727294922
2017-02-07,151.5207061767578
2017-02-08,151.4628448486328
2017-02-09,151.00796508789062
2017-02-10,152.5049285888672
2017-02-13,154.3243865966797
2017-02-14,154.84536743164062
2017-02-15,155.4739227294922
2017-02-16,156.0941925048828
2017-02-17,156.35885620117188
2017-02-21,156.7971954345703
2017-02-22,157.0452880859375
2017-02-23,155.73031616210938
2017-02-24,156.8302459716797
2017-02-27,157.46707153320312
2017-02-28,156.97915649414062
2017-03-01,159.12940979003906
2017-03-02,158.004638671875
2017-03-03,156.84681701660156
2017-03-06,157.91366577148438
2017-03-07,158.3519744873047
2017-03-08,157.45050048828125
2017-03-09,157.41748046875
2017-03-10,157.83099365234375
2017-03-13,158.42642211914062
2017-03-14,156.9295196533203
2017-03-15,158.5091552734375
2017-03-16,157.67385864257812
2017-03-17,159.84066772460938
2017-03-20,158.7737579345703
2017-03-21,156.05284118652344
2017-03-22,156.80540466308594
2017-03-23,156.77239990234375
2017-03-24,155.08526611328125
2017-03-27,153.40635681152344
2017-03-28,155.84609985351562
2017-03-29,155.72203063964844
2017-03-30,156.1272735595703
2017-03-31,154.82058715820312
2017-04-03,155.2671661376953
2017-04-04,155.25062561035156
2017-04-05,154.39501953125
2017-04-06,154.76882934570312
2017-04-07,156.21432495117188
2017-04-10,155.8986358642578
2017-04-11,156.49679565429688
2017-04-12,154.802001953125
2017-04-13,155.12600708007812
2017-04-17,156.92042541503906
2017-04-18,155.6660614013672
2017-04-19,155.97340393066406
2017-04-20,156.28909301757812
2017-04-21,156.96202087402344
2017-04-24,159.4293212890625
2017-04-25,160.5342254638672
2017-04-26,161.8717041015625
2017-04-27,162.0212860107422
2017-04-28,160.9911346435547
2017-05-01,160.4594268798828
2017-05-02,161.2237548828125
2017-05-03,161.3151092529297
2017-05-04,161.6224822998047
2017-05-05,162.80215454101562
2017-05-08,163.1012420654297
2017-05-09,163.3172149658203
2017-05-10,161.4896240234375
2017-05-11,161.97972106933594
2017-05-12,162.48646545410156
2017-05-15,162.14590454101562
2017-05-16,162.2372589111328
2017-05-17,159.51235961914062
2017-05-18,160.0357666015625
2017-05-19,162.71905517578125
2017-05-22,164.2808380126953
2017-05-23,165.585205078125
2017-05-24,166.1334228515625
2017-05-25,167.0555877685547
2017-05-26,168.01095581054688
2017-05-30,167.81993103027344
2017-05-31,168.8500518798828
2017-06-01,168.2436065673828
2017-06-02,169.22389221191406
2017-06-05,167.37127685546875
2017-06-06,164.85414123535156
2017-06-07,165.21131896972656
2017-06-08,165.85101318359375
2017-06-09,165.70973205566406
2017-06-12,164.8209228515625
2017-06-13,166.6070098876953
2017-06-14,167.21343994140625
2017-06-15,167.8365020751953
2017-06-16,168.36814880371094
2017-06-19,169.90513610839844
2017-06-20,169.3568115234375
2017-06-21,169.38172912597656
2017-06-22,167.19686889648438
2017-06-23,167.24667358398438
2017-06-26,166.31625366210938
2017-06-27,165.18643188476562
2017-06-28,166.83963012695312
2017-06-29,163.62461853027344
2017-06-30,164.5716552734375
2017-07-03,165.86761474609375
2017-07-05,167.4694366455078
2017-07-06,166.03448486328125
2017-07-07,167.90321350097656
2017-07-10,167.7447509765625
2017-07-11,166.7769775390625
2017-07-12,167.77809143066406
2017-07-13,166.97720336914062
2017-07-14,167.8114471435547
2017-07-17,166.9688720703125
2017-07-18,168.0367431640625
2017-07-19,168.80426025390625
2017-07-20,168.85426330566406
2017-07-21,170.64791870117188
2017-07-24,170.96495056152344
2017-07-25,169.82208251953125
2017-07-26,162.39712524414062
2017-07-27,161.71302795410156
2017-07-28,165.13345336914062
2017-07-31,163.79029846191406
2017-08-01,163.95718383789062
2017-08-02,165.21690368652344
2017-08-03,166.2931365966797
2017-08-04,166.9104766845703
2017-08-07,167.80308532714844
2017-08-08,165.85092163085938
2017-08-09,167.68629455566406
2017-08-10,165.41709899902344
2017-08-11,165.0917510986328
2017-08-14,167.10232543945312
2017-08-15,166.4265594482422
2017-08-16,167.3609161376953
2017-08-17,165.17520141601562
2017-08-18,165.79251098632812
2017-08-21,165.79251098632812
2017-08-22,167.87818908691406
2017-08-23,166.6435089111328
2017-08-24,166.40985107421875
2017-08-25,166.05950927734375
2017-08-28,165.07505798339844
2017-08-29,167.64463806152344
2017-08-30,167.86985778808594
2017-08-31,167.97830200195312
2017-09-01,166.85203552246094
2017-09-05,165.79251098632812
2017-09-06,164.1324005126953
2017-09-07,164.38262939453125
2017-09-08,165.07505798339844
2017-09-11,167.1273956298828
2017-09-12,166.01776123046875
2017-09-13,164.22413635253906
2017-09-14,164.87489318847656
2017-09-15,165.4088134765625
2017-09-18,168.67071533203125
2017-09-19,169.45494079589844
2017-09-20,170.4143524169922
2017-09-21,171.62405395507812
2017-09-22,171.36538696289062
2017-09-25,170.9149169921875
2017-09-26,171.2986602783203
2017-09-27,172.52503967285156
2017-09-28,171.0483856201172
2017-09-29,171.5072021484375
2017-10-02,174.1268310546875
2017-10-03,175.63681030273438
2017-10-04,176.2791748046875
2017-10-05,178.78355407714844
2017-10-06,178.0717010498047
2017-10-09,178.85060119628906
2017-10-10,178.0297393798828
2017-10-11,178.2643280029297
2017-10-12,179.00975036621094
2017-10-13,178.6914825439453
2017-10-16,178.77525329589844
2017-10-17,177.18380737304688
2017-10-18,176.22055053710938
2017-10-19,177.2675323486328
2017-10-20,179.12704467773438
2017-10-23,177.9962615966797
2017-10-24,177.63612365722656
2017-10-25,173.59056091308594
2017-10-26,170.7930145263672
2017-10-27,171.6976318359375
2017-10-30,172.68588256835938
2017-10-31,170.01402282714844
2017-11-01,168.87486267089844
2017-11-02,170.7176055908203
2017-11-03,170.9186248779297
2017-11-06,169.5030975341797
2017-11-07,170.6674041748047
2017-11-08,169.71249389648438
2017-11-09,166.57154846191406
2017-11-10,167.32533264160156
2017-11-13,167.6269073486328
2017-11-14,167.7022705078125
2017-11-15,166.67201232910156
2017-11-16,166.8647003173828
2017-11-17,165.65017700195312
2017-11-20,166.46267700195312
2017-11-21,167.60177612304688
2017-11-22,167.551513671875
2017-11-24,167.5179901123047
2017-11-27,168.41424560546875
2017-11-28,171.0275115966797
2017-11-29,171.01077270507812
2017-11-30,173.5151824951172
2017-12-01,169.729248046875
2017-12-04,168.93356323242188
2017-12-05,167.442626953125
2017-12-06,167.6938934326172
2017-12-07,167.66043090820312
2017-12-08,168.41424560546875
2017-12-11,167.21649169921875
2017-12-12,164.31837463378906
2017-12-13,164.69532775878906
2017-12-14,164.3519287109375
2017-12-15,166.54641723632812
2017-12-18,166.21975708007812
2017-12-19,167.3756103515625
2017-12-20,168.6068878173828
2017-12-21,169.59523010253906
2017-12-22,169.729248046875
2017-12-26,169.1680450439453
2017-12-27,169.7962646484375
2017-12-28,170.75108337402344
2017-12-29,170.4076690673828
2018-01-02,167.9284210205078
2018-01-03,168.9754180908203
2018-01-04,171.88186645507812
2018-01-05,171.4547119140625
2018-01-08,171.4547119140625
2018-01-09,172.44302368164062
2018-01-10,171.49658203125
2018-01-11,172.13311767578125
2018-01-12,176.38809204101562
2018-01-16,172.81996154785156
2018-01-17,174.65428161621094
2018-01-18,174.7552032470703
2018-01-19,175.84848022460938
2018-01-22,175.09156799316406
2018-01-23,174.48605346679688
2018-01-24,184.40122985839844
2018-01-25,190.50669860839844
2018-01-26,190.2628631591797
2018-01-29,189.64047241210938
2018-01-30,188.61453247070312
2018-01-31,187.1007537841797
2018-02-01,189.39662170410156
2018-02-02,186.4615936279297
2018-02-05,177.63133239746094
2018-02-06,178.67413330078125
2018-02-07,180.76817321777344
2018-02-08,173.28346252441406
2018-02-09,178.3714141845703
2018-02-12,176.21009826660156
2018-02-13,178.1274871826172
2018-02-14,183.54344177246094
2018-02-15,189.556396484375
2018-02-16,188.53880310058594
2018-02-20,186.55410766601562
2018-02-21,185.64588928222656
2018-02-22,185.13287353515625
2018-02-23,185.8560791015625
2018-02-26,190.7169647216797
2018-02-27,188.28651428222656
2018-02-28,187.07550048828125
2018-03-01,184.30027770996094
2018-03-02,187.823974609375
2018-03-05,188.91726684570312
2018-03-06,189.06019592285156
2018-03-07,190.2964324951172
2018-03-08,190.60760498046875
2018-03-09,193.38284301757812
2018-03-12,188.91726684570312
2018-03-13,187.8323974609375
2018-03-14,186.43634033203125
2018-03-15,187.20166015625
2018-03-16,187.31939697265625
2018-03-19,188.294921875
2018-03-20,189.53961181640625
2018-03-21,188.1687774658203
2018-03-22,183.64434814453125
2018-03-23,184.01434326171875
2018-03-26,187.9333038330078
2018-03-27,185.9149932861328
2018-03-28,182.7277069091797
2018-03-29,185.77195739746094
2018-04-02,184.07322692871094
2018-04-03,185.2842254638672
2018-04-04,183.78724670410156
2018-04-05,186.04115295410156
2018-04-06,181.43255615234375
2018-04-09,180.77659606933594
2018-04-10,180.34767150878906
2018-04-11,181.9203643798828
2018-04-12,184.3105926513672
2018-04-13,184.4710693359375
2018-04-16,184.4626007080078
2018-04-17,187.0048370361328
2018-04-18,190.4508819580078
2018-04-19,190.02011108398438
2018-04-20,188.44065856933594
2018-04-23,190.84783935546875
2018-04-24,187.5200653076172
2018-04-25,181.1939697265625
2018-04-26,178.845947265625
2018-04-27,172.05526733398438
2018-04-30,170.02818298339844
2018-05-01,166.64134216308594
2018-05-02,165.2730712890625
2018-05-03,164.69874572753906
2018-05-04,164.7578582763672
2018-05-07,165.92343139648438
2018-05-08,168.600830078125
2018-05-09,169.80862426757812
2018-05-10,170.33226013183594
2018-05-11,172.232666015625
2018-05-14,171.51473999023438
2018-05-15,170.31536865234375
2018-05-16,169.34408569335938
2018-05-17,170.40835571289062
2018-05-18,171.05018615722656
2018-05-21,173.795166015625
2018-05-22,172.61273193359375
2018-05-23,173.61781311035156
2018-05-24,176.29525756835938
2018-05-25,175.78001403808594
2018-05-29,170.45054626464844
2018-05-30,172.33396911621094
2018-05-31,170.36605834960938
2018-06-01,171.85260009765625
2018-06-04,171.11773681640625
2018-06-05,169.85086059570312
2018-06-06,170.19712829589844
2018-06-07,171.32896423339844
2018-06-08,171.10092163085938
2018-06-11,170.3575897216797
2018-06-12,167.6548309326172
2018-06-13,168.76974487304688
2018-06-14,165.39129638671875
2018-06-15,165.37440490722656
2018-06-18,165.51800537109375
2018-06-19,161.05848693847656
2018-06-20,161.65814208984375
2018-06-21,159.14962768554688
2018-06-22,159.9520263671875
2018-06-25,159.71554565429688
2018-06-26,159.46218872070312
2018-06-27,157.00436401367188
2018-06-28,158.31349182128906
2018-06-29,157.44354248046875
2018-07-02,158.25436401367188
2018-07-03,160.21389770507812
2018-07-05,160.16290283203125
2018-07-06,160.28173828125
2018-07-09,162.5734100341797
2018-07-10,163.64291381835938
2018-07-11,162.5479736328125
2018-07-12,164.35581970214844
2018-07-13,163.5919952392578
2018-07-16,162.53948974609375
2018-07-17,163.2354278564453
2018-07-18,165.87515258789062
2018-07-19,164.95849609375
2018-07-20,165.74781799316406
2018-07-23,164.0078582763672
2018-07-24,166.99549865722656
2018-07-25,172.6822967529297
2018-07-26,170.1614532470703
2018-07-27,168.6082000732422
2018-07-30,166.5796356201172
2018-07-31,169.55032348632812
2018-08-01,166.3674774169922
2018-08-02,165.45924377441406
2018-08-03,164.73777770996094
2018-08-06,164.25399780273438
2018-08-07,166.5966033935547
2018-08-08,165.62051391601562
2018-08-09,163.4476776123047
2018-08-10,162.80264282226562
2018-08-13,162.82809448242188
2018-08-14,164.34738159179688
2018-08-15,163.22702026367188
2018-08-16,163.3373260498047
2018-08-17,164.38978576660156
2018-08-20,165.44227600097656
2018-08-21,165.4762725830078
2018-08-22,163.37130737304688
2018-08-23,162.61585998535156
2018-08-24,163.46466064453125
2018-08-27,165.75634765625
2018-08-28,166.0364227294922
2018-08-29,165.26406860351562
2018-08-30,163.39675903320312
2018-08-31,164.1521759033203
2018-09-04,163.48162841796875
2018-09-05,164.64442443847656
2018-09-06,165.71389770507812
2018-09-07,165.26406860351562
2018-09-10,166.09584045410156
2018-09-11,166.40988159179688
2018-09-12,166.52870178222656
2018-09-13,168.5403289794922
2018-09-14,170.18687438964844
2018-09-17,171.81651306152344
2018-09-18,173.66683959960938
2018-09-19,173.15760803222656
2018-09-20,172.1815185546875
2018-09-21,173.70928955078125
2018-09-24,172.1560821533203
2018-09-25,172.70777893066406
2018-09-26,171.33274841308594
2018-09-27,171.5194854736328
2018-09-28,173.76025390625
2018-10-01,174.42225646972656
2018-10-02,173.98089599609375
2018-10-03,174.60899353027344
2018-10-04,175.5639190673828
2018-10-05,175.91355895996094
2018-10-08,176.62974548339844
2018-10-09,174.0718536376953
2018-10-10,168.66622924804688
2018-10-11,164.50540161132812
2018-10-12,163.5760498046875
2018-10-15,164.2410888671875
2018-10-16,166.01458740234375
2018-10-17,165.2727508544922
2018-10-18,163.03895568847656
2018-10-19,162.2203369140625
2018-10-22,162.11805725097656
2018-10-23,160.0802764892578
2018-10-24,147.70870971679688
2018-10-25,145.45779418945312
2018-10-26,144.8268280029297
2018-10-29,142.4224090576172
2018-10-30,146.55764770507812
2018-10-31,147.14598083496094
2018-11-01,152.10824584960938
2018-11-02,150.8975372314453
2018-11-05,151.7416534423828
2018-11-06,155.34825134277344
2018-11-07,157.76112365722656
2018-11-08,157.36041259765625
2018-11-09,157.30923461914062
2018-11-12,154.3335723876953
2018-11-13,153.54061889648438
2018-11-14,153.33602905273438
2018-11-15,155.4676055908203
2018-11-16,156.08145141601562
2018-11-19,152.94381713867188
2018-11-20,149.9937286376953
2018-11-21,150.701416015625
2018-11-23,151.98892211914062
2018-11-26,153.20811462402344
2018-11-27,152.3128662109375
2018-11-28,155.20326232910156
2018-11-29,155.32264709472656
2018-11-30,157.64178466796875
2018-12-03,154.8111114501953
2018-12-04,147.6575927734375
2018-12-06,145.81588745117188
2018-12-07,142.7123260498047
2018-12-10,146.82199096679688
2018-12-11,146.8816375732422
2018-12-12,145.9863739013672
2018-12-13,145.8073272705078
2018-12-14,144.06797790527344
2018-12-17,139.3614959716797
2018-12-18,138.8157958984375
2018-12-19,135.55880737304688
2018-12-20,131.82432556152344
2018-12-21,128.31149291992188
2018-12-24,126.36753845214844
2018-12-26,129.74388122558594
2018-12-27,132.25909423828125
2018-12-28,132.42970275878906
2018-12-31,134.04107666015625
2019-01-02,134.08372497558594
2019-01-03,130.76702880859375
2019-01-04,134.5186004638672
2019-01-07,135.26889038085938
2019-01-08,135.27743530273438
2019-01-09,137.1873016357422
2019-01-10,138.49183654785156
2019-01-11,139.66844177246094
2019-01-14,140.28236389160156
2019-01-15,139.09716796875
2019-01-16,139.4894256591797
2019-01-17,142.10479736328125
2019-01-18,144.5572052001953
2019-01-22,143.3910369873047
2019-01-23,144.75445556640625
2019-01-24,146.47804260253906
2019-01-25,146.82102966308594
2019-01-28,147.6527862548828
2019-01-29,150.9198455810547
2019-01-30,146.55519104003906
2019-01-31,146.7781219482422
2019-02-01,144.94305419921875
2019-02-04,149.7279510498047
2019-02-05,147.6785125732422
2019-02-06,148.1415252685547
2019-02-07,148.853271484375
2019-02-08,147.59274291992188
2019-02-11,146.5723114013672
2019-02-12,148.1415252685547
2019-02-13,148.7589569091797
2019-02-14,147.5756072998047
2019-02-15,150.26815795898438
2019-02-19,149.87368774414062
2019-02-20,149.59072875976562
2019-02-21,147.172607421875
2019-02-22,147.9529266357422
2019-02-25,148.46742248535156
2019-02-26,145.7748565673828
2019-02-27,145.2089385986328
2019-02-28,145.9635467529297
2019-03-01,145.15745544433594
2019-03-04,142.988037109375
2019-03-05,144.0856170654297
2019-03-06,142.74789428710938
2019-03-07,142.63641357421875
2019-03-08,142.46490478515625
2019-03-11,145.3546905517578
2019-03-12,144.72012329101562
2019-03-13,147.24974060058594
2019-03-14,145.4232940673828
2019-03-15,145.5947723388672
2019-03-18,147.20689392089844
2019-03-19,146.39222717285156
2019-03-20,144.48004150390625
2019-03-21,145.6291046142578
2019-03-22,142.2162628173828
2019-03-25,142.87652587890625
2019-03-26,143.1166229248047
2019-03-27,142.82504272460938
2019-03-28,143.85409545898438
2019-03-29,145.15745544433594
2019-04-01,147.75567626953125
2019-04-02,145.72344970703125
2019-04-03,143.84548950195312
2019-04-04,145.0631103515625
2019-04-05,146.7352752685547
2019-04-08,147.74710083007812
2019-04-09,145.0631103515625
2019-04-10,145.2346649169922
2019-04-11,147.89175415039062
2019-04-12,150.91119384765625
2019-04-15,148.38348388671875
2019-04-16,149.8845672607422
2019-04-17,150.56607055664062
2019-04-18,152.56761169433594
