Date,CTAS
2015-08-03,19.327783584594727
2015-08-04,19.511795043945312
2015-08-05,19.65989875793457
2015-08-06,19.572383880615234
2015-08-07,19.619510650634766
2015-08-10,19.823707580566406
2015-08-11,19.729459762573242
2015-08-12,19.713754653930664
2015-08-13,19.76761245727539
2015-08-14,19.85737419128418
2015-08-17,20.00323486328125
2015-08-18,19.940404891967773
2015-08-19,19.666635513305664
2015-08-20,19.43325424194336
2015-08-21,19.0450382232666
2015-08-24,18.295534133911133
2015-08-25,18.228208541870117
2015-08-26,18.85205078125
2015-08-27,19.186412811279297
2015-08-28,19.157241821289062
2015-08-31,19.071964263916016
2015-09-01,18.63886260986328
2015-09-02,18.98893928527832
2015-09-03,19.094404220581055
2015-09-04,18.793701171875
2015-09-08,19.381635665893555
2015-09-09,19.08318328857422
2015-09-10,19.121335983276367
2015-09-11,19.244752883911133
2015-09-14,19.14601707458496
2015-09-15,19.41754722595215
2015-09-16,19.372665405273438
2015-09-17,19.442232131958008
2015-09-18,19.392858505249023
2015-09-21,19.594825744628906
2015-09-22,19.300857543945312
2015-09-23,19.42876625061035
2015-09-24,19.3322696685791
2015-09-25,19.837175369262695
2015-09-28,19.24251365661621
2015-09-29,19.029329299926758
2015-09-30,19.24251365661621
2015-10-01,19.184162139892578
2015-10-02,19.368179321289062
2015-10-05,19.657657623291016
2015-10-06,19.240259170532227
2015-10-07,19.59930992126465
2015-10-08,20.032407760620117
2015-10-09,20.15582847595215
2015-10-12,20.42959976196289
2015-10-13,20.523845672607422
2015-10-14,20.34881019592285
2015-10-15,20.889625549316406
2015-10-16,20.768447875976562
2015-10-19,20.795377731323242
2015-10-20,20.81781578063965
2015-10-21,20.496915817260742
2015-10-22,20.72805404663086
2015-10-23,20.981632232666016
2015-10-26,20.988361358642578
2015-10-27,20.793132781982422
2015-10-28,20.864946365356445
2015-10-29,20.72132110595703
2015-10-30,20.889625549316406
2015-11-02,20.959192276000977
2015-11-03,20.75049591064453
2015-11-04,20.766387939453125
2015-11-05,20.61203384399414
2015-11-06,20.627927780151367
2015-11-09,20.598413467407227
2015-11-10,20.72552490234375
2015-11-11,20.7845401763916
2015-11-12,20.469038009643555
2015-11-13,20.316965103149414
2015-11-16,20.303342819213867
2015-11-17,20.330581665039062
2015-11-18,20.739147186279297
2015-11-19,20.60068702697754
2015-11-20,20.72552490234375
2015-11-23,20.920734405517578
2015-11-24,20.807235717773438
2015-11-25,20.87760353088379
2015-11-27,20.884414672851562
2015-11-30,20.78908348083496
2015-12-01,21.140899658203125
2015-12-02,20.891223907470703
2015-12-03,20.464500427246094
2015-12-04,21.034221649169922
2015-12-07,20.884414672851562
2015-12-08,20.997905731201172
2015-12-09,20.707365036010742
2015-12-10,20.777734756469727
2015-12-11,20.405485153198242
2015-12-14,20.407758712768555
2015-12-15,20.50535774230957
2015-12-16,20.70963478088379
2015-12-17,20.54620933532715
2015-12-18,20.08771324157715
2015-12-21,20.248870849609375
2015-12-22,20.68467140197754
2015-12-23,20.773193359375
2015-12-24,20.777734756469727
2015-12-28,20.886680603027344
2015-12-29,21.068265914916992
2015-12-30,20.936616897583008
2015-12-31,20.666515350341797
2016-01-04,20.040048599243164
2016-01-05,20.071826934814453
2016-01-06,19.981037139892578
2016-01-07,19.72000503540039
2016-01-08,19.209300994873047
2016-01-11,19.363645553588867
2016-01-12,19.71319580078125
2016-01-13,19.250158309936523
2016-01-14,19.415857315063477
2016-01-15,19.0731143951416
2016-01-19,18.952816009521484
2016-01-20,18.68952178955078
2016-01-21,18.233287811279297
2016-01-22,18.71221923828125
2016-01-25,18.578296661376953
2016-01-26,18.807546615600586
2016-01-27,18.784847259521484
2016-01-28,18.8710994720459
2016-01-29,19.502105712890625
2016-02-01,19.54523277282715
2016-02-02,19.347761154174805
2016-02-03,19.23653793334961
2016-02-04,19.33187484741211
2016-02-05,18.911954879760742
2016-02-08,18.757606506347656
2016-02-09,18.950536727905273
2016-02-10,18.902877807617188
2016-02-11,18.639585494995117
2016-02-12,18.841598510742188
2016-02-16,19.061765670776367
2016-02-17,18.975507736206055
2016-02-18,18.857484817504883
2016-02-19,18.925580978393555
2016-02-22,19.211570739746094
2016-02-23,19.05722427368164
2016-02-24,19.113971710205078
2016-02-25,19.243349075317383
2016-02-26,19.261505126953125
2016-02-29,19.064037322998047
2016-03-01,19.511184692382812
2016-03-02,19.536149978637695
2016-03-03,19.683691024780273
2016-03-04,19.747241973876953
2016-03-07,19.958337783813477
2016-03-08,19.894775390625
2016-03-09,19.801719665527344
2016-03-10,19.915206909179688
2016-03-11,20.217090606689453
2016-03-14,20.314693450927734
2016-03-15,20.341934204101562
2016-03-16,20.38959312438965
2016-03-17,20.43045425415039
2016-03-18,20.539400100708008
2016-03-21,20.469038009643555
2016-03-22,20.50762939453125
2016-03-23,19.583820343017578
2016-03-24,19.865272521972656
2016-03-28,20.12175750732422
2016-03-29,20.348737716674805
2016-03-30,20.366901397705078
2016-03-31,20.38505744934082
2016-04-01,20.444072723388672
2016-04-04,20.180776596069336
2016-04-05,20.051393508911133
2016-04-06,20.189849853515625
2016-04-07,20.185314178466797
2016-04-08,20.273832321166992
2016-04-11,20.226167678833008
2016-04-12,20.38959312438965
2016-04-13,20.562101364135742
2016-04-14,20.487197875976562
2016-04-15,20.43045425415039
2016-04-18,20.49854850769043
2016-04-19,20.534860610961914
2016-04-20,20.464500427246094
2016-04-21,20.237525939941406
2016-04-22,20.360088348388672
2016-04-25,20.305612564086914
2016-04-26,20.38959312438965
2016-04-27,20.421375274658203
2016-04-28,20.264753341674805
2016-04-29,20.37824058532715
2016-05-02,20.419105529785156
2016-05-03,20.33966064453125
2016-05-04,20.391864776611328
2016-05-05,20.414566040039062
2016-05-06,20.655168533325195
2016-05-09,20.75957489013672
2016-05-10,20.85944366455078
2016-05-11,20.75503921508789
2016-05-12,20.811779022216797
2016-05-13,20.773193359375
2016-05-16,20.823123931884766
2016-05-17,20.71644401550293
2016-05-18,20.68694305419922
2016-05-19,20.75049591064453
2016-05-20,20.893489837646484
2016-05-23,20.95477294921875
2016-05-24,21.35652732849121
2016-05-25,21.295246124267578
2016-05-26,21.324752807617188
2016-05-27,21.583515167236328
2016-05-31,21.517690658569336
2016-06-01,21.51995849609375
2016-06-02,21.669763565063477
2016-06-03,21.560813903808594
2016-06-06,21.606212615966797
2016-06-07,21.5449275970459
2016-06-08,21.59712791442871
2016-06-09,21.685651779174805
2016-06-10,21.454132080078125
2016-06-13,21.361068725585938
2016-06-14,21.365612030029297
2016-06-15,21.345186233520508
2016-06-16,21.467750549316406
2016-06-17,21.340639114379883
2016-06-20,21.39284896850586
2016-06-21,21.44959259033203
2016-06-22,21.4722900390625
2016-06-23,21.719694137573242
2016-06-24,21.184022903442383
2016-06-27,20.798160552978516
2016-06-28,21.17494773864746
2016-06-29,21.710622787475586
2016-06-30,22.273529052734375
2016-07-01,22.45284080505371
2016-07-05,22.584491729736328
2016-07-06,22.539094924926758
2016-07-07,22.41652488708496
2016-07-08,22.61400032043457
2016-07-11,22.25990867614746
2016-07-12,22.130531311035156
2016-07-13,22.12826156616211
2016-07-14,22.22359275817871
2016-07-15,22.153230667114258
2016-07-18,22.164583206176758
2016-07-19,22.11237144470215
2016-07-20,24.252792358398438
2016-07-21,24.35493278503418
2016-07-22,24.50247573852539
2016-07-25,24.563753128051758
2016-07-26,24.602336883544922
2016-07-27,24.50473976135254
2016-07-28,24.55467414855957
2016-07-29,24.348125457763672
2016-08-01,24.379899978637695
2016-08-02,24.139307022094727
2016-08-03,24.13249397277832
2016-08-04,24.18697166442871
2016-08-05,24.26186752319336
2016-08-08,24.18470001220703
2016-08-09,24.245986938476562
2016-08-10,24.373092651367188
2016-08-11,24.402599334716797
2016-08-12,24.366281509399414
2016-08-15,24.382169723510742
2016-08-16,25.646442413330078
2016-08-17,26.25021743774414
2016-08-18,25.850730895996094
2016-08-19,25.828031539916992
2016-08-22,25.882505416870117
2016-08-23,25.996000289916992
2016-08-24,25.97783851623535
2016-08-25,26.3387393951416
2016-08-26,26.26383399963379
2016-08-29,26.415912628173828
2016-08-30,26.565719604492188
2016-08-31,26.67239761352539
2016-09-01,26.715524673461914
2016-09-02,26.97428321838379
2016-09-06,27.044639587402344
2016-09-07,26.851715087890625
2016-09-08,26.599761962890625
2016-09-09,25.832569122314453
2016-09-12,26.04139518737793
2016-09-13,25.635099411010742
2016-09-14,25.68049430847168
2016-09-15,25.896127700805664
2016-09-16,25.72135353088379
2016-09-19,25.72135353088379
2016-09-20,25.843921661376953
2016-09-21,26.03685188293457
2016-09-22,26.1253719329834
2016-09-23,25.91202163696289
2016-09-26,25.691844940185547
2016-09-27,25.746320724487305
2016-09-28,26.368244171142578
2016-09-29,25.276473999023438
2016-09-30,25.557926177978516
2016-10-03,25.517070770263672
2016-10-04,25.303712844848633
2016-10-05,25.17660140991211
2016-10-06,25.367263793945312
2016-10-07,25.072187423706055
2016-10-10,25.144826889038086
2016-10-11,24.813432693481445
2016-10-12,24.911035537719727
2016-10-13,24.815704345703125
2016-10-14,24.797544479370117
2016-10-17,24.570566177368164
2016-10-18,24.6046085357666
2016-10-19,24.531972885131836
2016-10-20,24.189237594604492
2016-10-21,24.16200065612793
2016-10-24,24.2800235748291
2016-10-25,24.225555419921875
2016-10-26,24.198320388793945
2016-10-27,23.98495864868164
2016-10-28,24.043975830078125
2016-10-31,24.211938858032227
2016-11-01,23.68761444091797
2016-11-02,23.581857681274414
2016-11-03,23.67841911315918
2016-11-04,23.694509506225586
2016-11-07,24.09685707092285
2016-11-08,24.285375595092773
2016-11-09,24.7130126953125
2016-11-10,24.82567024230957
2016-11-11,24.995800018310547
2016-11-14,25.06937026977539
2016-11-15,25.09236717224121
2016-11-16,25.057880401611328
2016-11-17,25.382049560546875
2016-11-18,25.6832275390625
2016-11-21,25.931535720825195
2016-11-22,26.40284538269043
2016-11-23,26.513206481933594
2016-11-25,26.782201766967773
2016-11-28,26.699432373046875
2016-11-29,26.572982788085938
2016-11-30,26.34766960144043
2016-12-01,26.644248962402344
2016-12-02,26.818984985351562
2016-12-05,27.14086151123047
2016-12-06,27.221328735351562
2016-12-07,27.67424964904785
2016-12-08,27.715635299682617
2016-12-09,27.752416610717773
2016-12-12,27.676549911499023
2016-12-13,27.715635299682617
2016-12-14,27.481128692626953
2016-12-15,27.59147834777832
2016-12-16,27.51791000366211
2016-12-19,27.62367057800293
2016-12-20,27.538602828979492
2016-12-21,27.47652816772461
2016-12-22,27.609872817993164
2016-12-23,26.75231170654297
2016-12-27,26.795991897583008
2016-12-28,26.57757568359375
2016-12-29,26.74311637878418
2016-12-30,26.568387985229492
2017-01-03,26.74311637878418
2017-01-04,26.970727920532227
2017-01-05,26.733917236328125
2017-01-06,26.83048439025879
2017-01-09,26.549989700317383
2017-01-10,26.389049530029297
2017-01-11,26.513206481933594
2017-01-12,26.30169105529785
2017-01-13,26.338470458984375
2017-01-17,26.13385009765625
2017-01-18,26.20282554626465
2017-01-19,26.149948120117188
2017-01-20,26.18213653564453
2017-01-23,26.172937393188477
2017-01-24,26.55689239501953
2017-01-25,26.84197998046875
2017-01-26,26.989120483398438
2017-01-27,26.966127395629883
2017-01-30,26.71552848815918
2017-01-31,26.69483184814453
2017-02-01,26.405147552490234
2017-02-02,26.490215301513672
2017-02-03,26.69483184814453
2017-02-06,26.43044090270996
2017-02-07,26.3913516998291
2017-02-08,26.290189743041992
