Date,STB.OL
2015-08-24,20.001148223876953
2015-08-25,20.852413177490234
2015-08-26,20.98337745666504
2015-08-27,21.427200317382812
2015-08-28,20.888792037963867
2015-08-31,20.68507194519043
2015-09-01,20.37221336364746
2015-09-02,20.561382293701172
2015-09-03,21.063411712646484
2015-09-04,20.190319061279297
2015-09-07,19.841079711914062
2015-09-08,21.005203247070312
2015-09-09,22.1547794342041
2015-09-10,21.44175148010254
2015-09-11,21.07796287536621
2015-09-14,21.208927154541016
2015-09-15,21.97288703918457
2015-09-16,22.46763801574707
2015-09-17,23.107906341552734
2015-09-18,22.48219108581543
2015-09-21,22.809600830078125
2015-09-22,21.90740394592285
2015-09-23,22.3366756439209
2015-09-24,20.597761154174805
2015-09-25,20.670520782470703
2015-09-28,19.99386978149414
2015-09-29,19.681013107299805
2015-09-30,20.299455642700195
2015-10-01,20.27762794494629
2015-10-02,20.044801712036133
2015-10-05,20.634140014648438
2015-10-06,20.728723526000977
2015-10-07,21.434476852416992
2015-10-08,20.968826293945312
2015-10-09,20.9979305267334
2015-10-12,20.896066665649414
2015-10-13,20.765104293823242
2015-10-14,20.466796875
2015-10-15,20.8160343170166
2015-10-16,21.2380313873291
2015-10-19,20.99065589904785
2015-10-20,20.866966247558594
2015-10-21,20.64141845703125
2015-10-22,20.590486526489258
2015-10-23,20.655967712402344
2015-10-26,20.3576602935791
2015-10-27,19.921113967895508
2015-10-28,21.259855270385742
2015-10-29,21.208927154541016
2015-10-30,21.630922317504883
2015-11-02,21.579992294311523
2015-11-03,22.37305450439453
2015-11-04,22.07474708557129
2015-11-05,21.820093154907227
2015-11-06,22.48219108581543
2015-11-09,23.10063362121582
2015-11-10,22.300296783447266
2015-11-11,22.7586727142334
2015-11-12,22.07474708557129
2015-11-13,21.834646224975586
2015-11-16,22.212987899780273
2015-11-17,22.809600830078125
2015-11-18,23.013322830200195
2015-11-19,23.4571475982666
2015-11-20,23.267974853515625
2015-11-23,23.144289016723633
2015-11-24,23.064254760742188
2015-11-25,23.173389434814453
2015-11-26,23.311634063720703
2015-11-27,23.22432518005371
2015-11-30,23.297080993652344
2015-12-01,24.075590133666992
2015-12-02,24.148345947265625
2015-12-03,23.646316528320312
2015-12-04,24.293861389160156
2015-12-07,24.5557918548584
2015-12-08,23.770004272460938
2015-12-09,23.98100471496582
2015-12-10,24.7595157623291
2015-12-11,24.082862854003906
2015-12-14,23.1806697845459
2015-12-15,23.850038528442383
2015-12-16,24.141069412231445
2015-12-17,24.01010513305664
2015-12-18,23.82821273803711
2015-12-21,24.01010513305664
2015-12-22,23.646316528320312
2015-12-23,24.91230583190918
2015-12-28,24.91230583190918
2015-12-29,25.057819366455078
2015-12-30,25.42888832092285
2016-01-04,25.807228088378906
2016-01-05,25.68353843688965
2016-01-06,25.137853622436523
2016-01-07,24.65037727355957
2016-01-08,23.944623947143555
2016-01-11,23.318906784057617
2016-01-12,23.52263069152832
2016-01-13,23.900968551635742
2016-01-14,23.166114807128906
2016-01-15,21.97288703918457
2016-01-18,21.863750457763672
2016-01-19,22.75139617919922
2016-01-20,21.28896141052246
2016-01-21,21.936506271362305
2016-01-22,23.115184783935547
2016-01-25,23.05698013305664
2016-01-26,23.00605010986328
2016-01-27,23.19521713256836
2016-01-28,23.129737854003906
2016-01-29,25.501646041870117
2016-02-01,26.30198097229004
2016-02-02,26.48387908935547
2016-02-03,25.276092529296875
2016-02-04,25.10147476196289
2016-02-05,25.60350227355957
2016-02-08,24.18472671508789
2016-02-09,23.835485458374023
2016-02-10,23.973730087280273
2016-02-11,22.46763801574707
2016-02-12,22.46763801574707
2016-02-15,24.061038970947266
2016-02-16,24.410274505615234
2016-02-17,25.44344139099121
2016-02-18,26.04005241394043
2016-02-19,24.80316734313965
2016-02-22,24.613998413085938
2016-02-23,25.210613250732422
