Date,GEHC
2022-12-15,59.758094787597656
2022-12-16,56.511234283447266
2022-12-19,56.27219772338867
2022-12-20,56.97934341430664
2022-12-21,56.7303466796875
2022-12-22,57.36776351928711
2022-12-23,57.26817321777344
2022-12-27,57.2183723449707
2022-12-28,57.26817321777344
2022-12-29,57.76615905761719
2022-12-30,58.14462661743164
2023-01-03,55.77421951293945
2023-01-04,60.24611282348633
2023-01-05,58.76212692260742
2023-01-06,58.71232604980469
2023-01-09,57.86575698852539
2023-01-10,59.758094787597656
2023-01-11,64.72796630859375
2023-01-12,65.38532257080078
2023-01-13,65.17616271972656
2023-01-17,63.074668884277344
2023-01-18,61.829708099365234
2023-01-19,63.68220138549805
2023-01-20,66.50079345703125
2023-01-23,69.23970794677734
2023-01-24,69.31938934326172
2023-01-25,68.43297576904297
2023-01-26,68.94090270996094
2023-01-27,69.7974624633789
2023-01-30,71.21173095703125
2023-01-31,69.23970794677734
2023-02-01,69.72773742675781
2023-02-02,70.36515808105469
2023-02-03,70.26557159423828
2023-02-06,71.57028198242188
2023-02-07,71.34119415283203
2023-02-08,69.88709259033203
2023-02-09,68.13418579101562
2023-02-10,68.96082305908203
2023-02-13,69.15007781982422
2023-02-14,72.3172607421875
2023-02-15,72.02841186523438
2023-02-16,70.62409973144531
2023-02-17,72.87498474121094
2023-02-21,72.17781829833984
2023-02-22,71.64996337890625
2023-02-23,75.59398651123047
2023-02-24,74.70756530761719
2023-02-27,75.73340606689453
2023-02-28,75.69358825683594
2023-03-01,74.99641418457031
2023-03-02,74.7374496459961
2023-03-03,76.06208801269531
2023-03-06,76.370849609375
2023-03-07,75.94257354736328
2023-03-08,76.321044921875
2023-03-09,76.07205200195312
2023-03-10,74.6677474975586
2023-03-13,75.93260955810547
2023-03-14,76.82898712158203
2023-03-15,76.45052337646484
2023-03-16,76.31108093261719
2023-03-17,75.53422546386719
2023-03-20,74.89681243896484
2023-03-21,76.21147918701172
2023-03-22,74.46854400634766
2023-03-23,75.40474700927734
2023-03-24,76.15172576904297
2023-03-27,76.07205200195312
2023-03-28,76.58995819091797
2023-03-29,78.92052459716797
2023-03-30,81.80883026123047
2023-03-31,81.69926452636719
2023-04-03,81.48015594482422
2023-04-04,81.26103973388672
2023-04-05,80.79293823242188
2023-04-06,79.8368148803711
2023-04-10,80.26506042480469
2023-04-11,80.26506042480469
2023-04-12,81.42040252685547
2023-04-13,82.60560607910156
2023-04-14,82.03789520263672
2023-04-17,82.38648223876953
2023-04-18,83.32270812988281
2023-04-19,85.40428161621094
2023-04-20,84.65729522705078
2023-04-21,86.13133239746094
2023-04-24,87.4360580444336
2023-04-25,80.06587982177734
2023-04-26,79.7969741821289
2023-04-27,81.19131469726562
2023-04-28,81.01204681396484
2023-05-01,80.45431518554688
2023-05-02,78.14366912841797
2023-05-03,79.38861846923828
2023-05-04,77.94447326660156
2023-05-05,78.67153930664062
2023-05-08,79.09979248046875
2023-05-09,76.06208801269531
2023-05-10,75.59398651123047
2023-05-11,74.68766784667969
2023-05-12,74.6179428100586
2023-05-15,74.62789916992188
2023-05-16,77.46640014648438
2023-05-17,79.97624969482422
2023-05-18,79.36870574951172
2023-05-19,79.02011108398438
2023-05-22,78.79096221923828
2023-05-23,76.90786743164062
2023-05-24,76.25028228759766
2023-05-25,79.56809997558594
2023-05-26,78.14331817626953
2023-05-30,77.675048828125
2023-05-31,79.21939086914062
2023-06-01,79.53821563720703
2023-06-02,79.67770385742188
2023-06-05,80.19579315185547
2023-06-06,82.62689971923828
2023-06-07,80.18584442138672
2023-06-08,77.46581268310547
2023-06-09,76.81819915771484
2023-06-12,77.98392486572266
2023-06-13,77.50567626953125
2023-06-14,78.24296569824219
2023-06-15,78.81088256835938
2023-06-16,78.3625259399414
2023-06-20,78.61161804199219
2023-06-21,79.32898712158203
2023-06-22,79.91682434082031
2023-06-23,79.52825164794922
2023-06-26,77.5156478881836
2023-06-27,76.78829956054688
