Date,IHG.L
2016-01-28,2990.9287109375
2016-01-29,3019.8515625
2016-02-01,3082.956787109375
2016-02-02,3059.293212890625
2016-02-03,2984.355224609375
2016-02-04,3011.9638671875
2016-02-05,3002.760498046875
2016-02-08,2871.291259765625
2016-02-09,2937.026123046875
2016-02-10,2998.816162109375
2016-02-11,2896.2705078125
2016-02-12,2989.613525390625
2016-02-15,3022.48095703125
2016-02-16,3031.68408203125
2016-02-17,3247.29345703125
2016-02-18,3209.16748046875
2016-02-19,3215.7412109375
2016-02-22,3226.2587890625
2016-02-23,3339.322998046875
2016-02-24,3268.32861328125
2016-02-25,3430.036376953125
2016-02-26,3540.47021484375
2016-02-29,3582.54052734375
2016-03-01,3618.037353515625
2016-03-02,3545.728759765625
2016-03-03,3553.6171875
2016-03-04,3595.687744140625
2016-03-07,3528.63818359375
2016-03-08,3518.121826171875
2016-03-09,3536.52685546875
2016-03-10,3504.9736328125
2016-03-11,3583.85546875
2016-03-14,3746.8779296875
2016-03-15,3658.792724609375
2016-03-16,3689.03125
2016-03-17,3629.869873046875
2016-03-18,3677.19873046875
2016-03-21,3700.863037109375
2016-03-22,3640.386962890625
2016-03-23,3673.255126953125
2016-03-24,3641.701904296875
2016-03-29,3646.9609375
2016-03-30,3711.38134765625
2016-03-31,3775.025146484375
2016-04-01,3768.450927734375
2016-04-04,3752.671875
2016-04-05,3742.15283203125
2016-04-06,3798.69287109375
2016-04-07,3739.5234375
2016-04-08,3750.04248046875
2016-04-11,3771.079833984375
2016-04-12,3813.15625
2016-04-13,3831.56494140625
2016-04-14,3849.97314453125
2016-04-15,3761.876220703125
2016-04-18,3813.15625
2016-04-19,3810.526611328125
2016-04-20,3778.9697265625
2016-04-21,3734.263427734375
2016-04-22,3665.889892578125
2016-04-25,3642.2216796875
2016-04-26,3648.79638671875
2016-04-27,3640.90673828125
2016-04-28,3661.945556640625
2016-04-29,3588.3115234375
2016-05-03,3542.290771484375
2016-05-04,3552.81005859375
2016-05-05,3550.6787109375
2016-05-06,3532.241455078125
2016-05-09,2963.2880859375
2016-05-10,3012.67626953125
2016-05-11,2973.166015625
2016-05-12,2928.16748046875
2016-05-13,2891.94970703125
2016-05-16,2875.48681640625
2016-05-17,2869.9990234375
2016-05-18,2867.80419921875
2016-05-19,2771.223388671875
2016-05-20,2810.73388671875
2016-05-23,2835.976318359375
2016-05-24,2873.291748046875
2016-05-25,2891.94970703125
2016-05-26,2895.24267578125
2016-05-27,2931.460205078125
2016-05-31,2920.48486328125
2016-06-01,2880.974853515625
2016-06-02,2895.24267578125
2016-06-03,2940.240234375
2016-06-06,2984.140869140625
2016-06-07,2995.116455078125
2016-06-08,2925.97265625
2016-06-09,2879.876953125
2016-06-10,2854.63427734375
2016-06-13,2833.78173828125
2016-06-14,2776.710693359375
2016-06-15,2799.758544921875
2016-06-16,2771.223388671875
2016-06-17,2789.880615234375
2016-06-20,2918.290283203125
2016-06-21,2908.412109375
2016-06-22,2910.607421875
2016-06-23,2988.53076171875
2016-06-24,3025.846923828125
2016-06-27,2852.439697265625
2016-06-28,2897.437744140625
2016-06-29,2988.53076171875
2016-06-30,3021.4560546875
2016-07-01,3118.037109375
2016-07-04,3068.64892578125
2016-07-05,3069.746826171875
2016-07-06,3028.041748046875
2016-07-07,3099.37939453125
2016-07-08,3111.452392578125
2016-07-11,3155.35302734375
2016-07-12,3160.8408203125
2016-07-13,3158.64599609375
2016-07-14,3127.915771484375
2016-07-15,3143.280517578125
2016-07-18,3186.083740234375
2016-07-19,3198.15625
2016-07-20,3221.204345703125
2016-07-21,3233.2763671875
2016-07-22,3250.8369140625
2016-07-25,3287.054443359375
2016-07-26,3321.07763671875
2016-07-27,3311.199951171875
2016-07-28,3295.8349609375
2016-07-29,3316.6875
2016-08-01,3307.90771484375
2016-08-02,3406.683837890625
2016-08-03,3388.0263671875
2016-08-04,3422.048828125
2016-08-05,3483.509521484375
2016-08-08,3544.97119140625
2016-08-09,3600.943115234375
2016-08-10,3616.308837890625
2016-08-11,3640.454345703125
2016-08-12,3661.307373046875
2016-08-15,3672.282958984375
2016-08-16,3636.064208984375
2016-08-17,3619.601318359375
2016-08-18,3650.331787109375
2016-08-19,3693.135498046875
2016-08-22,3654.72216796875
2016-08-23,3674.47705078125
2016-08-24,3642.649169921875
2016-08-25,3616.308837890625
2016-08-26,3621.796630859375
2016-08-30,3600.943115234375
2016-08-31,3578.9931640625
2016-09-01,3546.31396484375
2016-09-02,3600.095947265625
2016-09-05,3603.388916015625
2016-09-06,3574.851318359375
2016-09-07,3572.65625
2016-09-08,3541.923828125
2016-09-09,3478.26318359375
2016-09-12,3451.92138671875
2016-09-13,3482.65380859375
2016-09-14,3492.5322265625
2016-09-15,3553.997314453125
2016-09-16,3557.28955078125
2016-09-19,3578.14404296875
2016-09-20,3600.095947265625
2016-09-21,3552.899658203125
2016-09-22,3578.14404296875
2016-09-23,3605.583740234375
2016-09-26,3400.33447265625
2016-09-27,3440.945068359375
2016-09-28,3425.578857421875
2016-09-29,3431.06689453125
2016-09-30,3490.3369140625
2016-10-03,3598.998046875
2016-10-04,3646.1953125
2016-10-05,3583.632080078125
2016-10-06,3575.94921875
2016-10-07,3567.168212890625
2016-10-10,3568.265869140625
2016-10-11,3560.582763671875
2016-10-12,3558.387939453125
2016-10-13,3553.997314453125
2016-10-14,3552.899658203125
2016-10-17,3513.386474609375
2016-10-18,3546.31396484375
2016-10-19,3592.412841796875
2016-10-20,3539.728759765625
2016-10-21,3468.385009765625
2016-10-24,3453.0185546875
2016-10-25,3467.28759765625
2016-10-26,3435.45751953125
2016-10-27,3439.847900390625
2016-10-28,3450.82421875
2016-10-31,3484.84912109375
2016-11-01,3427.774658203125
2016-11-02,3390.45556640625
2016-11-03,3364.11376953125
2016-11-04,3315.820556640625
2016-11-07,3380.57763671875
2016-11-08,3397.0419921875
2016-11-09,3402.529541015625
2016-11-10,3413.505615234375
2016-11-11,3352.040283203125
2016-11-14,3394.846435546875
2016-11-15,3465.09228515625
2016-11-16,3461.799072265625
2016-11-17,3480.45849609375
2016-11-18,3567.168212890625
2016-11-21,3530.94775390625
2016-11-22,3588.02294921875
2016-11-23,3567.168212890625
2016-11-24,3630.8291015625
2016-11-25,3656.07275390625
2016-11-28,3625.340576171875
2016-11-29,3650.584716796875
2016-11-30,3601.193115234375
2016-12-01,3577.04638671875
2016-12-02,3532.04541015625
2016-12-05,3559.484375
2016-12-06,3530.94775390625
2016-12-07,3664.853759765625
2016-12-08,3674.731689453125
2016-12-09,3676.9267578125
2016-12-12,3697.781494140625
2016-12-13,3782.2958984375
2016-12-14,3784.4912109375
2016-12-15,3876.6884765625
2016-12-16,3844.8583984375
2016-12-19,3867.908203125
2016-12-20,3886.5673828125
2016-12-21,3861.322265625
2016-12-22,3905.22607421875
2016-12-23,3952.42236328125
2016-12-28,3915.1044921875
2016-12-29,3932.665771484375
2016-12-30,3993.033203125
2017-01-03,4043.5224609375
2017-01-04,4070.96142578125
2017-01-05,4078.645263671875
2017-01-06,4023.765625
2017-01-09,4062.181396484375
2017-01-10,4125.841796875
2017-01-11,4118.158203125
2017-01-12,4108.27978515625
2017-01-13,4125.841796875
2017-01-16,4129.13427734375
2017-01-17,4045.7177734375
2017-01-18,4123.64501953125
2017-01-19,4129.13427734375
2017-01-20,4115.96337890625
2017-01-23,4074.254638671875
2017-01-24,4081.938232421875
2017-01-25,4081.938232421875
2017-01-26,4108.27978515625
2017-01-27,4154.3779296875
2017-01-30,4079.74267578125
2017-01-31,4039.1318359375
2017-02-01,4040.2294921875
2017-02-02,4067.6689453125
2017-02-03,4104.98828125
2017-02-06,4118.158203125
2017-02-07,4140.109375
2017-02-08,4121.45166015625
2017-02-09,4142.3056640625
2017-02-10,4167.55029296875
2017-02-13,4207.06396484375
2017-02-14,4213.64990234375
2017-02-15,4208.16015625
2017-02-16,4250.96630859375
2017-02-17,4268.52783203125
2017-02-20,4256.45458984375
2017-02-21,4257.552734375
2017-02-22,4137.916015625
2017-02-23,4144.5009765625
2017-02-24,4126.93896484375
2017-02-27,4149.98876953125
2017-02-28,4166.45263671875
2017-03-01,4239.9912109375
2017-03-02,4239.9912109375
2017-03-03,4216.9404296875
2017-03-06,4201.5751953125
2017-03-07,4182.91650390625
2017-03-08,4212.55126953125
2017-03-09,4236.69921875
2017-03-10,4225.72265625
2017-03-13,4225.72265625
2017-03-14,4225.72265625
2017-03-15,4247.67431640625
2017-03-16,4250.96630859375
2017-03-17,4278.4072265625
2017-03-20,4271.8203125
2017-03-21,4248.77197265625
2017-03-22,4154.3779296875
2017-03-23,4214.7470703125
2017-03-24,4223.52734375
2017-03-27,4197.18603515625
2017-03-28,4218.03857421875
2017-03-29,4222.42919921875
2017-03-30,4321.21240234375
2017-03-31,4289.38232421875
2017-04-03,4267.43115234375
2017-04-04,4254.259765625
2017-04-05,4276.21142578125
2017-04-06,4279.50390625
2017-04-07,4306.94384765625
2017-04-10,4301.455078125
2017-04-11,4314.6279296875
2017-04-12,4304.74853515625
2017-04-13,4317.9189453125
2017-04-18,4216.9404296875
2017-04-19,4229.015625
2017-04-20,4268.52783203125
2017-04-21,4301.455078125
2017-04-24,4348.65234375
2017-04-25,4373.896484375
2017-04-26,4457.3125
2017-04-27,4474.87548828125
2017-04-28,4495.72998046875
2017-05-02,4514.388671875
2017-05-03,4567.07275390625
2017-05-04,4587.37451171875
2017-05-05,4522.609375
2017-05-08,4368.53125
2017-05-09,4451.591796875
2017-05-10,4452.642578125
2017-05-11,4478.92724609375
2017-05-12,4489.44091796875
2017-05-15,4462.10546875
2017-05-16,4507.3154296875
2017-05-17,4451.591796875
2017-05-18,4477.875
2017-05-19,4481.03076171875
2017-05-22,4520.98291015625
2017-05-23,4511.5205078125
2017-05-24,4534.65087890625
2017-05-25,4575.6552734375
2017-05-26,4580.91259765625
2017-05-30,4569.34619140625
2017-05-31,4597.734375
2017-06-01,4653.45703125
2017-06-02,4697.6162109375
2017-06-05,4633.4814453125
2017-06-06,4657.6640625
2017-06-07,4642.9453125
2017-06-08,4604.04345703125
2017-06-09,4660.818359375
2017-06-12,4606.14599609375
2017-06-13,4630.32763671875
2017-06-14,4635.583984375
2017-06-15,4524.1376953125
2017-06-16,4661.86865234375
2017-06-19,4620.8662109375
2017-06-20,4633.4814453125
2017-06-21,4630.32763671875
2017-06-22,4618.7626953125
2017-06-23,4612.45361328125
2017-06-26,4628.65576171875
2017-06-27,4564.08984375
2017-06-28,4514.67578125
2017-06-29,4474.7216796875
2017-06-30,4486.28759765625
2017-07-03,4479.9794921875
2017-07-04,4478.92724609375
2017-07-05,4494.69873046875
2017-07-06,4470.51611328125
2017-07-07,4482.08056640625
2017-07-10,4513.623046875
2017-07-11,4431.615234375
2017-07-12,4537.80615234375
2017-07-13,4520.98291015625
2017-07-14,4492.59423828125
2017-07-17,4525.18896484375
2017-07-18,4542.01171875
2017-07-19,4544.11328125
2017-07-20,4549.37060546875
2017-07-21,4538.85595703125
2017-07-24,4501.00634765625
2017-07-25,4551.4736328125
2017-07-26,4580.91259765625
2017-07-27,4568.29541015625
2017-07-28,4514.67578125
2017-07-31,4511.5205078125
2017-08-01,4529.39501953125
2017-08-02,4488.3896484375
2017-08-03,4520.98291015625
2017-08-04,4578.8095703125
2017-08-07,4637.68701171875
2017-08-08,4452.642578125
2017-08-09,4377.99462890625
2017-08-10,4243.41552734375
2017-08-11,4189.79541015625
2017-08-14,4209.7705078125
2017-08-15,4197.154296875
2017-08-16,4229.7470703125
2017-08-17,4192.94775390625
2017-08-18,4125.65869140625
2017-08-21,4113.04296875
2017-08-22,4103.58056640625
2017-08-23,4076.244384765625
2017-08-24,4060.473876953125
2017-08-25,4049.959716796875
2017-08-29,4007.904052734375
2017-08-30,4024.72607421875
2017-08-31,4054.42333984375
2017-09-01,4065.98974609375
2017-09-04,4038.65185546875
2017-09-05,4002.902099609375
2017-09-06,3941.91748046875
2017-09-07,3977.6669921875
2017-09-08,3963.998046875
2017-09-11,3988.181884765625
2017-09-12,3975.564208984375
2017-09-13,3989.23291015625
2017-09-14,3934.55712890625
2017-09-15,3856.749267578125
2017-09-18,3909.322021484375
2017-09-19,3892.49853515625
2017-09-20,3916.682373046875
2017-09-21,3924.042236328125
2017-09-22,3998.696533203125
2017-09-25,4007.108154296875
2017-09-26,4032.3427734375
2017-09-27,4046.011962890625
2017-09-28,4135.3857421875
2017-09-29,4151.158203125
2017-10-02,4192.1650390625
2017-10-03,4200.57666015625
2017-10-04,4216.34765625
2017-10-05,4252.09716796875
2017-10-06,4303.61865234375
2017-10-09,4326.75146484375
2017-10-10,4313.0810546875
2017-10-11,4309.92822265625
2017-10-12,4321.494140625
2017-10-13,4314.1337890625
2017-10-16,4302.5673828125
2017-10-17,4313.0810546875
2017-10-18,4325.7001953125
2017-10-19,4309.92822265625
2017-10-20,4271.02392578125
2017-10-23,4280.48779296875
2017-10-24,4297.31005859375
2017-10-25,4255.25146484375
2017-10-26,4343.57470703125
2017-10-27,4398.25048828125
2017-10-30,4396.14794921875
2017-10-31,4386.685546875
2017-11-01,4449.771484375
2017-11-02,4502.34423828125
2017-11-03,4587.51318359375
2017-11-06,4572.79248046875
2017-11-07,4520.2197265625
2017-11-08,4552.8154296875
2017-11-09,4519.16748046875
2017-11-10,4500.24267578125
2017-11-13,4489.72705078125
2017-11-14,4468.69775390625
2017-11-15,4426.6396484375
2017-11-16,4485.521484375
2017-11-17,4485.521484375
2017-11-20,4530.734375
2017-11-21,4558.07177734375
2017-11-22,4537.04248046875
2017-11-23,4564.380859375
2017-11-24,4567.53515625
2017-11-27,4601.181640625
2017-11-28,4632.72607421875
2017-11-29,4602.232421875
2017-11-30,4572.79248046875
2017-12-01,4591.71923828125
2017-12-04,4629.5712890625
2017-12-05,4643.24072265625
2017-12-06,4656.90966796875
2017-12-07,4605.38818359375
2017-12-08,4674.78369140625
2017-12-11,4689.50390625
2017-12-12,4673.7333984375
2017-12-13,4719.9970703125
2017-12-14,4736.8193359375
2017-12-15,4816.73046875
2017-12-18,4861.943359375
2017-12-19,4853.53173828125
2017-12-20,4843.0166015625
2017-12-21,4945.0087890625
2017-12-22,4960.78076171875
2017-12-27,4958.67822265625
2017-12-28,4957.62646484375
2017-12-29,4961.83154296875
2018-01-02,4949.21484375
2018-01-03,4935.5458984375
2018-01-04,4936.59619140625
2018-01-05,4932.39111328125
2018-01-08,4926.08203125
2018-01-09,4935.5458984375
2018-01-10,4938.7001953125
2018-01-11,4989.17041015625
2018-01-12,5025.9716796875
2018-01-15,5033.33056640625
2018-01-16,5094.31591796875
2018-01-17,5062.77197265625
2018-01-18,5051.20654296875
2018-01-19,5181.5859375
2018-01-22,5141.63134765625
2018-01-23,5166.865234375
2018-01-24,5071.18359375
2018-01-25,4999.6845703125
2018-01-26,5023.86865234375
2018-01-29,5007.044921875
2018-01-30,4962.88330078125
2018-01-31,4954.47216796875
2018-02-01,4956.57373046875
2018-02-02,4895.5908203125
2018-02-05,4837.76025390625
2018-02-06,4729.458984375
2018-02-07,4860.8916015625
2018-02-08,4768.3642578125
2018-02-09,4735.76904296875
2018-02-12,4815.67919921875
2018-02-13,4836.70849609375
2018-02-14,4878.7666015625
2018-02-15,4962.88330078125
2018-02-16,4945.0087890625
2018-02-19,4938.7001953125
2018-02-20,4803.06201171875
2018-02-21,4927.1328125
2018-02-22,4907.15625
2018-02-23,4867.201171875
2018-02-26,4884.02392578125
2018-02-27,4940.80322265625
2018-02-28,4940.80322265625
2018-03-01,4789.39208984375
2018-03-02,4683.1943359375
2018-03-05,4721.0478515625
2018-03-06,4742.07763671875
2018-03-07,4729.458984375
2018-03-08,4808.31884765625
2018-03-09,4826.1943359375
2018-03-12,4821.98828125
2018-03-13,4794.650390625
2018-03-14,4759.9521484375
2018-03-15,4762.05517578125
2018-03-16,4742.07763671875
2018-03-19,4741.02685546875
2018-03-20,4748.38671875
2018-03-21,4705.27685546875
2018-03-22,4637.982421875
2018-03-23,4541.24951171875
2018-03-26,4487.625
2018-03-27,4566.484375
2018-03-28,4567.53515625
2018-03-29,4488.14306640625
2018-04-03,4449.23388671875
2018-04-04,4457.6474609375
2018-04-05,4548.083984375
2018-04-06,4511.27783203125
2018-04-09,4535.462890625
2018-04-10,4545.97998046875
2018-04-11,4470.26611328125
2018-04-12,4472.36962890625
2018-04-13,4450.2861328125
2018-04-16,4442.92529296875
2018-04-17,4524.94873046875
2018-04-18,4563.8564453125
2018-04-19,4621.69384765625
2018-04-20,4595.4052734375
2018-04-23,4656.39599609375
2018-04-24,4616.43505859375
2018-04-25,4636.41552734375
2018-04-26,4722.64501953125
2018-04-27,4813.0810546875
2018-04-30,4825.70068359375
2018-05-01,4862.505859375
2018-05-02,4865.66015625
2018-05-03,4858.29931640625
2018-05-04,4907.72216796875
2018-05-08,5020.2431640625
2018-05-09,5041.27392578125
2018-05-10,5072.82177734375
2018-05-11,5013.93310546875
2018-05-14,4970.818359375
2018-05-15,4957.1474609375
2018-05-16,4986.59130859375
2018-05-17,5025.50048828125
2018-05-18,5051.79052734375
2018-05-21,5107.52392578125
2018-05-22,5104.36865234375
2018-05-23,5095.95654296875
2018-05-24,5098.05908203125
2018-05-25,5139.0712890625
2018-05-29,5059.1513671875
2018-05-30,5078.0791015625
2018-05-31,5062.3056640625
2018-06-01,5106.4716796875
2018-06-04,5149.58642578125
2018-06-05,5138.01953125
2018-06-06,5189.546875
2018-06-07,5152.74169921875
2018-06-08,5168.51513671875
2018-06-11,5201.11474609375
2018-06-12,5152.74169921875
2018-06-13,5222.14599609375
2018-06-14,5199.01123046875
2018-06-15,5174.8251953125
2018-06-18,5152.74169921875
2018-06-19,5089.646484375
2018-06-20,5131.71044921875
2018-06-21,5037.0673828125
2018-06-22,5078.0791015625
2018-06-25,4968.71533203125
2018-06-26,4915.0849609375
2018-06-27,5022.34521484375
2018-06-28,4956.095703125
2018-06-29,4963.45751953125
2018-07-02,4893.0009765625
2018-07-03,4902.4658203125
2018-07-04,4859.3515625
2018-07-05,4883.537109375
2018-07-06,4893.0009765625
2018-07-09,4983.43798828125
2018-07-10,5009.7255859375
2018-07-11,5010.7783203125
2018-07-12,5066.5126953125
2018-07-13,5131.71044921875
2018-07-16,5073.80712890625
2018-07-17,5134.86474609375
2018-07-18,5186.392578125
2018-07-19,5166.41162109375
2018-07-20,5182.185546875
2018-07-23,5141.1748046875
2018-07-24,5160.10302734375
2018-07-25,4910.87890625
2018-07-26,4898.25927734375
2018-07-27,4948.7353515625
2018-07-30,4966.6123046875
2018-07-31,4949.78662109375
2018-08-01,4931.91015625
2018-08-02,4858.29931640625
2018-08-03,4955.04443359375
2018-08-06,4993.9521484375
2018-08-07,4844.6298828125
2018-08-08,4886.6923828125
2018-08-09,4978.17919921875
2018-08-10,4985.54052734375
2018-08-13,4968.71533203125
2018-08-14,4986.59130859375
2018-08-15,4932.9609375
2018-08-16,4972.9208984375
2018-08-17,4995.00439453125
2018-08-20,5037.0673828125
2018-08-21,4973.97314453125
2018-08-22,4979.22998046875
2018-08-23,4965.56103515625
2018-08-24,4993.9521484375
2018-08-28,5066.5126953125
2018-08-29,5079.130859375
2018-08-30,5047.87255859375
2018-08-31,5000.5498046875
2018-09-03,5026.8408203125
2018-09-04,4964.79345703125
2018-09-05,4905.90234375
2018-09-06,4852.2685546875
2018-09-07,4858.578125
2018-09-10,4877.50732421875
2018-09-11,4870.14501953125
2018-09-12,4905.90234375
2018-09-13,4883.81689453125
2018-09-14,4938.50244140625
2018-09-17,4872.24951171875
2018-09-18,4903.79833984375
2018-09-19,4883.81689453125
2018-09-20,4870.14501953125
2018-09-21,4993.1875
2018-09-24,4941.6572265625
2018-09-25,4937.4501953125
2018-09-26,5010.01318359375
2018-09-27,5014.220703125
2018-09-28,5026.8408203125
2018-10-01,5047.87255859375
2018-10-02,5013.1689453125
2018-10-03,5008.96240234375
2018-10-04,4872.24951171875
2018-10-05,4754.4658203125
2018-10-08,4710.296875
2018-10-09,4695.57421875
2018-10-10,4535.72314453125
2018-10-11,4432.6640625
2018-10-12,4458.9541015625
2018-10-15,4394.80419921875
2018-10-16,4429.5087890625
2018-10-17,4413.734375
2018-10-18,4434.7666015625
2018-10-19,4280.17626953125
2018-10-22,4237.05908203125
2018-10-23,4180.27001953125
2018-10-24,4151.87646484375
2018-10-25,4230.74853515625
2018-10-26,4207.61328125
2018-10-29,4254.93603515625
2018-10-30,4206.56103515625
2018-10-31,4322.24169921875
2018-11-01,4407.4248046875
2018-11-02,4390.5986328125
2018-11-05,4309.62109375
2018-11-06,4197.0966796875
2018-11-07,4252.8330078125
2018-11-08,4251.78125
2018-11-09,4268.607421875
2018-11-12,4274.91748046875
2018-11-13,4353.79052734375
2018-11-14,4374.8232421875
2018-11-15,4411.63037109375
2018-11-16,4429.5087890625
2018-11-19,4367.462890625
2018-11-20,4330.65478515625
2018-11-21,4441.076171875
2018-11-22,4386.3916015625
2018-11-23,4424.2509765625
2018-11-26,4482.09033203125
2018-11-27,4441.076171875
2018-11-28,4467.36767578125
2018-11-29,4542.03515625
2018-11-30,4416.88916015625
2018-12-03,4482.09033203125
2018-12-04,4441.076171875
2018-12-05,4388.49462890625
2018-12-06,4280.17626953125
2018-12-07,4396.908203125
2018-12-10,4339.0673828125
2018-12-11,4417.939453125
2018-12-12,4434.7666015625
2018-12-13,4395.85595703125
2018-12-14,4417.939453125
2018-12-17,4393.75244140625
2018-12-18,4375.87451171875
2018-12-19,4380.08056640625
2018-12-20,4252.8330078125
2018-12-21,4240.212890625
2018-12-24,4271.7626953125
2018-12-27,4237.05908203125
2018-12-28,4357.99658203125
2018-12-31,4455.798828125
2019-01-02,4353.79052734375
2019-01-03,4303.31201171875
2019-01-04,4429.5087890625
2019-01-07,4381.13330078125
2019-01-08,4494.71044921875
2019-01-09,4512.587890625
2019-01-10,4486.29736328125
2019-01-11,4539.93017578125
2019-01-14,4294.951171875
2019-01-15,4374.8759765625
2019-01-16,4356.39306640625
2019-01-17,4355.8935546875
2019-01-18,4411.34130859375
2019-01-21,4434.31982421875
2019-01-22,4386.365234375
2019-01-23,4353.396484375
2019-01-24,4379.37158203125
2019-01-25,4253.490234375
2019-01-28,4298.44775390625
2019-01-29,4364.3857421875
2019-01-30,4417.8349609375
2019-01-31,4336.41259765625
2019-02-01,4361.88818359375
2019-02-04,4415.337890625
2019-02-05,4515.24462890625
2019-02-06,4509.7490234375
2019-02-07,4434.8193359375
2019-02-08,4415.337890625
2019-02-11,4481.77587890625
2019-02-12,4454.30126953125
2019-02-13,4551.20947265625
2019-02-14,4624.14111328125
2019-02-15,4634.630859375
2019-02-18,4624.640625
2019-02-19,4599.6640625
2019-02-20,4540.7197265625
2019-02-21,4580.68212890625
2019-02-22,4592.669921875
2019-02-25,4687.58203125
2019-02-26,4647.119140625
2019-02-27,4547.71337890625
2019-02-28,4505.25341796875
2019-03-01,4592.17041015625
2019-03-04,4561.7001953125
2019-03-05,4587.17578125
2019-03-06,4569.1923828125
2019-03-07,4526.73193359375
2019-03-08,4495.26318359375
2019-03-11,4560.20166015625
2019-03-12,4553.208984375
2019-03-13,4548.71337890625
2019-03-14,4560.70166015625
2019-03-15,4558.203125
2019-03-18,4593.66943359375
2019-03-19,4627.13818359375
2019-03-20,4560.20166015625
2019-03-21,4640.62548828125
2019-03-22,4534.2265625
2019-03-25,4530.7294921875
2019-03-26,4536.72314453125
2019-03-27,4510.24853515625
2019-03-28,4544.82421875
2019-03-29,4611.27099609375
2019-04-01,4603.77734375
2019-04-02,4711.1904296875
2019-04-03,4758.65185546875
2019-04-04,4735.669921875
2019-04-05,4774.138671875
2019-04-08,4755.654296875
2019-04-09,4756.6533203125
2019-04-10,4768.6435546875
2019-04-11,4820.6015625
2019-04-12,4828.5947265625
2019-04-15,4835.08984375
2019-04-16,4875.0576171875
2019-04-17,4907.03173828125
2019-04-18,4929.01416015625
2019-04-23,4926.0166015625
2019-04-24,4936.0087890625
2019-04-25,4946.0
2019-04-26,4965.48388671875
2019-04-29,4987.9658203125
2019-04-30,4963.98583984375
2019-05-01,5050.9150390625
2019-05-02,4993.9609375
2019-05-03,4940.0048828125
2019-05-07,4978.47412109375
2019-05-08,4940.5048828125
2019-05-09,4891.04443359375
2019-05-10,4846.08056640625
2019-05-13,4824.0986328125
2019-05-14,4896.04052734375
2019-05-15,4978.9736328125
2019-05-16,5029.9326171875
2019-05-17,5058.90966796875
2019-05-20,4981.47119140625
2019-05-21,5017.94091796875
2019-05-22,5154.83154296875
