Date,CGPOWER.NS
2015-08-21,61.55049514770508
2015-08-24,54.87923812866211
2015-08-25,56.55991744995117
2015-08-26,59.40678024291992
2015-08-27,62.27078628540039
2015-08-28,60.79590606689453
2015-08-31,58.635040283203125
2015-09-01,56.92006301879883
2015-09-02,56.01112365722656
2015-09-03,57.00580978393555
2015-09-04,55.359432220458984
2015-09-07,53.35291290283203
2015-09-08,57.00580978393555
2015-09-09,56.885765075683594
2015-09-10,58.36064147949219
2015-09-11,57.05725860595703
2015-09-14,58.583587646484375
2015-09-15,59.30387878417969
2015-09-16,60.95025634765625
2015-09-18,62.28793716430664
2015-09-21,61.001705169677734
2015-09-22,60.00701904296875
2015-09-23,58.943729400634766
2015-09-24,59.97272491455078
2015-09-28,58.70363998413086
2015-09-29,58.44639587402344
2015-09-30,58.566436767578125
2015-10-01,58.03479766845703
2015-10-05,59.76692199707031
2015-10-06,60.024169921875
2015-10-07,61.310401916503906
2015-10-08,61.67054748535156
2015-10-09,61.19034957885742
2015-10-12,61.7048454284668
2015-10-13,61.37900161743164
2015-10-14,61.0703010559082
2015-10-15,62.08213806152344
2015-10-16,64.99759674072266
2015-10-19,64.00292205810547
2015-10-20,63.659912109375
2015-10-21,62.61378479003906
2015-10-23,62.69953155517578
2015-10-26,62.871028900146484
2015-10-27,62.356536865234375
2015-10-28,63.45411682128906
2015-10-29,61.567649841308594
2015-10-30,59.681175231933594
2015-11-02,58.32634353637695
2015-11-03,58.80653762817383
2015-11-04,59.35532760620117
2015-11-05,57.82899856567383
2015-11-06,57.9318962097168
2015-11-09,57.94904708862305
2015-11-10,57.3316535949707
2015-11-13,57.9661979675293
2015-11-16,59.046630859375
2015-11-17,59.49252700805664
2015-11-18,59.56112289428711
2015-11-19,59.66402816772461
2015-11-20,63.24832534790039
2015-11-23,65.73504638671875
2015-11-24,67.46717071533203
2015-11-26,66.38673400878906
2015-11-27,68.0331039428711
2015-11-30,66.12948608398438
2015-12-01,66.76402282714844
2015-12-02,67.67296600341797
2015-12-03,66.45532989501953
2015-12-04,66.30097961425781
2015-12-07,65.9922866821289
2015-12-08,64.53455352783203
2015-12-09,63.88286590576172
2015-12-10,64.87754821777344
2015-12-11,63.711368560791016
2015-12-14,65.10049438476562
2015-12-15,64.02006530761719
2015-12-16,63.91716766357422
2015-12-17,65.3062973022461
2015-12-18,64.58601379394531
2015-12-21,64.3287582397461
2015-12-22,63.934322357177734
2015-12-23,64.92900085449219
2015-12-24,66.06088256835938
2015-12-28,66.1466293334961
2015-12-29,66.26667785644531
2015-12-30,65.52923583984375
2015-12-31,65.94083404541016
2016-01-01,66.57537841796875
2016-01-04,65.15194702148438
2016-01-05,68.18745422363281
2016-01-06,66.12948608398438
2016-01-07,63.402671813964844
2016-01-08,66.18093872070312
2016-01-11,65.83794403076172
2016-01-12,64.07151794433594
2016-01-13,63.934322357177734
2016-01-14,61.8763427734375
2016-01-15,60.50436019897461
2016-01-18,59.955570220947266
2016-01-19,60.092769622802734
2016-01-20,58.12054443359375
2016-01-21,57.571754455566406
2016-01-22,58.80653762817383
2016-01-25,59.18383026123047
2016-01-27,59.32102584838867
2016-01-28,57.58890151977539
2016-01-29,58.80653762817383
2016-02-01,59.20098114013672
2016-02-02,57.3659553527832
2016-02-03,44.898075103759766
2016-02-04,46.1500129699707
2016-02-05,43.526100158691406
2016-02-08,43.78334426879883
2016-02-09,44.143489837646484
2016-02-10,43.85194396972656
2016-02-11,42.085514068603516
2016-02-12,41.125125885009766
2016-02-15,43.21739959716797
2016-02-16,42.34276580810547
2016-02-17,41.51957321166992
2016-02-18,44.38358688354492
2016-02-19,44.46933364868164
2016-02-22,47.419090270996094
2016-02-23,47.367645263671875
2016-02-24,46.13286209106445
2016-02-25,42.63431167602539
2016-02-26,43.8862419128418
2016-02-29,44.55508041381836
2016-03-01,46.13286209106445
2016-03-02,46.990352630615234
