Date,CSNA3.SA
2015-08-24,1.7911183834075928
2015-08-25,1.7280504703521729
2015-08-26,1.9550939798355103
2015-08-27,2.1947503089904785
2015-08-28,2.0938425064086914
2015-08-31,2.2073638439178467
2015-09-01,2.2262840270996094
2015-09-02,2.339806318283081
2015-09-03,2.4281005859375
2015-09-04,2.5416219234466553
2015-09-08,2.6866774559020996
2015-09-09,2.7308242321014404
2015-09-10,2.9389474391937256
2015-09-11,3.235365152359009
2015-09-14,3.1029229164123535
2015-09-15,3.1029229164123535
2015-09-16,3.247978687286377
2015-09-17,3.4182605743408203
2015-09-18,3.6263837814331055
2015-09-21,3.5696229934692383
2015-09-22,3.229057788848877
2015-09-23,2.56684947013855
2015-09-24,2.648836851119995
2015-09-25,2.529008626937866
2015-09-28,2.4974751472473145
2015-09-29,2.4785544872283936
2015-09-30,2.472247838973999
2015-10-01,2.327192783355713
2015-10-02,2.383953094482422
2015-10-05,2.5794625282287598
2015-10-06,2.800199508666992
2015-10-07,2.964174270629883
2015-10-08,3.1533775329589844
2015-10-09,3.361499786376953
2015-10-13,2.9389474391937256
2015-10-14,2.800199508666992
2015-10-15,2.9578680992126465
2015-10-16,3.1659908294677734
2015-10-19,3.235365152359009
2015-10-20,3.027242422103882
2015-10-21,2.9515607357025146
2015-10-22,3.027242422103882
2015-10-23,3.1029229164123535
2015-10-26,3.128150463104248
2015-10-27,3.1029229164123535
2015-10-28,3.052469253540039
2015-10-29,2.7182111740112305
2015-10-30,2.7371315956115723
2015-11-03,3.1912176609039307
2015-11-04,3.128150463104248
2015-11-05,3.1218433380126953
2015-11-06,3.1533775329589844
2015-11-09,3.1912176609039307
2015-11-10,3.2542853355407715
2015-11-11,3.367806911468506
2015-11-12,3.4182605743408203
2015-11-13,3.0903093814849854
2015-11-16,3.1029229164123535
2015-11-17,3.09661602973938
2015-11-18,3.632690668106079
2015-11-19,3.695758581161499
2015-11-23,3.613769769668579
2015-11-24,3.8029725551605225
2015-11-25,3.8471195697784424
2015-11-26,3.796665906906128
2015-11-27,3.708371639251709
2015-11-30,3.468714714050293
2015-12-01,3.241671562194824
2015-12-02,3.140763998031616
2015-12-03,3.172297239303589
2015-12-04,3.0713894367218018
2015-12-07,3.065082550048828
2015-12-08,2.8695735931396484
2015-12-09,2.932640552520752
2015-12-10,2.9137206077575684
2015-12-11,2.844346523284912
2015-12-14,2.800199508666992
2015-12-15,2.781278610229492
2015-12-16,2.7055976390838623
2015-12-17,2.711904287338257
2015-12-18,2.6425299644470215
2015-12-21,2.529008626937866
2015-12-22,2.5353152751922607
2015-12-23,2.7308242321014404
2015-12-28,2.6740636825561523
2015-12-29,2.648836851119995
2015-12-30,2.5227017402648926
2016-01-04,2.4344074726104736
2016-01-05,2.3145787715911865
2016-01-06,2.131683349609375
2016-01-07,2.0812292098999023
2016-01-08,2.1569101810455322
2016-01-11,2.1253762245178223
2016-01-12,2.068615198135376
2016-01-13,2.0181610584259033
2016-01-14,2.0812292098999023
2016-01-15,1.9992413520812988
2016-01-18,2.0181610584259033
2016-01-19,2.068615198135376
2016-01-20,2.0307750701904297
2016-01-21,2.0938425064086914
2016-01-22,2.175830364227295
2016-01-26,2.1569101810455322
2016-01-27,2.1947503089904785
2016-01-28,2.175830364227295
2016-01-29,2.2388978004455566
2016-02-01,2.365032911300659
2016-02-02,2.3776462078094482
2016-02-03,2.3902599811553955
2016-02-04,2.623609781265259
2016-02-05,2.7623584270477295
2016-02-10,2.7434377670288086
2016-02-11,2.4470205307006836
2016-02-12,2.5353152751922607
2016-02-15,2.5857691764831543
2016-02-16,2.7938919067382812
2016-02-17,2.8695735931396484
2016-02-18,2.8948001861572266
2016-02-19,2.920027256011963
2016-02-22,3.229057788848877
2016-02-23,3.292125940322876
2016-02-24,3.2984330654144287
2016-02-25,3.292125940322876
2016-02-26,3.1533775329589844
2016-02-29,3.2795119285583496
2016-03-01,3.405647039413452
2016-03-02,3.5633161067962646
2016-03-03,4.099390506744385
2016-03-04,4.767906188964844
2016-03-07,5.190458297729492
2016-03-08,4.484102725982666
2016-03-09,4.301206588745117
2016-03-10,4.6228508949279785
2016-03-11,4.452568054199219
2016-03-14,4.364274024963379
2016-03-15,3.828200578689575
2016-03-16,4.231832504272461
2016-03-17,5.001255512237549
2016-03-18,4.994950294494629
2016-03-21,4.982335567474365
2016-03-22,5.1336989402771
2016-03-23,4.79313325881958
2016-03-24,4.912961959838867
2016-03-28,4.91926908493042
2016-03-29,4.666998863220215
2016-03-30,4.698532581329346
2016-03-31,4.496716022491455
2016-04-01,4.635463714599609
2016-04-04,4.3831939697265625
2016-04-05,4.79313325881958
2016-04-06,4.8435869216918945
2016-04-07,4.7868266105651855
2016-04-08,5.203072547912598
2016-04-11,5.669772148132324
2016-04-12,6.798681735992432
2016-04-13,8.19878101348877
2016-04-14,7.227539539337158
2016-04-15,7.517651081085205
2016-04-18,7.631173133850098
2016-04-19,8.387983322143555
2016-04-20,8.615026473999023
2016-04-22,8.4510498046875
2016-04-25,7.675320148468018
2016-04-26,7.757308483123779
2016-04-27,8.167245864868164
2016-04-28,8.173552513122559
2016-04-29,8.287075996398926
2016-05-02,8.135713577270508
2016-05-03,7.706853866577148
2016-05-04,7.423048973083496
2016-05-05,6.950045108795166
2016-05-06,7.025723934173584
2016-05-09,6.319369316101074
2016-05-10,6.6031718254089355
2016-05-11,6.27522087097168
2016-05-12,6.073404788970947
2016-05-13,5.29767370223999
2016-05-16,5.247219562530518
2016-05-17,5.203072547912598
2016-05-18,4.92557430267334
2016-05-19,4.698532581329346
2016-05-20,4.591318130493164
2016-05-23,4.559783458709717
2016-05-24,4.320127010345459
2016-05-25,4.257059097290039
2016-05-27,4.055242538452148
2016-05-30,4.09308385848999
2016-05-31,4.124617099761963
2016-06-01,4.017402172088623
2016-06-02,4.294899940490723
2016-06-03,4.629157543182373
2016-06-06,4.660691261291504
2016-06-07,4.408421516418457
2016-06-08,5.1336989402771
2016-06-09,4.7552924156188965
2016-06-10,4.3831939697265625
2016-06-13,4.414727687835693
2016-06-14,4.206605434417725
2016-06-15,4.43995475769043
2016-06-16,4.566090106964111
2016-06-17,4.6228508949279785
2016-06-20,4.692224979400635
2016-06-21,4.717452526092529
2016-06-22,4.679612636566162
2016-06-23,5.095857620239258
2016-06-24,4.648077964782715
2016-06-27,4.603930950164795
2016-06-28,4.736372947692871
2016-06-29,4.931882858276367
2016-06-30,4.931882858276367
2016-07-01,5.524716854095459
2016-07-04,5.865281105041504
2016-07-05,5.430116176605225
2016-07-06,5.7139201164245605
2016-07-07,5.3859686851501465
2016-07-08,5.7139201164245605
2016-07-11,5.764373302459717
2016-07-12,6.0355634689331055
2016-07-13,6.0797119140625
2016-07-14,6.16800594329834
2016-07-15,6.4644246101379395
2016-07-18,6.609477996826172
2016-07-19,6.56533145904541
2016-07-20,6.4644246101379395
2016-07-21,6.811294078826904
2016-07-22,6.861748695373535
2016-07-25,6.924816608428955
2016-07-26,7.069871425628662
2016-07-27,7.15816593170166
2016-07-28,7.15816593170166
2016-07-29,6.981577396392822
2016-08-01,6.735613822937012
2016-08-02,6.331981658935547
2016-08-03,6.691465854644775
2016-08-04,6.86805534362793
2016-08-05,6.950045108795166
2016-08-08,6.773453712463379
2016-08-09,6.899589538574219
2016-08-10,6.622091293334961
2016-08-11,6.924816608428955
2016-08-12,6.798681735992432
2016-08-15,7.032031059265137
2016-08-16,6.641012191772461
2016-08-17,6.521183967590332
2016-08-18,6.420276165008545
2016-08-19,6.363515377044678
2016-08-22,5.833747863769531
2016-08-23,5.922041893005371
2016-08-24,5.505796432495117
2016-08-25,5.568864345550537
2016-08-26,5.549943447113037
2016-08-29,5.707612991333008
2016-08-30,5.531023979187012
2016-08-31,5.423808574676514
2016-09-01,5.549943447113037
2016-09-02,6.117551803588867
2016-09-05,6.12385892868042
2016-09-06,5.972496509552002
2016-09-08,5.833747863769531
2016-09-09,5.4553422927856445
2016-09-12,5.543636798858643
2016-09-13,5.1336989402771
2016-09-14,5.209379196166992
2016-09-15,5.215686321258545
2016-09-16,5.051711082458496
2016-09-19,5.360741138458252
2016-09-20,5.354434013366699
2016-09-21,5.5877838134765625
2016-09-22,5.613011837005615
2016-09-23,5.49318265914917
2016-09-26,5.46795654296875
2016-09-27,5.430116176605225
2016-09-28,5.865281105041504
2016-09-29,5.7139201164245605
2016-09-30,5.732839107513428
2016-10-03,5.99772310256958
2016-10-04,5.9409637451171875
2016-10-05,6.092324256896973
2016-10-06,6.199539661407471
2016-10-07,6.27522087097168
2016-10-10,6.432888984680176
2016-10-11,6.432888984680176
2016-10-13,6.231073379516602
2016-10-14,6.445503234863281
2016-10-17,6.495957374572754
2016-10-18,6.691465854644775
2016-10-19,6.508570671081543
2016-10-20,6.4265828132629395
2016-10-21,6.432888984680176
2016-10-24,6.571637153625488
2016-10-25,6.741920471191406
2016-10-26,6.666238784790039
2016-10-27,6.82390832901001
2016-10-28,6.836521148681641
2016-10-31,6.773453712463379
2016-11-01,6.458115577697754
2016-11-03,6.130165100097656
2016-11-04,6.092324256896973
2016-11-07,6.502265453338623
2016-11-08,6.653626441955566
2016-11-09,6.836521148681641
2016-11-10,7.09509801864624
2016-11-11,6.571637153625488
2016-11-14,6.912201881408691
2016-11-16,6.622091293334961
2016-11-17,6.666238784790039
2016-11-18,6.849135398864746
2016-11-21,7.227539539337158
2016-11-22,7.561799049377441
2016-11-23,8.066338539123535
2016-11-24,7.927590847015381
2016-11-25,8.12940502166748
2016-11-28,8.41321086883545
2016-11-29,8.028497695922852
2016-11-30,7.839296340942383
2016-12-01,7.353675365447998
2016-12-02,7.5113444328308105
2016-12-05,7.467197418212891
2016-12-06,7.561799049377441
2016-12-07,7.5870256423950195
2016-12-08,7.347369194030762
2016-12-09,7.126632213592529
2016-12-12,6.9626569747924805
2016-12-13,6.912201881408691
2016-12-14,6.691465854644775
2016-12-15,6.893282890319824
2016-12-16,6.7608418464660645
2016-12-19,6.363515377044678
2016-12-20,6.231073379516602
2016-12-21,6.199539661407471
2016-12-22,6.054484844207764
2016-12-23,6.27522087097168
2016-12-26,6.4076619148254395
2016-12-27,6.767147541046143
2016-12-28,6.82390832901001
2016-12-29,6.84282922744751
2017-01-02,6.849135398864746
2017-01-03,7.202313423156738
2017-01-04,7.132938861846924
2017-01-05,7.378901958465576
2017-01-06,7.114019393920898
2017-01-09,7.221234321594238
2017-01-10,7.378901958465576
2017-01-11,7.473503112792969
2017-01-12,7.80776309967041
