Date,BAJAJFINSV.NS
2015-08-03,189.57371520996094
2015-08-04,201.6742706298828
2015-08-05,198.1316680908203
2015-08-06,191.6485137939453
2015-08-07,200.02236938476562
2015-08-10,199.35565185546875
2015-08-11,199.60443115234375
2015-08-12,197.7136993408203
2015-08-13,192.58888244628906
2015-08-14,196.27081298828125
2015-08-17,193.3302764892578
2015-08-18,191.12110900878906
2015-08-19,187.47402954101562
2015-08-20,187.0162811279297
2015-08-21,186.88192749023438
2015-08-24,170.63177490234375
2015-08-25,169.98988342285156
2015-08-26,170.56210327148438
2015-08-27,173.6121368408203
2015-08-28,180.6177215576172
2015-08-31,180.09527587890625
2015-09-01,176.39344787597656
2015-09-02,177.65225219726562
2015-09-03,184.1155242919922
2015-09-04,181.9810028076172
2015-09-07,174.19424438476562
2015-09-08,174.1444854736328
2015-09-09,180.22958374023438
2015-09-10,179.6425018310547
2015-09-11,178.1498260498047
2015-09-14,187.23521423339844
2015-09-15,185.31959533691406
2015-09-16,183.34429931640625
2015-09-18,182.5531768798828
2015-09-21,177.72193908691406
2015-09-22,177.60252380371094
2015-09-23,175.50283813476562
2015-09-24,173.63699340820312
2015-09-28,172.23388671875
2015-09-29,171.55226135253906
2015-09-30,172.10452270507812
2015-10-01,175.39833068847656
2015-10-05,179.06036376953125
2015-10-06,177.3238983154297
2015-10-07,176.4581298828125
2015-10-08,176.19442749023438
2015-10-09,178.56781005859375
2015-10-12,178.26922607421875
2015-10-13,174.9604949951172
2015-10-14,174.7465362548828
2015-10-15,173.81610107421875
2015-10-16,176.16458129882812
2015-10-19,177.97569274902344
2015-10-20,181.52325439453125
2015-10-21,184.0259552001953
2015-10-23,182.04071044921875
2015-10-26,189.6234588623047
2015-10-27,197.5146942138672
2015-10-28,196.91761779785156
2015-10-29,195.44984436035156
2015-10-30,195.83795166015625
2015-11-02,196.5742950439453
2015-11-03,196.97235107421875
2015-11-04,194.46966552734375
2015-11-05,194.93739318847656
2015-11-06,196.83802795410156
2015-11-09,195.15130615234375
2015-11-10,190.2105712890625
2015-11-13,191.7928009033203
2015-11-16,190.37478637695312
2015-11-17,191.330078125
2015-11-18,192.18089294433594
2015-11-19,192.29534912109375
2015-11-20,192.5242156982422
2015-11-23,195.02194213867188
2015-11-24,196.31558227539062
2015-11-26,196.55441284179688
2015-11-27,195.88771057128906
2015-11-30,191.2753448486328
2015-12-01,198.14163208007812
2015-12-02,202.98782348632812
2015-12-03,201.664306640625
2015-12-04,199.98257446289062
2015-12-07,192.26547241210938
2015-12-08,190.086181640625
2015-12-09,186.48886108398438
2015-12-10,191.330078125
2015-12-11,189.13583374023438
2015-12-14,189.61849975585938
2015-12-15,188.2303009033203
2015-12-16,191.71319580078125
2015-12-17,194.6537322998047
2015-12-18,191.1658935546875
2015-12-21,192.99691772460938
2015-12-22,192.16098022460938
2015-12-23,192.65359497070312
2015-12-24,191.73806762695312
2015-12-28,191.26040649414062
2015-12-29,191.56396484375
2015-12-30,193.67852783203125
2015-12-31,197.81820678710938
2016-01-01,197.4102325439453
2016-01-04,194.99208068847656
2016-01-05,193.64869689941406
2016-01-06,192.90733337402344
2016-01-07,191.762939453125
2016-01-08,199.0620880126953
2016-01-11,193.38992309570312
2016-01-12,194.79307556152344
2016-01-13,197.77340698242188
2016-01-14,193.937255859375
2016-01-15,189.61849975585938
2016-01-18,182.29444885253906
2016-01-19,183.9762420654297
2016-01-20,184.31951904296875
2016-01-21,183.772216796875
2016-01-22,188.2551727294922
2016-01-25,191.5042266845703
2016-01-27,188.32981872558594
2016-01-28,186.4988250732422
2016-01-29,185.25491333007812
2016-02-01,185.44398498535156
2016-02-02,180.9211883544922
2016-02-03,186.93663024902344
2016-02-04,187.1605987548828
2016-02-05,189.92697143554688
2016-02-08,182.66265869140625
2016-02-09,177.54776000976562
2016-02-10,178.08514404296875
2016-02-11,168.82562255859375
2016-02-12,169.2734375
2016-02-15,171.50247192382812
2016-02-16,169.54708862304688
2016-02-17,169.2834014892578
2016-02-18,171.2537078857422
2016-02-19,166.4921112060547
2016-02-22,162.23301696777344
2016-02-23,160.79507446289062
2016-02-24,160.8050537109375
2016-02-25,159.25267028808594
2016-02-26,159.38201904296875
2016-02-29,160.4020233154297
2016-03-01,168.2036895751953
2016-03-02,170.9601593017578
2016-03-03,166.70106506347656
2016-03-04,166.23338317871094
2016-03-08,166.1587371826172
2016-03-09,166.99960327148438
2016-03-10,167.95989990234375
2016-03-11,163.79534912109375
2016-03-14,163.69085693359375
2016-03-15,165.3427276611328
2016-03-16,163.86343383789062
2016-03-17,164.54083251953125
2016-03-18,164.30673217773438
2016-03-21,164.3217010498047
2016-03-22,165.81593322753906
2016-03-23,171.81777954101562
2016-03-28,167.83810424804688
2016-03-29,166.05001831054688
2016-03-30,169.00364685058594
2016-03-31,170.45301818847656
2016-04-01,174.0043487548828
2016-04-04,174.45762634277344
2016-04-05,174.2085723876953
2016-04-06,175.86717224121094
2016-04-07,175.70777893066406
2016-04-08,174.3181610107422
2016-04-11,177.11737060546875
2016-04-12,177.17214965820312
2016-04-13,181.42076110839844
2016-04-18,186.44143676757812
2016-04-20,187.45252990722656
2016-04-21,183.93109130859375
2016-04-22,184.04067993164062
2016-04-25,183.40814208984375
2016-04-26,186.1824188232422
2016-04-27,187.23838806152344
2016-04-28,183.5326385498047
2016-04-29,186.8149871826172
2016-05-02,193.3448028564453
2016-05-03,194.03216552734375
2016-05-04,188.61802673339844
2016-05-05,188.08010864257812
2016-05-06,186.59584045410156
2016-05-09,187.2931671142578
2016-05-10,185.16636657714844
2016-05-11,186.59083557128906
2016-05-12,188.57814025878906
2016-05-13,186.0081024169922
2016-05-16,185.07666015625
2016-05-17,184.99200439453125
2016-05-18,185.19125366210938
2016-05-19,184.63340759277344
2016-05-20,179.78707885742188
2016-05-23,179.9215545654297
2016-05-24,175.5484161376953
2016-05-25,178.24798583984375
2016-05-26,178.52691650390625
2016-05-27,182.86521911621094
2016-05-30,183.2088623046875
2016-05-31,181.36598205566406
2016-06-01,179.16445922851562
2016-06-02,184.4291534423828
2016-06-03,184.86749267578125
2016-06-06,185.88357543945312
2016-06-07,186.95445251464844
2016-06-08,185.30580139160156
2016-06-09,183.3284149169922
2016-06-10,180.51925659179688
2016-06-13,176.50473022460938
2016-06-14,186.67051696777344
2016-06-15,193.9425048828125
2016-06-16,203.61026000976562
2016-06-17,204.82557678222656
2016-06-20,200.01409912109375
2016-06-21,200.5321044921875
2016-06-22,201.78231811523438
2016-06-23,199.52101135253906
2016-06-24,206.96731567382812
2016-06-27,217.352294921875
2016-06-28,218.7667999267578
2016-06-29,228.92767333984375
2016-06-30,231.26864624023438
2016-07-01,234.57589721679688
2016-07-04,234.27206420898438
2016-07-05,230.5762939453125
2016-07-07,231.48779296875
2016-07-08,229.71963500976562
2016-07-11,235.0092315673828
2016-07-12,241.9773712158203
2016-07-13,235.27821350097656
2016-07-14,238.80960083007812
2016-07-15,242.0869598388672
2016-07-18,245.1102752685547
2016-07-19,248.87579345703125
2016-07-20,254.43934631347656
2016-07-21,259.868408203125
2016-07-22,258.9867858886719
2016-07-25,258.9967956542969
2016-07-26,270.4625549316406
2016-07-27,260.41131591796875
2016-07-28,265.48175048828125
2016-07-29,271.3442077636719
2016-08-01,281.7889404296875
2016-08-02,271.56329345703125
2016-08-03,263.53424072265625
2016-08-04,265.8354187011719
2016-08-05,265.9449768066406
2016-08-08,263.1905822753906
2016-08-09,259.47491455078125
2016-08-10,268.51507568359375
2016-08-11,274.9951171875
2016-08-12,276.02117919921875
2016-08-16,273.96405029296875
2016-08-17,270.63690185546875
2016-08-18,270.1289367675781
2016-08-19,268.8537902832031
2016-08-22,270.7564697265625
2016-08-23,267.2101135253906
2016-08-24,270.0989685058594
2016-08-25,267.7928771972656
2016-08-26,279.72186279296875
2016-08-29,280.50885009765625
2016-08-30,283.35791015625
2016-08-31,295.59075927734375
2016-09-01,301.8914489746094
2016-09-02,304.0780029296875
2016-09-06,306.16998291015625
2016-09-07,304.5611877441406
2016-09-08,311.7384948730469
2016-09-09,302.27496337890625
2016-09-12,293.1601257324219
2016-09-14,289.2252502441406
2016-09-15,295.47613525390625
2016-09-16,288.3934631347656
2016-09-19,295.2619934082031
2016-09-20,308.4312438964844
2016-09-21,316.2760009765625
2016-09-22,324.17059326171875
2016-09-23,328.2001037597656
2016-09-26,327.4380187988281
2016-09-27,326.008544921875
2016-09-28,322.2231140136719
2016-09-29,309.37762451171875
2016-09-30,305.7764892578125
2016-10-03,318.23846435546875
2016-10-04,318.7564392089844
2016-10-05,314.2538146972656
2016-10-06,314.7319641113281
2016-10-07,313.775634765625
2016-10-10,310.79217529296875
2016-10-13,310.56304931640625
2016-10-14,316.2760009765625
2016-10-17,318.47259521484375
2016-10-18,331.3230285644531
2016-10-19,334.82952880859375
2016-10-20,332.4486999511719
2016-10-21,326.2824401855469
2016-10-24,320.8583679199219
2016-10-25,323.61273193359375
2016-10-26,331.517333984375
2016-10-27,325.5502014160156
2016-10-28,337.0210876464844
2016-11-01,344.5619812011719
2016-11-02,335.9601135253906
2016-11-03,333.48968505859375
2016-11-04,318.44268798828125
2016-11-07,312.9388427734375
2016-11-08,306.02545166015625
2016-11-09,302.0807189941406
2016-11-10,307.7588806152344
2016-11-11,301.0247802734375
2016-11-15,281.6993103027344
2016-11-16,291.32220458984375
2016-11-17,290.6946105957031
