Date,FGR.PA
2015-08-24,38.39865493774414
2015-08-25,40.423667907714844
2015-08-26,40.53873062133789
2015-08-27,44.18989944458008
2015-08-28,43.852394104003906
2015-08-31,43.83705520629883
2015-09-01,43.008644104003906
2015-09-02,42.60210037231445
2015-09-03,43.3768196105957
2015-09-04,42.433345794677734
2015-09-07,43.69131088256836
2015-09-08,43.99813461303711
2015-09-09,44.466041564941406
2015-09-10,44.61177444458008
2015-09-11,43.63761520385742
2015-09-14,42.924259185791016
2015-09-15,43.10835647583008
2015-09-16,43.21574020385742
2015-09-17,43.852394104003906
2015-09-18,43.39982986450195
2015-09-21,44.05183029174805
2015-09-22,42.901248931884766
2015-09-23,43.55323791503906
2015-09-24,42.479373931884766
2015-09-25,43.44585418701172
2015-09-28,42.99329376220703
2015-09-29,42.17254638671875
2015-09-30,42.41800308227539
2015-10-01,42.54840850830078
2015-10-02,42.195556640625
2015-10-05,43.72199630737305
2015-10-06,43.89841842651367
2015-10-07,43.59160232543945
2015-10-08,43.208072662353516
2015-10-09,42.0498161315918
2015-10-12,41.62793731689453
2015-10-13,41.81203079223633
2015-10-14,41.796695709228516
2015-10-15,42.517723083496094
2015-10-16,42.73249435424805
2015-10-19,42.75550842285156
2015-10-20,42.86289978027344
2015-10-21,44.15921401977539
2015-10-22,43.292442321777344
2015-10-23,43.26176452636719
2015-10-26,43.01630783081055
2015-10-27,43.07767105102539
2015-10-28,43.41516876220703
2015-10-29,43.292442321777344
2015-10-30,43.53023147583008
2015-11-02,43.71432113647461
2015-11-03,43.65296173095703
2015-11-04,43.33846664428711
2015-11-05,43.38449478149414
2015-11-06,44.32029342651367
2015-11-09,43.783363342285156
2015-11-10,42.18788528442383
2015-11-11,42.740169525146484
2015-11-12,41.9577751159668
2015-11-13,41.98078155517578
2015-11-16,41.98845672607422
2015-11-17,43.05466079711914
2015-11-18,43.72966384887695
2015-11-19,44.14387130737305
2015-11-20,43.49187469482422
2015-11-23,43.53790283203125
2015-11-24,43.116024017333984
2015-11-25,43.18505859375
2015-11-26,44.14387130737305
2015-11-27,44.788204193115234
2015-11-30,45.677978515625
2015-12-01,45.09502029418945
2015-12-02,45.286781311035156
2015-12-03,44.01348114013672
2015-12-04,43.72199630737305
2015-12-07,44.25893783569336
2015-12-08,43.62227249145508
2015-12-09,44.05949783325195
2015-12-10,43.92142868041992
2015-12-11,43.20039749145508
2015-12-14,42.48704147338867
2015-12-15,43.890750885009766
2015-12-16,44.14387130737305
2015-12-17,44.864906311035156
2015-12-18,44.88791275024414
2015-12-21,44.3126220703125
2015-12-22,44.3663215637207
2015-12-23,44.89558410644531
2015-12-24,44.8265495300293
2015-12-28,44.6961555480957
2015-12-29,45.07967758178711
2015-12-30,45.84673309326172
2016-01-04,44.788204193115234
2016-01-05,45.44786071777344
2016-01-06,44.987632751464844
2016-01-07,44.35097885131836
2016-01-08,43.79103088378906
2016-01-11,43.83705520629883
2016-01-12,44.28194046020508
2016-01-13,44.151546478271484
2016-01-14,43.59160232543945
2016-01-15,43.12369918823242
2016-01-18,43.01630783081055
2016-01-19,44.297279357910156
2016-01-20,43.3307991027832
2016-01-21,43.42284393310547
2016-01-22,46.08451461791992
2016-01-25,46.79020309448242
2016-01-26,47.34247589111328
2016-01-27,47.741355895996094
2016-01-28,47.48822784423828
2016-01-29,48.554420471191406
2016-02-01,48.99164962768555
