Date,BNBR3.SA
2015-08-24,15.449609756469727
2015-08-25,15.449609756469727
2015-08-26,14.887803077697754
2015-08-27,14.887803077697754
2015-08-28,14.606902122497559
2015-08-31,15.561967849731445
2015-09-01,15.561967849731445
2015-09-02,15.561967849731445
2015-09-03,15.561967849731445
2015-09-04,15.561967849731445
2015-09-08,15.561967849731445
2015-09-09,15.561967849731445
2015-09-10,15.561967849731445
2015-09-11,15.561967849731445
2015-09-14,15.561967849731445
2015-09-15,15.561967849731445
2015-09-16,15.561967849731445
2015-09-17,15.561967849731445
2015-09-18,15.561967849731445
2015-09-21,15.550729751586914
2015-09-22,15.550729751586914
2015-09-23,15.550729751586914
2015-09-24,15.550729751586914
2015-09-25,15.550729751586914
2015-09-28,15.550729751586914
2015-09-29,15.550729751586914
2015-09-30,15.550729751586914
2015-10-01,15.550729751586914
2015-10-02,15.550729751586914
2015-10-05,15.449609756469727
2015-10-06,15.449609756469727
2015-10-07,15.449609756469727
2015-10-08,15.449609756469727
2015-10-09,15.449609756469727
2015-10-13,15.449609756469727
2015-10-14,15.449609756469727
2015-10-15,15.449609756469727
2015-10-16,15.449609756469727
2015-10-19,15.449609756469727
2015-10-20,15.449609756469727
2015-10-21,15.449609756469727
2015-10-22,15.449609756469727
2015-10-23,15.449609756469727
2015-10-26,15.449609756469727
2015-10-27,15.449609756469727
2015-10-28,15.449609756469727
2015-10-29,15.449609756469727
2015-10-30,15.168706893920898
2015-11-03,15.168706893920898
2015-11-04,15.168706893920898
2015-11-05,15.561967849731445
2015-11-06,15.561967849731445
2015-11-09,15.561967849731445
2015-11-10,15.561967849731445
2015-11-11,15.55634880065918
2015-11-12,15.55634880065918
2015-11-13,15.55634880065918
2015-11-16,15.55634880065918
2015-11-17,15.561967849731445
2015-11-18,15.561967849731445
2015-11-19,15.561967849731445
2015-11-23,15.561967849731445
2015-11-24,15.870959281921387
2015-11-25,15.870959281921387
2015-11-26,15.870959281921387
2015-11-27,15.870959281921387
2015-11-30,15.870959281921387
2015-12-01,15.870959281921387
2015-12-02,15.870959281921387
2015-12-03,15.870959281921387
2015-12-04,15.870959281921387
2015-12-07,15.870959281921387
2015-12-08,15.870959281921387
2015-12-09,15.870959281921387
2015-12-10,15.870959281921387
2015-12-11,15.870959281921387
2015-12-14,15.870959281921387
2015-12-15,15.870959281921387
2015-12-16,15.870959281921387
2015-12-17,15.870959281921387
2015-12-18,15.870959281921387
2015-12-21,15.449609756469727
2015-12-22,15.449609756469727
2015-12-23,15.449609756469727
2015-12-28,15.449609756469727
2015-12-29,15.449609756469727
2015-12-30,15.449609756469727
2016-01-04,15.449609756469727
2016-01-05,15.449609756469727
2016-01-06,15.449609756469727
2016-01-07,15.449609756469727
2016-01-08,15.449609756469727
2016-01-11,15.449609756469727
2016-01-12,15.449609756469727
2016-01-13,15.449609756469727
2016-01-14,15.449609756469727
2016-01-15,15.449609756469727
2016-01-18,15.449609756469727
2016-01-19,15.449609756469727
2016-01-20,15.449609756469727
2016-01-21,15.449609756469727
2016-01-22,15.449609756469727
2016-01-26,15.449609756469727
2016-01-27,15.449609756469727
2016-01-28,15.449609756469727
2016-01-29,15.449609756469727
2016-02-01,15.449609756469727
2016-02-02,15.449609756469727
2016-02-03,15.449609756469727
2016-02-04,15.449609756469727
2016-02-05,15.449609756469727
2016-02-10,15.449609756469727
2016-02-11,15.449609756469727
2016-02-12,15.449609756469727
2016-02-15,15.168706893920898
2016-02-16,15.168706893920898
2016-02-17,15.168706893920898
2016-02-18,15.168706893920898
2016-02-19,15.168706893920898
2016-02-22,15.168706893920898
2016-02-23,15.168706893920898
2016-02-24,15.168706893920898
2016-02-25,15.168706893920898
2016-02-26,15.168706893920898
2016-02-29,15.168706893920898
2016-03-01,15.168706893920898
2016-03-02,15.168706893920898
2016-03-03,15.168706893920898
2016-03-04,15.168706893920898
2016-03-07,15.168706893920898
2016-03-08,15.168706893920898
2016-03-09,15.168706893920898
2016-03-10,15.168706893920898
2016-03-11,15.168706893920898
2016-03-14,15.168706893920898
2016-03-15,15.168706893920898
2016-03-16,15.168706893920898
2016-03-17,15.168706893920898
2016-03-18,15.168706893920898
2016-03-21,15.168706893920898
2016-03-22,15.168706893920898
2016-03-23,15.168706893920898
2016-03-24,15.168706893920898
2016-03-28,13.483290672302246
2016-03-29,13.483290672302246
2016-03-30,13.483290672302246
2016-03-31,13.483290672302246
2016-04-01,14.738449096679688
2016-04-04,14.738449096679688
2016-04-05,13.321290016174316
2016-04-06,13.321290016174316
2016-04-07,13.321290016174316
2016-04-08,13.321290016174316
2016-04-11,13.321290016174316
2016-04-12,13.321290016174316
2016-04-13,13.321290016174316
2016-04-14,13.321290016174316
2016-04-15,13.321290016174316
2016-04-18,13.321290016174316
2016-04-19,13.321290016174316
2016-04-20,13.037859916687012
2016-04-22,13.037859916687012
2016-04-25,13.037859916687012
2016-04-26,13.037859916687012
2016-04-27,13.037859916687012
2016-04-28,13.037859916687012
2016-04-29,13.037859916687012
2016-05-02,13.037859916687012
2016-05-03,13.037859916687012
2016-05-04,13.037859916687012
2016-05-05,13.037859916687012
2016-05-06,13.037859916687012
2016-05-09,13.037859916687012
2016-05-10,13.037859916687012
2016-05-11,13.037859916687012
2016-05-12,13.321290016174316
2016-05-13,13.321290016174316
2016-05-16,12.300938606262207
2016-05-17,12.017507553100586
2016-05-18,12.017507553100586
2016-05-19,12.017507553100586
2016-05-20,12.017507553100586
2016-05-23,12.017507553100586
2016-05-24,12.017507553100586
2016-05-25,12.017507553100586
2016-05-27,12.017507553100586
2016-05-30,12.017507553100586
2016-05-31,12.017507553100586
2016-06-01,12.017507553100586
2016-06-02,12.017507553100586
2016-06-03,11.739741325378418
2016-06-06,11.677388191223145
2016-06-07,11.399626731872559
2016-06-08,11.898463249206543
2016-06-09,11.898463249206543
2016-06-10,11.898463249206543
2016-06-13,11.898463249206543
2016-06-14,11.898463249206543
2016-06-15,11.898463249206543
2016-06-16,11.898463249206543
2016-06-17,11.898463249206543
2016-06-20,11.898463249206543
2016-06-21,11.898463249206543
2016-06-22,11.898463249206543
2016-06-23,11.898463249206543
2016-06-24,11.898463249206543
2016-06-27,11.898463249206543
2016-06-28,11.898463249206543
2016-06-29,11.898463249206543
2016-06-30,11.898463249206543
2016-07-01,11.898463249206543
2016-07-04,11.898463249206543
2016-07-05,11.898463249206543
2016-07-06,11.898463249206543
2016-07-07,11.898463249206543
2016-07-08,11.898463249206543
2016-07-11,11.898463249206543
2016-07-12,11.898463249206543
2016-07-13,11.898463249206543
2016-07-14,11.898463249206543
2016-07-15,11.898463249206543
2016-07-18,11.898463249206543
2016-07-19,12.48800277709961
2016-07-20,12.470996856689453
2016-07-21,13.037859916687012
2016-07-22,13.037859916687012
2016-07-25,13.037859916687012
2016-07-26,13.037859916687012
2016-07-27,14.058215141296387
2016-07-28,14.058215141296387
