Date,VST
2016-10-05,11.39710521697998
2016-10-06,11.580930709838867
2016-10-07,11.6912260055542
2016-10-10,11.764755249023438
2016-10-11,12.02210807800293
2016-10-12,12.02210807800293
2016-10-13,11.838285446166992
2016-10-14,11.838285446166992
2016-10-17,11.838285446166992
2016-10-18,11.764755249023438
2016-10-19,11.757399559020996
2016-10-20,11.6912260055542
2016-10-21,11.544164657592773
2016-10-24,11.529459953308105
2016-10-25,11.455927848815918
2016-10-26,11.360340118408203
2016-10-27,11.176515579223633
2016-10-28,11.176515579223633
2016-10-31,11.176515579223633
2016-11-01,11.029457092285156
2016-11-02,10.000041007995605
2016-11-03,10.000041007995605
2016-11-04,10.294161796569824
2016-11-07,10.36768913269043
2016-11-08,10.4412202835083
2016-11-09,10.330924987792969
2016-11-10,10.463275909423828
2016-11-11,10.816221237182617
2016-11-14,10.588277816772461
2016-11-15,10.529455184936523
2016-11-16,10.36768913269043
2016-11-17,10.330924987792969
2016-11-18,10.36768913269043
2016-11-21,10.294161796569824
2016-11-22,10.330924987792969
2016-11-23,10.294161796569824
2016-11-25,10.294161796569824
2016-11-28,10.404454231262207
2016-11-29,10.110336303710938
2016-11-30,10.257392883300781
2016-12-01,10.264748573303223
2016-12-02,10.183865547180176
2016-12-05,10.625041961669922
2016-12-06,11.470635414123535
2016-12-07,11.39710521697998
2016-12-08,11.6912260055542
2016-12-09,12.058874130249023
2016-12-12,11.948579788208008
2016-12-13,11.93387222290039
2016-12-14,11.970638275146484
2016-12-15,12.16786003112793
2016-12-16,12.056387901306152
2016-12-19,12.20215892791748
2016-12-20,12.305060386657715
2016-12-21,12.305060386657715
2016-12-22,12.253610610961914
2016-12-23,12.335071563720703
2016-12-27,12.862433433532715
2016-12-28,12.862433433532715
2016-12-29,13.291179656982422
2016-12-30,13.291179656982422
2017-01-03,13.171128273010254
2017-01-04,13.805678367614746
2017-01-05,13.882853507995605
2017-01-06,13.89142894744873
2017-01-09,13.634180068969727
2017-01-10,13.591302871704102
2017-01-11,13.436955451965332
2017-01-12,13.719926834106445
2017-01-13,14.105801582336426
2017-01-17,14.448799133300781
2017-01-18,14.620296478271484
2017-01-19,14.474520683288574
2017-01-20,14.525972366333008
2017-01-23,14.534549713134766
2017-01-24,14.405923843383789
2017-01-25,14.36305046081543
2017-01-26,14.448799133300781
2017-01-27,14.345895767211914
2017-01-30,13.97717571258545
2017-01-31,13.900001525878906
2017-02-01,14.020051956176758
2017-02-02,13.968602180480957
2017-02-03,14.320173263549805
2017-02-06,14.706048011779785
2017-02-07,14.680322647094727
2017-02-08,14.79179573059082
2017-02-09,14.79179573059082
2017-02-10,15.39204216003418
2017-02-13,15.220542907714844
2017-02-14,15.177668571472168
2017-02-15,15.134797096252441
2017-02-16,14.92042064666748
2017-02-17,14.877545356750488
2017-02-21,14.688898086547852
2017-02-22,14.393061637878418
2017-02-23,13.97717571258545
2017-02-24,14.251575469970703
2017-02-27,13.865702629089355
2017-02-28,13.85712718963623
2017-03-01,13.97717571258545
2017-03-02,13.89142894744873
2017-03-03,13.942874908447266
2017-03-06,13.865702629089355
2017-03-07,13.805678367614746
2017-03-08,13.591302871704102
2017-03-09,13.214005470275879
2017-03-10,13.454103469848633
2017-03-13,13.908575057983398
2017-03-14,13.865702629089355
2017-03-15,13.839978218078613
2017-03-16,13.848553657531738
2017-03-17,13.788527488708496
2017-03-20,13.89142894744873
2017-03-21,13.719926834106445
2017-03-22,13.591302871704102
2017-03-23,13.488404273986816
2017-03-24,13.548428535461426
2017-03-27,13.591302871704102
2017-03-28,13.634180068969727
2017-03-29,13.934304237365723
2017-03-30,13.960026741027832
2017-03-31,13.97717571258545
2017-04-03,14.020051956176758
2017-04-04,14.14010238647461
2017-04-05,14.1315279006958
2017-04-06,14.071502685546875
2017-04-07,13.934304237365723
2017-04-10,13.934304237365723
2017-04-11,13.848553657531738
2017-04-12,13.719926834106445
2017-04-13,13.865702629089355
2017-04-17,13.702777862548828
2017-04-18,13.719926834106445
2017-04-19,13.548428535461426
2017-04-20,13.334056854248047
2017-04-21,13.03393268585205
2017-04-24,13.274028778076172
2017-04-25,13.24830436706543
2017-04-26,13.402653694152832
2017-04-27,13.051080703735352
2017-04-28,12.819557189941406
2017-05-01,12.845282554626465
2017-05-02,12.510859489440918
2017-05-03,12.596610069274902
2017-05-04,12.536584854125977
2017-05-05,12.888155937194824
2017-05-08,12.862433433532715
2017-05-09,12.871007919311523
2017-05-10,12.991055488586426
2017-05-11,13.136831283569336
2017-05-12,13.35977840423584
2017-05-15,13.488404273986816
2017-05-16,13.222578048706055
2017-05-17,12.939607620239258
2017-05-18,12.690933227539062
2017-05-19,12.896730422973633
2017-05-22,12.828129768371582
2017-05-23,12.862433433532715
2017-05-24,12.862433433532715
2017-05-25,12.733807563781738
2017-05-26,12.85385799407959
2017-05-30,12.793831825256348
2017-05-31,12.665207862854004
2017-06-01,12.785256385803223
2017-06-02,12.85385799407959
2017-06-05,13.085380554199219
2017-06-06,13.308330535888672
2017-06-07,13.44552993774414
2017-06-08,13.479826927185059
2017-06-09,13.548428535461426
2017-06-12,13.719926834106445
2017-06-13,14.020051956176758
2017-06-14,14.397350311279297
2017-06-15,14.23442554473877
2017-06-16,14.320173263549805
2017-06-19,14.320173263549805
2017-06-20,14.337323188781738
2017-06-21,14.320173263549805
2017-06-22,14.277300834655762
2017-06-23,14.36305046081543
2017-06-26,14.320173263549805
2017-06-27,14.320173263549805
2017-06-28,14.457375526428223
2017-06-29,14.320173263549805
2017-06-30,14.397350311279297
2017-07-03,14.585996627807617
2017-07-05,14.354475975036621
2017-07-06,14.12294864654541
2017-07-07,14.097227096557617
2017-07-10,14.08007526397705
2017-07-11,14.097227096557617
2017-07-12,13.95145320892334
2017-07-13,13.617029190063477
2017-07-14,13.737077713012695
2017-07-17,13.685629844665527
2017-07-18,13.745652198791504
2017-07-19,13.685629844665527
2017-07-20,13.89142894744873
2017-07-21,14.054348945617676
2017-07-24,14.23442554473877
2017-07-25,14.243000030517578
2017-07-26,14.15725040435791
2017-07-27,14.165826797485352
2017-07-28,14.08864974975586
2017-07-31,14.08864974975586
2017-08-01,14.243000030517578
2017-08-02,14.165826797485352
2017-08-03,13.874277114868164
2017-08-04,14.285874366760254
2017-08-07,14.594571113586426
2017-08-08,14.740348815917969
2017-08-09,14.637449264526367
2017-08-10,14.577422142028809
2017-08-11,14.757497787475586
2017-08-14,14.903271675109863
2017-08-15,15.014744758605957
2017-08-16,15.1433687210083
2017-08-17,14.680322647094727
2017-08-18,15.040468215942383
2017-08-21,15.1433687210083
2017-08-22,15.1605224609375
2017-08-23,15.194819450378418
2017-08-24,15.134797096252441
2017-08-25,15.220542907714844
2017-08-28,15.229122161865234
2017-08-29,15.18624210357666
2017-08-30,14.886123657226562
2017-08-31,15.177668571472168
2017-09-01,15.29771614074707
2017-09-05,15.220542907714844
2017-09-06,15.23769474029541
2017-09-07,15.323444366455078
2017-09-08,15.134797096252441
2017-09-11,15.194819450378418
2017-09-12,15.177668571472168
2017-09-13,15.18624210357666
2017-09-14,15.263416290283203
2017-09-15,15.246273040771484
2017-09-18,15.426342964172363
2017-09-19,15.33202075958252
2017-09-20,15.623566627502441
2017-09-21,15.572121620178223
2017-09-22,15.563545227050781
2017-09-25,15.572121620178223
2017-09-26,15.829362869262695
2017-09-27,16.035165786743164
2017-09-28,15.992288589477539
2017-09-29,16.02659034729004
2017-10-02,16.206668853759766
2017-10-03,16.206668853759766
2017-10-04,16.232389450073242
2017-10-05,16.395313262939453
2017-10-06,16.11233901977539
2017-10-09,16.232389450073242
2017-10-10,16.129491806030273
2017-10-11,16.30099105834961
2017-10-12,16.361013412475586
2017-10-13,16.29241180419922
2017-10-16,16.283842086791992
2017-10-17,16.30099105834961
2017-10-18,16.035165786743164
2017-10-19,16.146638870239258
2017-10-20,16.318143844604492
2017-10-23,16.704011917114258
2017-10-24,16.789756774902344
2017-10-25,17.42430877685547
2017-10-26,17.570077896118164
2017-10-27,17.40715980529785
2017-10-30,15.923693656921387
2017-10-31,16.669713973999023
2017-11-01,16.472488403320312
2017-11-02,16.395313262939453
2017-11-03,16.489639282226562
2017-11-06,16.601112365722656
2017-11-07,16.249536514282227
2017-11-08,16.189512252807617
2017-11-09,15.692167282104492
2017-11-10,15.957995414733887
2017-11-13,16.249536514282227
2017-11-14,16.446767807006836
2017-11-15,16.42104148864746
2017-11-16,16.2752628326416
2017-11-17,16.42104148864746
2017-11-20,16.232389450073242
2017-11-21,16.206668853759766
2017-11-22,16.669713973999023
2017-11-24,16.53251838684082
2017-11-27,16.30956268310547
2017-11-28,16.489639282226562
2017-11-29,16.42104148864746
2017-11-30,16.206668853759766
2017-12-01,16.06089210510254
2017-12-04,15.923693656921387
2017-12-05,15.271995544433594
2017-12-06,15.014744758605957
2017-12-07,15.23769474029541
2017-12-08,15.220542907714844
2017-12-11,15.529244422912598
2017-12-12,15.494942665100098
2017-12-13,14.963296890258789
2017-12-14,14.783221244812012
2017-12-15,14.843245506286621
2017-12-18,15.254843711853027
2017-12-19,15.434914588928223
2017-12-20,15.572121620178223
2017-12-21,15.572121620178223
2017-12-22,15.417771339416504
2017-12-26,15.2119722366333
2017-12-27,15.306294441223145
2017-12-28,15.357748031616211
2017-12-29,15.70931339263916
2018-01-02,15.795063018798828
2018-01-03,15.837940216064453
2018-01-04,15.85509204864502
2018-01-05,16.018014907836914
2018-01-08,16.035165786743164
2018-01-09,15.829362869262695
2018-01-10,15.735040664672852
2018-01-11,15.897966384887695
2018-01-12,15.923693656921387
2018-01-16,15.417771339416504
2018-01-17,15.812219619750977
2018-01-18,16.11233901977539
2018-01-19,16.712589263916016
2018-01-22,16.498210906982422
2018-01-23,16.489639282226562
2018-01-24,16.704011917114258
2018-01-25,16.909805297851562
2018-01-26,16.969837188720703
2018-01-29,16.772611618041992
2018-01-30,16.429611206054688
2018-01-31,16.72116470336914
2018-02-01,16.841215133666992
2018-02-02,16.42104148864746
2018-02-05,15.889391899108887
2018-02-06,16.009443283081055
2018-02-07,15.889391899108887
2018-02-08,14.971872329711914
2018-02-09,15.33202075958252
2018-02-12,15.400619506835938
2018-02-13,15.64929485321045
2018-02-14,15.657872200012207
2018-02-15,16.02659034729004
2018-02-16,16.146638870239258
2018-02-20,16.189512252807617
2018-02-21,16.009443283081055
2018-02-22,16.05231285095215
2018-02-23,16.30956268310547
2018-02-26,16.2752628326416
2018-02-27,16.2752628326416
2018-02-28,16.249536514282227
2018-03-01,16.378162384033203
2018-03-02,16.7983341217041
2018-03-05,17.07273292541504
2018-03-06,17.55293083190918
2018-03-07,17.655832290649414
2018-03-08,17.8444766998291
2018-03-09,17.741579055786133
2018-03-12,17.54435920715332
2018-03-13,17.54435920715332
2018-03-14,17.398584365844727
2018-03-15,17.741579055786133
2018-03-16,17.518632888793945
2018-03-19,17.089887619018555
2018-03-20,16.99555778503418
2018-03-21,17.27853012084961
2018-03-22,17.450031280517578
2018-03-23,17.312835693359375
2018-03-26,17.758731842041016
2018-03-27,17.88735580444336
2018-03-28,18.11887550354004
2018-03-29,17.861635208129883
2018-04-02,17.450031280517578
2018-04-03,17.818756103515625
2018-04-04,17.67298126220703
2018-04-05,17.338560104370117
2018-04-06,16.875511169433594
2018-04-09,17.861635208129883
2018-04-10,18.281803131103516
2018-04-11,18.410425186157227
2018-04-12,18.401853561401367
2018-04-13,18.564777374267578
2018-04-16,18.856325149536133
2018-04-17,19.165027618408203
2018-04-18,19.15644645690918
2018-04-19,18.967802047729492
2018-04-20,18.76199722290039
2018-04-23,19.14787483215332
2018-04-24,19.105003356933594
2018-04-25,19.276498794555664
2018-04-26,19.3794002532959
2018-04-27,19.49944496154785
2018-04-30,19.593772888183594
2018-05-01,19.593772888183594
2018-05-02,19.713823318481445
2018-05-03,19.84244728088379
2018-05-04,19.730972290039062
2018-05-07,20.40839958190918
2018-05-08,19.868173599243164
2018-05-09,19.713823318481445
2018-05-10,19.645221710205078
2018-05-11,19.670948028564453
2018-05-14,19.808147430419922
2018-05-15,19.84244728088379
2018-05-16,19.790992736816406
