Date,RADL3.SA
2015-08-24,6.559168338775635
2015-08-25,6.347862243652344
2015-08-26,6.876128673553467
2015-08-27,6.721977710723877
2015-08-28,6.910768985748291
2015-08-31,6.876128673553467
2015-09-01,6.770472049713135
2015-09-02,6.621523380279541
2015-09-03,6.75315523147583
2015-09-04,6.6353759765625
2015-09-08,6.734102725982666
2015-09-09,6.7392988204956055
2015-09-10,6.910768985748291
2015-09-11,6.910768985748291
2015-09-14,6.988708019256592
2015-09-15,7.149787425994873
2015-09-16,7.345506191253662
2015-09-17,7.201747417449951
2015-09-18,7.01988410949707
2015-09-21,6.876128673553467
2015-09-22,7.002887725830078
2015-09-23,6.829161167144775
2015-09-24,6.891703128814697
2015-09-25,6.7753071784973145
2015-09-28,6.697131156921387
2015-09-29,6.657172203063965
2015-09-30,6.792678356170654
2015-10-01,6.891703128814697
2015-10-02,7.0584797859191895
2015-10-05,6.836109161376953
2015-10-06,6.988987922668457
2015-10-07,7.2426276206970215
2015-10-08,7.33817720413208
2015-10-09,7.180086135864258
2015-10-13,7.079326629638672
2015-10-14,6.942083358764648
2015-10-15,7.0098371505737305
2015-10-16,7.061954021453857
2015-10-19,7.067165374755859
2015-10-20,7.2443671226501465
2015-10-21,7.207884311676025
2015-10-22,7.557071208953857
2015-10-23,7.372921943664551
2015-10-26,7.29648494720459
2015-10-27,7.261738300323486
2015-10-28,7.265212535858154
2015-10-29,6.86216926574707
2015-10-30,6.947295665740967
2015-11-03,7.1575026512146
2015-11-04,7.313857555389404
2015-11-05,7.339916706085205
2015-11-06,7.2686872482299805
2015-11-09,7.121020793914795
2015-11-10,6.987251281738281
2015-11-11,7.209620952606201
2015-11-12,7.214832782745361
2015-11-13,7.326018810272217
2015-11-16,7.32775354385376
2015-11-17,7.4823713302612305
2015-11-18,7.468472480773926
2015-11-19,7.440674781799316
2015-11-23,7.4545722007751465
2015-11-24,7.531013488769531
2015-11-25,7.471947193145752
2015-11-26,7.42851448059082
2015-11-27,7.0324201583862305
2015-11-30,6.888227462768555
2015-12-01,7.051530361175537
2015-12-02,6.86216926574707
2015-12-03,6.827424049377441
2015-12-04,6.7753071784973145
2015-12-07,6.8673810958862305
2015-12-08,6.77009391784668
2015-12-09,7.166188716888428
2015-12-10,6.884754657745361
2015-12-11,6.855219841003418
2015-12-14,6.762914180755615
2015-12-15,6.571183681488037
2015-12-16,6.449172019958496
2015-12-17,6.705395221710205
2015-12-18,6.274871349334717
2015-12-21,6.182490825653076
2015-12-22,6.10056734085083
2015-12-23,6.299272537231445
2015-12-28,6.396881580352783
2015-12-29,6.316702842712402
2015-12-30,6.18423318862915
2016-01-04,6.128457546234131
2016-01-05,6.414310455322266
2016-01-06,6.473575592041016
2016-01-07,6.557238578796387
2016-01-08,6.50494909286499
2016-01-11,6.496233940124512
2016-01-12,6.597326755523682
2016-01-13,6.592098712921143
2016-01-14,6.640905380249023
2016-01-15,6.649619102478027
2016-01-18,6.457887649536133
2016-01-19,6.564210891723633
2016-01-20,6.372479438781738
2016-01-21,6.590357303619385
2016-01-22,6.773373126983643
2016-01-26,6.73502779006958
2016-01-27,6.789060115814209
2016-01-28,6.919788360595703
2016-01-29,7.230044841766357
2016-02-01,7.381687164306641
2016-02-02,7.3642578125
2016-02-03,7.564703941345215
2016-02-04,7.608278274536133
2016-02-05,7.461864948272705
2016-02-10,7.651856422424316
2016-02-11,7.477553844451904
2016-02-12,7.425261974334717
2016-02-15,7.433979511260986
2016-02-16,7.637910842895508
2016-02-17,7.6274518966674805
2016-02-18,7.756435394287109
2016-02-19,7.956881999969482
2016-02-22,7.991745948791504
2016-02-23,7.892391204833984
2016-02-24,7.878448009490967
2016-02-25,7.730290412902832
2016-02-26,7.808726787567139
2016-02-29,8.019632339477539
2016-03-01,8.106782913208008
2016-03-02,8.186964988708496
2016-03-03,8.099811553955078
2016-03-04,8.113757133483887
2016-03-07,8.143387794494629
2016-03-08,8.25320053100586
2016-03-09,8.214850425720215
2016-03-10,8.42750072479248
2016-03-11,8.371723175048828
2016-03-14,8.302003860473633
2016-03-15,8.148616790771484
2016-03-16,8.131185531616211
2016-03-17,8.491990089416504
2016-03-18,8.807478904724121
2016-03-21,9.028840065002441
2016-03-22,9.010456085205078
2016-03-23,9.132814407348633
2016-03-24,9.08037281036377
2016-03-28,9.246426582336426
2016-03-29,9.092611312866211
2016-03-30,9.164275169372559
2016-03-31,9.120574951171875
2016-04-01,9.237688064575195
2016-04-04,8.972005844116211
2016-04-05,8.769247055053711
2016-04-06,8.784978866577148
2016-04-07,9.20622730255127
2016-04-08,9.442193031311035
2016-04-11,9.319838523864746
2016-04-12,9.360041618347168
2016-04-13,9.235941886901855
2016-04-14,9.337319374084473
2016-04-15,9.795270919799805
2016-04-18,9.527840614318848
2016-04-19,9.70438289642334
2016-04-20,9.452679634094238
2016-04-22,9.347804069519043
2016-04-25,9.309351921081543
2016-04-26,9.316343307495117
2016-04-27,9.609991073608398
2016-04-28,9.613486289978027
2016-04-29,9.620478630065918
2016-05-02,9.585519790649414
2016-05-03,9.438694953918457
2016-05-04,9.4561767578125
2016-05-05,9.386261940002441
2016-05-06,9.429959297180176
2016-05-09,9.512106895446777
2016-05-10,9.613486289978027
2016-05-11,9.71835994720459
2016-05-12,10.059207916259766
2016-05-13,10.094160079956055
2016-05-16,10.155336380004883
2016-05-17,10.01375961303711
2016-05-18,9.805755615234375
2016-05-19,9.463168144226074
2016-05-20,9.797019004821777
2016-05-23,9.996277809143066
2016-05-24,9.943840980529785
2016-05-25,9.791772842407227
2016-05-27,9.767304420471191
2016-05-30,9.91237735748291
2016-05-31,10.092411994934082
2016-06-01,10.454230308532715
2016-06-02,10.468212127685547
2016-06-03,10.601055145263672
2016-06-06,10.651745796203613
2016-06-07,10.564348220825195
2016-06-08,10.662227630615234
2016-06-09,10.672719955444336
2016-06-10,10.567843437194824
2016-06-13,10.627272605895996
2016-06-14,10.286431312561035
2016-06-15,10.48744010925293
2016-06-16,10.557356834411621
2016-06-17,10.42276668548584
2016-06-20,10.697186470031738
2016-06-21,10.891204833984375
2016-06-22,10.662227630615234
2016-06-23,10.592312812805176
2016-06-24,10.435007095336914
2016-06-27,10.65317153930664
2016-06-28,10.691720962524414
2016-06-29,10.896723747253418
2016-06-30,11.063179969787598
2016-07-01,10.935272216796875
2016-07-04,10.908989906311035
2016-07-05,10.951042175292969
2016-07-06,10.810871124267578
2016-07-07,10.6268892288208
2016-07-08,10.86168098449707
2016-07-11,11.028138160705566
2016-07-12,11.117498397827148
2016-07-13,11.101726531982422
2016-07-14,11.052667617797852
2016-07-15,10.98608684539795
2016-07-18,11.082451820373535
2016-07-19,11.21737003326416
2016-07-20,11.180575370788574
2016-07-21,11.19635009765625
2016-07-22,11.231388092041016
2016-07-25,11.210363388061523
2016-07-26,10.919502258300781
2016-07-27,10.891467094421387
2016-07-28,11.248909950256348
2016-07-29,11.613362312316895
2016-08-01,11.609854698181152
2016-08-02,11.460922241210938
2016-08-03,11.485453605651855
2016-08-04,11.46792984008789
2016-08-05,11.557291030883789
2016-08-08,11.497718811035156
2016-08-09,11.287460327148438
2016-08-10,11.063179969787598
2016-08-11,11.099973678588867
2016-08-12,10.98608684539795
2016-08-15,10.865190505981445
2016-08-16,10.460436820983887
2016-08-17,10.751299858093262
2016-08-18,10.691720962524414
2016-08-19,10.772323608398438
2016-08-22,10.50949478149414
2016-08-23,10.376331329345703
2016-08-24,10.265939712524414
2016-08-25,10.548042297363281
2016-08-26,10.453425407409668
2016-08-29,10.434155464172363
2016-08-30,10.371073722839355
2016-08-31,10.456930160522461
2016-09-01,10.434155464172363
2016-09-02,10.775823593139648
2016-09-05,10.880953788757324
2016-09-06,11.068436622619629
2016-09-08,11.064935684204102
2016-09-09,10.907236099243164
2016-09-12,11.22087574005127
2016-09-13,11.043906211853027
2016-09-14,11.163050651550293
2016-09-15,11.318998336791992
2016-09-16,11.425877571105957
2016-09-19,11.669431686401367
2016-09-20,11.993578910827637
2016-09-21,12.124992370605469
2016-09-22,11.841143608093262
2016-09-23,11.918235778808594
2016-09-26,11.704474449157715
2016-09-27,11.69734001159668
2016-09-28,11.695584297180176
2016-09-29,11.63587760925293
2016-09-30,11.639391899108887
2016-10-03,11.707878112792969
2016-10-04,11.848363876342773
2016-10-05,12.07314395904541
2016-10-06,11.87822151184082
2016-10-07,12.00290298461914
2016-10-10,11.85363483428955
2016-10-11,11.783390045166016
2016-10-13,12.057341575622559
2016-10-14,12.108269691467285
2016-10-17,12.292655944824219
2016-10-18,12.27509880065918
2016-10-19,12.07314395904541
2016-10-20,12.117051124572754
2016-10-21,12.111780166625977
2016-10-24,12.292655944824219
2016-10-25,12.257535934448242
2016-10-26,12.111780166625977
2016-10-27,12.07138729095459
2016-10-28,12.292655944824219
2016-10-31,12.443682670593262
2016-11-01,12.18553352355957
2016-11-03,11.765830993652344
2016-11-04,11.772851943969727
2016-11-07,12.001143455505371
2016-11-08,11.765830993652344
2016-11-09,11.779877662658691
2016-11-10,11.495389938354492
2016-11-11,11.231977462768555
2016-11-14,11.370711326599121
2016-11-16,11.447977066040039
2016-11-17,11.230222702026367
2016-11-18,11.446216583251953
2016-11-21,11.57265853881836
2016-11-22,11.590219497680664
2016-11-23,11.404070854187012
2016-11-24,11.390023231506348
2016-11-25,11.291685104370117
2016-11-28,11.444467544555664
2016-11-29,11.270607948303223
2016-11-30,11.325047492980957
2016-12-01,10.993148803710938
2016-12-02,10.814026832580566
2016-12-05,10.731491088867188
2016-12-06,10.907102584838867
2016-12-07,11.028267860412598
2016-12-08,10.887781143188477
2016-12-09,10.791196823120117
2016-12-12,10.6594877243042
2016-12-13,10.457539558410645
2016-12-14,10.36095142364502
2016-12-15,10.222222328186035
2016-12-16,10.222540855407715
2016-12-19,10.231348991394043
2016-12-20,10.219021797180176
2016-12-21,10.46904182434082
2016-12-22,10.372204780578613
2016-12-23,10.282407760620117
2016-12-26,10.447909355163574
2016-12-27,10.47960090637207
2016-12-28,10.567636489868164
2016-12-29,10.773635864257812
2017-01-02,10.67503833770752
2017-01-03,11.08351993560791
2017-01-04,10.926817893981934
2017-01-05,10.76307487487793
2017-01-06,10.785962104797363
2017-01-09,10.768355369567871
2017-01-10,10.571158409118652
2017-01-11,10.731380462646484
2017-01-12,11.043023109436035
2017-01-13,11.051824569702148
2017-01-16,10.969076156616211
2017-01-17,11.268392562866211
2017-01-18,11.15394401550293
2017-01-19,11.236696243286133
2017-01-20,11.196200370788574
2017-01-23,11.27015209197998
2017-01-24,11.486714363098145
2017-01-26,11.67686939239502
2017-01-27,11.664543151855469
2017-01-30,11.532492637634277
2017-01-31,11.532492637634277
2017-02-01,11.136337280273438
2017-02-02,11.199725151062012
2017-02-03,11.303606986999512
2017-02-06,11.074716567993164
2017-02-07,11.08351993560791
2017-02-08,11.322973251342773
2017-02-09,11.09056282043457
2017-02-10,11.268392562866211
2017-02-13,11.134578704833984
2017-02-14,11.192683219909668
2017-02-15,11.61876392364502
2017-02-16,11.382838249206543
2017-02-17,11.145145416259766
2017-02-20,11.162751197814941
2017-02-21,11.127537727355957
2017-02-22,10.67503833770752
2017-02-23,10.704968452453613
2017-02-24,10.458475112915039
2017-03-01,10.229583740234375
2017-03-02,10.564112663269043
2017-03-03,10.476078987121582
2017-03-06,10.476078987121582
2017-03-07,10.414456367492676
2017-03-08,10.39685344696045
2017-03-09,10.032389640808105
2017-03-10,10.178528785705566
2017-03-13,10.322901725769043
2017-03-14,9.947875022888184
2017-03-15,10.152114868164062
2017-03-16,9.947875022888184
2017-03-17,9.983088493347168
2017-03-20,10.238390922546387
2017-03-21,10.15035629272461
2017-03-22,10.088729858398438
2017-03-23,10.166199684143066
2017-03-24,10.123941421508789
2017-03-27,10.101819038391113
2017-03-28,10.557304382324219
2017-03-29,10.486686706542969
2017-03-30,10.470797538757324
2017-03-31,10.357810974121094
2017-04-03,10.384288787841797
2017-04-04,10.409003257751465
2017-04-05,10.627918243408203
2017-04-06,10.636746406555176
2017-04-07,10.779747009277344
2017-04-10,10.81682014465332
2017-04-11,10.815055847167969
2017-04-12,10.947464942932129
2017-04-13,10.912154197692871
2017-04-17,10.963353157043457
2017-04-18,11.157547950744629
2017-04-19,11.016316413879395
2017-04-20,10.977471351623535
2017-04-24,11.298784255981445
2017-04-25,11.63421630859375
2017-04-26,11.76662826538086
2017-04-27,11.651874542236328
2017-04-28,11.90786075592041
2017-05-02,12.234467506408691
2017-05-03,12.207984924316406
2017-05-04,12.004961967468262
2017-05-05,12.061454772949219
2017-05-08,11.960821151733398
2017-05-09,12.183265686035156
2017-05-10,12.366872787475586
2017-05-11,12.213281631469727
2017-05-12,12.305083274841309
2017-05-15,12.393352508544922
2017-05-16,12.333329200744629
2017-05-17,12.21681022644043
2017-05-18,11.856663703918457
2017-05-19,11.881379127502441
2017-05-22,11.581254005432129
2017-05-23,11.696004867553711
2017-05-24,11.810762405395508
2017-05-25,11.916687965393066
2017-05-26,12.499279022216797
2017-05-29,12.499279022216797
2017-05-30,12.744677543640137
2017-05-31,12.711133003234863
2017-06-01,12.769392967224121
2017-06-02,12.762333869934082
2017-06-05,12.80646800994873
2017-06-06,13.17367935180664
2017-06-07,13.286664009094238
2017-06-08,12.99183464050293
2017-06-09,13.117183685302734
2017-06-12,12.8788480758667
2017-06-13,12.915922164916992
2017-06-14,12.596380233764648
2017-06-15,12.596380233764648
2017-06-16,12.711133003234863
2017-06-19,12.794108390808105
2017-06-20,12.430429458618164
2017-06-21,12.534591674804688
2017-06-22,12.799406051635742
2017-06-23,12.691716194152832
2017-06-26,12.799406051635742
2017-06-27,12.629331588745117
2017-06-28,12.454193115234375
2017-06-29,12.356890678405762
2017-06-30,12.402889251708984
2017-07-03,12.418810844421387
2017-07-04,12.471881866455078
2017-07-05,12.491342544555664
2017-07-06,12.323280334472656
2017-07-07,12.23305892944336
2017-07-10,12.383431434631348
2017-07-11,12.247214317321777
2017-07-12,12.34804916381836
2017-07-13,12.457730293273926
2017-07-14,12.33035945892334
2017-07-17,12.33035945892334
2017-07-18,12.417043685913086
2017-07-19,12.349818229675293
2017-07-20,12.365740776062012
2017-07-21,12.395813941955566
2017-07-24,12.533801078796387
2017-07-25,12.268442153930664
2017-07-26,12.25251579284668
2017-07-27,12.259598731994629
2017-07-28,12.064998626708984
2017-07-31,12.206524848937988
2017-08-01,12.401122093200684
2017-08-02,12.463035583496094
2017-08-03,12.337435722351074
2017-08-04,12.250752449035645
2017-08-07,12.379892349243164
2017-08-08,12.303820610046387
2017-08-09,12.333898544311523
2017-08-10,12.1622953414917
2017-08-11,12.259598731994629
