Date,COFB.BR
2015-08-24,50.64211654663086
2015-08-25,51.78600311279297
2015-08-26,51.04193115234375
2015-08-27,52.33018493652344
2015-08-28,52.55229949951172
2015-08-31,51.95814895629883
2015-09-01,51.09744644165039
2015-09-02,52.03032684326172
2015-09-03,52.41348648071289
2015-09-04,51.85264205932617
2015-09-07,51.81377410888672
2015-09-08,52.15249252319336
2015-09-09,52.50787353515625
2015-09-10,52.185813903808594
2015-09-11,51.72492599487305
2015-09-14,51.391754150390625
2015-09-15,51.33067321777344
2015-09-16,51.391754150390625
2015-09-17,51.44728469848633
2015-09-18,51.47504806518555
2015-09-21,52.041439056396484
2015-09-22,51.513919830322266
2015-09-23,52.15249252319336
2015-09-24,51.736026763916016
2015-09-25,52.635597229003906
2015-09-28,51.96370315551758
2015-09-29,51.88039779663086
2015-09-30,52.39126968383789
2015-10-01,51.88596725463867
2015-10-02,51.82487487792969
2015-10-05,53.54069900512695
2015-10-06,53.646217346191406
2015-10-07,53.22420120239258
2015-10-08,53.385231018066406
2015-10-09,53.785037994384766
2015-10-12,53.72395706176758
2015-10-13,53.58512496948242
2015-10-14,53.462974548339844
2015-10-15,53.80724334716797
2015-10-16,53.92386245727539
2015-10-19,54.6235237121582
2015-10-20,54.74568176269531
2015-10-21,54.806758880615234
2015-10-22,55.19546127319336
2015-10-23,55.52862548828125
2015-10-26,55.52862548828125
2015-10-27,55.667449951171875
2015-10-28,56.16720962524414
2015-10-29,56.000633239746094
2015-10-30,56.361572265625
2015-11-02,56.13945007324219
2015-11-03,55.38981246948242
2015-11-04,55.55640411376953
2015-11-05,55.478660583496094
2015-11-06,54.823429107666016
2015-11-09,54.0460205078125
2015-11-10,53.60734558105469
2015-11-11,53.91275405883789
2015-11-12,53.47407913208008
2015-11-13,53.934959411621094
2015-11-16,54.318115234375
2015-11-17,54.95113754272461
2015-11-18,55.02332305908203
2015-11-19,55.695228576660156
2015-11-20,55.58416748046875
2015-11-23,55.07329559326172
2015-11-24,54.590206146240234
2015-11-25,55.245445251464844
2015-11-26,55.167701721191406
2015-11-27,55.3620491027832
2015-11-30,54.89004898071289
2015-12-01,55.38981246948242
2015-12-02,55.03998947143555
2015-12-03,54.0460205078125
2015-12-04,53.835018157958984
2015-12-07,54.12376022338867
2015-12-08,53.729515075683594
2015-12-09,53.51294708251953
2015-12-10,53.524044036865234
2015-12-11,53.24641418457031
2015-12-14,52.796627044677734
2015-12-15,53.70729446411133
2015-12-16,53.51294708251953
2015-12-17,54.12376022338867
2015-12-18,54.129310607910156
2015-12-21,53.701744079589844
2015-12-22,53.69618606567383
2015-12-23,54.301448822021484
2015-12-24,54.10709762573242
2015-12-28,54.24037551879883
2015-12-29,54.556888580322266
2015-12-30,54.95113754272461
2016-01-04,54.3736457824707
2016-01-05,54.88450241088867
2016-01-06,55.37316131591797
2016-01-07,55.37316131591797
2016-01-08,53.00208282470703
2016-01-11,52.779964447021484
2016-01-12,53.25196075439453
2016-01-13,53.3519172668457
2016-01-14,52.863258361816406
2016-01-15,52.863258361816406
2016-01-18,52.185813903808594
2016-01-19,52.196922302246094
2016-01-20,51.264041900634766
2016-01-21,51.35843276977539
2016-01-22,53.46852111816406
2016-01-25,53.6017951965332
2016-01-26,54.62907791137695
2016-01-27,53.60734558105469
2016-01-28,53.785037994384766
2016-01-29,55.695228576660156
2016-02-01,55.6119270324707
2016-02-02,55.2732048034668
2016-02-03,55.345394134521484
2016-02-04,54.656837463378906
2016-02-05,53.901649475097656
2016-02-08,52.035888671875
2016-02-09,51.175193786621094
2016-02-10,51.9359245300293
2016-02-11,51.15298080444336
2016-02-12,51.89706039428711
2016-02-15,53.23530960083008
2016-02-16,53.568477630615234
2016-02-17,53.86832046508789
2016-02-18,54.406959533691406
2016-02-19,55.02332305908203
2016-02-22,55.63969421386719
2016-02-23,55.1454963684082
2016-02-24,55.11216354370117
2016-02-25,55.58416748046875
2016-02-26,56.194984436035156
2016-02-29,56.083927154541016
2016-03-01,56.63920593261719
2016-03-02,56.55591583251953
2016-03-03,56.63920593261719
2016-03-04,56.972373962402344
2016-03-07,56.88908767700195
2016-03-08,56.80579376220703
2016-03-09,57.02790832519531
2016-03-10,57.194488525390625
2016-03-11,58.3050651550293
2016-03-14,59.33233642578125
2016-03-15,59.360111236572266
2016-03-16,59.360111236572266
2016-03-17,59.60999298095703
2016-03-18,59.69328689575195
2016-03-21,59.47116470336914
2016-03-22,59.110233306884766
2016-03-23,59.1657600402832
