Date,LALPATHLAB.NS
2015-12-23,776.3565673828125
2015-12-24,843.2171630859375
2015-12-28,786.0960693359375
2015-12-29,763.1818237304688
2015-12-30,759.0413208007812
2015-12-31,757.01806640625
2016-01-01,756.21826171875
2016-01-04,764.2640380859375
2016-01-05,768.8751831054688
2016-01-06,786.5665283203125
2016-01-07,756.406494140625
2016-01-08,759.3236083984375
2016-01-11,750.0543823242188
2016-01-12,754.900634765625
2016-01-13,752.5011596679688
2016-01-14,766.4754638671875
2016-01-15,742.5730590820312
2016-01-18,726.3402709960938
2016-01-19,679.61767578125
2016-01-20,677.876708984375
2016-01-21,685.9696044921875
2016-01-22,694.1566772460938
2016-01-25,704.5081787109375
2016-01-27,713.6834106445312
2016-01-28,713.1656494140625
2016-01-29,728.5517578125
2016-02-01,752.030517578125
2016-02-02,750.9483642578125
2016-02-03,740.2676391601562
2016-02-04,755.371337890625
2016-02-05,753.0657348632812
2016-02-08,753.4890747070312
2016-02-09,747.9840698242188
2016-02-10,755.5594482421875
2016-02-11,752.0774536132812
2016-02-12,755.32421875
2016-02-15,776.6856689453125
2016-02-16,790.9896240234375
2016-02-17,801.01171875
2016-02-18,807.0342407226562
2016-02-19,815.2213134765625
2016-02-22,797.1533813476562
2016-02-23,801.6703491210938
2016-02-24,781.34375
2016-02-25,787.0371704101562
2016-02-26,779.6500854492188
2016-02-29,777.9561767578125
2016-03-01,779.88525390625
2016-03-02,802.7054443359375
2016-03-03,841.1939086914062
2016-03-04,808.3516235351562
2016-03-08,794.8478393554688
2016-03-09,822.326171875
2016-03-10,813.4804077148438
2016-03-11,811.8335571289062
2016-03-14,838.0885620117188
2016-03-15,853.1921997070312
2016-03-16,830.04248046875
2016-03-17,852.7216186523438
2016-03-18,868.2958374023438
2016-03-21,864.108154296875
2016-03-22,884.5757446289062
2016-03-23,867.1195678710938
2016-03-28,876.671142578125
2016-03-29,872.2952880859375
2016-03-30,875.7298583984375
2016-03-31,868.8602294921875
2016-04-01,886.8814086914062
2016-04-04,929.74560546875
2016-04-05,930.8278198242188
2016-04-06,929.6986694335938
2016-04-07,932.4276123046875
2016-04-08,944.2376708984375
2016-04-11,961.6939086914062
2016-04-12,962.6348266601562
2016-04-13,952.1892700195312
2016-04-18,928.804443359375
2016-04-20,928.8516235351562
2016-04-21,920.1939697265625
2016-04-22,908.2899780273438
2016-04-25,911.81884765625
2016-04-26,915.0655517578125
2016-04-27,937.2267456054688
2016-04-28,934.0274047851562
2016-04-29,927.0164184570312
2016-05-02,909.7483520507812
2016-05-03,923.2994384765625
2016-05-04,916.900390625
2016-05-05,921.0880126953125
2016-05-06,914.2656860351562
2016-05-09,923.9110717773438
2016-05-10,898.7383422851562
2016-05-11,901.3732299804688
2016-05-12,899.161865234375
2016-05-13,896.6680908203125
2016-05-16,901.0439453125
2016-05-17,917.0416259765625
2016-05-18,926.6401977539062
2016-05-19,922.311279296875
2016-05-20,917.465087890625
2016-05-23,906.2196655273438
2016-05-24,902.9259643554688
2016-05-25,913.6067504882812
2016-05-26,922.311279296875
2016-05-27,885.9873657226562
2016-05-30,890.1279907226562
2016-05-31,884.2463989257812
2016-06-01,892.950927734375
2016-06-02,906.7372436523438
2016-06-03,933.7920532226562
2016-06-06,931.0630493164062
2016-06-07,937.5091552734375
2016-06-08,931.3922729492188
2016-06-09,930.7335815429688
2016-06-10,929.7926635742188
2016-06-13,937.2267456054688
2016-06-14,921.1821899414062
2016-06-15,900.102783203125
2016-06-16,881.6115112304688
2016-06-17,844.2992553710938
2016-06-20,818.32666015625
2016-06-21,792.5892944335938
2016-06-22,797.29443359375
2016-06-23,788.4016723632812
2016-06-24,772.1688232421875
2016-06-27,788.0252075195312
2016-06-28,791.1777954101562
2016-06-29,804.9638061523438
2016-06-30,797.3414916992188
2016-07-01,788.7781372070312
2016-07-04,829.76025390625
2016-07-05,859.5441284179688
2016-07-07,873.3773803710938
2016-07-08,894.7389526367188
2016-07-11,936.23876953125
2016-07-12,935.3447265625
2016-07-13,911.2542724609375
2016-07-14,918.4061279296875
2016-07-15,924.9463500976562
2016-07-18,927.6283569335938
2016-07-19,923.6288452148438
2016-07-20,933.0626831054688
2016-07-21,930.845703125
2016-07-22,923.5344848632812
2016-07-25,917.4497680664062
2016-07-26,916.36474609375
2016-07-27,913.3458862304688
2016-07-28,907.3082885742188
2016-07-29,917.4497680664062
2016-08-01,918.958984375
2016-08-02,901.4591674804688
2016-08-03,880.987548828125
2016-08-04,877.9213256835938
2016-08-05,876.8837280273438
2016-08-08,872.6856689453125
2016-08-09,859.7611694335938
2016-08-10,853.3932495117188
2016-08-11,856.8837280273438
2016-08-12,880.4213256835938
2016-08-16,868.8176879882812
2016-08-17,865.1856689453125
2016-08-18,873.7232666015625
2016-08-19,878.2515258789062
2016-08-22,875.2327270507812
2016-08-23,869.336669921875
2016-08-24,879.61962890625
2016-08-25,882.3082275390625
2016-08-26,869.6195068359375
2016-08-29,873.1102294921875
2016-08-30,948.8174438476562
2016-08-31,1020.515380859375
2016-09-01,1001.12841796875
2016-09-02,1095.562255859375
2016-09-06,1063.203857421875
2016-09-07,1072.1658935546875
2016-09-08,1063.1566162109375
2016-09-09,1077.0716552734375
2016-09-12,1084.949462890625
2016-09-14,1070.892578125
2016-09-15,1068.15673828125
2016-09-16,1130.9395751953125
2016-09-19,1177.307373046875
2016-09-20,1133.344970703125
2016-09-21,1125.468017578125
2016-09-22,1119.7132568359375
2016-09-23,1108.20361328125
2016-09-26,1100.7037353515625
2016-09-27,1096.505859375
2016-09-28,1080.09033203125
2016-09-29,1021.6474609375
2016-09-30,1009.5245361328125
2016-10-03,1016.5059814453125
2016-10-04,1011.3644409179688
2016-10-05,1002.8267211914062
2016-10-06,1002.591064453125
2016-10-07,990.2322387695312
2016-10-10,987.826904296875
2016-10-13,977.3079223632812
2016-10-14,979.2890014648438
2016-10-17,953.6287231445312
2016-10-18,966.5060424804688
2016-10-19,969.3834228515625
2016-10-20,1012.5908813476562
2016-10-21,1058.7698974609375
2016-10-24,1113.20361328125
2016-10-25,1085.561767578125
2016-10-26,1083.439697265625
2016-10-27,1111.694091796875
2016-10-28,1111.364013671875
2016-11-01,1096.2698974609375
2016-11-02,1103.7222900390625
2016-11-03,1126.317138671875
2016-11-04,1087.307373046875
2016-11-07,1105.6094970703125
2016-11-08,1117.4486083984375
2016-11-09,1119.9490966796875
2016-11-10,1132.2601318359375
2016-11-11,1114.47705078125
2016-11-15,1041.5533447265625
2016-11-16,1062.6849365234375
2016-11-17,1054.8546142578125
2016-11-18,1118.5809326171875
2016-11-21,1165.8448486328125
2016-11-22,1124.571533203125
2016-11-23,1135.8447265625
2016-11-24,1120.7982177734375
2016-11-25,1099.3829345703125
2016-11-28,1093.9111328125
2016-11-29,1105.8450927734375
2016-11-30,1090.609619140625
2016-12-01,1098.72265625
2016-12-02,1072.73193359375
2016-12-05,1085.2794189453125
2016-12-06,1103.4398193359375
2016-12-07,1063.3924560546875
2016-12-08,1056.0811767578125
2016-12-09,1044.854736328125
2016-12-12,1034.666259765625
2016-12-13,1016.222900390625
2016-12-14,1002.4022216796875
2016-12-15,999.94921875
2016-12-16,1026.55322265625
2016-12-19,990.3267822265625
2016-12-20,969.6663208007812
2016-12-21,970.798583984375
2016-12-22,984.3833618164062
2016-12-23,963.5344848632812
2016-12-26,957.5438232421875
2016-12-27,973.1570434570312
2016-12-28,990.6097412109375
2016-12-29,1006.506103515625
2016-12-30,1010.3265991210938
2017-01-02,1027.02490234375
2017-01-03,1011.5060424804688
2017-01-04,1025.609619140625
2017-01-05,1041.0338134765625
2017-01-06,1052.6378173828125
2017-01-09,1053.9112548828125
2017-01-10,1044.9019775390625
2017-01-11,1041.0338134765625
2017-01-12,1031.41162109375
2017-01-13,1031.2698974609375
2017-01-16,1035.4207763671875
2017-01-17,1032.9678955078125
2017-01-18,1028.5340576171875
2017-01-19,1030.090576171875
2017-01-20,1025.609619140625
2017-01-23,1034.902099609375
2017-01-24,1045.84521484375
2017-01-25,1041.8359375
2017-01-27,1041.41162109375
2017-01-30,1055.8927001953125
2017-01-31,1052.7322998046875
2017-02-01,1036.694580078125
2017-02-02,1021.0343017578125
2017-02-03,1031.41162109375
2017-02-06,1045.0435791015625
2017-02-07,1038.1566162109375
2017-02-08,1025.2320556640625
2017-02-09,1014.0530395507812
2017-02-10,1013.6759643554688
2017-02-13,999.5073852539062
2017-02-14,989.590087890625
2017-02-15,944.3939208984375
2017-02-16,943.8272705078125
2017-02-17,940.1434936523438
2017-02-20,943.0715942382812
2017-02-21,936.7904663085938
2017-02-22,931.0761108398438
2017-02-23,928.4786987304688
2017-02-27,920.2139282226562
2017-02-28,919.6944580078125
2017-03-01,897.5923461914062
2017-03-02,884.0853881835938
2017-03-03,881.8657836914062
2017-03-06,898.3479614257812
2017-03-07,889.0914306640625
2017-03-08,891.68896484375
2017-03-09,890.8389282226562
2017-03-10,888.3358154296875
2017-03-14,898.3007202148438
2017-03-15,898.3479614257812
2017-03-16,893.01123046875
2017-03-17,896.4588623046875
2017-03-20,898.5367431640625
2017-03-21,891.2638549804688
2017-03-22,886.3994750976562
2017-03-23,894.427978515625
2017-03-24,889.2332153320312
2017-03-27,897.0255126953125
2017-03-28,889.9415283203125
2017-03-29,888.713623046875
2017-03-30,888.1941528320312
2017-03-31,913.8853759765625
2017-04-03,918.9388427734375
2017-04-05,922.1502075195312
2017-04-06,912.704833984375
2017-04-07,907.5098266601562
2017-04-10,911.99658203125
2017-04-11,906.0458984375
2017-04-12,914.2633056640625
2017-04-13,915.8690185546875
2017-04-17,910.4379272460938
2017-04-18,902.2676391601562
2017-04-19,912.0910034179688
2017-04-20,897.167236328125
2017-04-21,898.3479614257812
2017-04-24,910.8157958984375
2017-04-25,907.03759765625
2017-04-26,906.9431762695312
2017-04-27,901.79541015625
2017-04-28,906.6598510742188
2017-05-02,899.670166015625
2017-05-03,883.9910278320312
2017-05-04,878.4653930664062
2017-05-05,906.0458984375
