Date,AARTIIND.NS
2015-08-21,99.24246978759766
2015-08-24,95.37439727783203
2015-08-25,97.01398468017578
2015-08-26,96.05561828613281
2015-08-27,98.30719757080078
2015-08-28,98.83834075927734
2015-08-31,97.87998962402344
2015-09-01,96.25189971923828
2015-09-02,94.10425567626953
2015-09-03,96.94471740722656
2015-09-04,93.4345474243164
2015-09-07,93.74633026123047
2015-09-08,93.76940155029297
2015-09-09,94.91252136230469
2015-09-10,95.18964385986328
2015-09-11,95.80158996582031
2015-09-14,96.24036407470703
2015-09-15,96.28685760498047
2015-09-16,99.00048828125
2015-09-18,104.42770385742188
2015-09-21,112.05828094482422
2015-09-22,113.47307586669922
2015-09-23,111.33928680419922
2015-09-24,114.19205474853516
2015-09-28,118.6335678100586
2015-09-29,119.95559692382812
2015-09-30,127.6209716796875
2015-10-01,129.59242248535156
2015-10-05,130.84481811523438
2015-10-06,131.65660095214844
2015-10-07,129.5692138671875
2015-10-08,125.08130645751953
2015-10-09,121.64868927001953
2015-10-12,121.5211410522461
2015-10-13,120.15274047851562
2015-10-14,121.54431915283203
2015-10-15,120.09475708007812
2015-10-16,120.67456817626953
2015-10-19,121.7646713256836
2015-10-20,121.3355941772461
2015-10-21,121.2428207397461
2015-10-23,119.66566467285156
2015-10-26,118.94668579101562
2015-10-27,121.38198852539062
2015-10-28,121.62550354003906
2015-10-29,119.1438217163086
2015-10-30,118.74951934814453
2015-11-02,119.0626449584961
2015-11-03,121.83423614501953
2015-11-04,122.8779296875
2015-11-05,119.4221420288086
2015-11-06,119.09742736816406
2015-11-09,120.62263488769531
2015-11-10,118.23095703125
2015-11-13,116.43424987792969
2015-11-16,118.17261505126953
2015-11-17,119.01261901855469
2015-11-18,117.53095245361328
2015-11-19,119.28093719482422
2015-11-20,118.27761840820312
2015-11-23,120.02762603759766
2015-11-24,119.09430694580078
2015-11-26,119.2226333618164
2015-11-27,118.6742935180664
2015-11-30,115.76924896240234
2015-12-01,116.9592514038086
2015-12-02,116.8542709350586
2015-12-03,114.92927551269531
2015-12-04,116.20093536376953
2015-12-07,115.47759246826172
2015-12-08,115.62926483154297
2015-12-09,113.57591247558594
2015-12-10,115.04590606689453
2015-12-11,113.43590545654297
2015-12-14,112.00090026855469
2015-12-15,116.36428833007812
2015-12-16,116.15425872802734
2015-12-17,116.06094360351562
2015-12-18,116.83094024658203
2015-12-21,117.01759338378906
2015-12-22,117.30927276611328
2015-12-23,117.75260925292969
2015-12-24,118.56928253173828
2015-12-28,120.77428436279297
2015-12-29,120.93763732910156
2015-12-30,122.559326171875
2015-12-31,122.05764770507812
2016-01-01,122.5243148803711
2016-01-04,121.52098846435547
2016-01-05,122.17430114746094
2016-01-06,120.4709701538086
2016-01-07,119.21095275878906
2016-01-08,118.41761779785156
2016-01-11,118.720947265625
2016-01-12,120.15599060058594
2016-01-13,117.85762786865234
2016-01-14,117.28593444824219
2016-01-15,116.41093444824219
2016-01-18,103.61248779296875
2016-01-19,107.18252563476562
2016-01-20,110.939208984375
2016-01-21,108.87419891357422
2016-01-22,110.8108901977539
2016-01-25,113.05088806152344
2016-01-27,116.73758697509766
2016-01-28,114.32258605957031
2016-01-29,114.96424865722656
2016-02-01,112.84090423583984
2016-02-02,112.14089965820312
2016-02-03,107.5675277709961
2016-02-04,109.56253814697266
2016-02-05,112.38590240478516
2016-02-08,114.2525634765625
2016-02-09,114.78925323486328
2016-02-10,113.10922241210938
2016-02-11,109.94755554199219
2016-02-12,104.57081604003906
2016-02-15,106.86752319335938
2016-02-16,103.64508819580078
2016-02-17,104.47706604003906
2016-02-18,103.77398681640625
2016-02-19,102.07491302490234
2016-02-22,100.53984832763672
2016-02-23,99.56726837158203
2016-02-24,100.02424621582031
2016-02-25,99.4617919921875
2016-02-26,99.87194061279297
2016-02-29,99.8367691040039
2016-03-01,103.41075134277344
2016-03-02,109.50406646728516
2016-03-03,112.46868896484375
2016-03-04,114.23810577392578
2016-03-08,113.35926055908203
2016-03-09,110.4532241821289
2016-03-10,110.4180679321289
2016-03-11,113.3826904296875
2016-03-14,115.409912109375
2016-03-15,116.21842956542969
2016-03-16,114.34356689453125
2016-03-17,110.75788879394531
2016-03-18,110.81647491455078
2016-03-21,111.32035827636719
2016-03-22,110.42317199707031
2016-03-23,110.1988525390625
2016-03-28,111.36780548095703
2016-03-29,119.2787857055664
2016-03-30,124.3677749633789
2016-03-31,121.72291564941406
2016-04-01,123.78922271728516
2016-04-04,124.79286193847656
2016-04-05,119.29057312011719
2016-04-06,121.48677825927734
2016-04-07,123.48222351074219
2016-04-08,123.2460708618164
2016-04-11,121.32146453857422
2016-04-12,124.24970245361328
2016-04-13,124.4032211303711
2016-04-18,127.79194641113281
2016-04-20,129.2206268310547
2016-04-21,128.71292114257812
2016-04-22,129.16163635253906
2016-04-25,123.82463073730469
2016-04-26,124.66297912597656
2016-04-27,124.26152801513672
2016-04-28,126.52853393554688
2016-04-29,125.64299011230469
2016-05-02,127.26060485839844
2016-05-03,125.64299011230469
2016-05-04,126.03263854980469
2016-05-05,124.54488372802734
2016-05-06,125.31239318847656
2016-05-09,123.5530776977539
2016-05-10,121.26242065429688
2016-05-11,118.88912200927734
2016-05-12,123.17523193359375
2016-05-13,123.47042846679688
2016-05-16,121.22700500488281
2016-05-17,120.54216766357422
2016-05-18,119.76290130615234
2016-05-19,120.9436264038086
2016-05-20,119.79830932617188
2016-05-23,118.36959838867188
2016-05-24,119.57394409179688
2016-05-25,120.43590545654297
2016-05-26,121.0380859375
2016-05-27,121.9000244140625
2016-05-30,122.18341827392578
2016-05-31,122.64389038085938
2016-06-01,122.49041748046875
2016-06-02,120.69566345214844
2016-06-03,120.14071655273438
2016-06-06,121.45133972167969
2016-06-07,121.19158172607422
2016-06-08,120.12889862060547
2016-06-09,117.70838928222656
2016-06-10,117.80284881591797
2016-06-13,117.89730834960938
2016-06-14,117.69657897949219
2016-06-15,118.53491973876953
2016-06-16,118.46405792236328
2016-06-17,117.43682861328125
2016-06-20,118.03900909423828
2016-06-21,118.34599304199219
2016-06-22,118.91275024414062
2016-06-23,118.20429992675781
2016-06-24,117.625732421875
2016-06-27,119.4322738647461
2016-06-28,117.89730834960938
2016-06-29,123.82463073730469
2016-06-30,122.9272689819336
2016-07-01,124.30875396728516
2016-07-04,126.64661407470703
2016-07-05,127.08349609375
2016-07-07,126.9181900024414
2016-07-08,126.06803894042969
2016-07-11,126.80011749267578
2016-07-12,125.99723052978516
2016-07-13,126.07987213134766
2016-07-14,127.42591857910156
2016-07-15,126.19793701171875
2016-07-18,125.28876495361328
2016-07-19,123.65933990478516
2016-07-20,125.26514434814453
2016-07-21,125.66661071777344
2016-07-22,130.24789428710938
2016-07-25,132.30239868164062
2016-07-26,131.31056213378906
2016-07-27,131.4876708984375
2016-07-28,131.60574340820312
2016-07-29,131.06259155273438
2016-08-01,132.9045867919922
2016-08-02,127.95723724365234
2016-08-03,131.20428466796875
2016-08-04,131.9363555908203
2016-08-05,132.30239868164062
2016-08-08,134.19155883789062
2016-08-09,135.4904022216797
2016-08-10,137.19065856933594
2016-08-11,138.78465270996094
2016-08-12,138.65475463867188
2016-08-16,137.98175048828125
2016-08-17,141.11077880859375
2016-08-18,142.197021484375
2016-08-19,140.28424072265625
2016-08-22,141.5357666015625
2016-08-23,137.2142791748047
2016-08-24,142.232421875
2016-08-25,140.177978515625
2016-08-26,143.04713439941406
2016-08-29,145.5503387451172
2016-08-30,148.24244689941406
2016-08-31,146.29421997070312
2016-09-01,145.47947692871094
2016-09-02,145.7392578125
2016-09-06,146.81373596191406
2016-09-07,146.42408752441406
2016-09-08,146.94358825683594
2016-09-09,143.4722137451172
2016-09-12,140.76832580566406
2016-09-14,140.75653076171875
2016-09-15,140.59121704101562
2016-09-16,138.9381866455078
2016-09-19,141.02809143066406
2016-09-20,146.3413848876953
2016-09-21,145.75108337402344
2016-09-22,146.483154296875
2016-09-23,147.7819366455078
2016-09-26,147.8409881591797
2016-09-27,144.05081176757812
2016-09-28,143.64935302734375
2016-09-29,143.07078552246094
2016-09-30,146.56578063964844
2016-10-03,152.2569580078125
2016-10-04,159.69564819335938
2016-10-05,159.81370544433594
2016-10-06,158.96360778808594
2016-10-07,158.01898193359375
2016-10-10,163.54489135742188
2016-10-13,170.13343811035156
2016-10-14,171.16065979003906
2016-10-17,166.55577087402344
2016-10-18,174.71470642089844
2016-10-19,174.8446044921875
2016-10-20,173.68746948242188
2016-10-21,173.55758666992188
2016-10-24,173.7465057373047
2016-10-25,178.90635681152344
2016-10-26,178.35140991210938
2016-10-27,175.30508422851562
2016-10-28,178.76466369628906
2016-11-01,176.1670379638672
2016-11-02,173.62843322753906
2016-11-03,174.92724609375
2016-11-04,174.53761291503906
2016-11-07,172.45950317382812
2016-11-08,169.87367248535156
2016-11-09,168.1733856201172
2016-11-10,170.605712890625
2016-11-11,165.6111602783203
2016-11-15,163.28509521484375
2016-11-16,164.38320922851562
2016-11-17,166.67384338378906
2016-11-18,165.54034423828125
2016-11-21,160.71107482910156
2016-11-22,163.2969207763672
2016-11-23,167.70106506347656
2016-11-24,167.06350708007812
2016-11-25,171.23150634765625
2016-11-28,170.6529541015625
2016-11-29,171.90452575683594
2016-11-30,171.1842803955078
2016-12-01,170.2869110107422
2016-12-02,170.9245147705078
2016-12-05,168.3623046875
2016-12-06,168.77560424804688
2016-12-07,167.25241088867188
2016-12-08,168.4804229736328
2016-12-09,169.40133666992188
2016-12-12,163.76918029785156
2016-12-13,161.44313049316406
2016-12-14,171.349609375
2016-12-15,167.39410400390625
2016-12-16,169.72019958496094
2016-12-19,167.02806091308594
2016-12-20,167.90182495117188
2016-12-21,169.12977600097656
2016-12-22,165.09164428710938
2016-12-23,165.6348114013672
2016-12-26,161.5258026123047
2016-12-27,160.75833129882812
2016-12-28,159.0816650390625
2016-12-29,160.53396606445312
2016-12-30,161.75015258789062
2017-01-02,164.1824493408203
2017-01-03,166.10707092285156
2017-01-04,164.83189392089844
2017-01-05,165.6230010986328
2017-01-06,165.2451629638672
2017-01-09,165.0562286376953
2017-01-10,164.7964630126953
2017-01-11,165.57579040527344
2017-01-12,165.19793701171875
2017-01-13,165.87094116210938
2017-01-16,166.9808349609375
2017-01-17,166.89820861816406
2017-01-18,167.77191162109375
2017-01-19,166.3550567626953
2017-01-20,162.6947479248047
2017-01-23,163.78103637695312
2017-01-24,163.94635009765625
2017-01-25,166.5675811767578
2017-01-27,170.3577880859375
2017-01-30,171.00714111328125
2017-01-31,169.62571716308594
2017-02-01,172.84915161132812
2017-02-02,174.10072326660156
2017-02-03,180.27603149414062
2017-02-06,183.87730407714844
2017-02-07,185.19973754882812
2017-02-08,186.6638641357422
2017-02-09,185.71926879882812
2017-02-10,186.04986572265625
2017-02-13,187.66746520996094
2017-02-14,185.57752990722656
2017-02-15,183.14523315429688
2017-02-16,187.21878051757812
2017-02-17,188.3404998779297
2017-02-20,186.1797637939453
2017-02-21,186.1679229736328
2017-02-22,184.98719787597656
2017-02-23,182.04713439941406
2017-02-27,185.7074432373047
2017-02-28,182.6256866455078
2017-03-01,182.8972625732422
2017-03-02,180.4058837890625
2017-03-03,175.16339111328125
2017-03-06,173.33323669433594
2017-03-07,175.77740478515625
2017-03-08,183.3341522216797
2017-03-09,183.0743865966797
2017-03-10,182.09432983398438
2017-03-14,181.62210083007812
2017-03-15,186.82913208007812
2017-03-16,188.13978576660156
2017-03-17,182.99176025390625
2017-03-20,186.7346649169922
2017-03-21,186.49855041503906
2017-03-22,184.57394409179688
2017-03-23,184.97540283203125
2017-03-24,184.65663146972656
2017-03-27,182.33050537109375
2017-03-28,180.11068725585938
2017-03-29,178.3868408203125
2017-03-30,177.86729431152344
2017-03-31,180.78372192382812
2017-04-03,186.43954467773438
2017-04-05,187.45497131347656
2017-04-06,185.2233428955078
2017-04-07,185.3532257080078
2017-04-10,184.7864532470703
2017-04-11,187.3486785888672
2017-04-12,185.84913635253906
2017-04-13,183.62933349609375
2017-04-17,185.6365966796875
2017-04-18,187.18338012695312
2017-04-19,187.19515991210938
2017-04-20,189.0607452392578
2017-04-21,189.13162231445312
2017-04-24,188.54122924804688
2017-04-25,190.4421844482422
2017-04-26,193.193359375
2017-04-27,207.37413024902344
2017-04-28,207.29147338867188
2017-05-02,201.41131591796875
2017-05-03,201.23423767089844
2017-05-04,201.7301483154297
2017-05-05,203.25331115722656
2017-05-08,205.02442932128906
