Date,IIFL.NS
2015-08-21,89.3516845703125
2015-08-24,86.63137817382812
2015-08-25,86.30585479736328
2015-08-26,85.95709228515625
2015-08-27,86.60812377929688
2015-08-28,87.67761993408203
2015-08-31,88.0728988647461
2015-09-01,86.9801254272461
2015-09-02,86.93363189697266
2015-09-03,87.421875
2015-09-04,85.35258483886719
2015-09-07,86.11986541748047
2015-09-08,85.65483856201172
2015-09-09,86.81736755371094
2015-09-10,85.9803466796875
2015-09-11,86.14309692382812
2015-09-14,86.724365234375
2015-09-15,85.56184387207031
2015-09-16,86.58487701416016
2015-09-18,85.14334106445312
2015-09-21,87.70088195800781
2015-09-22,86.95687103271484
2015-09-23,86.81736755371094
2015-09-24,86.724365234375
2015-09-28,87.0731201171875
2015-09-29,87.21263122558594
2015-09-30,88.11939239501953
2015-10-01,87.4683837890625
2015-10-05,87.18936920166016
2015-10-06,87.84039306640625
2015-10-07,87.77064514160156
2015-10-08,90.28169250488281
2015-10-09,90.09568786621094
2015-10-12,89.46793365478516
2015-10-13,89.16566467285156
2015-10-14,89.6074447631836
2015-10-15,89.95619201660156
2015-10-16,90.07244110107422
2015-10-19,92.02548217773438
2015-10-20,93.37400817871094
2015-10-21,93.88551330566406
2015-10-23,96.07108306884766
2015-10-26,92.21148681640625
2015-10-27,90.4444580078125
2015-10-28,89.49118041992188
2015-10-29,89.53768157958984
2015-10-30,89.6074447631836
2015-11-02,89.93293762207031
2015-11-03,89.6074447631836
2015-11-04,89.51443481445312
2015-11-05,89.3516845703125
2015-11-06,89.49118041992188
2015-11-09,89.21216583251953
2015-11-10,89.23542022705078
2015-11-13,86.70111846923828
2015-11-16,86.5151138305664
2015-11-17,87.18936920166016
2015-11-18,86.56161499023438
2015-11-19,92.28124237060547
2015-11-20,92.76950073242188
2015-11-23,92.86249542236328
2015-11-24,90.83971405029297
2015-11-26,90.04917907714844
2015-11-27,95.79206085205078
2015-11-30,98.11711120605469
2015-12-01,98.60536193847656
2015-12-02,97.4893569946289
2015-12-03,94.9782943725586
2015-12-04,90.65370178222656
2015-12-07,93.09501647949219
2015-12-08,91.49072265625
2015-12-09,90.42120361328125
2015-12-10,90.97920227050781
2015-12-11,93.39725494384766
2015-12-14,95.69905853271484
2015-12-15,98.37287139892578
2015-12-16,95.58281707763672
2015-12-17,94.95504760742188
2015-12-18,91.30472564697266
2015-12-21,95.0248031616211
2015-12-22,94.09477233886719
2015-12-23,93.49024963378906
2015-12-24,97.4428482055664
2015-12-28,97.90785217285156
2015-12-29,97.51261138916016
2015-12-30,99.2331314086914
2015-12-31,99.02388763427734
2016-01-01,99.37264251708984
2016-01-04,98.83787536621094
2016-01-05,101.6744384765625
2016-01-06,102.74396514892578
2016-01-07,98.07060241699219
2016-01-08,100.55842590332031
2016-01-11,98.88438415527344
2016-01-12,98.14036560058594
2016-01-13,94.9782943725586
2016-01-14,93.65301513671875
2016-01-15,94.1645278930664
2016-01-18,88.93317413330078
2016-01-19,90.07244110107422
2016-01-20,89.28192138671875
2016-01-21,91.93247985839844
2016-01-22,93.281005859375
2016-01-25,93.4205093383789
2016-01-27,96.39657592773438
2016-01-28,96.559326171875
2016-01-29,96.81507873535156
2016-02-01,96.09432220458984
2016-02-02,95.95481872558594
2016-02-03,91.35122680664062
2016-02-04,88.84016418457031
2016-02-05,91.37163543701172
2016-02-08,92.49613189697266
2016-02-09,90.00787353515625
2016-02-10,92.06548309326172
2016-02-11,87.6153335571289
2016-02-12,83.30874633789062
2016-02-15,89.88825225830078
2016-02-16,88.26131439208984
2016-02-17,87.32821655273438
2016-02-18,88.42879486083984
2016-02-19,85.82091522216797
2016-02-22,83.9068832397461
2016-02-23,82.01675415039062
2016-02-24,83.45228576660156
2016-02-25,83.54798126220703
2016-02-26,80.36589050292969
2016-02-29,78.88251495361328
2016-03-01,81.29898834228516
2016-03-02,83.81116485595703
2016-03-03,87.42391967773438
2016-03-04,86.13195037841797
2016-03-08,89.12263488769531
2016-03-09,89.88825225830078
2016-03-10,87.4717788696289
2016-03-11,88.95516204833984
2016-03-14,88.90730285644531
2016-03-15,89.62506866455078
2016-03-16,90.46246337890625
2016-03-17,89.57722473144531
2016-03-18,87.85458374023438
2016-03-21,90.55817413330078
2016-03-22,91.82622528076172
2016-03-23,95.70216369628906
2016-03-28,95.36720275878906
2016-03-29,98.35789489746094
2016-03-30,97.20948028564453
2016-03-31,98.74070739746094
2016-04-01,98.81248474121094
2016-04-04,99.29100036621094
2016-04-05,99.5781021118164
2016-04-06,99.29100036621094
2016-04-07,100.0566177368164
2016-04-08,100.51119232177734
2016-04-11,101.37252044677734
2016-04-12,102.20990753173828
2016-04-13,100.98971557617188
2016-04-18,101.44429779052734
2016-04-20,100.51119232177734
2016-04-21,101.20503234863281
2016-04-22,101.20503234863281
2016-04-25,103.14300537109375
2016-04-26,104.21965789794922
2016-04-27,105.27237701416016
2016-04-28,104.05218505859375
2016-04-29,104.29142761230469
2016-05-02,103.93255615234375
2016-05-03,101.6596450805664
2016-05-04,100.89400482177734
2016-05-05,101.18110656738281
2016-05-06,97.59229278564453
2016-05-09,100.48726654052734
2016-05-10,100.82222747802734
2016-05-11,100.48726654052734
2016-05-12,101.25289916992188
2016-05-13,99.91307067871094
2016-05-16,100.46334838867188
2016-05-17,100.03268432617188
2016-05-18,99.6738052368164
2016-05-19,96.56348419189453
2016-05-20,96.8505859375
2016-05-23,96.32422637939453
2016-05-24,96.4677734375
2016-05-25,96.22852325439453
2016-05-26,94.8408432006836
2016-05-27,98.86033630371094
2016-05-30,100.98971557617188
2016-05-31,95.70216369628906
2016-06-01,99.76950073242188
2016-06-02,99.69772338867188
2016-06-03,108.16737365722656
2016-06-06,109.79431915283203
2016-06-07,108.45448303222656
2016-06-08,106.49258422851562
2016-06-09,106.18154907226562
2016-06-10,109.3636474609375
2016-06-13,105.08098602294922
2016-06-14,104.45891571044922
2016-06-15,103.59758758544922
2016-06-16,101.92282104492188
2016-06-17,99.07566833496094
2016-06-20,104.98527526855469
2016-06-21,107.97596740722656
2016-06-22,104.02825164794922
2016-06-23,105.34415435791016
2016-06-24,106.22940063476562
2016-06-27,108.93299102783203
2016-06-28,105.70304870605469
2016-06-29,107.5931625366211
2016-06-30,106.6839828491211
2016-07-01,106.9232406616211
2016-07-04,106.9471664428711
2016-07-05,105.72697448730469
2016-07-07,106.9950180053711
2016-07-08,104.65031433105469
2016-07-11,106.18154907226562
2016-07-12,105.70304870605469
2016-07-13,104.69817352294922
2016-07-14,105.46378326416016
2016-07-15,104.50675201416016
2016-07-18,107.1624984741211
2016-07-19,107.44961547851562
2016-07-20,106.73184204101562
2016-07-21,115.15362548828125
2016-07-22,121.70922088623047
2016-07-25,122.92942810058594
2016-07-26,117.9768295288086
2016-07-27,118.57498168945312
2016-07-28,119.46022033691406
2016-07-29,128.0734100341797
2016-08-01,137.83505249023438
2016-08-02,130.7291717529297
2016-08-03,132.8106689453125
2016-08-04,130.8727264404297
2016-08-05,144.79736328125
2016-08-08,144.53419494628906
2016-08-09,142.30911254882812
2016-08-10,138.2657012939453
2016-08-11,139.9404754638672
2016-08-12,136.85409545898438
2016-08-16,140.9932098388672
2016-08-17,139.70123291015625
2016-08-18,136.01670837402344
2016-08-19,135.1314697265625
2016-08-22,133.7916259765625
2016-08-23,132.38002014160156
2016-08-24,131.90150451660156
2016-08-25,131.61441040039062
2016-08-26,132.42787170410156
2016-08-29,131.3273162841797
2016-08-30,135.99278259277344
2016-08-31,133.43275451660156
2016-09-01,143.0269012451172
2016-09-02,140.4189910888672
2016-09-06,140.7300262451172
2016-09-07,136.80625915527344
2016-09-08,136.6387481689453
2016-09-09,134.3658447265625
2016-09-12,130.01138305664062
2016-09-14,126.30292510986328
2016-09-15,125.48946380615234
2016-09-16,118.76638793945312
2016-09-19,126.78145599365234
2016-09-20,128.5041046142578
2016-09-21,128.16912841796875
2016-09-22,131.94935607910156
2016-09-23,130.6334686279297
2016-09-26,129.6525115966797
2016-09-27,132.40394592285156
2016-09-28,131.54261779785156
2016-09-29,126.61395263671875
2016-09-30,130.2985076904297
2016-10-03,133.8155517578125
2016-10-04,131.04019165039062
2016-10-05,130.27455139160156
