Date,SWSOLAR.NS
2019-08-20,707.0010986328125
2019-08-21,669.8109741210938
2019-08-22,622.5445556640625
2019-08-23,608.4765625
2019-08-26,613.68505859375
2019-08-27,622.88525390625
2019-08-28,609.3040771484375
2019-08-29,603.2192993164062
2019-08-30,593.72705078125
2019-09-03,558.7275390625
2019-09-04,553.5189208984375
2019-09-05,550.6956176757812
2019-09-06,549.429931640625
2019-09-09,552.1072387695312
2019-09-11,571.87060546875
2019-09-12,567.5869140625
2019-09-13,579.6591186523438
2019-09-16,612.5655517578125
2019-09-17,593.8731079101562
2019-09-18,593.2402954101562
2019-09-19,578.4908447265625
2019-09-20,601.4668579101562
2019-09-23,619.5264892578125
2019-09-24,604.2415771484375
2019-09-25,596.0635986328125
2019-09-26,586.7174682617188
2019-09-27,590.6603393554688
2019-09-30,607.8924560546875
2019-10-01,588.7132568359375
2019-10-03,591.7312622070312
2019-10-04,582.4337768554688
2019-10-07,578.685546875
2019-10-09,578.1987915039062
2019-10-10,570.4102783203125
2019-10-11,604.2902221679688
2019-10-14,591.19580078125
2019-10-15,583.6994018554688
2019-10-16,582.725830078125
2019-10-17,582.8718872070312
2019-10-18,580.9247436523438
2019-10-22,566.564697265625
2019-10-23,578.83154296875
2019-10-24,572.0166015625
2019-10-25,571.1891479492188
2019-10-27,575.3267822265625
2019-10-29,574.40185546875
2019-10-30,577.7606811523438
2019-10-31,569.4854125976562
2019-11-01,555.466064453125
2019-11-04,544.7081909179688
2019-11-05,542.0308837890625
2019-11-06,543.5885620117188
2019-11-07,544.9029541015625
2019-11-08,530.4454956054688
2019-11-11,519.736328125
2019-11-13,508.6864013671875
2019-11-14,487.6087646484375
2019-11-15,390.10650634765625
2019-11-18,312.1241455078125
2019-11-19,280.92144775390625
2019-11-20,278.0007629394531
2019-11-21,305.7959899902344
2019-11-22,323.8555603027344
2019-11-25,340.06536865234375
2019-11-26,325.9486999511719
2019-11-27,322.63861083984375
2019-11-28,316.359130859375
2019-11-29,297.179931640625
2019-12-02,274.2525634765625
2019-12-03,249.23199462890625
2019-12-04,241.20010375976562
2019-12-05,253.22360229492188
2019-12-06,265.8799133300781
2019-12-09,279.1690368652344
2019-12-10,265.2471008300781
2019-12-11,270.9911193847656
2019-12-12,277.31927490234375
2019-12-13,291.14385986328125
2019-12-16,290.5597229003906
2019-12-17,304.0922546386719
2019-12-18,312.4648742675781
2019-12-19,297.3746643066406
2019-12-20,284.13421630859375
2019-12-23,293.8211364746094
2019-12-24,289.7322082519531
2019-12-26,282.1383972167969
2019-12-27,291.2899169921875
2019-12-30,305.8446350097656
2019-12-31,314.75274658203125
2020-01-01,322.9793395996094
2020-01-02,322.7359619140625
2020-01-03,309.2034606933594
2020-01-06,299.41912841796875
2020-01-07,301.0255432128906
2020-01-08,298.6402893066406
2020-01-09,313.5357971191406
2020-01-10,298.05615234375
2020-01-13,296.3524169921875
2020-01-14,302.4371643066406
2020-01-15,304.57904052734375
2020-01-16,303.8001708984375
2020-01-17,303.4594421386719
2020-01-20,301.6583251953125
2020-01-21,298.9810485839844
2020-01-22,295.1354675292969
2020-01-23,291.97137451171875
2020-01-24,290.1216125488281
2020-01-27,295.0380859375
2020-01-28,290.31634521484375
2020-01-29,291.4359436035156
2020-01-30,286.90887451171875
2020-01-31,285.4971923828125
2020-02-03,274.7393493652344
2020-02-04,283.9394836425781
2020-02-05,298.1048278808594
2020-02-06,303.6541442871094
2020-02-07,302.24249267578125
2020-02-10,306.4288024902344
2020-02-11,305.5525817871094
2020-02-12,291.77667236328125
2020-02-13,267.8270568847656
2020-02-14,267.4862976074219
2020-02-17,248.74520874023438
2020-02-18,243.2932586669922
2020-02-19,230.15016174316406
2020-02-20,220.9499969482422
2020-02-24,184.8000030517578
2020-02-25,191.35000610351562
2020-02-26,186.75
2020-02-27,179.89999389648438
2020-02-28,166.39999389648438
2020-03-02,157.35000610351562
2020-03-03,150.10000610351562
2020-03-04,144.0500030517578
2020-03-05,146.0500030517578
2020-03-06,143.25
2020-03-09,136.10000610351562
2020-03-11,129.3000030517578
2020-03-12,122.8499984741211
2020-03-13,116.75
2020-03-16,114.9000015258789
2020-03-17,115.0999984741211
2020-03-18,109.5
2020-03-19,104.05000305175781
2020-03-20,99.6500015258789
2020-03-23,94.69999694824219
2020-03-24,90.0
2020-03-25,85.5
2020-03-26,81.25
2020-03-27,77.19999694824219
2020-03-30,73.3499984741211
2020-03-31,77.0
2020-04-01,80.0
2020-04-03,84.0
2020-04-07,88.19999694824219
2020-04-08,92.5999984741211
2020-04-09,97.19999694824219
2020-04-13,102.05000305175781
2020-04-15,107.1500015258789
2020-04-16,112.5
2020-04-17,118.0999984741211
2020-04-20,124.0
2020-04-21,130.1999969482422
2020-04-22,136.6999969482422
2020-04-23,143.5
2020-04-24,150.64999389648438
2020-04-27,158.14999389648438
2020-04-28,166.0500030517578
2020-04-29,174.35000610351562
2020-04-30,165.64999389648438
2020-05-04,157.39999389648438
2020-05-05,149.5500030517578
2020-05-06,142.10000610351562
2020-05-07,135.0
2020-05-08,128.25
2020-05-11,124.25
2020-05-12,119.9000015258789
2020-05-13,116.94999694824219
2020-05-14,111.80000305175781
2020-05-15,117.3499984741211
2020-05-18,123.19999694824219
2020-05-19,129.35000610351562
2020-05-20,135.8000030517578
2020-05-21,142.5500030517578
2020-05-22,147.89999389648438
2020-05-26,154.60000610351562
2020-05-27,153.75
2020-05-28,150.0500030517578
2020-05-29,144.3000030517578
2020-06-01,145.35000610351562
2020-06-02,152.60000610351562
2020-06-03,158.3000030517578
2020-06-04,156.89999389648438
2020-06-05,155.75
2020-06-08,157.75
2020-06-09,161.64999389648438
2020-06-10,160.0
2020-06-11,159.5
2020-06-12,159.5
2020-06-15,158.9499969482422
2020-06-16,158.5500030517578
2020-06-17,160.85000610351562
2020-06-18,161.1999969482422
2020-06-19,159.89999389648438
2020-06-22,166.64999389648438
2020-06-23,172.1999969482422
2020-06-24,180.8000030517578
2020-06-25,189.8000030517578
2020-06-26,199.25
2020-06-29,209.1999969482422
2020-06-30,219.64999389648438
2020-07-01,229.75
2020-07-02,219.14999389648438
2020-07-03,222.60000610351562
2020-07-06,233.6999969482422
2020-07-07,245.35000610351562
2020-07-08,257.6000061035156
2020-07-09,244.75
2020-07-10,232.5500030517578
2020-07-13,225.35000610351562
2020-07-14,218.35000610351562
2020-07-15,229.25
2020-07-16,239.4499969482422
2020-07-17,244.9499969482422
2020-07-20,241.25
2020-07-21,236.0
2020-07-22,233.4499969482422
2020-07-23,229.5
2020-07-24,224.60000610351562
2020-07-27,235.8000030517578
2020-07-28,234.89999389648438
2020-07-29,233.85000610351562
2020-07-30,226.4499969482422
2020-07-31,223.75
2020-08-03,215.89999389648438
2020-08-04,226.64999389648438
2020-08-05,230.75
2020-08-06,238.25
2020-08-07,236.10000610351562
2020-08-10,256.70001220703125
2020-08-11,254.25
2020-08-12,251.3000030517578
2020-08-13,256.29998779296875
2020-08-14,250.0500030517578
2020-08-17,249.35000610351562
2020-08-18,249.0500030517578
2020-08-19,247.89999389648438
2020-08-20,249.9499969482422
2020-08-21,277.3999938964844
2020-08-24,271.79998779296875
2020-08-25,263.95001220703125
2020-08-26,277.3999938964844
2020-08-27,273.1000061035156
2020-08-28,267.8999938964844
2020-08-31,252.75
2020-09-01,253.4499969482422
2020-09-02,255.6999969482422
2020-09-03,257.1499938964844
2020-09-04,268.79998779296875
2020-09-07,274.1000061035156
2020-09-08,274.0
2020-09-09,267.8500061035156
2020-09-10,272.5
2020-09-11,268.79998779296875
2020-09-14,256.6000061035156
2020-09-15,235.35000610351562
2020-09-16,236.0
2020-09-17,223.5500030517578
2020-09-18,219.89999389648438
2020-09-21,208.0500030517578
2020-09-22,196.4499969482422
2020-09-23,235.6999969482422
2020-09-24,233.35000610351562
2020-09-25,236.5
2020-09-28,239.10000610351562
2020-09-29,230.10000610351562
2020-09-30,225.6999969482422
2020-10-01,221.35000610351562
2020-10-05,220.0
2020-10-06,222.4499969482422
2020-10-07,219.75
2020-10-08,217.1999969482422
2020-10-09,219.0
2020-10-12,213.5
2020-10-13,211.6999969482422
2020-10-14,206.9499969482422
2020-10-15,203.8000030517578
2020-10-16,206.4499969482422
2020-10-19,212.85000610351562
2020-10-20,210.0
2020-10-21,213.14999389648438
2020-10-22,223.5
2020-10-23,230.89999389648438
2020-10-26,223.9499969482422
2020-10-27,227.0500030517578
2020-10-28,223.3000030517578
2020-10-29,217.60000610351562
2020-10-30,216.85000610351562
2020-11-02,216.85000610351562
2020-11-03,214.5
2020-11-04,212.10000610351562
2020-11-05,213.6999969482422
2020-11-06,218.64999389648438
2020-11-09,217.8000030517578
2020-11-10,221.39999389648438
2020-11-11,221.4499969482422
2020-11-12,226.4499969482422
2020-11-13,217.64999389648438
2020-11-14,219.35000610351562
2020-11-17,216.0
2020-11-18,215.1999969482422
2020-11-19,215.4499969482422
2020-11-20,220.14999389648438
2020-11-23,224.39999389648438
2020-11-24,224.0
2020-11-25,220.8000030517578
2020-11-26,222.89999389648438
2020-11-27,222.4499969482422
2020-12-01,227.25
2020-12-02,246.25
2020-12-03,242.3000030517578
2020-12-04,244.1999969482422
2020-12-07,285.20001220703125
2020-12-08,274.8500061035156
2020-12-09,264.29998779296875
2020-12-10,260.25
2020-12-11,262.3999938964844
2020-12-14,261.54998779296875
2020-12-15,256.70001220703125
2020-12-16,269.25
2020-12-17,266.8999938964844
2020-12-18,254.9499969482422
2020-12-21,228.0
2020-12-22,233.5
2020-12-23,224.75
2020-12-24,224.25
2020-12-28,224.64999389648438
2020-12-29,223.14999389648438
2020-12-30,236.1999969482422
2020-12-31,259.75
2021-01-01,260.8500061035156
2021-01-04,274.54998779296875
2021-01-05,275.25
2021-01-06,268.04998779296875
2021-01-07,268.54998779296875
2021-01-08,269.3500061035156
2021-01-11,258.29998779296875
2021-01-12,272.1499938964844
2021-01-13,267.79998779296875
2021-01-14,270.54998779296875
2021-01-15,262.25
2021-01-18,252.8000030517578
2021-01-19,258.6499938964844
2021-01-20,261.3999938964844
2021-01-21,246.14999389648438
2021-01-22,240.6999969482422
2021-01-25,236.75
2021-01-27,239.9499969482422
2021-01-28,239.14999389648438
2021-01-29,233.3000030517578
2021-02-01,240.4499969482422
2021-02-02,245.60000610351562
2021-02-03,251.60000610351562
