Date,MONY.L
2015-08-24,301.500244140625
2015-08-25,313.0503845214844
2015-08-26,315.6392822265625
2015-08-27,319.1241760253906
2015-08-28,321.71295166015625
2015-09-01,323.4057312011719
2015-09-02,324.3018798828125
2015-09-03,332.0683898925781
2015-09-04,335.1550598144531
2015-09-07,327.98602294921875
2015-09-08,327.68731689453125
2015-09-09,328.5834655761719
2015-09-10,324.2022705078125
2015-09-11,321.9122314453125
2015-09-14,320.219482421875
2015-09-15,324.7998046875
2015-09-16,327.3885803222656
2015-09-17,326.4924621582031
2015-09-18,328.0855407714844
2015-09-21,327.2890625
2015-09-22,318.82550048828125
2015-09-23,317.8298034667969
2015-09-24,324.3018798828125
2015-09-25,333.56201171875
2015-09-28,335.65301513671875
2015-09-29,328.0855407714844
2015-09-30,336.5490417480469
2015-10-01,332.26751708984375
2015-10-02,330.2761535644531
2015-10-05,332.3670959472656
2015-10-06,331.8692932128906
2015-10-07,321.71295166015625
2015-10-08,316.3362121582031
2015-10-09,308.0718688964844
2015-10-12,315.04180908203125
2015-10-13,316.9336853027344
2015-10-14,315.04180908203125
2015-10-15,322.50958251953125
2015-10-16,320.31903076171875
2015-10-19,322.3105163574219
2015-10-20,324.1028137207031
2015-10-21,324.6006164550781
2015-10-22,322.4100036621094
2015-10-23,322.2109680175781
2015-10-26,324.003173828125
2015-10-27,322.9079284667969
2015-10-28,332.0683898925781
2015-10-29,331.07269287109375
2015-10-30,332.7655029296875
2015-11-02,334.05987548828125
2015-11-03,319.52252197265625
2015-11-04,327.5877685546875
2015-11-05,328.48382568359375
2015-11-06,332.5662841796875
2015-11-09,324.3018798828125
2015-11-10,320.7174072265625
2015-11-11,320.91656494140625
2015-11-12,325.197998046875
2015-11-13,319.82122802734375
2015-11-16,318.6264343261719
2015-11-17,321.0160217285156
2015-11-18,319.024658203125
2015-11-19,328.2847595214844
2015-11-20,325.39715576171875
2015-11-23,322.11126708984375
2015-11-24,310.0632629394531
2015-11-25,314.9422607421875
2015-11-26,315.4401550292969
2015-11-27,316.23663330078125
2015-11-30,324.6006164550781
2015-12-01,326.8907470703125
2015-12-02,312.6521301269531
2015-12-03,320.1199645996094
2015-12-04,312.6521301269531
2015-12-07,320.8169250488281
2015-12-08,318.5267333984375
2015-12-09,331.47100830078125
2015-12-10,327.3885803222656
2015-12-11,328.48382568359375
2015-12-14,330.4753112792969
2015-12-15,343.3198547363281
2015-12-16,351.98260498046875
2015-12-17,352.18170166015625
2015-12-18,340.4323425292969
2015-12-21,352.4803771972656
2015-12-22,360.94390869140625
2015-12-23,359.35076904296875
2015-12-24,358.1559753417969
2015-12-29,360.4460754394531
2015-12-30,365.1259765625
2015-12-31,365.4246826171875
2016-01-04,360.4460754394531
2016-01-05,361.3421630859375
2016-01-06,368.4117431640625
2016-01-07,361.74041748046875
2016-01-08,362.935302734375
2016-01-11,375.4812927246094
2016-01-12,371.0005798339844
2016-01-13,368.2126159667969
2016-01-14,349.69244384765625
2016-01-15,312.3534240722656
2016-01-18,318.6264343261719
2016-01-19,328.5834655761719
2016-01-20,325.7954406738281
2016-01-21,325.69586181640625
2016-01-22,318.6264343261719
2016-01-25,328.5834655761719
2016-01-26,329.6787414550781
2016-01-27,326.0941467285156
2016-01-28,322.9079284667969
2016-01-29,336.9473571777344
2016-02-01,340.93017578125
2016-02-02,337.5448303222656
2016-02-03,337.0469665527344
2016-02-04,333.0641174316406
2016-02-05,322.0116882324219
2016-02-08,309.2667541503906
2016-02-09,312.154296875
2016-02-10,317.3320007324219
2016-02-11,313.0503845214844
2016-02-12,318.0289611816406
2016-02-15,320.31903076171875
2016-02-16,322.2109680175781
2016-02-17,333.16375732421875
2016-02-18,330.57489013671875
2016-02-19,331.07269287109375
2016-02-22,326.3928527832031
2016-02-23,333.76116943359375
2016-02-24,330.0770263671875
2016-02-25,335.1550598144531
2016-02-26,336.84783935546875
2016-02-29,336.74822998046875
2016-03-01,344.7138671875
2016-03-02,336.6486511230469
2016-03-03,333.9602355957031
2016-03-04,333.9602355957031
2016-03-07,328.1851501464844
2016-03-08,326.8907470703125
2016-03-09,326.79119873046875
2016-03-10,324.5009765625
2016-03-11,322.70867919921875
2016-03-14,325.99456787109375
2016-03-15,342.1250305175781
2016-03-16,326.59197998046875
2016-03-17,326.59197998046875
2016-03-18,326.59197998046875
2016-03-21,324.003173828125
2016-03-22,326.59197998046875
2016-03-23,326.4924621582031
2016-03-24,327.7868347167969
2016-03-29,328.3842468261719
2016-03-30,326.8907470703125
2016-03-31,316.39990234375
2016-04-01,320.18426513671875
2016-04-04,320.6822204589844
2016-04-05,317.0969543457031
2016-04-06,326.6576843261719
2016-04-07,327.952392578125
2016-04-08,324.9646301269531
2016-04-11,322.873291015625
2016-04-12,320.08477783203125
2016-04-13,322.37530517578125
2016-04-14,320.18426513671875
2016-04-15,320.48309326171875
2016-04-18,319.5867614746094
2016-04-19,320.5826721191406
2016-04-20,321.0806579589844
2016-04-21,312.91412353515625
2016-04-22,303.4530944824219
2016-04-25,310.02593994140625
2016-04-26,307.4366455078125
2016-04-27,312.1174011230469
2016-04-28,315.80230712890625
2016-04-29,312.6153259277344
2016-05-03,314.8064270019531
2016-05-04,315.1051330566406
2016-05-05,311.32073974609375
2016-05-06,308.2334289550781
2016-05-09,308.9305419921875
2016-05-10,308.5321044921875
2016-05-11,312.8145446777344
2016-05-12,310.9224853515625
2016-05-13,309.72723388671875
2016-05-16,309.2293395996094
2016-05-17,310.32476806640625
2016-05-18,311.4202575683594
2016-05-19,307.038330078125
2016-05-20,312.91412353515625
2016-05-23,317.296142578125
2016-05-24,321.77777099609375
2016-05-25,321.2798156738281
2016-05-26,324.5662536621094
2016-05-27,328.3507995605469
2016-05-31,329.3467102050781
2016-06-01,329.6454162597656
2016-06-02,308.5321044921875
2016-06-03,308.4325866699219
2016-06-06,307.23748779296875
2016-06-07,303.3534851074219
2016-06-08,300.1665344238281
2016-06-09,298.0751647949219
2016-06-10,291.4025573730469
2016-06-13,286.7218322753906
2016-06-14,277.5594787597656
2016-06-15,277.4598693847656
2016-06-16,273.97412109375
2016-06-17,281.84185791015625
2016-06-20,284.9291076660156
2016-06-21,285.82550048828125
2016-06-22,285.62628173828125
2016-06-23,292.9960021972656
2016-06-24,270.189697265625
2016-06-27,246.18832397460938
2016-06-28,259.1351623535156
2016-06-29,260.230712890625
2016-06-30,269.8909606933594
2016-07-01,273.8746643066406
2016-07-04,243.79820251464844
2016-07-05,238.02191162109375
2016-07-06,232.54444885253906
2016-07-07,241.507568359375
2016-07-08,246.28794860839844
2016-07-11,259.0355529785156
2016-07-12,261.0273742675781
2016-07-13,269.59222412109375
2016-07-14,279.3521423339844
2016-07-15,279.4516296386719
2016-07-18,280.0492248535156
2016-07-19,286.0246887207031
2016-07-20,290.80499267578125
2016-07-21,292.7968444824219
2016-07-22,290.9045715332031
2016-07-25,295.9837951660156
2016-07-26,292.6972351074219
2016-07-27,298.871826171875
2016-07-28,298.77227783203125
2016-07-29,297.2784118652344
2016-08-01,295.7845153808594
2016-08-02,300.7640686035156
2016-08-03,297.8759460449219
2016-08-04,302.45721435546875
2016-08-05,308.0341796875
2016-08-08,304.4489440917969
2016-08-09,308.13385009765625
2016-08-10,309.8268127441406
2016-08-11,310.32476806640625
2016-08-12,312.7149963378906
2016-08-15,312.41619873046875
2016-08-16,309.72723388671875
2016-08-17,306.5403137207031
2016-08-18,304.1773986816406
2016-08-19,303.9781799316406
2016-08-22,304.0777587890625
2016-08-23,300.09375
2016-08-24,298.7989501953125
2016-08-25,296.5081787109375
2016-08-26,296.3089599609375
2016-08-30,293.71929931640625
2016-08-31,287.2454528808594
2016-09-01,293.4206237792969
2016-09-02,294.71533203125
2016-09-05,295.7113952636719
2016-09-06,297.603759765625
2016-09-07,297.3049621582031
2016-09-08,299.79498291015625
2016-09-09,298.5997314453125
2016-09-12,299.0978088378906
2016-09-13,300.4921875
2016-09-14,298.6993713378906
2016-09-15,300.3925476074219
2016-09-16,309.1573791503906
2016-09-19,309.2569580078125
2016-09-20,308.7589111328125
2016-09-21,307.56365966796875
2016-09-22,307.56365966796875
2016-09-23,301.7869567871094
2016-09-26,298.8985900878906
2016-09-27,299.99420166015625
2016-09-28,306.3686218261719
2016-09-29,301.18939208984375
2016-09-30,298.8985900878906
2016-10-03,307.9621887207031
2016-10-04,311.3485412597656
2016-10-05,304.3765869140625
2016-10-06,307.1653137207031
2016-10-07,297.603759765625
2016-10-10,281.8670654296875
2016-10-11,281.2694396972656
2016-10-12,283.0622253417969
2016-10-13,281.3690185546875
2016-10-14,276.48870849609375
2016-10-17,272.30548095703125
2016-10-18,280.37298583984375
2016-10-19,280.2734375
2016-10-20,276.6878356933594
2016-10-21,276.7874450683594
2016-10-24,273.40106201171875
2016-10-25,267.9230651855469
2016-10-26,264.2379455566406
2016-10-27,262.146240234375
2016-10-28,263.9391174316406
2016-10-31,260.8515319824219
2016-11-01,287.743408203125
2016-11-02,285.3530578613281
2016-11-03,286.05023193359375
2016-11-04,282.5643005371094
2016-11-07,289.0382080078125
2016-11-08,283.85906982421875
2016-11-09,285.0542297363281
2016-11-10,279.4765930175781
2016-11-11,271.11029052734375
2016-11-14,271.0107116699219
2016-11-15,271.3094482421875
2016-11-16,271.20989990234375
2016-11-17,275.29339599609375
2016-11-18,278.0821838378906
2016-11-21,275.7914733886719
2016-11-22,277.385009765625
2016-11-23,272.30548095703125
2016-11-24,272.2058410644531
2016-11-25,271.7079162597656
2016-11-28,269.91510009765625
2016-11-29,272.903076171875
2016-11-30,263.9391174316406
2016-12-01,267.1263732910156
2016-12-02,265.03472900390625
2016-12-05,268.2218322753906
2016-12-06,266.9270324707031
2016-12-07,270.61224365234375
2016-12-08,274.3970642089844
2016-12-09,281.1697998046875
2016-12-12,276.6878356933594
2016-12-13,280.37298583984375
2016-12-14,281.1697998046875
2016-12-15,287.0462341308594
2016-12-16,282.5643005371094
2016-12-19,285.45263671875
2016-12-20,283.9586486816406
2016-12-21,283.36102294921875
2016-12-22,288.4405822753906
2016-12-23,291.4285888671875
2016-12-28,291.03021240234375
2016-12-29,293.6198425292969
2016-12-30,292.92266845703125
2017-01-03,292.424560546875
2017-01-04,292.424560546875
2017-01-05,295.6118469238281
2017-01-06,296.4086608886719
2017-01-09,297.20538330078125
2017-01-10,294.71533203125
2017-01-11,294.9145812988281
2017-01-12,291.4285888671875
2017-01-13,295.0141906738281
2017-01-16,300.99017333984375
2017-01-17,301.0898132324219
2017-01-18,301.7869567871094
2017-01-19,325.7904968261719
2017-01-20,325.19287109375
2017-01-23,323.6988830566406
2017-01-24,326.7864990234375
2017-01-25,330.6708679199219
2017-01-26,332.8621520996094
2017-01-27,330.2724914550781
2017-01-30,330.6708679199219
2017-01-31,328.1808776855469
2017-02-01,329.3761291503906
2017-02-02,328.5792236328125
2017-02-03,333.0613098144531
2017-02-06,331.4676513671875
2017-02-07,335.45166015625
2017-02-08,339.6347961425781
2017-02-09,339.6347961425781
2017-02-10,338.6388854980469
2017-02-13,342.92156982421875
2017-02-14,343.0211486816406
2017-02-15,339.2364196777344
2017-02-16,337.3440856933594
2017-02-17,337.2444152832031
2017-02-20,338.3401184082031
2017-02-21,339.83404541015625
2017-02-22,339.6347961425781
2017-02-23,339.3360900878906
2017-02-24,337.2444152832031
2017-02-27,349.59478759765625
2017-02-28,328.38006591796875
2017-03-01,338.3401184082031
2017-03-02,336.8460998535156
2017-03-03,336.6468200683594
2017-03-06,340.5312194824219
2017-03-07,339.6347961425781
2017-03-08,339.0372009277344
2017-03-09,340.0332336425781
2017-03-10,339.435546875
2017-03-13,338.14080810546875
2017-03-14,336.14886474609375
2017-03-15,335.5512390136719
2017-03-16,339.6347961425781
2017-03-17,345.9095764160156
2017-03-20,346.60687255859375
2017-03-21,338.4395446777344
2017-03-22,337.642822265625
2017-03-23,339.93353271484375
2017-03-24,341.4276428222656
2017-03-27,339.6347961425781
2017-03-28,335.8500671386719
2017-03-29,334.05731201171875
2017-03-30,333.65887451171875
2017-03-31,328.8780822753906
2017-04-03,327.78240966796875
2017-04-04,331.16888427734375
2017-04-05,330.6708679199219
2017-04-06,324.76434326171875
2017-04-07,324.864013671875
2017-04-10,323.86773681640625
2017-04-11,324.1666259765625
2017-04-12,329.0480651855469
2017-04-13,328.6495056152344
2017-04-18,326.75677490234375
2017-04-19,331.73773193359375
2017-04-20,334.7264709472656
2017-04-21,335.1249084472656
2017-04-24,339.3089904785156
2017-04-25,340.00628662109375
2017-04-26,340.9029846191406
2017-04-27,344.1903381347656
2017-04-28,344.5888671875
2017-05-02,351.6619873046875
2017-05-03,348.0756530761719
2017-05-04,352.0605163574219
2017-05-05,352.6581726074219
2017-05-08,355.5471496582031
2017-05-09,351.76165771484375
2017-05-10,350.3669128417969
2017-05-11,346.68096923828125
2017-05-12,347.2786865234375
2017-05-15,337.0177307128906
