Date,MONY.L
2017-05-16,335.7226867675781
2017-05-17,334.0290222167969
2017-05-18,333.1325378417969
2017-05-19,334.0290222167969
2017-05-22,334.7264709472656
2017-05-23,335.82232666015625
2017-05-24,340.9029846191406
2017-05-25,343.09454345703125
2017-05-26,342.49688720703125
2017-05-30,346.3821105957031
2017-05-31,347.37835693359375
2017-06-01,352.8575439453125
2017-06-02,352.3594055175781
2017-06-05,356.54339599609375
2017-06-06,352.16015625
2017-06-07,355.2483215332031
2017-06-08,353.7540283203125
2017-06-09,352.6581726074219
2017-06-12,342.49688720703125
2017-06-13,347.6771240234375
2017-06-14,352.8575439453125
2017-06-15,344.38970947265625
2017-06-16,354.451416015625
2017-06-19,352.16015625
2017-06-20,354.949462890625
2017-06-21,352.6581726074219
2017-06-22,355.64678955078125
2017-06-23,357.9380798339844
2017-06-26,360.6009521484375
2017-06-27,354.3228759765625
2017-06-28,355.1487121582031
2017-06-29,351.16387939453125
2017-06-30,352.3594055175781
2017-07-03,352.3594055175781
2017-07-04,354.2521667480469
2017-07-05,357.7388610839844
2017-07-06,355.0491027832031
2017-07-07,355.64678955078125
2017-07-10,355.8460388183594
2017-07-11,355.8460388183594
2017-07-12,354.8498229980469
2017-07-13,358.4361877441406
2017-07-14,357.8385009765625
2017-07-17,359.9305419921875
2017-07-18,357.14111328125
2017-07-19,358.0377502441406
2017-07-20,349.0718688964844
2017-07-21,340.00628662109375
2017-07-24,337.0177307128906
2017-07-25,333.43133544921875
2017-07-26,336.41998291015625
2017-07-27,335.5234069824219
2017-07-28,330.7416076660156
2017-07-31,330.84124755859375
2017-08-01,330.7416076660156
2017-08-02,328.94842529296875
2017-08-03,325.6889343261719
2017-08-04,325.6889343261719
2017-08-07,320.80712890625
2017-08-08,323.9952392578125
2017-08-09,324.39373779296875
2017-08-10,321.8033447265625
2017-08-11,319.0137634277344
2017-08-14,321.1059265136719
2017-08-15,321.8033447265625
2017-08-16,322.8993225097656
2017-08-17,321.5045471191406
2017-08-18,320.0101013183594
2017-08-21,320.4085693359375
2017-08-22,321.30523681640625
2017-08-23,317.8182373046875
2017-08-24,316.7222900390625
2017-08-25,317.5193176269531
2017-08-29,314.13189697265625
2017-08-30,313.7333679199219
2017-08-31,318.31640625
2017-09-01,319.711181640625
2017-09-04,318.11712646484375
2017-09-05,320.0101013183594
2017-09-06,314.4307861328125
2017-09-07,316.82196044921875
2017-09-08,318.21673583984375
2017-09-11,320.0101013183594
2017-09-12,317.5193176269531
2017-09-13,317.2204284667969
2017-09-14,317.5193176269531
2017-09-15,317.7185974121094
2017-09-18,317.2204284667969
2017-09-19,318.31640625
2017-09-20,319.81085205078125
2017-09-21,317.0212097167969
2017-09-22,317.0212097167969
2017-09-25,316.92156982421875
2017-09-26,316.22412109375
2017-09-27,314.4307861328125
2017-09-28,320.10968017578125
2017-09-29,316.82196044921875
2017-10-02,319.711181640625
2017-10-03,318.01751708984375
2017-10-04,315.32745361328125
2017-10-05,315.82562255859375
2017-10-06,316.5230407714844
2017-10-09,317.5193176269531
2017-10-10,317.8182373046875
2017-10-11,319.611572265625
2017-10-12,322.0026550292969
2017-10-13,316.92156982421875
2017-10-16,317.3200378417969
2017-10-17,314.63006591796875
2017-10-18,316.3237609863281
2017-10-19,314.2315673828125
2017-10-20,314.13189697265625
2017-10-23,316.5230407714844
2017-10-24,316.4233703613281
2017-10-25,317.41973876953125
2017-10-26,319.711181640625
2017-10-27,318.11712646484375
2017-10-30,323.8955993652344
2017-10-31,323.6963195800781
2017-11-01,327.8807373046875
2017-11-02,330.77008056640625
2017-11-03,334.9544677734375
2017-11-06,334.55596923828125
2017-11-07,333.1612243652344
2017-11-08,332.9619140625
2017-11-09,327.4822082519531
2017-11-10,327.28302001953125
2017-11-13,322.7996826171875
2017-11-14,329.2756652832031
2017-11-15,327.0837707519531
2017-11-16,332.1648254394531
2017-11-17,329.6741027832031
2017-11-20,332.0652160644531
2017-11-21,337.1463317871094
2017-11-22,334.25701904296875
2017-11-23,336.548583984375
2017-11-24,332.5633239746094
2017-11-27,328.2793273925781
2017-11-28,333.75897216796875
2017-11-29,332.46380615234375
2017-11-30,333.75897216796875
2017-12-01,329.6741027832031
2017-12-04,334.35675048828125
2017-12-05,334.9544677734375
2017-12-06,335.25335693359375
2017-12-07,338.54107666015625
2017-12-08,338.54107666015625
2017-12-11,341.3307800292969
2017-12-12,339.7366638183594
2017-12-13,343.0862731933594
2017-12-14,343.2237243652344
2017-12-15,343.8215026855469
2017-12-18,346.7107849121094
2017-12-19,348.50408935546875
2017-12-20,347.8066711425781
2017-12-21,348.2051696777344
2017-12-22,353.0870361328125
2017-12-27,354.48193359375
2017-12-28,353.7844543457031
2017-12-29,354.88037109375
2018-01-02,357.5704040527344
2018-01-03,363.84710693359375
2018-01-04,363.1496276855469
2018-01-05,365.14227294921875
2018-01-08,363.5481262207031
2018-01-09,363.5481262207031
2018-01-10,355.27886962890625
2018-01-11,352.68853759765625
2018-01-12,353.1867370605469
2018-01-15,340.4341125488281
2018-01-16,346.01336669921875
2018-01-17,341.3307800292969
2018-01-18,340.7330017089844
2018-01-19,344.12042236328125
2018-01-22,339.4378662109375
2018-01-23,337.1463317871094
2018-01-24,337.4452819824219
2018-01-25,334.4563293457031
2018-01-26,339.93597412109375
2018-01-29,339.138916015625
2018-01-30,337.3456115722656
2018-01-31,337.3456115722656
2018-02-01,340.53375244140625
2018-02-02,338.04302978515625
2018-02-05,330.77008056640625
2018-02-06,323.7959899902344
2018-02-07,328.7774658203125
2018-02-08,318.8145446777344
2018-02-09,318.8145446777344
2018-02-12,318.615234375
2018-02-13,318.8145446777344
2018-02-14,326.4859924316406
2018-02-15,326.78485107421875
2018-02-16,325.7886047363281
2018-02-19,325.48968505859375
2018-02-20,325.7886047363281
2018-02-21,327.5819091796875
2018-02-22,282.5493469238281
2018-02-23,275.7745056152344
2018-02-26,274.97747802734375
2018-02-27,264.9149169921875
2018-02-28,259.5348815917969
2018-03-01,255.94822692871094
2018-03-02,256.2471618652344
2018-03-05,259.4352722167969
2018-03-06,269.9960632324219
2018-03-07,270.2948913574219
2018-03-08,268.999755859375
2018-03-09,275.3759765625
2018-03-12,280.45709228515625
2018-03-13,282.44970703125
2018-03-14,284.9404602050781
2018-03-15,284.04376220703125
2018-03-16,285.5382385253906
2018-03-19,290.0215759277344
2018-03-20,287.73016357421875
2018-03-21,288.12860107421875
2018-03-22,289.2244873046875
2018-03-23,286.6341857910156
2018-03-26,289.92193603515625
2018-03-27,290.7189636230469
2018-03-28,281.55303955078125
2018-03-29,285.737548828125
2018-04-03,287.8297424316406
2018-04-04,289.92193603515625
2018-04-05,286.111083984375
2018-04-06,283.7194519042969
2018-04-09,285.014892578125
2018-04-10,285.2142028808594
2018-04-11,282.3241882324219
2018-04-12,282.1248779296875
2018-04-13,285.1145324707031
2018-04-16,281.5269470214844
2018-04-17,282.52349853515625
2018-04-18,296.8738708496094
2018-04-19,300.660888671875
2018-04-20,301.5577087402344
2018-04-23,299.3652648925781
2018-04-24,298.468505859375
2018-04-25,296.77423095703125
2018-04-26,300.95977783203125
2018-04-27,300.2622375488281
2018-04-30,298.66778564453125
2018-05-01,303.1522216796875
2018-05-02,305.0456848144531
2018-05-03,306.9391174316406
2018-05-04,309.5301208496094
2018-05-08,316.0077819824219
2018-05-09,317.9012756347656
2018-05-10,316.10748291015625
2018-05-11,321.58856201171875
2018-05-14,320.7912292480469
2018-05-15,314.9115905761719
2018-05-16,316.90472412109375
2018-05-17,316.90472412109375
2018-05-18,316.8050231933594
2018-05-21,318.99749755859375
2018-05-22,317.50262451171875
2018-05-23,319.39605712890625
2018-05-24,321.48883056640625
2018-05-25,320.39263916015625
2018-05-29,313.1177673339844
2018-05-30,313.416748046875
2018-05-31,315.80853271484375
2018-06-01,317.3033142089844
2018-06-04,319.1968078613281
2018-06-05,320.69158935546875
2018-06-06,321.7878112792969
2018-06-07,318.8978576660156
2018-06-08,318.8978576660156
2018-06-11,323.38226318359375
2018-06-12,322.884033203125
2018-06-13,322.2861022949219
2018-06-14,322.884033203125
2018-06-15,319.695068359375
2018-06-18,321.98712158203125
2018-06-19,306.54052734375
2018-06-20,311.323974609375
2018-06-21,310.9253845214844
2018-06-22,316.2071228027344
2018-06-25,317.4029541015625
2018-06-26,316.2071228027344
2018-06-27,310.9253845214844
2018-06-28,311.5232849121094
2018-06-29,313.8153381347656
2018-07-02,311.9219665527344
2018-07-03,314.0147399902344
2018-07-04,314.31365966796875
2018-07-05,314.512939453125
2018-07-06,312.9184875488281
2018-07-09,313.6160888671875
2018-07-10,318.2002258300781
2018-07-11,315.708740234375
2018-07-12,318.8978576660156
2018-07-13,308.8326110839844
2018-07-16,307.8360290527344
2018-07-17,307.7362976074219
2018-07-18,308.234619140625
2018-07-19,327.2688293457031
2018-07-20,313.9150390625
2018-07-23,300.95977783203125
2018-07-24,308.03533935546875
2018-07-25,302.5543518066406
2018-07-26,302.65399169921875
2018-07-27,304.049072265625
2018-07-30,303.3515625
2018-07-31,313.0180969238281
2018-08-01,310.52667236328125
2018-08-02,309.5594482421875
2018-08-03,309.4598388671875
2018-08-06,310.75543212890625
2018-08-07,306.2705383300781
2018-08-08,305.4732360839844
2018-08-09,308.0644836425781
2018-08-10,306.8684997558594
2018-08-13,306.3702087402344
2018-08-14,303.47991943359375
2018-08-15,298.19769287109375
2018-08-16,282.7496032714844
2018-08-17,286.6365051269531
2018-08-20,287.3341979980469
2018-08-21,286.0385437011719
2018-08-22,286.33758544921875
2018-08-23,287.5335388183594
2018-08-24,290.6231689453125
2018-08-28,289.9254455566406
2018-08-29,281.9522705078125
2018-08-30,284.2445983886719
2018-08-31,283.048583984375
2018-09-03,283.94561767578125
2018-09-04,281.1548767089844
2018-09-05,275.9723815917969
2018-09-06,275.6733703613281
2018-09-07,274.4773864746094
2018-09-10,280.6566467285156
2018-09-11,280.95556640625
2018-09-12,280.0586242675781
2018-09-13,281.7530212402344
2018-09-14,282.4505920410156
2018-09-17,280.1582336425781
2018-09-18,280.3576354980469
2018-09-19,280.95556640625
2018-09-20,278.3642883300781
2018-09-21,282.1515808105469
2018-09-24,284.742919921875
2018-09-25,280.0586242675781
2018-09-26,282.7496032714844
2018-09-27,277.0686950683594
2018-09-28,277.96563720703125
2018-10-01,282.6499328613281
2018-10-02,280.3576354980469
2018-10-03,276.7696533203125
2018-10-04,276.968994140625
2018-10-05,274.07879638671875
2018-10-08,271.1884765625
2018-10-09,268.4974670410156
2018-10-10,263.1155700683594
2018-10-11,274.17840576171875
2018-10-12,281.9522705078125
2018-10-15,282.2512512207031
2018-10-16,291.32073974609375
2018-10-17,294.3106994628906
2018-10-18,291.42047119140625
2018-10-19,281.254638671875
2018-10-22,286.83587646484375
2018-10-23,285.6398620605469
2018-10-24,293.21441650390625
2018-10-25,286.33758544921875
2018-10-26,282.6499328613281
2018-10-29,290.6231689453125
2018-10-30,287.5335388183594
2018-10-31,292.31744384765625
2018-11-01,298.49676513671875
2018-11-02,310.45648193359375
2018-11-05,301.98492431640625
2018-11-06,310.157470703125
2018-11-07,308.7620849609375
2018-11-08,307.96478271484375
2018-11-09,306.7688293457031
2018-11-12,302.6826171875
2018-11-13,302.88189697265625
2018-11-14,301.48663330078125
2018-11-15,293.21441650390625
2018-11-16,293.01507568359375
2018-11-19,289.9254455566406
2018-11-20,294.5101013183594
2018-11-21,297.6993713378906
2018-11-22,298.19769287109375
2018-11-23,301.48663330078125
2018-11-26,301.48663330078125
2018-11-27,299.49334716796875
2018-11-28,305.0745544433594
2018-11-29,308.9614562988281
2018-11-30,304.8752136230469
2018-12-03,301.48663330078125
2018-12-04,299.2939758300781
2018-12-05,298.9949645996094
2018-12-06,297.5
2018-12-07,301.78564453125
2018-12-10,290.42376708984375
2018-12-11,293.3140869140625
2018-12-12,293.01507568359375
2018-12-13,290.3240966796875
2018-12-14,277.5669860839844
2018-12-17,266.1055603027344
2018-12-18,271.28814697265625
2018-12-19,275.8726806640625
2018-12-20,271.98577880859375
2018-12-21,273.2814025878906
2018-12-24,268.8961486816406
2018-12-27,271.6867370605469
2018-12-28,273.2814025878906
2018-12-31,274.5769958496094
2019-01-02,279.6599426269531
2019-01-03,278.6632995605469
2019-01-04,280.2580261230469
2019-01-07,283.2479553222656
2019-01-08,286.6365051269531
2019-01-09,285.2412109375
2019-01-10,280.457275390625
2019-01-11,291.32073974609375
2019-01-14,286.4371032714844
2019-01-15,284.742919921875
2019-01-16,288.62982177734375
2019-01-17,288.1315002441406
2019-01-18,295.10809326171875
2019-01-21,291.7194519042969
2019-01-22,289.32745361328125
2019-01-23,293.11474609375
2019-01-24,297.4003601074219
2019-01-25,303.3802795410156
2019-01-28,294.60968017578125
2019-01-29,301.08795166015625
2019-01-30,305.4732360839844
2019-01-31,301.98492431640625
2019-02-01,304.9748840332031
2019-02-04,306.7688293457031
2019-02-05,311.8517761230469
2019-02-06,310.2570495605469
2019-02-07,309.16082763671875
2019-02-08,308.9614562988281
2019-02-11,311.0544128417969
2019-02-12,314.94140625
2019-02-13,311.55279541015625
2019-02-14,331.984130859375
2019-02-15,325.30657958984375
2019-02-18,331.8843994140625
2019-02-19,331.8843994140625
2019-02-20,333.6784362792969
2019-02-21,334.0771484375
2019-02-22,330.98748779296875
2019-02-25,332.6816711425781
2019-02-26,341.0536804199219
2019-02-27,345.73785400390625
2019-02-28,343.54522705078125
2019-03-01,348.9271545410156
2019-03-04,344.9405822753906
2019-03-05,349.52520751953125
2019-03-06,349.7245178222656
2019-03-07,346.8341979980469
2019-03-08,343.0469055175781
2019-03-11,342.7479248046875
2019-03-12,342.44891357421875
2019-03-13,343.94384765625
2019-03-14,347.0335693359375
2019-03-15,355.2060241699219
2019-03-18,358.9932861328125
2019-03-19,357.2989501953125
2019-03-20,362.58123779296875
2019-03-21,365.0728454589844
2019-03-22,359.9899597167969
2019-03-25,358.9932861328125
2019-03-26,358.7939147949219
2019-03-27,362.18255615234375
2019-03-28,366.5678405761719
2019-03-29,370.8534240722656
2019-04-01,359.9899597167969
2019-04-02,363.577880859375
2019-04-03,361.3852844238281
2019-04-04,352.5938720703125
2019-04-05,347.5098571777344
2019-04-08,345.3166809082031
2019-04-09,340.2326354980469
2019-04-10,342.4257507324219
2019-04-11,344.22015380859375
2019-04-12,343.7217102050781
2019-04-15,343.9210510253906
2019-04-16,346.01446533203125
2019-04-17,347.3103942871094
2019-04-18,362.16375732421875
2019-04-23,357.3788757324219
2019-04-24,365.8522644042969
2019-04-25,363.1606750488281
2019-04-26,363.55950927734375
2019-04-29,367.6466064453125
2019-04-30,362.5625305175781
2019-05-01,363.55950927734375
2019-05-02,353.1919860839844
2019-05-03,352.8929748535156
2019-05-07,353.49102783203125
2019-05-08,355.7838439941406
2019-05-09,353.2916564941406
2019-05-10,356.88037109375
2019-05-13,352.7932434082031
