Date,ANANDRATHI.NS
2021-12-14,279.3650817871094
2021-12-15,280.0353088378906
2021-12-16,273.3091735839844
2021-12-17,272.2798156738281
2021-12-20,264.04559326171875
2021-12-21,275.1043701171875
2021-12-22,277.9049987792969
2021-12-23,275.7985534667969
2021-12-24,273.5484924316406
2021-12-27,273.57244873046875
2021-12-28,273.85968017578125
2021-12-29,279.1736145019531
2021-12-30,280.41827392578125
2021-12-31,281.73480224609375
2022-01-03,302.91876220703125
2022-01-04,306.2938537597656
2022-01-05,305.0013122558594
2022-01-06,303.8523254394531
2022-01-07,296.5516357421875
2022-01-10,301.2671203613281
2022-01-11,299.6873779296875
2022-01-12,296.0729064941406
2022-01-13,296.76708984375
2022-01-14,298.2272033691406
2022-01-17,296.33624267578125
2022-01-18,293.70318603515625
2022-01-19,294.8374328613281
2022-01-20,292.0379943847656
2022-01-21,291.0967712402344
2022-01-24,279.9712829589844
2022-01-25,285.95635986328125
2022-01-27,286.5596923828125
2022-01-28,286.801025390625
2022-01-31,282.1191711425781
2022-02-01,284.3394470214844
2022-02-02,286.43902587890625
2022-02-03,283.32586669921875
2022-02-04,283.567138671875
2022-02-07,281.5882263183594
2022-02-08,281.4675598144531
2022-02-09,280.840087890625
2022-02-10,292.3517150878906
2022-02-11,285.64263916015625
2022-02-14,274.4930114746094
2022-02-15,282.9155578613281
2022-02-16,275.96514892578125
2022-02-17,276.4960632324219
2022-02-18,273.28631591796875
2022-02-21,271.83831787109375
2022-02-22,270.5109558105469
2022-02-23,270.7282409667969
2022-02-24,266.14288330078125
2022-02-25,270.197265625
2022-02-28,269.8111572265625
2022-03-02,268.2183532714844
2022-03-03,271.4039306640625
2022-03-04,268.79754638671875
2022-03-07,269.8835144042969
2022-03-08,281.7088623046875
2022-03-09,282.1191711425781
2022-03-10,279.0300598144531
2022-03-11,276.4960632324219
2022-03-14,274.3723449707031
2022-03-15,272.34515380859375
2022-03-16,276.9787292480469
2022-03-17,275.14459228515625
2022-03-21,278.11297607421875
2022-03-22,283.1810302734375
2022-03-23,283.9774475097656
2022-03-24,285.5219421386719
2022-03-25,286.7044677734375
2022-03-28,286.60797119140625
2022-03-29,287.25958251953125
2022-03-30,292.7378234863281
2022-03-31,292.64129638671875
2022-04-01,293.6549072265625
2022-04-04,296.5992126464844
2022-04-05,295.53729248046875
2022-04-06,299.857177734375
2022-04-07,294.33062744140625
2022-04-08,294.8616027832031
2022-04-11,294.42718505859375
2022-04-12,295.7062683105469
2022-04-13,321.5289611816406
2022-04-18,337.48114013671875
2022-04-19,318.8984680175781
2022-04-20,317.7400207519531
2022-04-21,313.4443054199219
2022-04-22,315.2301330566406
2022-04-25,309.8001403808594
2022-04-26,309.220947265625
2022-04-27,322.735595703125
2022-04-28,315.78521728515625
2022-04-29,313.0581359863281
2022-05-02,312.47900390625
2022-05-04,310.2345275878906
2022-05-05,307.5074462890625
2022-05-06,303.86334228515625
2022-05-09,301.9567565917969
2022-05-10,303.428955078125
2022-05-11,299.3020935058594
2022-05-12,295.4649353027344
2022-05-13,295.6579895019531
2022-05-16,296.9612121582031
2022-05-17,318.5122985839844
2022-05-18,308.03839111328125
2022-05-19,307.45916748046875
2022-05-20,316.9918518066406
2022-05-23,305.7215576171875
2022-05-24,302.4153137207031
2022-05-25,302.1739807128906
2022-05-26,302.3187561035156
2022-05-27,311.779052734375
2022-05-30,314.675048828125
2022-05-31,319.1397705078125
2022-06-01,320.998046875
2022-06-02,326.3797912597656
2022-06-03,323.0976257324219
2022-06-06,317.3780517578125
2022-06-07,319.1397705078125
2022-06-08,318.1502990722656
2022-06-09,319.18798828125
2022-06-10,316.3885803222656
2022-06-13,306.156005859375
2022-06-14,305.4561462402344
2022-06-15,311.0550537109375
2022-06-16,302.10162353515625
2022-06-17,299.08489990234375
2022-06-20,299.2055969238281
2022-06-21,312.5271911621094
2022-06-22,303.52545166015625
2022-06-23,308.73828125
2022-06-24,309.48638916015625
2022-06-27,313.878662109375
2022-06-28,311.1274719238281
2022-06-29,311.320556640625
2022-06-30,316.9677734375
2022-07-01,315.0370788574219
2022-07-04,325.1007080078125
2022-07-05,318.1744384765625
2022-07-06,316.147216796875
2022-07-07,316.3885803222656
2022-07-08,312.79266357421875
2022-07-11,312.1893615722656
2022-07-12,314.8923034667969
2022-07-13,313.9752502441406
2022-07-14,313.46844482421875
2022-07-15,308.0866394042969
2022-07-18,306.8799743652344
2022-07-19,304.17706298828125
2022-07-20,303.8150939941406
2022-07-21,305.84228515625
2022-07-22,306.614501953125
2022-07-25,303.718505859375
2022-07-26,306.3973388671875
2022-07-27,309.41400146484375
2022-07-28,309.220947265625
2022-07-29,309.41400146484375
2022-08-01,315.6163330078125
2022-08-02,320.4145812988281
2022-08-03,320.29278564453125
2022-08-04,323.33740234375
2022-08-05,324.2873229980469
2022-08-08,327.5267639160156
2022-08-10,330.54705810546875
2022-08-11,326.06536865234375
2022-08-12,327.185791015625
2022-08-16,328.2331237792969
2022-08-17,326.43072509765625
2022-08-18,324.70135498046875
2022-08-19,321.5350036621094
2022-08-22,316.68798828125
2022-08-23,313.4241638183594
2022-08-24,317.3699645996094
2022-08-25,316.10345458984375
2022-08-26,316.6392517089844
2022-08-29,317.0046081542969
2022-08-30,319.8056640625
2022-09-01,316.2008361816406
2022-09-02,316.4931335449219
2022-09-05,320.4632873535156
2022-09-06,319.0262145996094
2022-09-07,317.8570861816406
2022-09-08,319.6351623535156
2022-09-09,315.7867736816406
2022-09-12,320.87738037109375
2022-09-13,323.0938720703125
2022-09-14,323.1425476074219
2022-09-15,322.1682434082031
2022-09-16,323.75146484375
2022-09-19,322.1682434082031
2022-09-20,321.26708984375
2022-09-21,321.7541809082031
2022-09-22,322.5335693359375
2022-09-23,322.43621826171875
2022-09-26,320.4632873535156
2022-09-27,322.3874816894531
2022-09-28,321.68115234375
2022-09-29,321.5593566894531
2022-09-30,319.5621032714844
2022-10-03,321.0965881347656
2022-10-04,323.8489074707031
2022-10-06,323.9949951171875
2022-10-07,323.7758483886719
2022-10-10,321.8760070800781
2022-10-11,321.5106201171875
2022-10-12,322.5093078613281
2022-10-13,331.764892578125
2022-10-14,338.38995361328125
2022-10-17,342.82293701171875
2022-10-18,344.9419250488281
2022-10-19,343.2613220214844
2022-10-20,341.6668395996094
2022-10-21,342.9424133300781
2022-10-24,345.1011657714844
2022-10-25,343.43304443359375
2022-10-27,344.2179870605469
2022-10-28,351.1112365722656
2022-10-31,354.5455627441406
2022-11-01,351.3320007324219
2022-11-02,345.86163330078125
2022-11-03,349.0506286621094
2022-11-04,349.443115234375
2022-11-07,344.7577209472656
2022-11-09,345.8861389160156
2022-11-10,346.10687255859375
2022-11-11,347.088134765625
2022-11-14,345.3710021972656
2022-11-15,345.0765686035156
2022-11-16,342.74615478515625
2022-11-17,346.22955322265625
2022-11-18,344.7086486816406
2022-11-21,345.4200134277344
2022-11-22,346.6956481933594
2022-11-23,346.6956481933594
2022-11-24,347.186279296875
2022-11-25,348.265625
2022-11-28,347.4560852050781
2022-11-29,346.52392578125
2022-11-30,346.35223388671875
2022-12-01,346.86737060546875
2022-12-02,348.7317199707031
2022-12-05,347.1617126464844
2022-12-06,347.5542297363281
2022-12-07,343.6292724609375
2022-12-08,340.7836608886719
2022-12-09,340.26849365234375
2022-12-12,339.87603759765625
2022-12-13,338.18341064453125
2022-12-14,338.3305969238281
2022-12-15,336.6625061035156
2022-12-16,333.8905029296875
2022-12-19,332.7130432128906
2022-12-20,333.448974609375
2022-12-21,333.49798583984375
2022-12-22,328.54278564453125
2022-12-23,325.5990295410156
2022-12-26,336.5153503417969
2022-12-27,341.1271667480469
2022-12-28,339.43450927734375
2022-12-29,343.187744140625
2022-12-30,344.1934814453125
2023-01-02,345.0275573730469
2023-01-03,345.5672302246094
2023-01-04,351.3074645996094
2023-01-05,360.06500244140625
2023-01-06,363.8673095703125
2023-01-09,370.1227111816406
2023-01-10,366.0260009765625
2023-01-11,363.6465148925781
2023-01-12,370.1962585449219
2023-01-13,379.12554931640625
2023-01-16,388.9869689941406
2023-01-17,397.9407653808594
2023-01-18,400.8108825683594
2023-01-19,414.18023681640625
2023-01-20,414.1066589355469
2023-01-23,408.0720520019531
2023-01-24,414.8916320800781
2023-01-25,411.45733642578125
2023-01-27,406.25677490234375
2023-01-30,408.1947021484375
2023-01-31,408.44000244140625
2023-02-01,391.75897216796875
2023-02-02,374.2929382324219
2023-02-03,374.4156188964844
2023-02-06,387.7604064941406
2023-02-07,388.83978271484375
2023-02-08,392.3967590332031
2023-02-09,399.7560729980469
2023-02-10,395.4631042480469
2023-02-13,392.3721923828125
2023-02-14,389.4530334472656
2023-02-15,389.67388916015625
2023-02-16,382.3881530761719
2023-02-17,383.8109130859375
2023-02-20,384.9393310546875
2023-02-21,385.0129699707031
2023-02-22,380.0086364746094
2023-02-23,378.757568359375
2023-02-24,376.8441162109375
2023-02-27,368.5527038574219
2023-02-28,368.9942626953125
2023-03-01,371.888916015625
2023-03-02,379.5425720214844
2023-03-03,384.66949462890625
2023-03-06,385.47906494140625
2023-03-08,391.0230407714844
2023-03-09,390.0663146972656
2023-03-10,393.18182373046875
2023-03-13,382.4862365722656
2023-03-14,387.14715576171875
2023-03-15,390.9985046386719
2023-03-16,390.4342956542969
2023-03-17,398.70123291015625
2023-03-20,396.3216857910156
2023-03-21,391.78350830078125
2023-03-22,398.65216064453125
2023-03-23,393.2798767089844
2023-03-24,399.3880920410156
2023-03-27,398.18603515625
2023-03-28,400.590087890625
2023-03-29,400.5164489746094
2023-03-31,396.27264404296875
2023-04-03,397.5727844238281
2023-04-05,397.2784423828125
2023-04-06,397.7935791015625
2023-04-10,397.4010925292969
2023-04-11,398.9710693359375
2023-04-12,407.33612060546875
2023-04-13,417.9334411621094
2023-04-17,419.1109619140625
2023-04-18,419.1600036621094
2023-04-19,421.6622009277344
2023-04-20,422.29998779296875
2023-04-21,421.1224670410156
2023-04-24,419.4299011230469
2023-04-25,419.0373840332031
2023-04-26,419.6015930175781
2023-04-27,420.09222412109375
2023-04-28,423.6737060546875
2023-05-02,427.8194580078125
2023-05-03,430.7386169433594
2023-05-04,431.032958984375
2023-05-05,430.002685546875
2023-05-08,426.8136901855469
2023-05-09,427.1571044921875
2023-05-10,427.181640625
2023-05-11,432.5048522949219
2023-05-12,427.57415771484375
2023-05-15,413.5424499511719
2023-05-16,412.41400146484375
2023-05-17,417.4428405761719
2023-05-18,418.6448669433594
2023-05-19,423.1340026855469
2023-05-22,424.066162109375
2023-05-23,418.9147033691406
2023-05-24,417.0257873535156
2023-05-25,416.9767761230469
2023-05-26,417.4674072265625
2023-05-29,425.2339782714844
2023-05-30,424.6403503417969
2023-05-31,425.5060729980469
2023-06-01,421.1775207519531
2023-06-02,423.8241271972656
