Date,GFTU.L
2015-08-24,662.7430419921875
2015-08-25,689.6715087890625
2015-08-26,674.7113037109375
2015-08-27,716.1015014648438
2015-08-28,747.0194702148438
2015-09-01,735.05126953125
2015-09-02,738.0432739257812
2015-09-03,738.0432739257812
2015-09-04,726.0750732421875
2015-09-07,712.6106567382812
2015-09-08,710.6157836914062
2015-09-09,713.1091918945312
2015-09-10,703.1800537109375
2015-09-11,701.1852416992188
2015-09-14,698.1929931640625
2015-09-15,695.6994018554688
2015-09-16,697.1956176757812
2015-09-17,699.1903686523438
2015-09-18,682.7330932617188
2015-09-21,672.260009765625
2015-09-22,656.7999877929688
2015-09-23,654.306396484375
2015-09-24,647.32470703125
2015-09-25,659.2935791015625
2015-09-28,656.7999877929688
2015-09-29,655.3038940429688
2015-09-30,665.7769775390625
2015-10-01,663.2833251953125
2015-10-02,658.7950439453125
2015-10-05,673.2574462890625
2015-10-06,680.2394409179688
2015-10-07,671.7613525390625
2015-10-08,678.2445678710938
2015-10-09,681.23681640625
2015-10-12,675.2521362304688
2015-10-13,673.2574462890625
2015-10-14,675.2521362304688
2015-10-15,687.7200317382812
2015-10-16,694.2032470703125
2015-10-19,688.21875
2015-10-20,686.2239379882812
2015-10-21,688.717529296875
2015-10-22,659.792236328125
2015-10-23,655.3038940429688
2015-10-26,656.7999877929688
2015-10-27,657.7975463867188
2015-10-28,666.2755737304688
2015-10-29,666.7742919921875
2015-10-30,672.260009765625
2015-11-02,677.2472534179688
2015-11-03,678.2445678710938
2015-11-04,683.231689453125
2015-11-05,680.2394409179688
2015-11-06,690.2135620117188
2015-11-09,685.2265625
2015-11-10,685.2265625
2015-11-11,647.8234252929688
2015-11-12,645.8284912109375
2015-11-13,631.3657836914062
2015-11-16,617.9008178710938
2015-11-17,628.3737182617188
2015-11-18,621.8904418945312
2015-11-19,636.8516845703125
2015-11-20,643.8336791992188
2015-11-23,632.8621215820312
2015-11-24,631.8645629882812
2015-11-25,642.3375854492188
2015-11-26,656.3014526367188
2015-11-27,665.2781982421875
2015-11-30,680.7381591796875
2015-12-01,688.21875
2015-12-02,694.7019653320312
2015-12-03,700.6865844726562
2015-12-04,697.6942749023438
2015-12-07,707.169677734375
2015-12-08,703.1800537109375
2015-12-09,700.6865844726562
2015-12-10,702.6814575195312
2015-12-11,692.7071533203125
2015-12-14,700.1878051757812
2015-12-15,718.1412963867188
2015-12-16,717.1439208984375
2015-12-17,716.6452026367188
2015-12-18,734.5986328125
2015-12-21,737.0923461914062
2015-12-22,743.0768432617188
2015-12-23,745.5703735351562
2015-12-24,745.0717163085938
2015-12-29,748.0638427734375
2015-12-30,744.572998046875
2015-12-31,738.0896606445312
2016-01-04,727.1181030273438
2016-01-05,736.0947875976562
2016-01-06,723.627197265625
2016-01-07,730.1102905273438
2016-01-08,733.1025390625
2016-01-11,730.1102905273438
2016-01-12,717.1439208984375
2016-01-13,707.169677734375
2016-01-14,698.1929931640625
2016-01-15,681.23681640625
2016-01-18,664.2806396484375
2016-01-19,671.7613525390625
2016-01-20,655.3038940429688
2016-01-21,662.2860107421875
2016-01-22,678.2445678710938
2016-01-25,669.267822265625
2016-01-26,669.7665405273438
2016-01-27,679.2420043945312
2016-01-28,669.267822265625
2016-01-29,702.1827392578125
2016-02-01,700.6865844726562
2016-02-02,689.2161865234375
2016-02-03,668.2703247070312
2016-02-04,681.23681640625
2016-02-05,668.76904296875
2016-02-08,639.8440551757812
2016-02-09,636.35302734375
2016-02-10,644.3323364257812
2016-02-11,620.394287109375
2016-02-12,629.8698120117188
2016-02-15,635.3555908203125
2016-02-16,628.3737182617188
2016-02-17,640.342529296875
2016-02-18,638.3478393554688
2016-02-19,632.3634643554688
2016-02-22,636.8516845703125
2016-02-23,638.3478393554688
2016-02-24,645.3297729492188
2016-02-25,657.7975463867188
2016-02-26,673.7562255859375
2016-02-29,663.781982421875
2016-03-01,668.2703247070312
2016-03-02,655.802734375
2016-03-03,663.2833251953125
2016-03-04,664.7794189453125
2016-03-07,670.2652587890625
2016-03-08,664.2806396484375
2016-03-09,676.2498168945312
2016-03-10,651.3142700195312
2016-03-11,664.2806396484375
2016-03-14,659.792236328125
2016-03-15,658.7950439453125
2016-03-16,670.7640991210938
2016-03-17,700.2711791992188
2016-03-18,731.1947021484375
2016-03-21,710.7451171875
2016-03-22,706.25634765625
2016-03-23,705.7576904296875
2016-03-24,708.25146484375
2016-03-29,715.234130859375
2016-03-30,716.7304077148438
2016-03-31,720.221923828125
2016-04-01,718.7255249023438
2016-04-04,715.234130859375
2016-04-05,704.760009765625
2016-04-06,712.2416381835938
2016-04-07,707.752685546875
2016-04-08,721.718017578125
2016-04-11,722.2169189453125
2016-04-12,712.7403564453125
2016-04-13,727.20458984375
2016-04-14,713.239013671875
2016-04-15,673.8364868164062
2016-04-18,681.3179321289062
2016-04-19,684.809326171875
2016-04-20,676.3302612304688
2016-04-21,673.337646484375
2016-04-22,670.8438720703125
2016-04-25,680.3203735351562
2016-04-26,694.285888671875
2016-04-27,710.7451171875
2016-04-28,706.25634765625
2016-04-29,688.7994384765625
2016-05-03,692.2907104492188
2016-05-04,687.3031005859375
2016-05-05,676.8290405273438
2016-05-06,676.3302612304688
2016-05-09,688.7994384765625
2016-05-10,680.3203735351562
2016-05-11,673.337646484375
2016-05-12,670.8438720703125
2016-05-13,668.8486328125
2016-05-16,670.3449096679688
2016-05-17,681.3179321289062
2016-05-18,687.3031005859375
2016-05-19,692.2907104492188
2016-05-20,710.246337890625
2016-05-23,723.2145385742188
2016-05-24,744.1627807617188
2016-05-25,750.1480102539062
2016-05-26,742.666259765625
2016-05-27,742.167724609375
2016-05-31,737.1799926757812
2016-06-01,718.2267456054688
2016-06-02,716.2317504882812
2016-06-03,713.7379150390625
2016-06-06,715.7330932617188
2016-06-07,712.7403564453125
2016-06-08,704.2612915039062
2016-06-09,701.7674560546875
2016-06-10,692.7896118164062
2016-06-13,678.8240966796875
2016-06-14,663.362060546875
2016-06-15,665.856201171875
2016-06-16,648.3991088867188
2016-06-17,652.3892211914062
2016-06-20,690.7945556640625
2016-06-21,691.293212890625
2016-06-22,690.7945556640625
2016-06-23,710.246337890625
2016-06-24,541.6627197265625
2016-06-27,438.9163513183594
2016-06-28,470.9372863769531
2016-06-29,485.7008361816406
2016-06-30,493.58135986328125
2016-07-01,488.2944641113281
2016-07-04,460.3634338378906
2016-07-05,448.1934509277344
2016-07-06,459.066650390625
2016-07-07,469.44097900390625
2016-07-08,487.7956848144531
2016-07-11,515.7266845703125
2016-07-12,520.7142944335938
2016-07-13,530.1911010742188
2016-07-14,540.6652221679688
2016-07-15,543.65771484375
2016-07-18,549.1442260742188
2016-07-19,542.6602172851562
2016-07-20,549.1442260742188
2016-07-21,547.1490478515625
2016-07-22,539.1688842773438
2016-07-25,543.65771484375
2016-07-26,538.1713256835938
2016-07-27,553.1345825195312
2016-07-28,563.6085815429688
2016-07-29,557.1245727539062
2016-08-01,551.6381225585938
2016-08-02,534.679931640625
2016-08-03,530.6896362304688
2016-08-04,529.6921997070312
2016-08-05,537.173828125
2016-08-08,546.650390625
2016-08-09,546.1515502929688
2016-08-10,535.1785888671875
2016-08-11,526.2008666992188
2016-08-12,530.1911010742188
2016-08-15,530.1911010742188
