Date,ALUP11.SA
2015-08-24,7.298686981201172
2015-08-25,7.356076240539551
2015-08-26,7.569974899291992
2015-08-27,7.61693000793457
2015-08-28,7.538671016693115
2015-08-31,7.622145175933838
2015-09-01,7.538671016693115
2015-09-02,7.371725082397461
2015-09-03,7.397811412811279
2015-09-04,7.371725082397461
2015-09-08,7.554323196411133
2015-09-09,7.439547538757324
2015-09-10,7.778657913208008
2015-09-11,7.371725082397461
2015-09-14,7.382161617279053
2015-09-15,7.794308662414551
2015-09-16,7.695184707641602
2015-09-17,7.924735069274902
2015-09-18,8.128202438354492
2015-09-21,7.825611114501953
2015-09-22,7.61693000793457
2015-09-23,7.61693000793457
2015-09-24,7.434332847595215
2015-09-25,7.434332847595215
2015-09-28,7.371725082397461
2015-09-29,7.460415840148926
2015-09-30,7.773441314697266
2015-10-01,7.705621242523193
2015-10-02,8.008211135864258
2015-10-05,8.086464881896973
2015-10-06,8.086464881896973
2015-10-07,8.362970352172852
2015-10-08,8.362970352172852
2015-10-09,8.362970352172852
2015-10-13,8.096900939941406
2015-10-14,8.258627891540527
2015-10-15,8.582088470458984
2015-10-16,7.987341403961182
2015-10-19,7.841262340545654
2015-10-20,7.61693000793457
2015-10-21,7.7160539627075195
2015-10-22,7.825611114501953
2015-10-23,7.773441314697266
2015-10-26,8.133419036865234
2015-10-27,8.336884498596191
2015-10-28,8.289931297302246
2015-10-29,7.9664716720581055
2015-10-30,8.269062995910645
2015-11-03,8.008211135864258
2015-11-04,8.060381889343262
2015-11-05,8.060381889343262
2015-11-06,8.0238618850708
2015-11-09,8.01864242553711
2015-11-10,8.008211135864258
2015-11-11,8.0029935836792
2015-11-12,7.825611114501953
2015-11-13,7.773441314697266
2015-11-16,7.549108505249023
2015-11-17,7.6690993309021
2015-11-18,7.590843200683594
2015-11-19,7.643014430999756
2015-11-23,7.512588024139404
2015-11-24,7.632580757141113
2015-11-25,7.329989433288574
2015-11-26,7.705621242523193
2015-11-27,7.460415840148926
2015-11-30,7.3925933837890625
2015-12-01,7.25173282623291
2015-12-02,7.298686981201172
2015-12-03,7.293469429016113
2015-12-04,7.20999813079834
2015-12-07,7.074353218078613
2015-12-08,6.907407283782959
2015-12-09,6.938709735870361
2015-12-10,6.881320953369141
2015-12-11,6.782196521759033
2015-12-14,6.703939914703369
2015-12-15,6.573513984680176
2015-12-16,6.312660217285156
2015-12-17,6.291793346405029
2015-12-18,5.9474639892578125
2015-12-21,5.921379566192627
2015-12-22,5.989201068878174
2015-12-23,6.0413713455200195
2015-12-28,6.521344184875488
2015-12-29,6.521344184875488
2015-12-30,6.860454559326172
2016-01-04,6.338744163513184
2016-01-05,6.229186058044434
2016-01-06,6.437869071960449
2016-01-07,6.364831924438477
2016-01-08,6.13527774810791
2016-01-11,6.130063056945801
2016-01-12,6.130063056945801
2016-01-13,6.130063056945801
2016-01-14,6.130063056945801
2016-01-15,5.9787678718566895
2016-01-18,5.895294189453125
2016-01-19,5.780518531799316
2016-01-20,5.733564853668213
2016-01-21,5.6448750495910645
2016-01-22,5.817037582397461
2016-01-26,5.613572120666504
2016-01-27,5.863992214202881
2016-01-28,5.989201068878174
2016-01-29,6.458737850189209
2016-02-01,7.0430498123168945
2016-02-02,6.891756534576416
2016-02-03,6.938709735870361
2016-02-04,6.860454559326172
2016-02-05,6.776981353759766
2016-02-10,6.6309027671813965
2016-02-11,6.625683307647705
2016-02-12,6.260490417480469
2016-02-15,6.338744163513184
2016-02-16,6.667421340942383
2016-02-17,6.474389553070068
2016-02-18,6.286574363708496
2016-02-19,6.417001724243164
2016-02-22,6.677854537963867
2016-02-23,6.312660217285156
2016-02-24,6.364831924438477
2016-02-25,6.417001724243164
2016-02-26,6.343963623046875
2016-02-29,6.57873010635376
2016-03-01,6.563081741333008
2016-03-02,6.563081741333008
2016-03-03,6.709158897399902
2016-03-04,6.698724269866943
2016-03-07,6.677854537963867
2016-03-08,6.76132869720459
2016-03-09,6.724808692932129
2016-03-10,6.834368705749512
2016-03-11,7.147390365600586
2016-03-14,7.063919544219971
2016-03-15,6.938709735870361
2016-03-16,6.876104354858398
2016-03-17,7.121306419372559
2016-03-18,7.408246994018555
2016-03-21,7.2778191566467285
2016-03-22,7.2778191566467285
2016-03-23,7.382161617279053
2016-03-24,7.4030303955078125
2016-03-28,7.486499786376953
2016-03-29,7.747354030609131
2016-03-30,8.128202438354492
2016-03-31,7.747354030609131
2016-04-01,7.783874988555908
2016-04-04,7.523022174835205
2016-04-05,7.564758777618408
2016-04-06,7.4917192459106445
2016-04-07,7.4917192459106445
2016-04-08,7.439547538757324
2016-04-11,7.486499786376953
2016-04-12,7.6377973556518555
2016-04-13,7.794308662414551
2016-04-14,7.742138862609863
2016-04-15,7.825611114501953
2016-04-18,7.820394039154053
2016-04-19,7.9821248054504395
2016-04-20,7.87778377532959
2016-04-22,7.97211217880249
2016-04-25,7.7426581382751465
2016-04-26,7.80148983001709
2016-04-27,8.0309476852417
2016-04-28,8.07213306427002
2016-04-29,7.795607566833496
2016-05-02,7.683822154998779
2016-05-03,7.789724826812744
2016-05-04,7.654401779174805
2016-05-05,7.795607566833496
2016-05-06,7.7132368087768555
2016-05-09,7.7779541015625
2016-05-10,7.836790084838867
2016-05-11,7.942692279815674
2016-05-12,8.178032875061035
2016-05-13,8.078014373779297
2016-05-16,7.772073745727539
2016-05-17,7.583802223205566
2016-05-18,7.583802223205566
